,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, None), (22, 11), (11, 11)]",
module__conv_type,regular,
module__dropout,0.4624214684511159,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.7365896176328097, 2.6849668459667395, 2.66389127576202, 2.645121108120284, 2.652133782398712, 2.647703534026233, 2.613040258152423, 2.6042462111207816, 2.5782026120168413, 2.548129612717982, 2.548045471841263, 2.4890325684405155, 2.467804828897133, 2.435080254961368, 2.4309385538789603, 2.383756617379946, 2.379542827606201, 2.331847353550651, 2.3146281565922284, 2.280122154601155, 2.2542062543468826, 2.2480025682687987, 2.210675406387153, 2.1997282998394345, 2.183648852457555, 2.163366253497626, 2.0880097816263516, 2.0897525267835073, 2.1141895788925216, 2.081891562183736, 2.070598513605046, 2.0460056650512373, 2.04241382157837, 2.009493547637837, 1.9621881780082842, 1.9998674008339157, 1.9510799244806327, 1.9999883413544288, 1.9290998040539813, 1.9524312348636557, 1.916671041230724, 1.889276995236651, 1.8660165952649452, 1.868353696943362, 1.8606830289205527, 1.895979783532709, 1.8582921004042934, 1.8080357037792996, 1.8364440550358967, 1.834773286589071, 1.7498804041694516, 1.7800694047773653, 1.8523816834056, 1.789685209745163, 1.7705583050345088, 1.7081768659586167, 1.6966901859259582, 1.694721321628229, 1.7418644471852336, 1.7536426922584292, 1.7364634530147298, 1.721398975323667, 1.6685012952999156, 1.6921577944677535, 1.6981391886086046, 1.7076125944658926, 1.6584677697375374, 1.6318902752511883, 1.689172190582672, 1.6564906202220826, 1.6331206547514077, 1.5614940462718225, 1.6097170894712756, 1.598165540653886, 1.5608722432745088, 1.5522778621077882, 1.5792430612878001, 1.5632343951960501, 1.5391807873967294, 1.5595728152066728, 1.546536706868448, 1.5660274998285773, 1.6082061205607865, 1.4630160311647513, 1.5537166785918484, 1.5320320692741607, 1.5779445322805925, 1.4839017842111963, 1.5050643963579724, 1.5092071254627422, 1.4853618429530917, 1.4910830927078718, 1.443365900762042, 1.4828792562613244, 1.535821297859434, 1.4772259334283337, 1.5043031790717734, 1.4284187405010733, 1.428330493501107, 1.4147262103977516, 1.3755055544351131, 1.4376130989816351, 1.465079580050919, 1.4687251746367673, 1.3946801809534874, 1.4837698570458906, 1.375359066296817, 1.3843680191659606, 1.3850999798650805, 1.4276247671639495, 1.376256406938261, 1.4104013745318937, 1.3805338799437155, 1.362526343922069, 1.3851850725803614, 1.3880871987549357, 1.39086114098179, 1.347120793882302, 1.387584934737157, 1.390889792859956, 1.3597139971432948, 1.346884245420443, 1.314713028787534, 1.285797831298527, 1.371547406974954, 1.298681735877697, 1.3477140406901384, 1.3300935059814527, 1.3928924430667264, 1.3136042320923351, 1.3328989704029277, 1.3020989579346687, 1.3065424840879394, 1.2746551682790732, 1.2860208341315804, 1.2083840063836737, 1.28877699558728, 1.299849638466197, 1.2217452291460194, 1.2957898547032112, 1.3312776792037935, 1.2494545103381527, 1.2736620686740343, 1.2310542986872566, 1.2664570201464407, 1.2317034841386945, 1.2256317352078303, 1.2973653286896265, 1.2404821151948182, 1.2486003071672074, 1.2721181513599986, 1.2948385553938249, 1.2393835771531296, 1.2355218623209963, 1.2266021960050126, 1.1788505977225832, 1.2607820826843452, 1.223251858620373, 1.2112432010364258, 1.1663049661964036, 1.2210812090221108, 1.2549618659281065, 1.220991520610879, 1.1329408409047057, 1.207460505556211, 1.1763476782744613, 1.2351430665999221, 1.194500312481624, 1.2149558408083654, 1.1798901180445402, 1.248389426450298, 1.18300757692684, 1.2127817749862377, 1.2454927683564996, 1.1939270099386559, 1.1641371126239177, 1.1952977389297998, 1.2101137217015918, 1.1267120672947404, 1.141730715324376, 1.0975974371389658, 1.1725259936693428, 1.2033016748790906, 1.162464942005073, 1.1752949619201425, 1.1440865183473208, 1.1570624725765857, 1.1507531711984071, 1.1379644583347788, 1.1741226646507785, 1.1478055349557417, 1.1526855099533933, 1.1505645939200055, 1.1681131526641368, 1.141623198355013, 1.0683424008707225, 1.255341083528447, 1.1763333786669778, 1.1403851287656386, 1.1279677905292897, 1.1621989532659787, 1.1103258782332626, 1.0914744064140136, 1.0864201590232372, 1.1281074971046667, 1.1833105475083352, 1.110510474563907, 1.1158858469980513, 1.0702104212804064, 1.1601100960411168, 1.1200076459805706, 1.1164623769690374, 1.1143109588467008, 1.1425863507278156, 1.1096444646249721, 1.1241725598308647, 1.0767885268709771, 1.11016405712996, 1.038647081957515, 1.1084521619945449, 1.180703421185175, 1.0672126071056112, 1.0593727376165014, 1.1289048019341257, 1.115065862056266, 1.0802050949405086, 1.0958602325748779, 1.118080280857435, 1.0388890100971109, 1.0743759915275684, 1.1138326641570155, 1.1344774120466656, 1.0297626694655395, 1.1142787873687596, 1.0473623975064459, 1.0496575388917564, 1.0587573667577646, 1.0884697015062907, 1.0848662144754573, 1.1048089512502837, 1.089316275512174, 1.1568142561756498, 1.0972507927599036, 1.055659943755942, 1.0683771796359594, 1.0971441420370622, 1.0246242168892796, 1.0501063728814406, 1.0396304389854483, 1.1001267672961899, 0.9933832150680498, 1.009012288463242, 1.0318091857651315, 1.0490367218091927, 1.061867615715372, 1.0643437947070404, 1.069677077943712, 1.0880641818505508, 1.0622961210217812, 1.025602148976661, 1.0270454288102664, 1.0962059563231996, 1.0276825845643118, 1.0635902098558405, 1.06596942855488, 1.0472920753269728, 1.0317197836168233, 1.0507152268700697, 0.9985167730072579, 1.0649135386978237, 1.0176917448195273, 1.0452175056624573, 1.0157102912062057, 1.035012472869113, 1.0148235619699186, 0.9840407350868761, 1.0452967833967823, 1.0450373597163438, 1.0130894496190765, 0.9879652723540929, 1.044878525844093, 1.0614470783280454, 1.021286442890204, 1.0463806559422248, 1.0046043926070125, 1.0490358701913374, 1.0101067084205966, 1.046481439651952, 1.016875967024839, 0.965978984539043, 1.002496429311185, 1.0623576021515715, 0.9614251618550533, 1.0008162442483617, 1.0750136148252663, 1.0287257316481964, 0.9440195821476626, 1.0094270865657906, 1.0297281597530303, 0.9714151410326807, 0.977455661546966, 1.0257292506325348, 1.002204053498324, 0.9835686319945981, 1.0076654929743005, 1.0339858982859034, 1.0331614746051527, 1.026003033754571, 0.9764460203622372, 1.0013955585995584, 0.9919512924721198, 0.9836061939353319, 0.9748264405449729, 1.0437567740019063, 0.9716797113074375, 0.9897292347569323, 0.9776217369533021, 0.9380933848909739, 0.9863839519494307, 0.9473270157188951, 1.0011338650663961, 1.0078778514733557, 0.9583563989349233, 0.9701861303167003, 0.9183901432503635, 0.9299012218333988, 0.9573779013205079, 1.0089922119953865, 0.9528305582752357, 0.9505645875981269, 1.0541303452100745, 0.9349465825674738, 0.968576894228681, 0.971331659134359, 1.0402365527093353, 1.0009287869964687, 0.9131490339787679, 0.9360641350071515, 0.9832341729504656, 0.9656497108121694, 0.9573698597417873, 0.961965549611724, 0.9881636179675266, 0.9410186269973997, 0.9721858141167561, 0.9762185365105043, 0.9865809154694073, 0.9239007486989569, 0.9370563941235951, 0.9915254760867018, 0.9791286256132044, 0.9878747386927784, 1.0297657618508875, 0.9028669318060558, 0.993953186634989, 0.9100569850326846, 0.9835033211373043, 0.974025467190178, 0.9007607542401443, 1.0177583266497805, 0.9525145008313873, 1.0164951201926296, 0.9768369679730942, 0.9535472112653115, 0.9539934364618076, 1.029929893078772, 0.8586344648944976, 0.9534679119465326, 0.9584961543872565, 0.9800802662007733, 0.9320061101835433, 0.9902648495526355, 0.910632821260678, 0.9661330785512695, 0.9192365997106094, 0.925721608238569, 0.9664240537410291, 0.9135019277241279, 0.9072007450263471, 1.0230837080545214, 0.9497426485533434, 0.8870703107296445, 0.9120249979993951, 0.9607842210626465, 0.9578935644509589, 1.0045883649811365, 0.9244887221306992, 0.9398488948503518, 0.8998346412491638, 0.9643455477031638, 0.9027222771272853, 0.9594446857234856, 0.9479616313054082, 0.9326216830899786, 0.9594117435156094, 0.964274721264954, 0.9200505120921755, 0.9560173433256104, 0.9485082820817986, 0.9367849957610233, 0.9743759333800536, 0.9412344846734643, 0.9305807597024494, 0.9163651711901756, 1.0187821301619977, 0.918904343399437, 0.9453114821316533]"
