,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(9, None), (49, 1), (16, 1), (63, 1), (25, 1), (42, 1)]",
module__conv_type,regular,
module__dropout,0.5222189569699944,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.80739936218225, 2.688406143656594, 2.687568140672421, 2.673712795806459, 2.6867935719457927, 2.6627572720961803, 2.656413548490655, 2.6655550939286408, 2.666100236059268, 2.651922762451319, 2.6492203716134886, 2.6688687503051023, 2.658042657134393, 2.650951963301687, 2.6535249683464572, 2.6524839004263265, 2.6562252108929134, 2.6549209759026566, 2.6632527986091414, 2.646990520662706, 2.6638176441192627, 2.649411811635859, 2.6531406782130076, 2.649717060388339, 2.6663101286241018, 2.652252892328066, 2.6528228855224842, 2.6441283896063474, 2.650617947362729, 2.6522144472748184, 2.660178895175629, 2.652404246591856, 2.6520922321672047, 2.654946093609748, 2.646538111197478, 2.647258598604836, 2.64620812772213, 2.654500393826188, 2.646593691639538, 2.6512479403480183, 2.644912090292335, 2.64135123033496, 2.6451266911078006, 2.6409819991228325, 2.6406740759059257, 2.6473609760934282, 2.640809548142096, 2.6513980605260357, 2.6374074113954133, 2.6278414645943076, 2.633085672619024, 2.6288172698456926, 2.616452718033483, 2.6043094487231553, 2.5874001709054135, 2.5973544607263443, 2.6018609135511177, 2.5629991622241906, 2.5663113798282833, 2.54816982284891, 2.5326608723465127, 2.5489273879020917, 2.487660211594318, 2.4968988835754247, 2.525427221678219, 2.4961605097263107, 2.447001701599136, 2.483308529142466, 2.4535910231890417, 2.456134104292707, 2.429729009156507, 2.459809880857862, 2.4440767076637333, 2.3894006313327645, 2.382432558538824, 2.3866471638463804, 2.4095716958325912, 2.3768231513066516, 2.372793465193013, 2.3502067576473555, 2.3877541938576132, 2.360728535546605, 2.3756999396956573, 2.342393831981846, 2.315677732774222, 2.268874423336363, 2.3490832976358687, 2.2979097461562756, 2.2295843012867578, 2.238529031843492, 2.264720317144825, 2.2439000640957256, 2.2432265710784796, 2.219523720493445, 2.244159565853086, 2.219445281125125, 2.2374505569891245, 2.174422399715464, 2.220247202474871, 2.210894117226844, 2.1940178417952962, 2.1954265990087456, 2.183349184512633, 2.1643591815170127, 2.1925631979546716, 2.169582818309428, 2.1331270094441037, 2.138987312073657, 2.114521326068735, 2.129342117713436, 2.1075603678550023, 2.1019738941266057, 2.060723296143437, 2.1403871815977933, 2.1429743360624047, 2.0528934378252224, 2.10162800567671, 2.085910004188053, 2.066670003019926, 2.110357552336545, 2.0451441145035023, 2.0692635191760465, 2.0439736044556045, 2.005105491666638, 2.0977749093664277, 2.080318257026195, 2.0529818060997016, 1.9775631068645474, 2.043234769602712, 1.995168388061964, 1.9877756189221483, 1.9291907957359733, 2.0765133854055544, 2.0256927864728236, 2.059060059107761, 1.9876440896565692, 1.9785357538155344, 1.9678761649292404, 1.9047936739201037, 1.9858440541670344, 1.9731419716349465, 1.9033683435175714, 1.9538231594730042, 1.9296627591961961, 1.958753378719407, 1.9640435298207406, 1.9196521002472995, 1.96010818804997, 1.9456552323294558, 1.952133303312755, 1.9535294461410935, 1.8865835698782194, 1.9146404966238717, 1.9500210990804796, 1.914776945710756, 1.9495846243060702, 1.9118512345691274, 1.8621896763508772, 1.9369760432761949, 1.9186214522975815, 1.8858674075078001, 1.9429028897014688, 1.8974650249215017, 1.8469252004660128, 1.836165496428731, 1.8307212248114695, 1.8820730397285923, 1.815163634165304, 1.769841367516871, 1.8818688972049085, 1.8388955230547672, 1.7849547569285917, 1.8397898555834553, 1.8482128880824804, 1.830554917755898, 1.8013814760011704, 1.8585519636905, 1.7973070638012267, 1.8805788465138233, 1.7966851610995118, 1.7645980732388171, 1.8330326684973812, 1.858056906327476, 1.793520687748539, 1.7965637259579714, 1.7791012331656932, 1.7768574872764977, 1.7428609315194799, 1.74467697111429, 1.7734049629775002, 1.787506733752995, 1.779589824428687, 1.7657368317375512, 1.791602997623807, 1.758609040065725, 1.7985210255777986, 1.7204094409254218, 1.8393441547672833, 1.7459702564043076, 1.78996127069398, 1.74244180576978, 1.81125479609606, 1.7007562395927422, 1.7347436417055544, 1.7323311104925925, 1.7592898826397187, 1.7911223968252525, 1.7682312629450045, 1.735159257493189, 1.7365262979951699, 1.7088239196404686, 1.7085540817837168, 1.7145019478242598, 1.744033914901983, 1.7364389555630946, 1.7884868565835668, 1.6619861519485855, 1.6770250512729825, 1.715662161815155, 1.7434228573772514, 1.6975677198119985, 1.7185790990842318, 1.7468905146014129, 1.6568260699998196, 1.671766833231011, 1.668799807637557, 1.6817793242626171, 1.6659184711500357, 1.6668244327227582, 1.6548667508208832, 1.6778468900970591, 1.6885861912177547, 1.6569443946853064, 1.6479594488345854, 1.7067219912718992, 1.6833902706425274, 1.6847364997726089, 1.6668527223836698, 1.6406884186536332, 1.6242501493597168, 1.6789095373080256, 1.6225224021997902, 1.6645521229568643, 1.6236030240834505, 1.6493651998857677, 1.5883955305533644, 1.7190258991729765, 1.6898099363022292, 1.626478028710469, 1.6437674032253526, 1.6310060522209806, 1.6127334167684237, 1.6658127358375088, 1.6240529681307634, 1.659849390487928, 1.6558257390720783, 1.5655013597045986, 1.5776563827755132, 1.555012271883857, 1.6113156167444298, 1.6562829831107748, 1.6141935484815493, 1.6233372582737589, 1.5735401126257609, 1.6122980420697297, 1.6424044157244817, 1.564002431792864, 1.636045718560205, 1.610739936957116, 1.6724819693000874, 1.5861204692787338, 1.6102885917703962, 1.5174256469104241, 1.5292953361790265, 1.6081199855960482, 1.546192067649298, 1.5407692167596019, 1.6069722071189623, 1.5637564653381921, 1.5908097495702278, 1.5553175882150394, 1.624913564545243, 1.5490064056477257, 1.476253583295857, 1.5490232967664923, 1.5771072686464311, 1.5544880918864452, 1.5434001287206993, 1.5243848943159601, 1.5778308305979005, 1.5403847570483562, 1.5398990452805887, 1.5872215714101268, 1.5417032172980505, 1.5700923046088195, 1.521015794031659, 1.6023117485128995, 1.6124810464572632, 1.519975006981924, 1.562256634751688, 1.5473203875906085, 1.574381111216614, 1.5150818296415056, 1.529056938825833, 1.5049435837665812, 1.5104197058916322, 1.542771300062523, 1.5264684818936036, 1.551986480814775, 1.5480073146572242, 1.5217448733424315, 1.5037460024248992, 1.5093696469636464, 1.5504935407317293, 1.5678862417054016, 1.5545464938827382, 1.509951338501821, 1.5604628015872488, 1.4914836422311675, 1.5627289035207843, 1.4851339168566942, 1.493565866072896, 1.5686859039301133, 1.50837282129385, 1.4989689065356802, 1.5388894347300084, 1.5516948556532875, 1.469055825752978, 1.5346389759952226, 1.4823469720974465, 1.518990759785297, 1.4716399398644, 1.4612641048844441, 1.4658755687019709, 1.490579830900308, 1.497528736584455, 1.4469164502058498, 1.4658199093224797, 1.4206295312885142, 1.4836947006945203, 1.4575676047193877, 1.4764647357617582, 1.4714030179986595, 1.4353510972051464, 1.4464387621755663, 1.4146696806412917, 1.4109234519596852, 1.486034471100632, 1.4209220236144007, 1.4666023052461568, 1.4794313400496188, 1.4116064724265898, 1.4682198285023906, 1.404097352610745, 1.4686770095517707, 1.4701849902559634, 1.4687044886698277, 1.439640272684804, 1.4123304715170324, 1.3872379380080193, 1.4454794075766701, 1.4186762314329249, 1.4429660243868714, 1.4695060246259233, 1.4146628925958658, 1.391545735148998, 1.392939608526184, 1.4232825099331927, 1.4658106467951022, 1.4007007279455719, 1.4160401162559648, 1.4369978310398692, 1.444384884329457, 1.4797158561381614, 1.421459295751959, 1.42905100775637, 1.478001522490104, 1.3975869715500613, 1.3847657235570545, 1.3214186709929936, 1.4497513425705866, 1.4365908291847, 1.3894270972865952, 1.3641506452991827, 1.3935422437252967, 1.3891727846327369, 1.3971862445322796, 1.3998200143037562, 1.3656761397296586, 1.4800752566569808, 1.4753375656909962, 1.3780190571784054, 1.4046427666624655, 1.38308698988741, 1.4451040931340016, 1.3745633008620048, 1.3708578866760357, 1.4247251035389243, 1.4005661353798757, 1.4326915932573643, 1.401632821709061, 1.445052888326856, 1.3742412662597892, 1.4000433320833927, 1.3884239433130698, 1.3883136471839221, 1.3973211220988182, 1.3248961451423065, 1.3895553398637157, 1.3751018187309023, 1.3903538183711606, 1.3938529245892435, 1.3706815343733816, 1.4070089528833707, 1.4210776707894304, 1.3781913575125613, 1.4189003386442425, 1.4235723127070474, 1.3584027157252057, 1.3878025663254694, 1.3722590529310577, 1.4445386627066927, 1.3945426853719642, 1.3629843212298411, 1.3416063131565539, 1.2759168689588265, 1.3853411028543496, 1.4107674843308098, 1.4271489117900493, 1.3792991803401473, 1.3624846707523959, 1.3695025036722794, 1.4075415088536076, 1.353192757825879, 1.3744579131380656, 1.3105402205056933, 1.3920512684729376, 1.3457326666452887, 1.321496780499228, 1.328983235060882, 1.360032752113232, 1.3527569083552502, 1.3415956859753841, 1.3538901496094162, 1.4311468905273599, 1.415059127982014, 1.3309303851398397, 1.3941685280281264, 1.3997156005047973, 1.415419881451692, 1.2854989196843432, 1.3458877538005474, 1.405377914517745, 1.4102670316861385, 1.2874302098794668, 1.346349197471222, 1.33910652975031, 1.330982983972845, 1.3681521505203467, 1.3540701322307716, 1.3124541434333001, 1.3313448730859765, 1.3415407172984177, 1.222940097300334, 1.3512112700790024, 1.3939313597123824, 1.3542133589222296, 1.357044831506327, 1.3413896277274389, 1.3541934182715025, 1.3311675394005908, 1.311894797498613, 1.2865098016094543, 1.3404658871045816, 1.2867191870471855, 1.3200465326015483, 1.2953301070399648, 1.3362701323539505, 1.2909245007995003, 1.2950273681650721, 1.316318791571205, 1.2481093045263134, 1.2932593652671982, 1.251931897141362, 1.2505850829793583, 1.2924145663209095, 1.3003919319652157, 1.3400849948374554, 1.2731171880810161, 1.293533177072894, 1.332580732771476, 1.3172522112081784, 1.2950387979724065, 1.3467623806550482, 1.2793253194379393, 1.315021646378474, 1.2507956195497192, 1.3239169206839554, 1.247511986933498, 1.2833605078806432, 1.3064431173509996, 1.2396708489955905, 1.3066996159291933, 1.2685173722961065, 1.2672713164301075, 1.2932134026856923, 1.1981954775370578, 1.317862115190853, 1.2178461963563612, 1.3137104731551492, 1.3100226765303111, 1.272787663085284, 1.3212810484002253, 1.2753751511982248, 1.3221580171034357, 1.2756390178054429, 1.28923034748283, 1.2555554859677225, 1.2919111978101316, 1.3305652936108419, 1.2987811431159644, 1.2514163317648233, 1.279958814468604, 1.3020399421080588, 1.284231853898152, 1.270132207663961, 1.282576572447585, 1.2264883529118784, 1.253540894753435, 1.2634285447457527, 1.232620896859394, 1.3631966306798382, 1.2225644579291688, 1.2561795717254065, 1.2575911930596404, 1.2750782390645883, 1.3312989464164124, 1.302488799331507, 1.2716592855471849, 1.252477967016277, 1.262797314806324, 1.2713178850574145, 1.299693740079676, 1.2792862874022806, 1.2257736964335915, 1.1976510233553244, 1.2318873572969116, 1.3331403829824247, 1.2579345594127094, 1.253332947170195, 1.287516218750837, 1.211589926246041, 1.17775172700781, 1.331755387197904, 1.2535089929018948, 1.1703542942491372, 1.2399224297603353, 1.2467810988311474, 1.1666591815126985, 1.220686597245834, 1.3384497328603118, 1.3142595608952645, 1.2605002991733238, 1.2028536313536995, 1.2339411466826145, 1.2389242394367472, 1.2520032340913465, 1.3142910296235437, 1.2290556347060364, 1.3265403292291547, 1.2253516185042719, 1.286271295602558, 1.2688280226980069, 1.237590106779618, 1.2406275868989505, 1.2490304302320214, 1.2598710344661532, 1.237366900636785, 1.2450818779149575, 1.2225662933391832, 1.329997744895267, 1.2422742858543432, 1.2247859661801717, 1.261002410364564, 1.1898173984710245, 1.2382418137542093, 1.1543434906510692, 1.2730754639117963, 1.2939570247266474, 1.2194532367102335, 1.2594848622256913, 1.2066445650678053, 1.2866402336676839, 1.2048446034100104, 1.1956656248782895, 1.2280839395936116, 1.2792242331729702, 1.1598018509361812, 1.2391067953839454, 1.2321144161141757, 1.2406505231563578, 1.2692358334897458, 1.2512844868642534, 1.1750171599879187, 1.2082429071592526, 1.1683745177693958, 1.2650644920328928, 1.2543849052432872, 1.237764080633213, 1.2890760406378488, 1.2340922774433287, 1.2156774177358516, 1.2326523478038043, 1.2349903896752175, 1.2653308523974818, 1.1993345578664536, 1.1979902676370306, 1.209371037731042, 1.1969865636256478, 1.2240638278560987, 1.2445848720135657, 1.285971758225655, 1.2221953325597452, 1.1642005880711972, 1.2544227418587457, 1.2485646236619774, 1.159518014019332]"
