,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(36, None), (50, 1), (36, 1), (38, 1), (25, 1)]",
module__conv_type,temporal,
module__dropout,0.40694710460893146,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.767148731991692, 2.6788604523380637, 2.6736931883451227, 2.6791126009819024, 2.6757880562882335, 2.6684358672985558, 2.660238223080456, 2.6701833054466357, 2.661626802945619, 2.6614260322434955, 2.650403988143363, 2.656111722960853, 2.651456624757108, 2.6629660854670036, 2.64757572721127, 2.6570801526107273, 2.645863607827004, 2.650943822649606, 2.657520612463341, 2.658313470579777, 2.6479976431926473, 2.641720520520692, 2.6486730759136945, 2.63857826002523, 2.6427073864207116, 2.617672889478168, 2.5897466168022705, 2.5560782143883802, 2.5243277740203154, 2.5276864327640918, 2.4762609043984143, 2.4258748248176465, 2.4382125027943853, 2.397842308095835, 2.381228652105983, 2.3894319435629967, 2.2879419581493123, 2.3044706971973494, 2.3120645841115706, 2.228673792206633, 2.241777762871046, 2.2819932656751676, 2.2440668483326593, 2.254468961445842, 2.2482753531994786, 2.179912635979455, 2.1903076963544006, 2.1721044938305, 2.1661231281438393, 2.0959824187119955, 2.090509951172022, 2.1052674776780362, 2.077482012743211, 2.0627079333561444, 2.0518570841219246, 2.0305487299562075, 2.0611789006241477, 2.036137885377313, 2.044221960431228, 1.951146826822099, 2.030481191755374, 1.9733729676860703, 1.957267928857776, 1.9241469508759441, 1.8922814608079177, 1.9451383628790142, 1.8470436592762922, 1.916936152479302, 1.9481017962456668, 1.9414853378484982, 1.9069526499572915, 1.9157963478301325, 1.8973173172687314, 1.8983411196909694, 1.8880221206942238, 1.878073061854938, 1.8173352673836232, 1.8614287455570708, 1.8578050078051496, 1.8285949216425934, 1.7933262774758436, 1.7474289088437371, 1.722980591399493, 1.776817570636775, 1.7339324837584582, 1.6609956690390828, 1.6505223556248698, 1.609329777571648, 1.6869585995954086, 1.5679503429154, 1.569959327965774, 1.5283419922983796, 1.5977901125091905, 1.5676595418928219, 1.5703502613495357, 1.5424931371751258, 1.56888730544328, 1.5119168167508945, 1.473988731281475, 1.4778836850826274, 1.4328864133621892, 1.489102038084256, 1.365619971100474, 1.4488580057090927, 1.3692885005095465, 1.425831436594595, 1.375939680706204, 1.390996211073052, 1.3910898477326687, 1.3797821688238994, 1.383637460925696, 1.2882345194307168, 1.2796091498722815, 1.40242625843228, 1.3238270403216732, 1.3055182018454425, 1.3256968236864473, 1.2940919945398355, 1.2817145482752619, 1.3022924230234112, 1.2759895130805492, 1.2490317814618608, 1.2687751271612262, 1.2773651919534736, 1.2506920322990969, 1.2291866135321865, 1.2893963374118602, 1.2308713125425308, 1.1992253054783135, 1.2126354052540886, 1.2066913534518728, 1.207618350587979, 1.2221794679144233, 1.1900295427605094, 1.2042581975402684, 1.1622560507294304, 1.2189135549157943, 1.1975426349763807, 1.1779514005599514, 1.1897237113855341, 1.1126325587680181, 1.121759629283993, 1.1820100473600357, 1.1785690657098897, 1.1636162818453424, 1.1054107841674357, 1.1368356179571473, 1.0896395963470562, 1.1470206136653007, 1.1595262733643965, 1.147995853045448, 1.130295088763875, 1.1429823509653219, 1.063081498841349, 1.0679549807189632, 1.091428878676788, 1.14564844372183, 1.1762133938860044, 1.14074819746559, 1.1003281357657806, 1.0930970972610048, 1.1091292390350658, 1.1452723883802325, 1.0853114584756656, 1.1012007546493707, 1.0660707160644054, 1.052939938053245, 1.075133741418253, 1.0651074262395057, 1.065919899848703, 1.0933024791482553, 1.0544679459180823, 1.069602805909569, 1.0138147995951545, 1.0580065082884156, 1.0273874759444603, 1.0757857923672909, 1.074355686135425, 1.0799826201162623, 1.0658592682715444, 1.057318646363964, 1.0222304648682976, 1.0622820526332781, 1.0197604559612916, 0.9941890392312646, 0.9583152379406772, 1.0264698890565793, 0.952947253786221, 1.0200940939069827, 0.9427118852691541, 0.9735057248417521, 1.0307948264052251, 1.023056804846983, 0.9482141335614033, 0.9177791257106535, 0.9910704842315946, 1.0262305935032674, 0.9780050864921842, 0.963104094990867, 1.0198614721233967, 1.0346506769778754, 0.9803952452537529, 1.0025133499167538, 0.9523541347927721, 1.029758024032123, 0.9327177505176496, 1.0113467913734098, 0.9592676647473575, 0.9503853036533536, 0.9603773135193503, 0.9038351197674139, 0.9654590086482602, 0.9405576872699415, 0.9827318160549968, 0.9617114820884213, 0.894912130564193, 0.9412283883631746, 0.9064530027497836, 0.9774244096097864, 0.8889211587772792, 0.900267768525756, 0.9263981692887362, 0.9981633299124482, 0.9020494240998533, 0.9108723023112172, 0.860541865788938, 0.9508637644214282, 0.9447926172737438, 0.9129560095284052, 0.8937647892834477, 0.8718390864059258, 0.8849486766582044, 0.9328674211079852, 0.8934513867991377, 0.8402476911365814, 0.8531384176652631, 0.9320760804718796, 0.8635324325208141, 0.9063982080105294, 0.9032385678562095, 0.9466829884499741, 0.9011406148707671, 0.9033082498737662, 0.9344451643160837, 0.8649980622604561, 0.8732919111288546, 0.8367566680885257, 0.9504643146870111, 0.8399672160593791, 0.8760058794948662, 0.8611087083701794, 0.831348217944897, 0.88308558731382, 0.902253160749753, 0.9104334090740435, 0.8536252277303591, 0.837384840808773]"
