,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(44, None), (66, 11), (22, 11), (66, 11), (66, 11), (66, 11)]",
module__conv_type,regular,
module__dropout,0.42830222948299407,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.698063645027829, 2.6738666526621873, 2.6622830814071525, 2.659655207045613, 2.66529687192144, 2.6616799769433674, 2.6451762509644317, 2.645132782828705, 2.6539317104424045, 2.653141169965669, 2.651710264951249, 2.6418469904476454, 2.6442191802732524, 2.638133007247822, 2.633016390795887, 2.626033914903819, 2.5963281070646813, 2.5788000912707627, 2.5484143824848107, 2.5344046715707935, 2.499070898630621, 2.5142648277429576, 2.453173039622669, 2.3946091130562306, 2.3900740908474964, 2.349816734453482, 2.32799113106567, 2.3285671457633934, 2.248153496522876, 2.2302670092165067, 2.1991813660126907, 2.164479249480599, 2.1982874161240225, 2.1688724761977576, 2.131927224508952, 2.098318783564563, 2.098166338862767, 2.06287118629037, 2.1019309844043645, 2.037838299877949, 2.0214337156413267, 2.0568370858101575, 1.983235079009907, 1.9686894896399871, 1.9453784611732254, 1.9381367525765252, 1.9397572805608432, 1.8435231192508952, 1.8980929688608796, 1.9115537635630662, 1.8694461107942437, 1.8840235287002696, 1.8666604907611337, 1.8650719470078263, 1.82241311523063, 1.813917383766725, 1.8384331635722069, 1.7710696052655908, 1.770875031496035, 1.777302832644759, 1.6908672080806406, 1.7670001297529438, 1.7579453340278897, 1.7583952484736658, 1.720032090401856, 1.7242759450108416, 1.6831827850956775, 1.6506408184508616, 1.6216859251863114, 1.6859871451962556, 1.692479244095414, 1.6765838257961254, 1.621851557487473, 1.6538351028440548, 1.6572354049838656, 1.6340126660836214, 1.589986659220713, 1.6301247102922838, 1.6526054520235254, 1.5665443913080694, 1.634625106963891, 1.5912019156629473, 1.5758704682516294, 1.5895304784279127, 1.5116638662266662, 1.560561430350993, 1.5847253720271577, 1.5820763293542577, 1.5305166067815492, 1.560754418028904, 1.5358100363104474, 1.5325775310554908, 1.518471435472527, 1.5364585450569865, 1.474069008239768, 1.531060610056153, 1.5012974397165484, 1.4401399657861675, 1.4471046152426947, 1.4511759853684294, 1.4370958005383798, 1.4955551680518069, 1.4448567348907955, 1.4601862966383272, 1.4636994737977587, 1.4402924095700864, 1.420772494778711, 1.4143556313978238, 1.3828351187866623, 1.3832137639758906, 1.4352656498450975, 1.3928144937300475, 1.4179271565135336, 1.3918788715895836, 1.3530469104805396, 1.3739825924275815, 1.3386307323747695, 1.4371052098113601, 1.3847470239909139, 1.3743549788422718, 1.3603080187541459, 1.3864222976080607, 1.3203690743882341, 1.2975312078997305, 1.3388572063895805, 1.327798683673172, 1.3220914945336233, 1.3416761426654886, 1.2778131775952395, 1.3029732437978236, 1.3299569746298328, 1.324695657720006, 1.2492862881319928, 1.271744534416309, 1.233771562576294, 1.2808858075316303, 1.3144822002489827, 1.2731516336568625, 1.3042038961370135, 1.267275227389735, 1.3378767950013926, 1.2525945662075333, 1.209103840491999, 1.2445689409942553, 1.2535275707345839, 1.2319131293356476, 1.2300337676937703, 1.2226774220976036, 1.2459485364488045, 1.2519657413355998, 1.2440114812970275, 1.1968853260830576, 1.167803451806106, 1.2174443195827658, 1.1922682962013738, 1.2233079039671881, 1.236430252481815, 1.135982254643757, 1.2195180094620721, 1.1894117550166097, 1.168692237144485, 1.180566454186132, 1.1962213060738836, 1.2028180745155106, 1.1878147012804194, 1.1682061309190297, 1.1720848261334784, 1.1595367983743705, 1.1229994668767818, 1.2033380281477737, 1.2116063962886836, 1.1922038569831297, 1.1727538886726534, 1.1565330791519282, 1.1201180279312282, 1.155270466217063, 1.1870369456844678, 1.179552708943379, 1.0995214397340467, 1.1182907420471382, 1.0626440022976154, 1.0845898863670342, 1.13899516164396, 1.1013658354784917, 1.154161994106157, 1.126967369764326, 1.1450156139799674, 1.1503202062139612, 1.1227827497809064, 1.1308933880836258, 1.0683036066799696, 1.1277309691710926, 1.1372432229149445, 1.0759377883992824, 1.1302210684575291, 1.0674833291074883, 1.0790109928120089, 1.1255767359770297, 1.0276804053519526, 1.0543538017038891, 1.0712522048578454, 1.0667613031086265, 1.12956775106755, 1.0285000665699553, 1.0693114518660325, 1.0358084768372389, 1.0397129216024346, 1.0396768519577784, 1.034308867803322, 1.1436232339888381, 1.0171221630061555, 1.0423841156330789, 1.0230695619046173, 1.0299946319265245, 1.0566270398451114, 1.0457881076388684, 1.0712772492208196, 1.0841219299566986, 1.048229762977769, 1.0037943920455836, 1.0907003457897322, 1.0305934890860886, 1.065058142090211, 1.0004974710069332, 1.029827421565143, 1.0070455290011424, 1.0045080064465153, 1.0249212506990002, 1.0517102708256623, 1.0207230102797904, 1.0273913730211965, 0.9866560935629917, 0.9675525831304225, 1.0696800471040582, 0.9645565803861021, 1.0748610717958849, 1.0680969050575382, 1.0417107426282646, 0.9805435643274125, 0.9542129054679908, 0.9733886820863829, 1.026306484729998, 1.0094800299469155, 1.0089060661308575, 1.0082700344894344, 0.9573267533070084, 0.9923459656314281, 0.9964969044585316, 1.004530970412338, 0.9295709297218726, 0.9667728355690421, 1.0011639268038017, 0.9459185326064975, 1.0211153880005508, 1.0032139590890277, 0.9856234800368118, 1.0033684696453598, 0.9593904181325287, 0.9621790019908241, 0.9385516101403002, 0.9619215168094727, 0.9721383985357863, 0.9458950597351853, 0.9552339622329588, 1.0222163713242254, 0.9748106622374666, 0.9420327510365623, 0.8837267521829761, 0.952466154350927, 0.9614893260543683, 0.9862781717182927, 0.9309391339199261, 0.934334363182424, 0.9195411552937703, 0.9282868116147479, 0.971704958836773, 0.9375294309263624, 0.9709067431003343, 0.9454233223022006, 0.9698127511605491, 0.9642755800537242, 0.948659439460949, 0.938196647098365, 0.9300022440764397, 0.9718749515131417, 0.9414682278160411, 0.9778694941862142, 0.9625472838311843, 0.9355934519854959, 0.9489716063105681, 0.9662127105861587, 0.9567687102988778, 0.9541565415030838, 0.9418068307311175, 0.9576899554433447, 0.9832806461011135, 0.9693378569760841, 0.8813994650202834, 0.9258400788665162, 0.9117261244771111, 0.9399915060478409, 0.941934159791045, 0.8993296617493248, 0.9642439721523282, 0.9332480116230117, 0.9089032079992212, 0.9620837098824737, 0.8715064373007179, 0.9008273543705725, 0.8994105057262021, 0.8880590916942013, 0.8856477303156151, 0.8703538987129439, 0.8882682369923339, 0.935678150587293, 0.8815195705594641, 0.9184276146081001, 0.8946319052069318, 0.8609148916771369, 0.8467238433551513, 0.9132500046485886, 0.9375439391787862, 0.9573084639172008, 0.9639412694762141, 0.9264835562696815, 0.8191037884804925, 0.9039868089416144, 0.9519245967025133, 0.8461785057740675, 0.914908788316633, 0.964721947363412, 0.8694910357156778, 0.8855157347110972, 0.8844685060571775, 0.9330454979869927, 0.8413796533289957, 0.8471999145449068, 0.866095416814347, 0.9035634980165006, 0.9108860522537305, 0.8849265253004601, 0.8335247705829499, 0.9302108832800813]"
