,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(45, None), (66, 3), (33, 3), (9, 3), (18, 3), (48, 3)]",
module__conv_type,temporal,
module__dropout,0.3423434585084801,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.784420365663075, 2.702174873278621, 2.7172581412909236, 2.7032506094171636, 2.676672890280392, 2.6927049492734114, 2.673296093596531, 2.668166456828333, 2.658091263087239, 2.647235546121239, 2.6603384770603564, 2.6557305719671165, 2.642043829423172, 2.6445464128709046, 2.636174817631403, 2.631605050790987, 2.610442827250432, 2.615305520343138, 2.6016741452937637, 2.566441803281415, 2.565072035766543, 2.535392035419145, 2.544363904389426, 2.5227163838468227, 2.4940155243162243, 2.4526949094050887, 2.4408343508337644, 2.4204535541681285, 2.4059109703868025, 2.401707889944229, 2.3671442278310355, 2.359110992383911, 2.3453714182103793, 2.333664013859856, 2.301728972571761, 2.3442709333513423, 2.3313754605374966, 2.289698422012476, 2.2972317886995053, 2.278261541517109, 2.241782731798776, 2.2970924462345037, 2.227301310758618, 2.276447437266184, 2.1959637560674614, 2.1997501494450793, 2.1500037301607837, 2.168909946465515, 2.1391593101967747, 2.095617506570605, 2.0739949355341127, 2.109070844668626, 2.001508108805417, 2.081934284314843, 1.9412853645521133, 1.9064527877370707, 1.8908626707387268, 1.8947012735399864, 1.8894703964181998, 1.8755652742734659, 1.8122289543317074, 1.8152284037045725, 1.8026602816650568, 1.7504199825879814, 1.737785136045689, 1.6957831528464455, 1.6908674089809927, 1.7032793208426071, 1.6702245651700385, 1.6631687084451332, 1.6392697110786474, 1.6204258669329104, 1.558943618938714, 1.6141394000425147, 1.5412152287361138, 1.5030987566772622, 1.5420866539205234, 1.4727969021609015, 1.5072297691954686, 1.5097311179837547, 1.5311134961846933, 1.452610931451557, 1.4981610515693613, 1.4644611905238396, 1.4286101138626186, 1.454445941042051, 1.4359372009785847, 1.4406310964709181, 1.4117900129690895, 1.4288759674443088, 1.3329308462097051, 1.4222438987111448, 1.4143414806011667, 1.381733077552252, 1.3384607462382752, 1.4059863034295164, 1.3689709501385803, 1.3496704039605796, 1.3476060074722687, 1.3272103152674362, 1.3294941066433537, 1.2689668261396758, 1.2349238341765638, 1.255974207048352, 1.315408682570765, 1.2475915502423387, 1.2510531906099476, 1.2328481481440143, 1.24705267159037, 1.251116279803066, 1.2247785507657416, 1.1636544817680343, 1.2167645183403522, 1.20099497690467, 1.3061493512411548, 1.2034319054059275, 1.2006959098393923, 1.1776804725520305, 1.1807700363458407, 1.1952770237055275, 1.1939759693889231, 1.1051579234230622, 1.088856702532415, 1.1483949458977716, 1.179234503437626, 1.1744803342828392, 1.171683515116386, 1.1379742239161794, 1.1299239029898107, 1.1597043706088024, 1.161856898444564, 1.1459290388114642, 1.1368553007417739, 1.1058106930125093, 1.1011238366623586, 1.0900060197157397, 1.1547166617933204, 1.050713808004161, 1.1123041462967096, 1.0286964411570316, 1.0529555050769142, 1.0918835168050045, 1.049567235732331, 1.0366025037554392, 1.0294413279179087, 1.0563321393538945, 1.0519905791360673, 1.0822450609248457, 1.0093106457083356, 1.010889790686882, 1.0094245448493406, 1.0595322184200122, 1.0120800800686047, 0.9815432474633842, 0.9894520879594951, 0.9838530918058004, 0.9796753931894568, 0.9510869524361883, 0.9780901185702084, 1.053639404812722, 0.9634504865521532, 0.9929870892534816, 1.001427603353091, 0.9992535578963616, 0.9816476810827521, 1.0182872261418185, 0.9380318721517906, 0.9735269298108297, 0.927589378182537, 0.9523909314534662, 0.9610864744379155, 0.9545808303688901, 0.9975561067046055, 0.9377936958348786, 0.9727511419139308, 0.9623765772185265, 0.9299288152845234, 0.9668193869687136, 0.9784285734202336, 0.9024454822209848, 0.9045883022442359, 0.9243530006335261, 0.9235915037390128, 0.9369607385932768, 0.9091846152379951, 0.9233726212563024, 0.9041157909834809, 0.9279201465575482, 0.8752865924412981, 0.849474016236387, 0.8712030281460664, 0.8926834532913964, 0.8795640325179114, 0.8791886916289087, 0.886588532122657, 0.842775916169766, 0.7725228360344057, 0.9538522667329511, 0.8495671589633843, 0.8866888348074116, 0.92692544726481, 0.8326366622936737, 0.8805171748097982, 0.8356169536207821, 0.8908436981041461, 0.8406360439088507, 0.8372983136810398, 0.8656552430525551, 0.8464160836351045, 0.8081910841389272, 0.8038853790406658, 0.7861646526243047, 0.9210281694474647, 0.8351797355953837, 0.8706293528876244, 0.7963989617390858, 0.8345391154289246, 0.8881513614053331, 0.8340605252401776, 0.8266316928808453, 0.8356865012267097, 0.8518086903593194, 0.7439622813055903, 0.828260935749769, 0.8416548286985043, 0.7982472824981514, 0.7847929933647104, 0.8012670146030687, 0.817207942339408, 0.8005948711520094, 0.8059396409896615, 0.7949728762678967, 0.7749857349505898, 0.778435007669928, 0.7558606145356686, 0.7878555388147723, 0.7613032010452924, 0.8415546074179758, 0.7968291374097316, 0.7877936149813787, 0.7784964119848778, 0.7312026111063071, 0.8341873309667347, 0.7949436080065683, 0.7988028181528564, 0.7941910438060301, 0.7978797339842341, 0.8090537267309524, 0.7659764093659724, 0.7532539071660413, 0.7674210703464743, 0.785437188891979, 0.7077501218002271, 0.7807253524015682, 0.7610444939400395, 0.7868791220277633, 0.7721215642852435, 0.8115152387921918, 0.7390084960807162, 0.7522034695276971, 0.7491006493797889, 0.7676163647929789, 0.7891848864064295, 0.7682457315566106, 0.7259544331483593, 0.7085939404824471, 0.7122086744909681, 0.7482936495880993, 0.7209655377472445, 0.7685022001173545, 0.7510749522141245, 0.7408600120560497, 0.677829781498785, 0.7616905676733426, 0.7125464083485241, 0.7568329929502339, 0.7188731554727122, 0.7501526493883913, 0.7480452161952782]"
