,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(38, None), (24, 1)]",
module__conv_type,temporal,
module__dropout,0.6140147237090715,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[3.2075749627664987, 2.841142732667969, 2.7670081217089333, 2.7600066625119632, 2.748029735480741, 2.7085444422383165, 2.7167087975778297, 2.6775037430018847, 2.6904599909832894, 2.686018192504207, 2.687416527567286, 2.67608646387315, 2.6816269699717163, 2.658640804832319, 2.6662189116032797, 2.645504012488768, 2.656696497189299, 2.638970371618996, 2.619684524325021, 2.614741890561248, 2.6013208837665194, 2.589392814645409, 2.589173743538953, 2.572403211795561, 2.542807354390105, 2.5746953069762157, 2.53585682865286, 2.4943790607892975, 2.5495195056063493, 2.521747430089119, 2.4644687742539846, 2.46243485059729, 2.4870557323800933, 2.4407350879316723, 2.435937887435928, 2.438766289491626, 2.3752195841997605, 2.3779029765877158, 2.3759621451747774, 2.374408711138772, 2.3669608600789016, 2.3253128450575415, 2.329703089133034, 2.351921902469308, 2.2980413707663394, 2.2710262517497677, 2.3098673441871296, 2.281280594220864, 2.311233946173322, 2.2632204276994514, 2.270481472410068, 2.2175807591466747, 2.241032563917217, 2.235900427310712, 2.281992842304351, 2.22451906208813, 2.230898968409299, 2.211974604526773, 2.215507854970174, 2.2296102020577586, 2.1699368093195046, 2.2020160052728146, 2.137564352203494, 2.1712836646712432, 2.1368428804876713, 2.1281795078338166, 2.1550570047165594, 2.128946754310542, 2.1461104075419892, 2.107393998842726, 2.0798384630416193, 2.1346793516652878, 2.0827444857192567, 2.070908685506136, 2.0838878604514424, 2.0864239872591903, 2.0886326562451902, 2.1069006727106645, 2.0964294023761623, 2.138788788219962, 2.099563435021218, 2.043091563563489, 2.0294533347257406, 2.0059621398327327, 1.9844719332152543, 1.9947919026375736, 2.0350973165528607, 1.9400189286590885, 1.9943645629203584, 2.026297542771201, 1.9986449231082597, 1.9436164537912612, 1.9308528339094102, 2.0040902116186237, 1.9907087598200368, 2.0328606504792774, 1.9087233467671134, 1.9589243911572438, 1.9158728225972357, 1.941471263235641, 1.9481428829492342, 1.9290056591199154, 1.9243734131878218, 1.9565393759495255, 1.9323556103077615, 1.923361386899425, 1.9161328820796744, 1.9134749845315677, 1.9004023485853767, 1.9037221169907732, 1.9217785997271424, 1.874339406139238, 1.8383808738343181, 1.9172718386103949, 1.857166330325592, 1.8972420635076528, 1.9311640598776252, 1.9259475011798026, 1.9001637638705182, 1.8713022909907908, 1.8760440655920343, 1.9148154201360708, 1.828045069425581, 1.8437931909368404, 1.8344908910261197, 1.8832285504024457, 1.71379754300067, 1.8148606556671187, 1.8052872145141514, 1.782259363641638, 1.8273786936274392, 1.8209436547882403, 1.8250678492005452, 1.7863666857516571, 1.7982539786411318, 1.795025065154038, 1.8300446335000413, 1.837073027915514, 1.7751394395534525, 1.7274963786902624, 1.8078894096572773, 1.837137446137319, 1.7609300094802753, 1.841281429406424, 1.7654171128819147, 1.8079512775575346, 1.7866390687668978, 1.7764296086506848, 1.7898103364737017, 1.7700416013756202, 1.7889794120430602, 1.75489668460622, 1.7354437121986999, 1.776390032428635, 1.7823030405944076, 1.7516711432848904, 1.683957710761767, 1.7636941544016012, 1.7661033288232402, 1.6965861832212095, 1.7902515423309355, 1.7255174110897238, 1.6612353470603127, 1.770388226651365, 1.7373157747670707, 1.763483754480195, 1.7065373101523567, 1.699197654200931, 1.708956538196707, 1.6833815356650184, 1.7285581295942318, 1.6634768494283843, 1.6673809014569119, 1.7159218882229377, 1.6679233324080276, 1.6761878475303025, 1.7069142694308048, 1.6810382234006116, 1.7076331751064342, 1.6663477359997527, 1.6554267491367256, 1.7118678127376934, 1.6906596186989424, 1.6966722612775669, 1.649961312879612, 1.5683958121970711, 1.6275189588342984, 1.5801706078880904, 1.6236383205887444, 1.6797378415437245, 1.6730884688765641, 1.6116180471552461, 1.640811827001489, 1.6706528906872689, 1.6291048085035558, 1.662167218812276, 1.6656210598059866, 1.6385264795944023, 1.629064914122353, 1.6247886749732023, 1.572354123957233, 1.6140721004897294, 1.642162455631289, 1.5599760408006802, 1.6374189748112344, 1.6801646525637248, 1.613213848103917, 1.560678973578856, 1.6087309200105127, 1.519141227609269, 1.6591587008135724, 1.577666035171193, 1.5901204388914945, 1.5821503819584044, 1.597767236257999, 1.6102598162082895, 1.6099548643890542, 1.6104364739345518, 1.5895139409213024, 1.5879547898877229, 1.5298642849440294, 1.6192442700195129, 1.6510924797315112, 1.5812950302937263, 1.514985882857307, 1.5800310805855862, 1.613365569862755, 1.5476317666148314, 1.5725673193881096, 1.5460372815577312, 1.6336701959228148, 1.4853026923132815, 1.5599061194466672, 1.5198799493338078, 1.6435518865980014, 1.540079260010118, 1.546051502916191, 1.4921888698168508, 1.5640384530195028, 1.5612604692650025, 1.5149499407402016, 1.5869382930788658, 1.5498832074120368, 1.5944738478701888, 1.5739837480463352, 1.5066821492555855, 1.5688441654486194, 1.5009923201552713, 1.440413108000512, 1.5965206247895125, 1.5499975426594035, 1.5223151194119935, 1.5438479130031744, 1.558618555858344, 1.4932808312690522, 1.4898976731231512, 1.5466169622566288, 1.570799553130428, 1.530320405615879, 1.5578436245702574, 1.524658137382052, 1.498406080699403, 1.533419229986578, 1.4577662707293, 1.4531000649504529, 1.5183039411429147, 1.5028518364335393, 1.537969668744503, 1.5496874790678126, 1.6008631617433182, 1.5793244281104255, 1.5362660479843904, 1.492398424488174, 1.5199064554447619, 1.5603887914349186, 1.5042291809665802, 1.5303911529445557, 1.4321818890998408, 1.4925487172270877, 1.5218799292065985, 1.5032003465125605, 1.4021062910614162, 1.44390935181883, 1.5383956625096722, 1.4988387997501509, 1.4663359497004225, 1.545140226146599, 1.508460226141569, 1.5159094427731086, 1.511809332997209, 1.5433090654442927, 1.4478682494140567, 1.5164501740452874, 1.4838340764325668, 1.5289960916049212, 1.4839927475537327, 1.5031457656386726, 1.5419602762402194, 1.5058862428692696, 1.5171328478988486, 1.4635140675553, 1.4789358152576773, 1.5128597684269116, 1.4952716488925395, 1.5155685069586247, 1.4219955150844732, 1.4591604156833755, 1.482668637311493, 1.4813806235044478, 1.5191949106846094, 1.4774549488153907, 1.4945514561237339, 1.4045211040021366, 1.4919311813257197, 1.492614353012878, 1.498422176248185, 1.474833264387606, 1.4833063737375445, 1.5255248850647134, 1.461382098675233, 1.487889332996181, 1.459542706795216, 1.4648012833829334, 1.467649369083768, 1.5188031086448985, 1.4520542086949133, 1.446958183094902, 1.4386588876011053, 1.492496113460493, 1.4773341774137347, 1.4070878911179001, 1.4908098179750195, 1.430697315122441, 1.4253610629548925, 1.5143678720692697, 1.4922780015356159, 1.4368686739703116, 1.4826082474228508, 1.4433266140154857, 1.4502973569139366, 1.4436296195910456, 1.4339975828844498, 1.4853109085754894, 1.4980706920752282, 1.4545035273897982, 1.447311610757903, 1.4840118589024915, 1.469446684100286, 1.4664518736783303, 1.4605442782338705, 1.4639444241051036, 1.415625035590685, 1.4434658231588369, 1.4500017327913535, 1.4591628695130923, 1.4424774192409864, 1.4429116577225538, 1.423850554933447, 1.4636384776512859, 1.4668123194297078, 1.4081325701960472, 1.4818887481102012, 1.4665560713172303, 1.4687473139473748, 1.3936171178294559, 1.4504633365168493, 1.4482488064265686, 1.453307694259805, 1.4310163841210843, 1.4260638875956715, 1.39841669826581, 1.4867652341422264, 1.4623957847149127, 1.4449262054524132, 1.4099638662852267, 1.4301718289859027, 1.4791155207948805, 1.4482085860842575, 1.4283808840365222, 1.5276886546003692, 1.3891890545781698, 1.4819676281742686, 1.415124092570168, 1.3947266731500856, 1.400631998799189, 1.3927689321461036, 1.4679572141663861, 1.3764162035488647, 1.4434709655079736, 1.3930176446022495, 1.4030974459716974, 1.4548956195934102, 1.450410269681253, 1.3961408598361047, 1.367185677440265, 1.4895331043825342, 1.3584823328445919, 1.4977779193378848, 1.4473564389580367, 1.458958052693937, 1.3977843496636546, 1.4606376438902706, 1.434335895979829, 1.45620027267669, 1.419321277029131, 1.3675505464414315, 1.370941892825605, 1.4377237727024788, 1.4289220120610815, 1.3995837184302042, 1.435653084396054, 1.3878701075094038, 1.4331419236162055, 1.3999772059217568, 1.4073672553916983, 1.4239306110275607, 1.398637757723554, 1.3104958972527043, 1.4137171299212017, 1.3248963405927634, 1.4241617996034082, 1.3785581716100566, 1.374424393069182, 1.5163188515315271, 1.3680819454275723, 1.4319692621790985, 1.3971847597513207, 1.4054171245068283, 1.4142912247642172, 1.4087045939641003, 1.4789670259477543, 1.4366667744514459, 1.3931594349307665, 1.4387975613352653, 1.3556234327156573, 1.3319597770894687, 1.415991507434753, 1.4197160804122544, 1.3849967357857624, 1.4579233446295612, 1.4319584010540005, 1.3836657515618525, 1.386306753459174, 1.3928488281853963, 1.4181895460270137, 1.417081740868562, 1.4255985840796506, 1.4249680331398136, 1.358135522731344, 1.3879458659881576, 1.4174889092036917, 1.355450595652862, 1.4253485183284418, 1.463070602343562, 1.3427943602792338, 1.432906725523676, 1.441216485677027, 1.4240828858073569, 1.4246570967618264, 1.3787247342944031, 1.386891411289329, 1.3489002429371963, 1.4033141280735077, 1.3865495123922882, 1.384324651423042, 1.3725458131143975, 1.3982713392310928, 1.4468835538344618, 1.3865090984926416, 1.326368732792007, 1.426512781304735, 1.3896163708895186, 1.4116912104971027, 1.4078369842800988, 1.4161948005779073, 1.4203980890343806, 1.3935756959860088, 1.401348454832916, 1.395287305317439, 1.39385234150781, 1.3790516315227064, 1.368941169615774, 1.3885728113919755, 1.3973991535854982, 1.382239986888713, 1.4006514985246998, 1.3612146943205246, 1.366445590832465, 1.3813790227497162, 1.4615319335082038, 1.3777438098129111, 1.3543203431212982, 1.380568088420431]"
