,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(38, None), (24, 1)]",
module__conv_type,temporal,
module__dropout,0.6140147237090715,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[3.490828769498427, 2.8640249945775493, 2.7827171845660974, 2.7811006216961562, 2.7328545069671573, 2.728713090426653, 2.6974347775893444, 2.685698902067711, 2.6859029215958627, 2.6754511522489515, 2.697830815631914, 2.6869844704206685, 2.690542196975062, 2.6894710040987397, 2.6566748965578197, 2.654979045627436, 2.652450702647043, 2.649248012794223, 2.663304495972091, 2.6442862481768024, 2.645820108712924, 2.603527402969595, 2.638398801282235, 2.5973392813336518, 2.613585280500087, 2.5813046057024636, 2.56721635410944, 2.5117621157924295, 2.4988108934176667, 2.4803909973184917, 2.4875260376953183, 2.4653756907631044, 2.4843812649702084, 2.431989227497773, 2.419141768032364, 2.398220800917463, 2.4253136532253894, 2.3793645037035165, 2.359846800766505, 2.364363491592554, 2.3380257385756904, 2.3105888269174777, 2.3125408423187874, 2.30234452700592, 2.2486599618362852, 2.266160211388714, 2.318041838856129, 2.272733197749177, 2.2444687589529733, 2.2547930996502905, 2.2329395531001746, 2.223814437432973, 2.2398556180592335, 2.2688723457215265, 2.225599115920595, 2.2245412704689898, 2.196367648958127, 2.1915055505350534, 2.210513069035344, 2.1692508304199425, 2.247876715728936, 2.15735288097723, 2.1614128097647995, 2.208741927399328, 2.2060725934466454, 2.1802652474202366, 2.097834844561697, 2.137454262596696, 2.1432723748901927, 2.106038559160058, 2.0937167532290255, 2.080370393249137, 2.0376059218481024, 2.1054495887416733, 2.0739062767515284, 2.0871718866074738, 2.081149143250202, 2.038695000592508, 2.0629968592705237, 2.0614241523393884, 2.0501657181685653, 2.054660499497488, 2.0699605339415608, 2.1186181110642757, 2.036732147930905, 1.9992454141464453, 2.0015070462479283, 1.971016569132984, 2.0154563709448117, 2.0017646629151757, 2.0013921001533457, 1.9776981147696355, 1.9964611117259257, 1.9852263747326333, 1.9335993479030193, 1.9984244891837655, 1.9187462241518831, 1.953958975568887, 1.9559874715887662, 1.9632122216027328, 1.9265535446860906, 2.0097153232691953, 1.910715729256337, 1.9740507982463305, 1.9124953892508645, 1.9255754879968916, 1.8432352592213093, 1.862778936933163, 1.8775844544143603, 1.8717379439209836, 1.8487592516780702, 1.9281245727052587, 1.8849991479668053, 1.847842223490512, 1.8557787971845376, 1.811680540083921, 1.8487506121597803, 1.8497660828967641, 1.8415363331731405, 1.8754886385336647, 1.8379886162980918, 1.874241311694706, 1.8705517534342262, 1.8507165151564862, 1.816846188268946, 1.835891054844604, 1.780755319654999, 1.8165911294957326, 1.7984539574447793, 1.7798343246320443, 1.741642434053173, 1.79230420089204, 1.781612422399732, 1.766381053539052, 1.7964457817325463, 1.8491016418688335, 1.7987859771157597, 1.7297916206978512, 1.7658521018427535, 1.7488103719487342, 1.811768516424875, 1.7902664127432462, 1.7439614903823588, 1.7999416932219834, 1.7107003680551363, 1.7282716712777264, 1.6828871460575916, 1.7091316060450814, 1.6774359248485327, 1.7596395862458185, 1.702010838083629, 1.7629484931819133, 1.7264602056940206, 1.6336986559646651, 1.6883826523130048, 1.699988389267614, 1.6706856700293253, 1.7200308248787917, 1.6651496056528248, 1.7185688952738787, 1.721275350815752, 1.6892503592919799, 1.6914663230489377, 1.7036008860080487, 1.666648363011519, 1.716229994212124, 1.7049683549291705, 1.6721567439849383, 1.682420091863087, 1.6942890519930607, 1.7249537620324142, 1.6650079582836677, 1.7448829281662839, 1.6178991759018444, 1.6703689596306486, 1.6988481954385501, 1.6810299205137516, 1.6238881353005639, 1.6577260254436783, 1.6785944079526693, 1.6056795169575153, 1.6542964979819774, 1.6081281776492473, 1.6535455821453091, 1.620309357578876, 1.6387197008720376, 1.6112628954895651, 1.6700124375744434, 1.6911369960278244, 1.6561999727144507, 1.607657324705592, 1.6285971482288848, 1.6521526609508892, 1.635340515642469, 1.5586418395322372, 1.6643241428204518, 1.5967748133004915, 1.6272114502683754, 1.5749942566822996, 1.5913249872646387, 1.5800766941443214, 1.594248664161124, 1.6423759825879043, 1.5916585844221656, 1.5760771812901575, 1.6410045892258351, 1.635676210263925, 1.6114112365922753, 1.5661788757772144, 1.563142853590935, 1.6420423394791546, 1.5927494478638753, 1.5956602072463344, 1.650137224830723, 1.6091351237173144, 1.562116871784236, 1.5792744579627265, 1.5556899968882498, 1.5211020086222364, 1.5731200877006979, 1.5966735466726705, 1.5614414254097668, 1.5538951772353877, 1.595229822357075, 1.5621085576533813, 1.536067558551087, 1.5947105822595298, 1.5676196758510748, 1.5225198052041913, 1.5394481846182477, 1.5793014171607684, 1.5341695685359122, 1.4699298379740195, 1.5574461324956121, 1.5422936822498383, 1.5980554948183525, 1.6297734403288973, 1.6063385467556832, 1.5893297699119633, 1.590569481239282, 1.5120394125480394, 1.5650754253719723, 1.4840255538584293, 1.4998971413143332, 1.5435592827599594, 1.5335100844459424, 1.5184743439956165, 1.5857452396249634, 1.5075405007721256, 1.5152744918746142, 1.534940508836961, 1.5061797207657022, 1.550219000131609, 1.5065240909321247, 1.5325090176102287, 1.5808104556609623, 1.5275085469182577, 1.457738499898424, 1.5017224948376389, 1.507726883406359, 1.5241555785536192, 1.4901444897041285, 1.5474036481084448, 1.543660564762222, 1.510309643993249, 1.4644540976284788, 1.4907563243265676, 1.500071283827847, 1.4143164668436574, 1.4868037831450565, 1.5589908307509657, 1.456894579417896, 1.4972000747374092, 1.4451808368390977, 1.5066483840561464, 1.477466815704331, 1.544755620492893, 1.5022841273189393, 1.4981618681357844, 1.499673834205018, 1.5030402922653257, 1.4255441934357937, 1.5421802009723873, 1.5219453060936767, 1.5375451056055431, 1.462295653730545, 1.4966938331565454, 1.4717943122802273, 1.5221599232588283, 1.5622504109712148, 1.4838648248567847, 1.4888383487420545, 1.5414768525106157, 1.5169583221716418, 1.5137234497116205, 1.4447967808790454, 1.5015091017189797, 1.4830315527259672, 1.4731014901565977, 1.4205259707710627, 1.5253991252304386, 1.5048212555306135, 1.4657672953445022, 1.5350545877671449, 1.4875618366235948, 1.5163805264481223, 1.4537096854238354, 1.4476422244706213, 1.4298704654924907, 1.4733823822368441, 1.4568629407102496, 1.4675106123390969, 1.4364440023497507, 1.5427453988325837, 1.5221326268556832, 1.5083162625095268, 1.477766563045623, 1.4422743163278633, 1.4921046232695299, 1.4626432746734839, 1.4924230528520321, 1.4906607781383598, 1.4628791298512889, 1.4425780848887704, 1.4086316697751249, 1.4208360674062295, 1.4813544984272287, 1.4345043276914389, 1.4327555445091902, 1.5247819207974416, 1.4379442629616805, 1.4068299346640205, 1.4801352637908687, 1.5108051132536255, 1.4625984609299147, 1.4763394146727413, 1.446544478901082, 1.4560593010945544, 1.4180186972007716, 1.4407745268163599, 1.4795962005308663, 1.368936452989514, 1.4678987344373753, 1.449662506981924, 1.5211369321252202, 1.41118006928823, 1.447307644725649, 1.4524498601964853, 1.4027562272215945, 1.498281566194896, 1.4626278287522259, 1.4624441217297655, 1.39051264071258, 1.4272918395977736, 1.4505272939643457, 1.4137834132692926, 1.4526192041632071, 1.4368267635294059, 1.4306914732935798, 1.4916274042744495, 1.3866316123692546, 1.4630404501952612, 1.4871786707748693, 1.433695312700556, 1.391040257471358, 1.391328701729724, 1.467957338079796, 1.4810432015530068, 1.4902372455459243, 1.401220713933003, 1.4110663649666413, 1.4306091599101856, 1.4179724777284095, 1.415742014897799, 1.4069714678148448, 1.3756333160446284, 1.445247152427622, 1.3587487466755226, 1.4124677508237617, 1.4027677463498451, 1.4843116465156416, 1.4545993588083173, 1.4561797241618475, 1.441108753178645, 1.428182365001682, 1.3776380124289445, 1.4422841584946355, 1.4396165753925385, 1.4292087625493444, 1.362823498375262, 1.398142978936233, 1.4214446569888837, 1.4274080305631855, 1.3813562121841056, 1.4698499916721928, 1.3887064933088447, 1.4460606651884416, 1.4036518264206932, 1.3621773702577402, 1.4381998432038263, 1.3957243605917526, 1.3973287477071064, 1.4560988069269036, 1.4229880650532256, 1.475627525135, 1.4151715247302932, 1.4085923699488194, 1.4159009502528377, 1.3746356360607128, 1.3906493480671358, 1.3746221146982833, 1.4861514219535557, 1.41535776905192, 1.484337322177281, 1.4225697131886634, 1.4518220737877663, 1.3588057617595037, 1.4380181658371236, 1.3485523285030516, 1.3937734998798461, 1.4148311240955311, 1.4422763100716791, 1.469695149188551, 1.4183138781034452, 1.4114543043500076, 1.3982067295171758, 1.4061547879190601, 1.3905822701816724, 1.4615495177389224, 1.359345064126493, 1.4470819544631546, 1.3436743377836078, 1.3885928057385133, 1.4116227576317295, 1.4071038403800178, 1.4343724582376562, 1.3830890135769665, 1.3875793025284804, 1.397886598878921, 1.463962220480169, 1.43895584235866, 1.4208065571408643, 1.3509110406801261, 1.4105462189243894, 1.4109274496586994, 1.3821373214161774, 1.3443089978297933, 1.4250997296884957, 1.3785432301770046, 1.3880681361683982, 1.3977181540875623, 1.3892204651359874, 1.4067948904028298, 1.410182015384127, 1.3740101056791936, 1.4633318985506705, 1.3153072541671034, 1.3940800920602103, 1.389266557023431, 1.3930279508706351, 1.4441508009986768, 1.3833582665165303, 1.3494436378313786, 1.4071183148430906, 1.4199409684501552, 1.3821256088453262, 1.4123588445900264, 1.3044936527301763, 1.389769535206968, 1.4235554174004665, 1.3889695723775033, 1.4414663415785818, 1.3403576155828671, 1.3938334107513721, 1.4362682463230136, 1.3725738176597324, 1.407991981368666, 1.4238379968830435, 1.3543411466912425, 1.4401634349859713, 1.3601734958323752, 1.3607169130424448, 1.389087175382113, 1.3819140094880076, 1.3679971914089448, 1.3207787795062245, 1.4226658168724802, 1.3701261700748595, 1.3072235062216426, 1.3590195395834064, 1.4102611529127236, 1.418672948989648, 1.411209194217311, 1.3590289847683288, 1.3942181855239355, 1.440245368827181, 1.3921452144571402, 1.3914609798682895, 1.3807296684088903, 1.391725997608137, 1.3709884813132482, 1.409689341403752, 1.3836276596618227, 1.3440731737450755, 1.3506300651304302, 1.3639700509127342, 1.3685777096707048, 1.378001816118991, 1.4440761090931236, 1.4310665589553788, 1.3747116984715246, 1.4015096382984642, 1.3908723903689049, 1.4120945106686251, 1.3742085566763929, 1.3983315991253895, 1.3560368649883838, 1.4254886191894047, 1.3757197262577647, 1.3831285675404965, 1.431180568930045, 1.3882869918032033, 1.3908145053668934, 1.3770435064084492, 1.3597655616435325, 1.3235139634542676, 1.3451519570061516, 1.4092611634352668, 1.3370908264705375, 1.3287296748367838, 1.3405161027844075, 1.3587077083899726, 1.3211565964260965, 1.320712682372452, 1.3651467793485772]"
