,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(9, None), (55, 1), (31, 1), (33, 1), (36, 1)]",
module__conv_type,temporal,
module__dropout,0.34898813710120746,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.735873932329018, 2.686412165093812, 2.672316211135027, 2.6833152491043575, 2.6688923053264157, 2.669227542041929, 2.6721196679453993, 2.6583156319508996, 2.657495595034323, 2.662799166531604, 2.656758042226283, 2.655796383985312, 2.6596013040239703, 2.6512264638594187, 2.6497748838925843, 2.6576824787147237, 2.6496206626396437, 2.6455351005275163, 2.64743916889701, 2.651589681829135, 2.651310436535157, 2.6495062391613398, 2.6520559149825655, 2.6484360779788885, 2.6475118262132162, 2.6387558302360734, 2.6448081430044166, 2.6426178619652787, 2.645809240359544, 2.6423046224041555, 2.641521939184943, 2.6453750365278372, 2.645213490386096, 2.6308770140738758, 2.6334920262234847, 2.634880598286692, 2.628785037214189, 2.621233461910538, 2.610964150240607, 2.606305546434713, 2.5585205981775014, 2.513852226378484, 2.503717326796663, 2.4996089444238483, 2.507868174524463, 2.4445266941628625, 2.384293407287818, 2.408380301212094, 2.3417337851758413, 2.3143831999744786, 2.2298046344742395, 2.1020895088946623, 2.0810969070933893, 2.0322847386985243, 1.9930670239583475, 1.953778981703537, 1.8846535589743165, 1.8870041945212386, 1.9034101650964996, 1.8074883277652583, 1.7911854406408212, 1.7842179734163037, 1.7597640077005337, 1.7426745675869924, 1.7683664228734888, 1.713882745861204, 1.6813312913501801, 1.647340475078726, 1.6479072017779823, 1.6563252001800024, 1.6405388837370078, 1.5793725588323981, 1.6346884572356797, 1.6030858237658474, 1.6134441121480463, 1.5320712592994168, 1.5556036837406177, 1.5404570809457026, 1.5231701861905638, 1.553325817835113, 1.4860884925284217, 1.5451869589417342, 1.444742568532817, 1.5208387186713122, 1.4860216983817196, 1.4764226816157175, 1.438706041070793, 1.4995585511348015, 1.4188225372578802, 1.4611852061186306, 1.415129201703627, 1.373105053665319, 1.438414156609022, 1.3685926447933516, 1.4335996307239036, 1.317298545988852, 1.347585107181024, 1.424224805556546, 1.3209078718080787, 1.3530444014634617, 1.3610471734872107, 1.3419227760726151, 1.3185713716833722, 1.2800451450559012, 1.2551313095992294, 1.2618359565964332, 1.288736257504912, 1.2773473205419545, 1.1794769972763575, 1.2220245408139858, 1.253631337200712, 1.2263509791211742, 1.1546677002778296, 1.2737806103800902, 1.219615996687084, 1.1621716241634614, 1.153475525519157, 1.1895011903232284, 1.1881360667502225, 1.1727539406474448, 1.2045040917121181, 1.1428390376492115, 1.172877972807531, 1.1898817819856014, 1.128643105073659, 1.17860567305843, 1.1604468528758574, 1.1402579618257553, 1.1756827207111877, 1.1121390315635027, 1.1262242420001942, 1.0697322747705071, 1.1245753532194884, 1.1412077248383303, 1.067503202695819, 1.1054512357000437, 1.0515929044038774, 1.1247658613671239, 1.0152793796849549, 1.11608122706528, 1.0680694876667165, 1.060731144451659, 1.0668968660998963, 1.0130570411567394, 1.0823712882454057, 1.0858508380590666, 1.0309535520827116, 1.0547930774376642, 1.0087186827811057, 1.0032605751990353, 1.0051482190755379, 1.029917274046908, 0.9964666479017095, 1.0240193416110819, 0.9343540169391871, 1.029168303019732, 0.9631164298823983, 0.9928394078749435, 0.9517022610800673, 0.9178995401728486, 0.8829385216156947, 0.9256194442711391, 0.9451343301859352, 0.9658551843150288, 0.9654692365528874, 0.9721651398527495, 0.930153317010896, 0.9271483005986292, 0.9208407889087116, 0.9562448669328956, 0.9415829286653337, 0.8914073542176357, 0.9373636367346256, 0.9044818976271944, 0.9545465547150437, 0.9088641191699163, 0.9577703913664795, 0.871995124596604, 0.9188027751916182, 0.8434623758648312, 0.9315764326906985, 0.8281419489450244, 0.9646986788344911, 0.8936514367382611, 0.8795833663945019, 0.964128009680949, 0.8879349287939944, 0.9186525589807086, 0.8943242994034026, 0.8426214325187066, 0.8698475717121414, 0.8615545034982243, 0.8065305926457865, 0.8743963364343211, 0.8517304263055268, 0.8793885834637001, 0.811059836703384, 0.886598429333372, 0.8777183854201301, 0.8840079235847004, 0.8443868593371063, 0.8237803335999846, 0.7907311259782349, 0.8031874156778426, 0.8579883697631844, 0.8462972198689179, 0.8321237107443052, 0.8584742558702353, 0.7906742059805855, 0.7865780196130219, 0.821269861658223, 0.7902923544745128, 0.8410017189208536, 0.7974864421152403, 0.8326774425410215, 0.8501824617844803, 0.8665825749843367, 0.7979644047055139, 0.8011380096716417, 0.7982861019592083, 0.8230599667500486, 0.8263791301023283, 0.8470334248317906, 0.8198760550565968, 0.7728243679008998, 0.7926945259527476, 0.7831276378686665, 0.7922918699875373, 0.8480861976929188, 0.8442515200210146, 0.7490021500940846, 0.8354628687873268, 0.7848656772419853, 0.7803275766168453, 0.8273793551299983, 0.779345823952048, 0.7498281233234975, 0.7502151495912421, 0.7675974235956892, 0.7481128833865294, 0.7894884077715575, 0.7772415225556312, 0.7980946770531266, 0.7810997082936981, 0.7796955614622334, 0.7417999256448865, 0.7549245697701631, 0.8208093925435688, 0.78567687052735, 0.7957237318688798, 0.790226841110582, 0.7465328340121941, 0.7653460103347969, 0.7663817950690217, 0.7587868886228016, 0.7462795156487143]"
