,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(66, None), (66, 11), (66, 11)]",
module__conv_type,temporal,
module__dropout,0.46369952071874415,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[3.047688254493148, 2.7213550100427506, 2.6348996506618465, 2.523951655517299, 2.440176315325975, 2.3229895027011946, 2.2362919310403626, 2.1428378075791508, 2.086383213781186, 1.923670589292818, 1.9641513959849763, 1.9213008102714384, 1.8906460921275605, 1.7969250494293345, 1.8354712093645156, 1.8080335101677434, 1.7273366633691503, 1.6933783314569968, 1.7449697558987702, 1.6606094401197093, 1.6726972532455915, 1.6924224379432098, 1.5503037005691602, 1.611737299929225, 1.6236067089011053, 1.577299019370203, 1.59879397003552, 1.5770423302177745, 1.5867738345130575, 1.4995918129360137, 1.5273773713795695, 1.465225770797032, 1.5918032189076399, 1.4206135734212983, 1.5118827659195724, 1.4262644333031684, 1.4368828554584845, 1.4556431444478333, 1.476634791197974, 1.4445163360344204, 1.448834505989875, 1.4276572733228314, 1.3438358266727641, 1.3937437982944711, 1.3632213813508212, 1.4703981680177058, 1.4039782525485702, 1.3564101439811955, 1.3525766181303287, 1.3733455736666946, 1.3518845343153791, 1.3703494883134344, 1.3605096389515339, 1.3521652498190166, 1.2929010165208112, 1.3492632368875308, 1.271927877959434, 1.2723989926128, 1.2993791252518068, 1.3149852020678552, 1.266744752361639, 1.264674186620492, 1.2578382613684147, 1.2610332945198595, 1.24593027780788, 1.240675920414397, 1.2205144934521144, 1.234579642537239, 1.3359576693168618, 1.1828031254227742, 1.156546953552841, 1.2396054618971295, 1.2477255946059314, 1.26933428676686, 1.2033136748028443, 1.1859441242961497, 1.2388438127497508, 1.2308753573974816, 1.1795878806173858, 1.2111903490988076, 1.20032472995982, 1.1923722198539566, 1.157983487506, 1.1716515335242719, 1.2128865162378555, 1.1613760271017315, 1.1579785668815525, 1.2024039215945188, 1.1195751487118792, 1.196374555868639, 1.162790349289359, 1.1725732058257983, 1.149690642278853, 1.178254010989416, 1.1002626310069477, 1.0795152041060747, 1.1307178277941825, 1.1389972674835176, 1.1478180703460539, 1.1546585370532816, 1.08539252549668, 1.1150184376407288, 1.1120006450675106, 1.1110847987614652, 1.1032273675296258, 1.1052912933190817, 1.1747322861567728, 1.1041509754045062, 1.0656856044883103, 1.1101445376127241, 1.0671212374303523, 1.1047570684761583, 1.123332740367893, 1.0728135971752237, 1.1030692762199563, 1.0675328975692175, 1.0560385197601831, 1.0862563733760844, 1.0621161372530794, 1.0177129263827385, 1.048891294449998, 1.0405842318227363, 1.0244076729279739, 1.015737410516436, 1.08455470029383, 1.0367821714302115, 1.0073325565161901, 1.0085905870643226, 1.0265253042807594, 1.0556971984946808, 1.0225669820223782, 1.0253139538071956, 1.0901154265367032, 1.0628381873462152, 1.0628669217759537, 1.025037548195524, 1.0347010056713204, 1.0260260813045776, 1.0366926825998837, 1.046066644848024, 0.9910243649799395, 1.0185471769705543, 0.9971025304454697, 1.0472482619547179, 0.9724338742491141, 0.9464814135154012, 0.9771667558832509, 0.9501184864154335, 1.0347662520477472, 1.0101106276984853, 0.9892119083184251, 1.0273551370686815, 0.9956464185177764, 1.0424963958683326, 0.9644628332370284, 1.0222188915852977, 1.0304284725657327, 0.9253491817241224, 1.049412352632627, 0.9400181849491608, 0.9936019904459751, 0.9708438846672579, 1.0043032866928645, 0.9540739307275061, 1.0256184148490142, 1.0203147361322134, 1.0031967020814985, 0.9314325586090418, 0.9278939485377825, 0.989183505070221, 0.9899805088359881, 1.0198137410221706, 0.9534118883992986, 0.9858589657690803, 1.0201807965213456, 0.9975391452535055, 0.9895243626356813, 1.002562344762657, 0.9375699029391035, 1.0047025517618806, 0.9826214018639059, 0.9142050539449044, 0.9638820802855652, 0.9588157151385611, 0.9683327690928573, 0.9536837973883797, 0.9515285630772272, 0.9298502697866622, 0.9793305594950943, 0.9842606414615018, 0.95936337368665, 0.9277810257598686, 0.9709111752707414, 0.9082547922451067, 0.8950239629901523, 0.9534084156686234, 0.9667555818314502, 1.0224456079196655, 0.9348016821271072, 0.9375720836430128, 0.9556066551612362, 0.9254523087167419, 0.8990632436158453, 0.9544131682398689, 0.914733417109874, 0.9186469455311457, 0.9747720832315285, 0.9817894222187927, 0.9612569936889083, 0.9685297943974367, 0.945089255076859, 0.8969709907619855, 0.9997207204577324, 0.996088143635301, 0.9611609413488423, 0.9326580145303967, 0.9137688284888649, 0.881642687882909, 0.9417242635547025, 0.9571567365650493, 0.9684502212214171, 0.9827382963821221, 0.9598089680290773, 0.921140794345573, 0.9388400103979322, 0.9809630755281311, 0.9787198005672598, 0.8969162080698684, 0.9474555934358951, 0.9045525367611067, 0.9682148966913159, 1.0128264022171785, 0.9490605785481854, 0.9774152497699102, 0.8997326395165128, 0.9234155726272172, 0.9652414084398712, 0.9216550094675169, 0.9120864205571524]"
