,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(33, None), (11, 11), (22, 11), (22, 11), (55, 11)]",
module__conv_type,regular,
module__dropout,0.44714942170261834,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.7717582858216887, 2.6770783512493646, 2.665259617354803, 2.6557709597072656, 2.668686052832727, 2.6544988357297954, 2.656653434984723, 2.6626085117531004, 2.6491971231631295, 2.6594281251666865, 2.6565304819039133, 2.655295039049356, 2.651438092129866, 2.6481491766719434, 2.644587696459112, 2.6471292827999053, 2.652815093893174, 2.639705790362757, 2.6495011185544173, 2.6418070237836204, 2.6412054345054736, 2.642379032177232, 2.6299099408168995, 2.621867617927456, 2.6125997510291383, 2.5910015115379945, 2.5570792727337306, 2.515978641987306, 2.479360107278686, 2.431338227173821, 2.372302311217131, 2.3810722043126447, 2.346802558660278, 2.3487821442215804, 2.292501597822114, 2.2841092865551977, 2.2505413682788924, 2.2707464974929326, 2.2359483659668995, 2.2386452369212644, 2.206421967534863, 2.1837425814785556, 2.1971003247408825, 2.153782929676559, 2.1544403816439766, 2.0909356279253846, 2.1426467053355567, 2.0782388478546214, 2.065534505623826, 2.1098914986280897, 2.0496808704673612, 2.051679198620294, 2.0630190232490784, 1.9916092285866687, 2.00005946822529, 2.043192487134741, 1.9302093454917195, 1.9622118525830912, 1.9746860706312823, 1.989298870519908, 1.929675362796251, 1.9261953948895671, 1.9420720012975037, 1.9097816521898845, 1.9614165646164778, 1.860607558311007, 1.8860459367854878, 1.9242636035335419, 1.8811953476234855, 1.889076284770213, 1.8607390687601055, 1.8689726931872106, 1.822187068946552, 1.818225440896395, 1.7799613031776509, 1.8123047222187016, 1.7749924764137526, 1.8568735760605255, 1.770613142340314, 1.7883944575664972, 1.6930393464755737, 1.7849831203638762, 1.7507594481928057, 1.7721802616945475, 1.7407827841994623, 1.701950563618033, 1.7182822864255272, 1.7459375437230762, 1.7206178461851354, 1.719072272504489, 1.6863919978421738, 1.7417465090407445, 1.7282598629034518, 1.6841772779808009, 1.6725196067362134, 1.6180304084636479, 1.611605000679486, 1.667340349531495, 1.6511840914394904, 1.6485645164080374, 1.6130740232944947, 1.5761458607564418, 1.5737193311144229, 1.6217515443355792, 1.5746288977642262, 1.6179430996488218, 1.553723324595792, 1.5560526876523015, 1.6029680016180778, 1.5103361405812283, 1.6367922288162187, 1.6107041489286302, 1.5809607592996666, 1.5448176245831664, 1.5253167241897803, 1.548719111030439, 1.5823746347106111, 1.5318847128241193, 1.5880115293791022, 1.512017093907192, 1.5373736205757296, 1.545482979357759, 1.5359193396407669, 1.4938108844178817, 1.4938535123518502, 1.491639883502156, 1.4528609312303487, 1.4668733385231083, 1.4615037783162885, 1.459575443111783, 1.4737092918564885, 1.4867614811721963, 1.4963805386375302, 1.4534392111340433, 1.4527831784341059, 1.3869920331084808, 1.4551869913060809, 1.4103098535216463, 1.4118362844162429, 1.4199144178221614, 1.3971298774695373, 1.4363161932974624, 1.4225609517074527, 1.4151724510403982, 1.3991729630313319, 1.3876786583082623, 1.4109608614180842, 1.4508774897820451, 1.3225736534285706, 1.38371686366341, 1.3473238274957036, 1.3615121828809853, 1.3905176760716662, 1.3858986476846793, 1.3803580746958184, 1.3381046146814128, 1.3430528641320743, 1.3121441874628004, 1.358942688601423, 1.3840161917643323, 1.2976838771372143, 1.2861553677236723, 1.3568969386718501, 1.358228595126008, 1.3534233764000416, 1.2871290624313796, 1.2889099524959677, 1.293494925232778, 1.2931041889631254, 1.3176244566139979, 1.3404082353580904, 1.290404488537837, 1.3097163624667112, 1.3344618433134503, 1.3305546356234215, 1.2818084420552038, 1.3060548559075027, 1.2629370388787338, 1.2339377804830514, 1.3333451525309088, 1.2528111932367172, 1.2704672845541227, 1.2964363255330986, 1.3129829631847643, 1.2481217782467575, 1.2937147707980452, 1.2630606753190512, 1.3356468757834998, 1.2711548471359018, 1.1985412132751494, 1.2657556087495732, 1.203605279312097, 1.3097057753279304, 1.2057585621017808, 1.21683812600357, 1.2392236192829915, 1.2348946756302335, 1.198716044196495, 1.2264800117610164, 1.1984667632875818, 1.2201175351230082, 1.265328962832718, 1.2584431578725204, 1.1913898927415072, 1.17222285718156, 1.2191537237718084, 1.1985939491013131, 1.201874325089551, 1.1550340774084538, 1.2479726593005647, 1.1893310814206708, 1.2396295290365027, 1.187180551459172, 1.1863654389532858, 1.1726949938910873, 1.1885243106966872, 1.195331855159866, 1.2319874735952456, 1.189660532068357, 1.1457469166185674, 1.1096139210594516, 1.1434662445332708, 1.138475390726609, 1.1519486512899169, 1.1507350209817162, 1.1514255094688828, 1.166419991859458, 1.2101926021098632, 1.1662686614604727, 1.1572325579585423, 1.2070005421918442, 1.169511400643625, 1.1635597533509636, 1.1516426884290458, 1.1177700386240117, 1.128640320808183, 1.150109785812422, 1.0878970117036602, 1.1504997167022786, 1.140135827663429, 1.0779284973690668, 1.1453749572462022, 1.1250058162430367, 1.187350333310642, 1.1096659843685308, 1.059288128966661, 1.0157101644817972, 1.0478420552149543, 1.1329086537081192, 1.040917509673764, 1.066124379061184, 1.0662134554204858, 1.0925419499256843, 1.1026583953587565, 1.1039011351642296, 1.1005264802892352, 1.114101546561064, 1.1368123372663548, 1.1485246278209338, 1.0804947771282583, 1.0491554241437426, 1.0850912696243595, 1.1341842137011802, 1.038139038239682, 1.0424503416712176, 1.0661112951245644, 1.0347068924187925, 1.0806236504590545, 1.0844525975373298, 1.0161297638560856, 1.0558604123617619, 1.051402153707216, 1.0386033105207706, 1.093539510815045, 1.052285847122332, 1.0509641004710155, 1.0273065968587838, 1.1214674065271402, 1.0638428699293312, 1.1081547246631003, 1.0436543307129986, 1.0529501822501908, 1.0114259153059517, 1.056098815222218, 1.1276206237060502, 1.0770830585476983, 1.021859026792763, 1.0421575098455353, 1.0513100898873933, 1.012906641714612, 1.0800684874767976, 1.0878876645594864, 0.9872215641187405, 1.0643884151227436, 0.9836778111820386, 1.0189075985702905, 1.0073908217487941, 0.9855047775301599, 0.9939617208842478, 1.0085834950868389, 1.00865717715547, 1.0205129274849254, 0.9831714231424084, 1.006633863297647, 1.0268819426492044, 1.0292198972362412, 1.0324940795044812, 0.981143047651267, 1.039335770372936, 1.0080575587315783, 0.9968755400674175, 1.0327946102538856, 1.014543052701794, 1.0329045757178048, 0.9746902121501662, 1.014796417073864, 1.0299082608952674, 1.0037816243749955, 1.0154912163708736, 1.0064995157477716, 1.0088354036484461, 1.0469502424023494, 0.9650750558920155, 1.0093875071311709, 1.0279448518280345, 1.0469352073458322, 1.090346018205593, 1.0410522994683038, 1.0415641846739407, 0.9941255383702627, 0.9783959584355469, 1.015739107499109, 0.9496512291406185, 0.9751013599415027, 0.9939870710437176, 1.0112115383377662, 1.038247822108925, 0.9624526041189676, 0.9189066283397657, 1.000745133268248, 1.020340853235375, 1.0053301136349118, 1.0169535221332995, 1.0156151602426553, 1.0042552141413537, 1.018429794313818, 1.0181474211814887, 1.0072835261599162, 0.9334624272567705, 0.9818615944369465, 0.9519347713702682, 1.0060235468439465, 0.9920111598592176, 1.0233163122837077, 0.9553807274554071, 1.0205030754509743, 0.974176028580248, 0.9610012801824795, 1.001018736887942, 0.9470270794670208, 0.9328671376560604, 0.9983950117325071, 0.9648325460478018, 0.8901512408279477, 0.976228661383426, 0.9665001949745377, 0.9750389356356154, 0.9499905240776679, 0.9696119061677472, 0.9894097821430247, 0.9378646744112192, 0.9288050861629417, 0.954441444476828, 0.9857795740458917, 0.9694272815550142, 0.9547538490566184, 0.9624429173602636, 0.9771736792581832, 0.9841075785694728, 0.9896758811421068, 0.9089226858104159, 0.9427920377977315, 0.9748788128918013, 0.9287254673799032, 0.9473965250034534, 0.9299402749802311, 1.0053531879180893, 0.9740967456254969, 0.9810629036130529, 0.9563905193440838, 0.9676586383804894, 0.9940877845358459, 0.9993717918267493, 0.9525742464276663, 0.9080979435115737, 0.9519735972851486, 0.8792502316175687, 0.9869504190041998, 0.9070549434601285, 0.9560192164833209, 0.9565933631863929, 0.9348654082122047, 0.9666392414815387, 0.9567087193425741, 1.015116392017214, 0.953895895784009, 0.9600347789350442, 0.9418101855719514, 0.9713758826829472, 0.9449169587010484, 0.9395931758366604, 0.9649638837065343, 0.9277302833333166, 0.9429715135214533, 0.8741295642871141, 0.8692875532030027, 0.8824562721807757, 0.9066937103422934, 0.995247095565135, 0.88883180929217, 0.8833735262808373, 1.0172890241152972, 0.9593106773865694]"
