,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, None), (66, 11), (22, 11), (11, 11)]",
module__conv_type,regular,
module__dropout,0.49862987706154366,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.8392646670685697, 2.6989081493355656, 2.676539176926232, 2.66650564631553, 2.6772108206505725, 2.6619364620976085, 2.66028033642957, 2.666532438459938, 2.6636738081868736, 2.6523335957550107, 2.64168870345805, 2.653363977290898, 2.6467049970893015, 2.650254489597618, 2.6438118606031344, 2.6324639263006215, 2.634008470237886, 2.6225008188932417, 2.580720383577099, 2.580398770223109, 2.5763601639502545, 2.5246855324569863, 2.522481858902418, 2.503636573804354, 2.4900967505714777, 2.5112414426592475, 2.4657821513002487, 2.4844690713891624, 2.4431542487415245, 2.4275994190697032, 2.3995638400803863, 2.412919775124808, 2.3694766565970897, 2.3044775798988524, 2.33606523154904, 2.33124903604546, 2.3134655628901934, 2.329789188530034, 2.2802769160247744, 2.2748840031885433, 2.2357285658365496, 2.1884943963932924, 2.2430200005403726, 2.2114548648746113, 2.1763901621017236, 2.2177811403247, 2.1758668203555813, 2.177941346191465, 2.122357542177481, 2.129787670062986, 2.12724632110816, 2.127719749500249, 2.063407439699072, 2.0757881337570616, 2.0647098471960046, 2.124573400321204, 1.9986719656036493, 2.0655340090523095, 2.076130354370029, 2.0196726129419877, 1.9863519094905908, 2.0125507695727674, 2.005706924217268, 2.033665642816362, 1.926604476883735, 2.0134158421297044, 1.995708575377221, 1.937109195348503, 1.9253261542526774, 1.97067818765576, 1.9736222293769314, 1.9376249487751143, 1.9350697187647667, 1.8997153465970418, 1.8766622240435515, 1.905860841905302, 1.8410051972735262, 1.8769020189793781, 1.832810730000203, 1.8911509146704137, 1.867497388621267, 1.8079132435984975, 1.8411137280955236, 1.858946541964262, 1.8618126881593, 1.8468577250250264, 1.7843464454627014, 1.840778630323658, 1.7969452447909593, 1.793285271086523, 1.7453294888038378, 1.743476734354131, 1.7329522352934572, 1.7254082681010616, 1.784625613769737, 1.7782774048429826, 1.7988644016833117, 1.6728528585424782, 1.720473592733396, 1.709735397826719, 1.744935183139577, 1.734919632135158, 1.714718202310072, 1.6808534063205223, 1.7228164632694438, 1.659076211541977, 1.7002245510163734, 1.6485668894645684, 1.6445824114374523, 1.7003905349792026, 1.712045619416627, 1.6396433889464304, 1.6678345891807491, 1.6060731556693215, 1.6423393946868852, 1.6116078978438464, 1.6310484637654206, 1.666094536960297, 1.6638422840713192, 1.6281905754812642, 1.6651839808389701, 1.6077992421600886, 1.566582234692872, 1.6045336049835308, 1.5806601840332222, 1.60580462750847, 1.59276187213369, 1.5377479764104922, 1.6076707563455341, 1.5779818914852197, 1.5721873188385949, 1.5972282878473703, 1.6043646513440497, 1.5581599867493057, 1.5704112273207986, 1.5361633303075943, 1.582474272221298, 1.5670092750674147, 1.5319260317505954, 1.523661786943129, 1.5408617128421758, 1.5647608850642507, 1.496879757884836, 1.5123714002080555, 1.4966674550894479, 1.5282064770367194, 1.4861792587568488, 1.5191862781651326, 1.4593761454876852, 1.477261421655209, 1.4932729741262631, 1.509230784548373, 1.4840283214873826, 1.496682296473895, 1.5442547470015673, 1.5136982460682844, 1.4734395826172668, 1.4412434628884074, 1.446363509332365, 1.5161169137486594, 1.5187212400876982, 1.5258577183190163, 1.444858536339357, 1.4617537529681943, 1.4532613217314352, 1.48578387447225, 1.4193213403626517, 1.502611910298653, 1.4183839398926559, 1.4578305582683515, 1.501301028960249, 1.403511086143589, 1.4481333604331654, 1.4704463360284359, 1.4263911904682898, 1.4249935529918138, 1.495795147710402, 1.389709293899683, 1.391711732765249, 1.4257632604118031, 1.413259197245204, 1.4032312656848676, 1.4218382591003402, 1.418614255796842, 1.3807882361967363, 1.3713535808163038, 1.4001345024072172, 1.4108002496752403, 1.3683593101060885, 1.411681642201913, 1.4020904670895236, 1.446564112177712, 1.3148571004996057, 1.379628079114222, 1.3688376008374286, 1.3688250840914948, 1.3725297592142893, 1.3813901317016337, 1.3597273147370061, 1.3635788831261055, 1.359232093647653, 1.3523747592848925, 1.394800128904642, 1.3411941520288888, 1.3569081881736997, 1.3308727964974, 1.360213071136548, 1.4074373661725996, 1.330000988730338, 1.4185395964759262, 1.3642052409164716, 1.3148252047290012, 1.3623099112533628, 1.3125255172131036, 1.3806242403557256, 1.3751216382792182, 1.3107545722322584, 1.357504675202466, 1.2936471748856884, 1.2993672431031595, 1.3029146212241878, 1.3218590871317095, 1.3397204184096174, 1.2915958985327756, 1.2630507781943872, 1.3306853070181075, 1.318540377612293, 1.2858153488684205, 1.2982288573772662, 1.3500267994644781, 1.2658165221723716, 1.368890949805501, 1.3016325513024647, 1.3011409480257374, 1.2661950247464442, 1.2690863901887293, 1.3110291384182031, 1.3007854054591423, 1.2816159476215043, 1.2461214510148482, 1.2879387892933278, 1.2517345254529084, 1.3259378393988293, 1.3108194692417103, 1.333574945130408, 1.303552601231877, 1.3003827482031673, 1.2980015875630015, 1.2683043220045478, 1.3043370799908165, 1.2669367949129642, 1.309615595622976, 1.28087614658822, 1.217209547614684, 1.1799019452352955, 1.2403568416059418, 1.2929414297894175, 1.215664770536634, 1.2085008594826854, 1.2297177233296708, 1.1984651790890588, 1.2378773575682727, 1.2472728713414667, 1.2478168847127185, 1.2528758133914863, 1.2929014036354822, 1.245582529509492, 1.2306202601881642, 1.23261769995079, 1.1857154097433154, 1.2229642586942127, 1.231315454918106, 1.283704946543645, 1.2524606522972246, 1.232204832975628, 1.23921088121394, 1.2175659519531499, 1.2537317605289389, 1.202754864908389, 1.186179110875373, 1.2593380962001004, 1.1763333840021384, 1.2026095106925268, 1.2077665846432712, 1.2160937337489859, 1.2401931309952428, 1.1975902484172347, 1.216365615947529, 1.1881197335286364, 1.2082735909305018, 1.1649256082999235, 1.1931669736160924, 1.1985827718822857, 1.1306109967658564, 1.1614078212174461, 1.1134393863430152, 1.197068086143178, 1.186513045639574, 1.1674204795720833, 1.1478658245663096, 1.2116472937948322, 1.1558891569225689, 1.2560414306468064, 1.1318773213089144, 1.1356483476453383, 1.2018572931340157, 1.1770215163561333, 1.2098689480855904, 1.1388229931972713, 1.1925112554037995, 1.1584153650355409, 1.1707003717817173, 1.165703113430159, 1.1913712842746693, 1.182764994799804, 1.2084014294695924, 1.1403898336889655, 1.1222260663782437, 1.1608158228372127, 1.1226223805870885, 1.1111799437226413, 1.1498707587955317, 1.1818658108890228, 1.1964195354611284, 1.1966516150088122, 1.1352118825086386, 1.1182185886454652, 1.2331177807404974, 1.1782324152341592, 1.1783254569946744, 1.1552068914095868, 1.1487187726550427, 1.2129617221545899, 1.1580561416670034, 1.142813708887752, 1.1574163700205644, 1.1283788302405966, 1.169022626780454, 1.1590128246698388, 1.2006666812905906, 1.1415916556228918, 1.1227310397971468, 1.1835312313822397, 1.1448185494361416, 1.097266965238261, 1.159068302080193, 1.1110642356753235, 1.073503596778095, 1.1191444812312048, 1.0885083677679215, 1.0886565000535893, 1.09184469375849, 1.0707268163031174, 1.1495947596313176, 1.1929275839230093, 1.14909043773306, 1.1481037432465906, 1.1389247912185714, 1.0582741998042822, 1.1010436840764137, 1.1026650481320437, 1.141901153916918, 1.0921604736592474, 1.0791095911710737, 1.096561872465778, 1.1232819677661312, 1.074487683174126, 1.1220855976780293, 1.0753357127036351, 1.0780001912011448, 1.1622561277163728, 1.0862380878872546, 1.0612551197051083, 1.133034287219557, 1.0986470483150244, 1.101680867137303, 1.1479269971746568, 1.143415721479348, 1.1172170645348491, 1.0898187599925608, 1.1156247336779568, 1.0998125428529286, 1.1528966096413606, 1.114737852131437, 1.142773765801695, 1.049766593764216, 1.1042422803120617, 1.1241071704950782, 1.0720814393046272, 1.0927683752930084, 1.0948424853305614, 1.081388285919608, 1.0423313335688558, 1.1144256713415592, 1.1547047727032276, 1.1300921443566552, 1.1071820200579572, 1.0613350248084377, 1.094809350655329, 1.0625175000154938, 1.0452405378380225, 1.09770362341599, 1.0658274372686436, 1.1400434865873519, 1.093057491781622, 1.0928334408476448, 1.0693699788657143, 1.1181738921606965, 1.0922056828931161, 1.066634509056319, 1.0619377408954704, 1.0914922540754626, 1.0784435890062827, 1.0469542419371178, 1.1097177557353222, 1.0763755299014697, 1.0713628251123475, 1.0849751450903034, 1.0575586506331391, 1.096313861382478, 1.0541622020856363, 1.0986629569610802, 1.0933315381622866, 1.0589428294496657, 1.101418380787788, 1.076182410278724, 1.0324190026355318, 1.0262280832814756, 1.1223732868677383, 1.102579735355726, 1.0790665012007155, 1.061278737084698, 1.0972177191234989, 1.0426776284088415, 1.0500403475141846, 1.0626216665613066, 1.0660349221270857, 1.0445366446161868, 1.064030106877684, 1.062907214687924, 1.0666235201168335, 1.0435324979012006, 1.0586572151211617, 1.0988586606373572, 1.09856241557091, 1.0786054267461078, 1.0513508535555858, 1.0521547858593439, 1.0628637304893471, 0.9925711972422044, 1.0295872002180317, 1.0682764857060871, 0.996631045772894, 1.090500926833754, 1.0306055675457026, 1.0014829601199726, 1.0773262330496736, 1.0847756648086606, 1.0614539454256375, 1.0359823265479549, 1.0608420963466338, 1.0522309517607997, 1.093323717046174, 0.9917373987088649, 1.061678666467272, 1.038575261974702, 1.07145790381427, 1.1001488087381504, 1.0265382624682151, 1.028761170022871, 1.0919235632669708, 1.0299055337676415, 1.0707359634074485, 1.0790024700935812, 1.07570297621671, 1.1360038559062764, 1.0518307945152334, 0.9962774002288143, 1.1034620414569587, 1.0557034159073815, 1.1087096141323203, 1.019567319243085, 0.9856517240333373, 1.1221391783527048, 1.0156091627188895, 1.0784080874128221, 1.0784500333067313, 1.031261255123847, 1.0561905759704928, 1.0007140406974815, 1.0119287476043959, 1.0658009022445605, 1.0909123741398647, 1.0291917090007499]"
