,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, None), (66, 11), (22, 11), (11, 11)]",
module__conv_type,regular,
module__dropout,0.49862987706154366,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.7840295718266415, 2.670133297259991, 2.680689866726215, 2.6694469451904297, 2.6625454022334174, 2.6596152782440186, 2.662488761314979, 2.658111256819505, 2.6430551785689134, 2.653364761059101, 2.6502904231731708, 2.6399613783909723, 2.6563754155085637, 2.6384650267087495, 2.630516008230356, 2.6295156185443584, 2.624053558936486, 2.6086023404048038, 2.576846687610333, 2.5447910969073955, 2.5128298942859355, 2.459788828629714, 2.396687889099121, 2.385747539080106, 2.4350627165574292, 2.371806683907142, 2.329379343986511, 2.325577581845797, 2.286706073467548, 2.251324517910297, 2.2525441683255707, 2.2641047697800856, 2.2800240186544567, 2.1935252849872295, 2.222736145899846, 2.188693769161518, 2.185499404026912, 2.1775937777299146, 2.195167717566857, 2.1628694167503943, 2.1629604706397423, 2.1447896517240084, 2.143983954649705, 2.1609704109338614, 2.1626827166630673, 2.1000720537625828, 2.109954518538255, 2.0673261917554413, 2.111976282413189, 2.0999700106107273, 2.082465912745549, 2.0605049756857063, 2.083522422497089, 1.977506971359253, 2.02415053661053, 2.005398968549875, 2.0189687472123365, 2.0641228199005126, 2.0499514414713933, 2.010316958794227, 2.0566130564762997, 1.9626093277564416, 2.006888903104342, 1.9454736324457023, 1.9702472650087797, 1.9276686301598183, 1.9220617147592398, 1.8920456702892596, 1.9484045652242807, 1.922462826508742, 1.959240431051988, 1.9552917957305909, 1.9097687354454627, 1.9106964074648343, 1.8743169124309833, 1.91831476688385, 1.8917979992353, 1.8806149574426505, 1.860895508986253, 1.8584823314960186, 1.8935977642352764, 1.8705049771528977, 1.843354527766888, 1.8592349749345045, 1.775455694932204, 1.8243403177994948, 1.8434326171875, 1.8722117735789372, 1.7826791286468506, 1.8254919602320745, 1.824804821381202, 1.7366592700664814, 1.758014491888193, 1.8156186213860146, 1.7916833547445443, 1.7064200144547683, 1.7824609994888305, 1.7702054097102238, 1.7580787108494684, 1.766083972270672, 1.7326910532437838, 1.7284939986008865, 1.7243073298380924, 1.7106129206143892, 1.729406976699829, 1.6995904445648193, 1.6730976489874032, 1.6817188739776612, 1.7275446781745323, 1.7238936240856464, 1.6805628079634447, 1.6747242083916298, 1.641449235035823, 1.6767255196204551, 1.6434727522043082, 1.6794053407815785, 1.6475780193622296, 1.6480585648463322, 1.6748585004072922, 1.6637323581255399, 1.590313408924983, 1.6722235716306246, 1.6435919046401977, 1.619797002352201, 1.6219761041494516, 1.6265733388754038, 1.5413675106488742, 1.6051901707282432, 1.6457041942156279, 1.608162076656635, 1.5864503328616804, 1.5797055812982412, 1.6106590234316311, 1.5597837411440336, 1.498726092852079, 1.5298870435127845, 1.5379363921972422, 1.5776469102272621, 1.595325284737807, 1.5180996124561017, 1.5562217492323656, 1.4970331742213323, 1.556149589098417, 1.5271874574514537, 1.5851550835829515, 1.4830738636163565, 1.5404084022228535, 1.559647407898536, 1.551832811649029, 1.52746471625108, 1.4956241937784047, 1.4484944581985473, 1.4928514168812679, 1.533238071661729, 1.5229411730399498, 1.530690569144029, 1.4629909478701077, 1.5741677614358756, 1.5098360648522011, 1.481352817095243, 1.507316174873939, 1.442991931621845, 1.44232049538539, 1.5092373866301316, 1.4863163489561815, 1.4829043975243201, 1.4829939952263465, 1.4741119824923001, 1.4413074860206017, 1.5247436450077938, 1.4299504298430223, 1.5084599274855393, 1.4667763838401207, 1.4228131019152128, 1.4725601177949172, 1.4231353447987483, 1.365144393994258, 1.4733054711268498, 1.4795412980593168, 1.375007229584914, 1.4412093676053561, 1.4620964637169471, 1.4332531617237971, 1.4367447009453407, 1.37792672927563, 1.3834692753278293, 1.4121227814601018, 1.4530963585926937, 1.4143047974659846, 1.4662918897775503, 1.3890362079326923, 1.3676461880023663, 1.417330002784729, 1.4470681190490722, 1.3409713103221013, 1.329190736550551, 1.355644202232361, 1.368753328690162, 1.419487032523522, 1.430531747524555, 1.3413463794268095, 1.2871562994443453, 1.3820467875554012, 1.3263175835976233, 1.3835064154404861, 1.266413323695843, 1.332719692817101, 1.3467935397074773, 1.3172992027722872, 1.3375104610736555, 1.3697537183761597, 1.3430890816908616, 1.3955291527968186, 1.3731093956873968, 1.3019120876605694, 1.2958695319982676, 1.3127874741187462, 1.379704447892996, 1.2876598284794734, 1.304062228019421, 1.3417647270055917, 1.3256401245410625, 1.3657108031786405, 1.330364907704867, 1.2895020081446722, 1.2893539593769954, 1.3400236624937791, 1.3300792492353, 1.3267390654637263, 1.3012361728228055, 1.2787265630868765, 1.313777074447045, 1.250313135293814, 1.3112990782811091, 1.2941248691998994, 1.3418224646494938, 1.344414004912743, 1.2841928335336539, 1.3549864897361168, 1.2753910028017483, 1.2105211624732384, 1.2716788035172684, 1.2870172005433302, 1.2559023453639104, 1.3216412452551034, 1.2068518253473135, 1.2728508481612573, 1.2998368464983427, 1.276822044299199, 1.2681094738153311, 1.3475296607384315, 1.2525769453782303, 1.237276528431819, 1.3085343525959896, 1.243142951451815, 1.2592826934961172, 1.3124219527611365, 1.239558089696444, 1.3125535011291505, 1.2711179348138661, 1.234497466454139, 1.2243934833086454, 1.257222685447106, 1.2854910171948946, 1.2798025076205914, 1.2484590750474196, 1.271291888677157, 1.217998244212224, 1.279271991436298, 1.2539405978642977, 1.25708015698653, 1.2520533662575941, 1.2387136752788837, 1.2080025159395658, 1.2066350808510413, 1.179022422203651, 1.219530754822951, 1.1870292874482962, 1.1951712736716638, 1.2401334377435538, 1.2746333030553965, 1.2045856457490187, 1.204564619064331, 1.2273147381269014, 1.2202867654653695, 1.270041783956381, 1.181905198097229, 1.2170520562392015, 1.2482610629155086, 1.2000771504182082, 1.2025549054145812, 1.2731166417782123, 1.1668403130311233, 1.2513516150988064, 1.1947791503025935, 1.1912264548815215, 1.2162618178587694, 1.2303936243057252, 1.2438864176089948, 1.1469510747836187, 1.2554671452595638, 1.17509310062115, 1.171099222623385, 1.204400465121636, 1.2163235279229971, 1.1578976667844332, 1.1835743381426884, 1.182207072698153, 1.2219953977144682, 1.1636512462909405, 1.1477902449094333, 1.1859868196340708, 1.1529846631563627, 1.2032724563892072, 1.1925615750826322, 1.2023010950822097, 1.1903948398736808, 1.1493570749576276, 1.1620516483600323, 1.1601171860328088, 1.23396498973553, 1.1727625681803777, 1.1469393418385432, 1.1632502299088698, 1.1593377058322614, 1.1463366270065307, 1.153091997366685, 1.2267245549422043, 1.1840524508402899, 1.1782145977020264, 1.1702129877530612, 1.1460256283099834, 1.1431422958007225, 1.1860828729776236, 1.171001935005188, 1.1958116329633273, 1.1807710867661696, 1.2163067395870502, 1.1601480484008788, 1.185073555432833, 1.1516978135475746, 1.132744213250967, 1.1648078221541185, 1.2365338527239287, 1.1420496683854324, 1.0971568162624652, 1.170557033098661, 1.1498776839329645, 1.1377611884704002, 1.194009989958543, 1.154311336003817, 1.219425892829895, 1.1113566884627708, 1.170957535963792, 1.145189540202801, 1.1731155789815462, 1.1255480656257042, 1.087376693578867, 1.0864471949063814, 1.1511520642500657, 1.1081156602272622, 1.1405725460786087, 1.1218043584090012, 1.0793270477881798, 1.1108042863699106, 1.124228099676279, 1.2160728665498586, 1.0958783140549293, 1.110974304492657, 1.1515443526781521, 1.1372827749985914, 1.1747148614663345, 1.1116318721037644, 1.1434841321064875, 1.2002830010194045, 1.1139351936487052, 1.1017877221107484, 1.0823455076951247, 1.1372558703789344, 1.1163849271260775, 1.0979431335742658, 1.1755579710006714, 1.1111715821119454, 1.1155002777393048, 1.102876445880303, 1.12796678176293, 1.1706641564002405, 1.1068200441507192, 1.07059996678279, 1.1257347794679495, 1.098917211019076, 1.129425652210529, 1.1146634202737076, 1.1038048294874339, 1.120002167041485, 1.1145345577826866, 1.122181510925293, 1.1373027929892907, 1.0503213754067053, 1.1513917941313523, 1.0891883061482357, 1.0817881785906278, 1.136805928670443, 1.1409544211167555, 1.0712073115202096, 1.1151450899931101, 1.070185769521273, 1.125982129573822, 1.066547760596642, 1.1014690500039321, 1.0907835391851572, 1.0747469975398136, 1.1181558774067806, 1.1072593303827138, 1.0774099661753729, 1.1023785279347347, 1.1009276976952187, 1.100829814030574, 1.1189185628524194, 1.0674729365568894, 1.078822345000047, 1.095207456442026, 1.0815601899073675, 1.066710186921633, 1.04759018604572, 1.1190801308705256, 1.071631543452923, 1.0998515578416677, 1.0951122173896202, 1.0878289497815645, 1.0822472719045786, 1.1307829471734854, 1.1429137064860417]"
