,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(55, None), (22, 11), (22, 11), (11, 11)]",
module__conv_type,regular,
module__dropout,0.2961641021649503,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.676701518867427, 2.653328533236859, 2.6447157022239383, 2.642619723420056, 2.6455121884791177, 2.645196308415021, 2.6248072352514917, 2.6088215097770653, 2.578771051245314, 2.531284546829165, 2.4528073954742844, 2.3943451421552258, 2.3111047132068006, 2.2701935850736383, 2.2217328135386696, 2.154964016307651, 2.1059247545603954, 2.0620103221999786, 2.047554736187873, 1.976932715405858, 1.9886508082058478, 1.923263889075014, 1.8956711888886966, 1.9254941861140717, 1.8674486093043823, 1.8737326692915284, 1.8075453624688627, 1.8240686900576681, 1.7382186530758488, 1.710660913222334, 1.7522830732518142, 1.7274513452298603, 1.685640153687544, 1.663062269579802, 1.6021109285896162, 1.626426696318405, 1.653184719677724, 1.6125557932059735, 1.6373980711926854, 1.5197902731991824, 1.6031462361424789, 1.5510808752636362, 1.581922089743775, 1.5329237997359788, 1.5109762375577351, 1.5166411851895785, 1.4832344206625505, 1.507080743012231, 1.481464927992761, 1.4347832477127163, 1.4537483429656337, 1.4153762273311157, 1.429744272879159, 1.395070197492752, 1.4227343019782865, 1.3642782218417258, 1.3252990929637538, 1.3648293123896933, 1.3833516177015883, 1.3186538276819224, 1.3229204791457292, 1.3258899527174333, 1.2613903290956954, 1.2921695992623072, 1.338765980362089, 1.2779619948467, 1.1917343877392164, 1.2832046611820769, 1.178067363834473, 1.2629722991278816, 1.2463003967219068, 1.196887935091373, 1.205136721700975, 1.2561669792546115, 1.1493358978637718, 1.2297772746228393, 1.1915443999131674, 1.1304059743422288, 1.1488310919574412, 1.1935391089913934, 1.1133761898156425, 1.0724512710378535, 1.0727260219465664, 1.0669951121088859, 1.1087713345411996, 1.1419902283830983, 1.0568310231744842, 1.1227022037698857, 1.0701343095337001, 1.0830454230882205, 1.051640212478491, 1.013383626019989, 1.0857548567971091, 0.947740082791267, 1.033084969318636, 1.0396095649684358, 1.0146718635022125, 1.0058359052265229, 1.0251501550802942, 1.0697856722139647, 0.9947031697937797, 1.001520417996389, 1.0057617531474448, 0.9546874400167309, 1.01394647210693, 0.9838394462431246, 0.9705023641363718, 1.0104530101446605, 0.9479051379771962, 0.9639005617411579, 0.9010655700414656, 0.9252596657016853, 0.9516520020018643, 0.8928349452941204, 0.9313024623790994, 0.9402738077004904, 0.9413289143789032, 0.898856520652771, 0.9216821539620004, 0.9143381422247533, 0.8459832279354018, 0.8639738877537849, 0.8859774347563222, 0.8576003336585176, 0.8342182442359447, 0.8862972865320377, 0.8821985183482679, 0.8307802499889524, 0.8569878183154674, 0.8386823323280107, 0.841125067893534, 0.8693964503727014, 0.8548185018189718, 0.8549410767917798, 0.8398564451009293, 0.8390730759980475, 0.7954524558708, 0.8367489888417938, 0.823110445172197, 0.7854795170243367, 0.8176228913466901, 0.802162807588972, 0.8093866676637137, 0.7940030466259616, 0.7820620614823753, 0.8007128775062414, 0.8068886480730697, 0.7999579765340018, 0.7970274476275293, 0.7775927133234334, 0.7968287966478548, 0.7777121656209488, 0.7917033555532902, 0.7464988544884499, 0.7240506487470962, 0.7587708342063875, 0.7330691983082526, 0.7328403458443826, 0.7203553861959033, 0.7787691022021135, 0.7261063585611808, 0.749058252750852, 0.7500347684964868, 0.7317896176118823, 0.7386135348227302, 0.7137233640736863, 0.6917900167713955, 0.7230622491891621, 0.7285312854750324, 0.7347931572172479, 0.711654201192966, 0.7313884913175581, 0.7090335913411233, 0.7634016714265877, 0.6749457275787147, 0.6813624877557948, 0.6868834953909315, 0.7360580001632334, 0.7610429777217897, 0.7442537324433147, 0.7214014695686601, 0.7129126080420295, 0.7223646369143331, 0.6653036180313558, 0.6776204103168326, 0.6624679069202375, 0.6883445870314112, 0.6987278612332348, 0.6591942183551476, 0.6841905004594966, 0.7089709605989374, 0.6642950172029629, 0.7089569903659177, 0.6620806155007429, 0.6601294440874351, 0.661356013508458, 0.7127535506667027, 0.6590023183616109, 0.6649502639706256, 0.7159965101403611, 0.6493756116669951, 0.6580468604378796, 0.6279795448061821, 0.667459997308151, 0.6597066717267152, 0.6694253282666321, 0.6208895728264553, 0.640934136420976, 0.6059469619086434, 0.6528068354946702, 0.6339714481809945, 0.6725981077744022, 0.6226143386354804, 0.6427926206038019, 0.5848317437727252, 0.6381223222977617, 0.6332387367731338, 0.6348581215415124, 0.6433227526326956, 0.6655178213486658, 0.6012932840049898, 0.6517950504071673, 0.6564237523870587, 0.5971952055485003, 0.6180669363584509, 0.6027843784092709, 0.6095306208434302, 0.5598660126916484, 0.600136820918901, 0.6133196848992319, 0.5909297855802175, 0.5963538308575018, 0.6270522347313493, 0.6061068667426949, 0.5817377706407009, 0.6159181313175095, 0.6113726185478765, 0.5739842688842274, 0.647787103467084, 0.5822012240319899, 0.561892754562321, 0.6181940323062765, 0.5860172696304046, 0.5750947954909404, 0.5492896971734701, 0.6615195822210926, 0.620029442521445, 0.5727980494269738, 0.5270421678510506, 0.6116176897281632, 0.6411926806317257, 0.5898229395459774, 0.5670549942967522, 0.5877892858025199, 0.6053788155977031, 0.5903771017840324, 0.5696308218710002, 0.5791911080666066, 0.5653073964380553, 0.551869876116256, 0.586268486342141, 0.5517365892307476, 0.5897508954290477, 0.6240698753697466, 0.5955227169999718, 0.5924032600426238, 0.5530477189696443, 0.5893476439050118, 0.5660391569825981, 0.5526660287231063, 0.6209625194460526, 0.5374913156262031, 0.5370538294946379, 0.5557534653367161, 0.5477614826141812, 0.5906344449095593, 0.5144303006203388, 0.5101631440372852, 0.530313402070118, 0.5661378732315041, 0.5802771339947725, 0.5216559790956847, 0.5783783703956383, 0.5338220175237353, 0.5271575962040032, 0.5578193855297118, 0.5526445333606584, 0.5576496891268637, 0.5605558196263777, 0.5524787660168271]"
