,params,data
batch_size,32,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(55, None), (22, 11), (22, 11), (11, 11)]",
module__conv_type,regular,
module__dropout,0.2961641021649503,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.683369848794726, 2.650003098202394, 2.6534275609329416, 2.6417729106513894, 2.642856842285171, 2.622653076807046, 2.6216468313086825, 2.580384327885735, 2.529753844249237, 2.4711313419782623, 2.369929594874267, 2.3179409914686775, 2.227798485664133, 2.1750852865479793, 2.0993692952928003, 2.065778310879477, 2.0091670711414533, 2.000860895298213, 1.9036143765757012, 1.9009417725710827, 1.9264947909133956, 1.879262323443768, 1.8964920042797966, 1.8352802810586337, 1.8052303434221417, 1.7777903682343426, 1.7727261155241378, 1.7357449327327519, 1.774433163293172, 1.674634048179208, 1.6866516025165048, 1.7053935670072466, 1.6896343285126452, 1.6555973277628937, 1.6267730430184475, 1.634762501005259, 1.5835359602506855, 1.5913313296807283, 1.5483543567639113, 1.574197972704288, 1.5196854406187923, 1.5208808289799585, 1.5145138524494226, 1.5687349181088033, 1.4970448366487337, 1.505913748089457, 1.4728831261597193, 1.4385239000040482, 1.4410532270060696, 1.472108295379176, 1.4649963437420916, 1.4350990379395911, 1.3485917701987375, 1.4580992332895406, 1.484033925815542, 1.4310649290351023, 1.3801490403460814, 1.3725578385092412, 1.3376061755149151, 1.3005076572227294, 1.3259668139681664, 1.333019276899828, 1.3746161358762636, 1.2925241697396763, 1.2602632737022048, 1.2920853700972843, 1.2548930034600736, 1.2692377811102367, 1.2716383432630625, 1.2523869648360655, 1.2517577579551529, 1.2111091242029302, 1.2117290489942094, 1.1790235745321682, 1.1912237492975304, 1.175822130181218, 1.181272351822105, 1.1553530063734707, 1.1371353823939003, 1.152581274337328, 1.1565291319935223, 1.168644524400801, 1.1469443251698836, 1.1250210933896414, 1.1878214721156497, 1.0516586803953962, 1.1237750066026573, 1.0811687518588846, 1.1034137537780004, 1.0684549094279072, 1.066780284520407, 1.0443633869362061, 1.0893102074266054, 1.0180689002368402, 0.9849587639325852, 1.0112306213470694, 0.9672728161667263, 1.0161088903553792, 1.048098116051818, 0.9767311092634633, 1.0559873796060064, 0.991665844680944, 1.000756146760946, 0.9782559773001794, 0.9792924073593793, 0.9650366538929411, 1.0014829394677376, 0.9223057237006473, 0.948030068337401, 0.8954947508792676, 0.9442694999485548, 0.9289189649385483, 0.942001590600257, 0.9385737325849157, 0.9667801096877648, 0.9055203872305252, 0.9203827604866579, 0.9536570099480917, 0.9412132866458324, 0.9837729968166443, 0.8544507051340311, 0.8512266162384922, 0.87848366339466, 0.906928464526506, 0.9135555701260387, 0.9042687816500549, 0.8671818626856322, 0.8802491020307275, 0.8897576770378605, 0.8499402154857316, 0.8855826690635278, 0.8718042348989279, 0.8163756702357009, 0.9001359508172954, 0.828187754885065, 0.7786274346683436, 0.8480600405473682, 0.7956196456946812, 0.8302949993970649, 0.8184103255265027, 0.8278448984987812, 0.7967537168818557, 0.799872790596827, 0.8338499374408006, 0.7932363201839862, 0.763957751669255, 0.8413825839385032, 0.8262130603179895, 0.7717199020941058, 0.7498329187724542, 0.7472159341049378, 0.7928425985764035, 0.7914978819070124, 0.7759596281492217, 0.7761302999972838, 0.8086622358515816, 0.7238228079559025, 0.758950375443588, 0.7714132003995291, 0.7934679848512167, 0.7029472035324493, 0.7810379409009843, 0.7559294564662011, 0.7932657547244897, 0.7582797074512981, 0.7553316068488664, 0.7567726962834854, 0.6848900332487582, 0.7374550010632505, 0.7794633523791427, 0.7159507666303058, 0.6842908937846157, 0.7491954905810094, 0.7479854041389598, 0.6823121164141077, 0.7401150343966553, 0.7343829791057098, 0.6686658556353484, 0.7048618429778745, 0.6941180298601468, 0.6898850649451842, 0.6802026100234416, 0.7509937689095535, 0.7160672445040236, 0.6613688360508871, 0.6564853628514705, 0.6937848640474938, 0.7117284816314212, 0.6941418582941042, 0.7701022230712581, 0.6730953516354345, 0.7319197260610637, 0.6531063569521423, 0.7084701085343054, 0.6680727631169173, 0.6664458151845776, 0.6712970294208912, 0.6224603954132528, 0.6217870722032718, 0.6506528522213338, 0.6505643844719227, 0.6421212818728145, 0.6717367372453156, 0.6592888478709598, 0.6379804300562021, 0.6280049820779262, 0.6591813974763707, 0.6815154928215659, 0.6143689190572678, 0.6389155768510582, 0.6032545607576472, 0.6505016198057297, 0.6079452556411846, 0.5968700797656502, 0.6529732757284735, 0.621132749565756, 0.6676621618353483, 0.6640964167638967, 0.6101704625353662, 0.61447633397017, 0.6434620500356676, 0.6136220312095584, 0.5700924460192617, 0.6261714559202589, 0.6272262906202108, 0.629012168285592, 0.5924040707862641, 0.6186390145107229, 0.603664627720004, 0.6374812843824833, 0.6632800412017411, 0.6087371055269838, 0.5903076881164536, 0.6104487836418299, 0.629903307032195, 0.6201610706595989, 0.6192310976368286, 0.5572974117359826, 0.57643150302283, 0.583692315740007, 0.6122011565840852, 0.6168061275970947, 0.5614230896097978, 0.5535743528254566, 0.5122636753968944, 0.5652421364655738, 0.5946753302712757, 0.5967708365118652, 0.6049602572681585, 0.5852167765261235, 0.5503598744761382, 0.5771249484511036, 0.569322037169059, 0.5589476232923374, 0.5529099744713226, 0.5816270305745526, 0.5928382962167664, 0.6303711738921451, 0.5744489635035209, 0.5731852477966763, 0.5982449160273885, 0.5278504318176724, 0.5980254467056851, 0.5548621891093323, 0.6150812989708548, 0.5637131889209087, 0.5410896021087543, 0.5668537112470999, 0.5719841671919341, 0.5475896664602006, 0.5706972778703985, 0.5790938294140391, 0.5665292695121655, 0.5952947490827984, 0.5322998461525984, 0.5455830591417943, 0.5348065952134889, 0.5735835796715091, 0.5408347532999298, 0.524033840742102, 0.6033383734789574, 0.5507947080862763, 0.5086383151250808, 0.5624121941260355, 0.5477949596575754, 0.5650281853923669, 0.575412391009987, 0.5645241580752941, 0.5550888956338884, 0.5926823819394978, 0.5283438546710341, 0.5358222826842051, 0.5765804571527146, 0.4972337788980207]"
