,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(600, 1), (600, 1), (600, 1), (600, 1), (600, 1)]",
module__conv_type,temporal,
module__dropout,0.4,
module__fc_hidden_layers,[128],
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.7647033474328313, 2.672914770730306, 2.6637175594876887, 2.6406996371771303, 2.652497078617452, 2.642419942877864, 2.642206482754176, 2.637706052350585, 2.628394030285524, 2.619549954591518, 2.618492555342923, 2.60676743711154, 2.5709634988324015, 2.5804740478489925, 2.556682357430114, 2.5165807484892038, 2.520459265291289, 2.4958387033886584, 2.4396834667194796, 2.4574880515071955, 2.4136309301313927, 2.408880110998585, 2.4034767830107966, 2.3636501272557675, 2.3900639914456643, 2.334700370087316, 2.347688023004541, 2.2671654144081503, 2.253424155471185, 2.1977071700128255, 2.139123333888747, 2.146398960683527, 2.1434202055384954, 2.1358364585274336, 2.1632925461300068, 2.121193235372556, 2.0267515119391066, 2.0032202737393345, 1.9029073173662467, 1.9478164453478934, 1.9237940383714707, 1.9132288432786737, 1.8957931270268928, 1.9310735465243416, 1.776570804194835, 1.8347053367203536, 1.8999795966474222, 1.8201075552517227, 1.887318840270093, 1.844832995054926, 1.7622935993379991, 1.7474601777616432, 1.6674267503363909, 1.671108477728314, 1.6689413578264751, 1.6826141328049808, 1.6599363405275391, 1.632811525558714, 1.6277986710982557, 1.6241791801916166, 1.5810216814422975, 1.5560847439940326, 1.6364178584675242, 1.527648129178654, 1.5502723940756598, 1.4889449498421647, 1.4711382800965955, 1.4298940221200893, 1.4268638376322242, 1.493488293983709, 1.5011111953375544, 1.4762124863235393, 1.4524872702285576, 1.3732533332128956, 1.3937608152771364, 1.3742089067891428, 1.2897634170626768, 1.3495044212598315, 1.293472568385296, 1.361019006018689, 1.3014157335843113, 1.3180561696714341, 1.3568477864673898, 1.2794273290872804, 1.379958929753969, 1.3182431014830156, 1.2349008207027445, 1.380077558256779, 1.296660094564069, 1.278628464956715, 1.3466039258660434, 1.2187743772097341, 1.1839852575158936, 1.2435698341703736, 1.1535950406912545, 1.2133017910341442, 1.2335849170276358, 1.2436930250960891, 1.2723324438834902, 1.1948156725683388, 1.1507330526516228, 1.1911750763970228, 1.1495036035919557, 1.2030189223766785, 1.1951106009974402, 1.1691225513572068, 1.23105577480575, 1.1893178091471417, 1.1795139791761258, 1.1377005528325181, 1.0888418376273667, 1.1513644146793043, 1.1542190551987281, 1.1035520839106014, 1.1596155322665085, 1.1087760466354415, 1.1180717514843983, 1.1382396093231766, 1.0778856275744801, 1.0821341935319322, 1.0945211957577219, 1.1264824460514242, 1.0832834441404828, 1.1207307964362585, 1.1053780076363777, 1.179339749406919, 1.1320708039520564, 1.0666756196246914, 1.0637967565291426, 1.0085757392547359, 1.1046071653187104, 1.1252163949210099, 1.0414755846928587, 1.0937468562709012, 1.0334932350905843, 1.0252337682924095, 1.0322658620968361, 1.0455218203028769, 1.147752527323219, 1.1056801690231504, 1.0520085579392082, 1.00525506731406, 1.0168068544926612, 0.9892835459878975, 1.0039240831762006, 1.0150599068925286, 0.9905970806221874, 1.015937453514114, 1.0277113153799091, 1.0024641558341503, 0.9605751769891487, 0.9017563374485387, 0.9945415401825891, 0.9333519847835912, 0.9575195146708447, 0.9598595123089083, 0.9570817332410032, 0.967783385624211, 0.9294818430938206, 0.9241980710089264, 1.241705979488582, 1.290418670771785, 1.1603852895960656, 1.0932969983319345, 0.9959649506156781, 1.0044988353052773, 0.952112396481636, 0.9332757988035736, 0.9269124322263408, 0.9440073290619285, 0.8708389540838438, 0.8882681204506248, 0.9040763142650464, 0.8982645096517274, 0.8793312530315646, 0.9550291047690578, 0.8726052692351832, 0.911730626033291, 0.9027367139000292, 0.8796053404872296, 0.899801758932769, 0.9539614250386874, 0.9360723700858402, 0.9358316983479049, 0.8871279287154682, 0.9655903117718665, 0.8853037654493037, 0.896377732251216, 0.9079520505018482, 0.9319250340984921, 0.8773521301376923, 0.8957339277395959, 0.8646267361085614, 0.8678206170373978, 0.8622313934639168, 0.8562760178691728, 0.8947258067888291, 0.9187640385402867, 0.9659947637644264, 0.880325367407115, 0.9098359964809473, 0.9209220056584296, 0.875743420624297, 0.8470183727371796, 0.8505453581530045, 0.8950109431184864, 0.9204643824217523, 0.9072391218124845, 0.9090514944308761, 0.9246059407742696, 0.8296934317463975, 0.8686330857703729, 0.896612013327146, 0.8993747873129583, 0.9274109043216797, 0.8964736170213422, 0.8428545415229357, 0.8841068116487277, 0.8750449597433969, 0.8544097856561993, 0.8933756350323601, 0.8778943596721499, 0.8597139701806547, 0.8524562428500126, 0.8808392458976291, 0.9992674199059333, 0.8849195050321254, 0.882882535973917, 0.8778413269127413, 0.9299219875122287, 0.8485822720064121, 0.8933146855255178, 0.8714095084166963, 0.8500611105139607, 0.8280526987053777, 0.8699266141257226, 0.8764137544232682, 0.8062189757766577, 0.8418678094608721, 0.837872259541127, 0.8196073732086967, 0.8075975997730215, 0.8777876680464097, 0.7832660744463285, 0.8333465037607481, 0.7944744925182294, 0.7944631534086269, 0.859353842358961, 0.8178901188183106, 0.8309857893208108, 0.824970826893844, 0.8740946515691865, 0.878730616681959, 0.8323784976537922, 0.8465145933329772, 0.7899985000763637, 0.8401539116323395, 0.7935987108022232, 0.8120648406582227, 0.9076321541517256, 0.80178460567702, 0.8171579540636358, 0.8410594976212223, 0.7969288036040783, 0.9098021591134204, 0.8528083869766111, 0.9392184644392526, 0.853538104154607, 0.8417073563960336, 0.8733637750263508, 0.9368258186322892, 0.9637360626740221, 0.8640563905640677, 0.8588901270571756, 0.8629911707730334, 0.8291114737370245, 0.8042503766880458, 0.7782729124942573, 0.798327857078097, 0.80070880827018, 0.8565906871386281, 0.7972847314495898, 0.8023335105874885, 0.8825335049422689, 0.8252845594697095, 0.7969900794162328, 0.7615299055619924, 0.8038420515409218, 0.7811025904278209, 0.8074549565072009, 0.8403618681075139, 0.7277181593699451, 0.7849491055592307, 0.7509839045416288, 0.8065664767071647, 0.7482959445103415, 0.7718879625100833, 0.7637852328803473, 0.7345016767935069, 0.771727203978611, 0.80389488122002, 0.7962176163570599, 0.8035920823962787, 0.8543257013436575]"
