,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(600, 1), (600, 1), (600, 1), (600, 1), (600, 1)]",
module__conv_type,temporal,
module__dropout,0.4,
module__fc_hidden_layers,[128],
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.748845544228187, 2.66269986812885, 2.6597396337069, 2.651580124634963, 2.6379409056443435, 2.6384966446803166, 2.6345966302431547, 2.652612069936899, 2.6453675966996415, 2.6331224808326135, 2.627692963526799, 2.630885351621188, 2.6107567933889535, 2.614661957667424, 2.576705210025494, 2.5641887408036452, 2.5373455157646765, 2.5235165962806114, 2.4910514758183404, 2.476263977931096, 2.4546785281254695, 2.4607419600853553, 2.407147400195782, 2.370678208424495, 2.3926560108478254, 2.3043332906869742, 2.2765553566125725, 2.289812810604389, 2.2682044652792124, 2.224861269730788, 2.185404087946965, 2.17675964648907, 2.094262959406926, 2.177683170025165, 2.136642338679387, 2.070143200800969, 2.0802881625982432, 2.0464044405863837, 2.012647749827458, 1.994668617615333, 1.9635246937091535, 1.9473362519190862, 1.9624874665186955, 1.8549632402566762, 1.8889306655296914, 1.8209973922142615, 1.829978528389564, 1.7660511842140785, 1.8118310708266039, 1.7475441382481502, 1.7348749784322886, 1.7827668355061457, 1.7689145913490882, 1.7689019368245051, 1.6937622730548565, 1.6708892253729013, 1.7206502327552209, 1.6314710286947398, 1.6817674141663772, 1.6584400892257691, 1.604814575268672, 1.5573127654882577, 1.6174976568955641, 1.616262944845053, 1.5632908270909236, 1.5398531400240385, 1.5067383784514208, 1.5606189214266264, 1.4899077947323138, 1.5516391158103944, 1.4517064516360942, 1.4558236874066866, 1.3962267508873574, 1.4165573633634128, 1.3666038293104905, 1.3285027201359088, 1.3242267489433288, 1.3860110365427458, 1.4251391850985013, 1.3936373728972216, 1.379689831000108, 1.3224184595621549, 1.2896669286947984, 1.3429826498031616, 1.3252139770067655, 1.407642017878019, 1.3294045182374807, 1.3269182241879978, 1.3068480491638184, 1.2854192293607272, 1.262512019964365, 1.2450128316879272, 1.2344332126470712, 1.2395510104986338, 1.2921331258920523, 1.2515345445046058, 1.2223971055104181, 1.2439367881188026, 1.2427039806659406, 1.2208274511190562, 1.2236159659349002, 1.2219630314753607, 1.13863597374696, 1.2240821361541747, 1.1928813686737647, 1.1987107056837816, 1.1530651257588314, 1.1157979855170617, 1.1695833820563095, 1.1447655320167542, 1.129645185287182, 1.1260032231991108, 1.1090645753420316, 1.1328727905566875, 1.1272543879655692, 1.083621932910039, 1.100012625180758, 1.076104629956759, 1.0789145708084107, 1.065448834345891, 1.1165453461500314, 1.0524583669809195, 1.133264891917889, 1.0771074808560885, 1.0197968065738678, 1.1241128930678734, 1.0883834545428936, 1.0789094539789053, 1.0244205933350783, 1.0761557469001184, 0.9924172025460464, 1.0744457024794358, 1.1003851450406588, 1.0462506926976718, 1.0788651906527005, 1.1131215242239145, 1.0478859663009643, 1.0848358979591957, 1.0360171776551468, 1.0255887343333319, 1.0332926126626822, 1.064565893319937, 1.0180522460203905, 1.0100106404377864, 1.0125404577988846, 1.0629075673910289, 1.034400254029494, 0.9902380631520198, 0.9375904321670532, 0.979455696619474, 0.9832121537281917, 0.972757913516118, 1.0561562290558448, 1.0185616768323458, 0.9230773724042453, 1.011043078165788, 0.9721534866553087, 0.9959582512195294, 0.9497720988897177, 0.9241748287127568, 1.0007034489741693, 0.962552245763632, 0.9441893871013934, 0.9706258847163274, 1.02968391088339, 1.024999057329618, 0.9852953548614796, 0.9609995090044462, 0.9645485346133892, 0.9588474658819345, 0.9744116141245915, 0.9957395296830397, 0.9914801359176636, 0.9324619494951688, 0.9182341025425838, 0.945448688360361, 0.924640600497906, 0.9392899774588072, 0.9929961681365966, 0.9929183391424325, 0.9666609782439012, 0.9857109299072853, 0.8796584188938141, 0.9572999248137841, 1.0187222994290865, 0.9388624695631174, 0.9111226659554702, 0.8563136834364671, 0.9568487424116868, 0.917214166201078, 0.9329900787426875, 1.0004844903945922, 0.8929335860105662, 0.9102636832457323, 0.9247897597459647, 0.8688037468836858, 0.9042503320253812, 0.8515916466712952, 0.8978418139310983, 0.8897719649168161, 0.935376029748183, 0.8849464636582595, 0.8520910116342398, 0.8455821413260239, 0.9097087750068078, 0.8646475911140442, 0.9351497430067796, 0.8919371678278997, 0.8167457507206843, 0.8316052977855389, 0.9099930891623864, 0.8562974810600281, 0.8844816703062791, 0.8733613619437585, 0.7976462905223553, 0.840761766066918, 0.829215760414417, 0.8358396511811477, 0.8655794748893151, 0.8640476666964018, 0.9445556961573087, 0.8602756793682392, 0.9203528734353873, 0.9033135560842661, 0.9164264312157264, 0.8253377799804394, 0.8828706319515521, 0.8616938471794129, 0.847663781276116, 0.8439225728695209, 0.8765538930892944, 0.8450441167904781, 0.8957873821258545, 0.8381265255121084, 0.8716983978564923, 0.8183162267391498, 0.8448112680361821, 0.8358979536936834, 0.916468766102424, 0.8939865148984469, 0.8335786003332871, 0.7778284889001112, 0.903703654729403, 0.811273875603309, 0.8143648257622352, 0.8667908320060143, 0.857590767970452, 0.8394903760689956, 0.8173351287841797, 0.8676119235845713, 0.9021130561828613, 0.8293841265715085, 0.8639695295920738, 0.8486380210289588, 0.8689791940725766, 0.8167544337419363, 0.8236863182141231, 0.8696307805868295, 0.8152374065839327, 0.8804747425592863, 0.8650221237769493, 0.8351966069294856, 0.7785097965827354, 0.7730574479469886]"
