,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",
module__conv_type,temporal,
module__dropout,0.4,
module__fc_hidden_layers,[128],
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.896268782248864, 2.6897605455838716, 2.658062560741718, 2.656639792368962, 2.651025342941284, 2.649417591094971, 2.6410834129040057, 2.645847889093252, 2.643969979652992, 2.627985462775597, 2.639217633467454, 2.6304109463324914, 2.6345344433417686, 2.6271494461939886, 2.6213662440960226, 2.613164439568153, 2.619443706365732, 2.606711849799523, 2.5784887387202335, 2.586816740036011, 2.545135736465454, 2.545599185503446, 2.510622578400832, 2.4746426985814023, 2.4801418817960297, 2.4545346553509053, 2.43839302613185, 2.4096984386444094, 2.409701075920692, 2.3914250667278583, 2.365271274860089, 2.3840092218839204, 2.338450884819031, 2.329478153815636, 2.310646675183223, 2.312889260512132, 2.23539609175462, 2.2165714007157544, 2.2042060723671546, 2.212116626592783, 2.168100034273588, 2.156654372582069, 2.1616700245783877, 2.162079745072585, 2.120357634471013, 2.1197709523714505, 2.0819459951840913, 2.0599172812241773, 2.0050870785346397, 2.019137641099783, 1.9784278759589562, 1.9103626067821795, 1.958210039138794, 1.9384566307067872, 1.901933347261869, 1.94679091160114, 1.9037159479581394, 1.8942239981431228, 1.8865014773148756, 1.8854367898060724, 1.81220247562115, 1.8629703136590812, 1.815781833575322, 1.8304337208087629, 1.8242457481530996, 1.8102911600699791, 1.8142107248306274, 1.7858095535865197, 1.7385572433471679, 1.7446495129511908, 1.6607666767560518, 1.6126642997448262, 1.6828114069425142, 1.702463879952064, 1.6680927597559416, 1.6604686993819016, 1.6254786014556886, 1.6412409452291636, 1.7245210840151861, 1.6010072084573599, 1.5399220888431255, 1.5846719375023475, 1.5534357602779683, 1.5842455533834605, 1.5809370260972244, 1.5784858263455905, 1.5218715612704938, 1.4909253377180833, 1.5257045434071468, 1.552010569205651, 1.4827659661953265, 1.4891366876088656, 1.4579208300663875, 1.4558752390054557, 1.466497144332299, 1.4760856775137094, 1.4708715768960805, 1.4082088690537673, 1.4457237133613, 1.4394717931747436, 1.4074672332176796, 1.350384569168091, 1.376414126616258, 1.3640614289503832, 1.334500034038837, 1.3836252808570861, 1.369776047193087, 1.3562592323009783, 1.2760167030187755, 1.4149472089914175, 1.3060974432871892, 1.3633736225274893, 1.2924147330797635, 1.229520330979274, 1.2738046957896305, 1.2655294455014743, 1.2149045137258676, 1.1943080535301795, 1.2684789987710805, 1.2679835722996637, 1.2862944988104013, 1.2806547164916993, 1.2402494907379151, 1.3028130989808302, 1.2209378407551692, 1.2166234750014084, 1.2785820722579957, 1.280611933194674, 1.2790661885188177, 1.249845197567573, 1.1699442331607526, 1.2036720275878907, 1.2251522596065814, 1.2146277501032903, 1.2090848225813646, 1.1694344529738794, 1.2020384192466735, 1.2242721851055438, 1.1854756923822256, 1.165284358538114, 1.2192084633387053, 1.1931131509634165, 1.1874678813494168, 1.1921452375558705, 1.1404131137407743, 1.185719293814439, 1.1270105325258695, 1.16255385692303, 1.1485513512904828, 1.1289572403981136, 1.1314451621128963, 1.1500606243426983, 1.1267422419327957, 1.1038304814925561, 1.1371636629104613, 1.2164582821039054, 1.0888568080388583, 1.110565992502066, 1.0748023473299466, 1.0741725114675669, 1.0680586209663978, 1.0981478773630582, 1.1193453449469346, 1.1110897009189313, 1.097419335291936, 1.0538311903293316, 1.0957071047562819, 1.1105872346804693, 1.0354921166713422, 1.0448930446918194, 1.0849162156765277, 1.0269518283697274, 0.968573745397421, 1.0460104538844182, 1.008785745730767, 1.0534583871181196, 1.0864098658928505, 1.1157016515731812, 1.1024391293525695, 1.0894867310157188, 1.0621610779028672, 1.0556414860945482, 1.0019155997496385, 1.0986455798149108, 1.0065878574664777, 1.0218555743877704, 1.0123482392384455, 1.084204077720642, 0.9899862106029804, 1.0113839232004607, 1.0008155226707458, 1.0230886129232553, 1.0842316535802987, 0.9769275885361891, 1.0146616422213042, 1.0077331487949077, 0.9851345979250394, 0.9706583912555988, 1.0503508870418254, 0.970730838408837, 1.0303925074063816, 0.964669366983267, 1.0957176987941448, 0.9774437409180862, 1.0587558672978328, 0.9997880898989164, 0.9266205347501315, 0.9390333702931037, 0.968703554226802, 0.9665518403053284, 0.968500280380249, 0.8909709728681124, 0.972767671254965, 0.9545043023732992, 0.9758344604418828, 0.944098111299368, 1.0045527265622065, 0.8959912263430082, 0.9125415980815887, 0.8804534141833965, 0.8814152882649349, 0.9042780578136445, 0.904526241009052, 0.9054034819969764, 0.9686960238676805, 0.9466038098702064, 0.9641230317262502, 0.9816428092809824, 0.9484272920168363, 0.9380551594954271, 0.920320188999176, 0.9019216097318209, 0.8891664248246413, 0.8877064163868243, 0.9141362887162429, 0.9268380431028512, 0.9917093918873714, 0.8973813332044162, 1.017815925524785, 0.9156683481656588, 0.9063378609143771, 0.9349894156822791, 0.9093735474806566, 0.923312140428103, 0.9231148609748253, 0.89397300023299, 0.9029538713968717, 0.935133484693674, 0.865789794921875, 0.8801786633638236, 0.8947028270134559, 0.9340195059776306, 0.8840095244921171, 0.8578475640370296, 0.9587664347428542, 0.8837721081880423, 0.9160276174545288, 0.9398246535888085, 0.8823907109407279, 0.9432650639460637, 0.922920588346628, 0.8686838498482338, 0.8615260656063374, 0.9132321311877324, 0.8639994534162375, 0.9151657471290001, 0.8663745329930232, 0.8663992331578181, 0.8737163782119751, 0.9115294804939857, 0.9104138310138996, 0.8712586146134597, 0.8965176793245169, 0.9200580147596505, 0.855500040604518, 0.8873727926841148, 0.8708785442205575, 0.8847061817462628, 0.8753033133653494, 0.8867185161663935, 0.9348373679014352, 0.8605198832658622, 0.8963098269242507, 0.8555870514649612, 0.9027962657121512, 0.8539653301239014, 0.9122450443414541, 0.8632251776181734, 0.8705215013944185, 0.8650204236690815, 0.9030851437495305, 0.8728030356077048, 0.8510134247633127, 0.9116364524914669, 0.8389204795543964, 0.8971942406434279, 0.8455745238524217]"
