,params,data
batch_size,8,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, 1)]",
module__conv_type,regular,
module__dropout,0.4,
module__fc_hidden_layers,"[1024, 128]",
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.8024032104484857, 2.591428001607186, 2.473760064809398, 2.373965275505205, 2.245489443871519, 2.171545071743865, 2.073055620495799, 2.022739537740189, 1.971390835947995, 1.8816994012948072, 1.8802435235491632, 1.8582165037406166, 1.8384962455225495, 1.7342932801425286, 1.7120123262249656, 1.7055618678229458, 1.5575239605679179, 1.5638745213562657, 1.613584625045344, 1.531437539229819, 1.5671485306321142, 1.5227317482547962, 1.4328773766040344, 1.4750752323070018, 1.4541924029560072, 1.4197592790257347, 1.417322989728563, 1.4421503459113247, 1.342372067265506, 1.3321718599335948, 1.3038844187367318, 1.358727099458033, 1.3274109274234827, 1.3367708698129792, 1.3168048623888453, 1.2777985546247645, 1.2647220385292193, 1.2548660636520752, 1.2195704153933054, 1.2753422278606696, 1.184600420804349, 1.2461199550876012, 1.1831538750504669, 1.2051534996252582, 1.2259499337327355, 1.1651989149428925, 1.1539204781382961, 1.1575408865922237, 1.1539929007018106, 1.1538400207999575, 1.1521149744332466, 1.1674623906211596, 1.1197633590982237, 1.0873750062314052, 1.1007115964587209, 1.1169388021676159, 1.0287335247631604, 1.0622464717293336, 1.0952729086367472, 1.026110950739308, 1.1090924994059186, 1.0247783389490002, 1.0784765345676945, 1.0982176375778447, 1.0648992576928922, 1.0405982737353396, 1.049452178187375, 1.0299123789002183, 1.0244562292648667, 0.9962466351695065, 1.0213956601567045, 1.0164699603684468, 1.00370567504542, 0.9356288656835712, 0.9879885842087862, 0.9851022823628729, 0.9781268892324853, 1.019720730360143, 0.9518244630665188, 0.9631554163155019, 0.9052854321761045, 1.0060516461858833, 0.9711692152288989, 0.9222265372015214, 0.9715519718661203, 0.9610281669097263, 0.9701716271188829, 0.9357938894735404, 0.9585266219779462, 0.8858182934129845, 0.9100897893896478, 0.9142898443681935, 0.9893703622158392, 0.9117690951176037, 0.9372879353769689, 0.9034254241745479, 0.9292578645673196, 0.9277596619126891, 0.8822422111183261, 0.9185321079092914, 0.8889600663776013, 0.9491948188210083, 0.8828910897261356, 0.8636190551158675, 0.8505427442297812, 0.9067674638214991, 0.8461044101504381, 0.8708813116025971, 0.8716757793362385, 0.8881774622012971, 0.8626756859329546, 0.8789106593695429, 0.9183574271362407, 0.8626952071698324, 0.854581492664033, 0.8068144501228955, 0.8583988766619841, 0.8292641416406769, 0.8445372958233675, 0.8502604539982982, 0.932930854738732, 0.8486753738808243, 0.8539801727225297, 0.8935573588874223, 0.8592832748072292, 0.8358972705864883, 0.9018424101223977, 0.8382928152707307, 0.8551240127666081, 0.8840657584834396, 0.8362107548315174, 0.8643321405799199, 0.8417069118373333, 0.8564470337630463, 0.7786454680330128, 0.8226694345016187, 0.874167047247763, 0.8161559488542027, 0.823491825952081, 0.8226187927693157, 0.8467882411280695, 0.8622462788416032, 0.8198030308733527, 0.8471583720013914, 0.8493766217822644, 0.8507585331983686, 0.8173704206886255, 0.8386934606302942, 0.8390908232110836, 0.713579732906807, 0.8068667668545051, 0.812985232881808, 0.8019116798578605, 0.8386273855892772, 0.8053057829309953, 0.8316057179549013, 0.7581176820795313, 0.7895300328788794, 0.7798810743804624, 0.8351894153298149, 0.8041274034553256, 0.77399125291566, 0.7701083216726723, 0.8313204992516011, 0.6905165185845894, 0.75692769097778, 0.7979386738008541, 0.8504891952107894, 0.8312951833668176, 0.798674100299619, 0.7425447592474198, 0.8043751212751259, 0.8415673493651904, 0.7723231543496065, 0.7889054147929211, 0.7328058411362764, 0.8075352668991236, 0.716201527546966, 0.7984528091524108, 0.8043939262256384, 0.8247644100821327, 0.771799529892796]"
