,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(132, None), (132, 66), (66, 66), (132, 66)]",
module__conv_type,regular,
module__dropout,0.27270600288250657,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.681852498421302, 2.647022427045382, 2.6401605422680197, 2.623964606798612, 2.5958608920757587, 2.5143074915959285, 2.4093907356262205, 2.275246550486638, 2.1747925501603347, 2.044680147904616, 2.0459832374866194, 1.9425525555243859, 1.842123765211839, 1.8375947915590727, 1.762688262646015, 1.7156213521957397, 1.7173264870276819, 1.7205177783966064, 1.6269430435620822, 1.5318717791483953, 1.5286855899370633, 1.5187579943583562, 1.4808966966775747, 1.491686432178204, 1.498696182324336, 1.443984105036809, 1.395401776753939, 1.3816931266051071, 1.296582427391639, 1.3651005304776704, 1.2994933834442726, 1.226157019688533, 1.2456952626888569, 1.2780476744358356, 1.2468537147228533, 1.1771525979042052, 1.1654294454134428, 1.1494239000173716, 1.1505072025152354, 1.1391250702051017, 1.1079046652867244, 1.1529639024000902, 1.058248732640193, 1.0981700622118435, 1.058343428831834, 1.0533975766255306, 1.0570988201178038, 1.0430731901755699, 1.0164091256948617, 1.050035601395827, 1.0410542781536396, 1.062643654529865, 0.9389778109697196, 0.9676906567353468, 0.9244948662244357, 0.9910134902367225, 0.9548855781555176, 0.8985254095150874, 0.8947268797801091, 0.9231595497864943, 0.9071201874659611, 0.9570158591637244, 0.9653198132148155, 0.8845003453584818, 0.8805868873229393, 0.8591036402262174, 0.8553810981603769, 0.8050408633855674, 0.8457281360259423, 0.8930478022648738, 0.7879475666926458, 0.8322934499153725, 0.7911695911334111, 0.8233116278281578, 0.8180541790448702, 0.846633572761829, 0.7749158850082984, 0.825690194276663, 0.7311054271001082, 0.80823927292457, 0.7701084210322453, 0.777590154684507, 0.7517179397436289, 0.723334383047544, 0.7470531702041626, 0.7054676551085252, 0.7101111723826482, 0.7213885756639334, 0.7243153769236345, 0.7575000499303525, 0.702056596829341, 0.7149351156674899, 0.7173410754937392, 0.7402938801508684, 0.7225971111884484, 0.735776073199052, 0.7298336450870221, 0.7135312204177563, 0.7160507825704722, 0.6576359189473666, 0.6970392392231868, 0.672858792084914, 0.6886027239836179, 0.6971272725325365, 0.6831429921663724, 0.7037385793832632, 0.7100022178429823, 0.6640534923626826, 0.6637176706240727, 0.6972655012057378, 0.7034900463544406, 0.6703315147986779, 0.6425188385523283, 0.6669035214644212, 0.6480187269357535, 0.634398992245014, 0.6649723520645728, 0.6574633359909058, 0.6140256221477802, 0.6770187909786518, 0.6225101140829233, 0.6156058824979342, 0.5945791776363666, 0.6094288284961994, 0.5897368366901691, 0.6144121390122633, 0.6103834207241352, 0.642701648748838, 0.6008529965694134, 0.5948157223371359, 0.5977535266142625, 0.5920714139938354, 0.6151713623450352, 0.6271405742718623, 0.6082072478074294, 0.6016950854888329, 0.5512473441087282, 0.5926557683027708, 0.5996370682349572, 0.5803068624092982, 0.5731840647183932, 0.6467686240489666, 0.5330677023300758, 0.6052623776289133, 0.5999197373023399, 0.5542940877951108, 0.5328355284837576, 0.5949733110574575, 0.582142004599938, 0.5886685075668189, 0.540420690866617, 0.5572492833320911, 0.5428841737600473, 0.5237088166750394, 0.5603139539177601, 0.5178344983320969, 0.5217821024931394, 0.5492534362352811, 0.5474382010790018, 0.5643659422030816, 0.4966171484727126, 0.5121989763700046, 0.5005815047484178, 0.5177767276763916, 0.5050426730742821, 0.5245231525256083, 0.5063251820894388, 0.5296137066987845, 0.5120416402816772, 0.5521068123670725, 0.508506513100404, 0.4848006331003629, 0.5761783627363352, 0.5575952676626352, 0.509172235085414, 0.5327959940983699, 0.5317561452205365, 0.4711587837109199, 0.4641631062214191, 0.503514624788211, 0.49878530043822067, 0.5058563535030072, 0.5374024372834426, 0.48174783541606025, 0.5248885338123028, 0.5172460299271804, 0.4976371435018686, 0.4591983396273393, 0.4795924049157363, 0.5244589823942918, 0.5186792135238647, 0.4566466391086578, 0.5269149120037372, 0.5243492545989844, 0.5035734483828911, 0.46668022871017456, 0.4348891785511604, 0.5057926728175237, 0.45329057207474344]"
