,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(66, None), (66, 66), (132, 66), (132, 66), (132, 66)]",
module__conv_type,temporal,
module__dropout,0.29984373583532237,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.8673933319582834, 2.744672159411149, 2.670530919726369, 2.663474012406026, 2.651582258235481, 2.636401558013975, 2.631471794460051, 2.6064955363699616, 2.5662749768677635, 2.4753893960793354, 2.3159348582213712, 2.2319283185385377, 2.1179161264161213, 2.025468113786549, 1.9739013835859345, 1.8919036569329664, 1.8585158224637182, 1.7912576251254415, 1.7478804129115901, 1.7779445943640013, 1.7281266019163397, 1.7096075808967568, 1.6751894071397588, 1.6448531479473645, 1.6701009962904578, 1.6146914583347258, 1.5567930656253548, 1.4807567578113274, 1.5216539969934395, 1.534777211753596, 1.5317594787458406, 1.4890136046551605, 1.4701401723564873, 1.4422162498681164, 1.480136901340613, 1.4053356905720993, 1.3308640239790697, 1.3768333411926723, 1.2508405153277284, 1.3930882654089292, 1.3907703879243702, 1.278572332389531, 1.3761005708509404, 1.3319968925314838, 1.3468073615652225, 1.3142282248802992, 1.2686874469121296, 1.2227532592790844, 1.2148515191018638, 1.3069734528703718, 1.1906928824874556, 1.189868832413218, 1.1683226708147414, 1.1995949424538443, 1.1413860826052575, 1.1862009251839145, 1.1349496943348307, 1.1114445101401762, 1.1121853612914439, 1.1187661266120779, 1.1350332371439644, 1.1382731745497294, 1.0513616043083034, 1.0617691135314882, 1.074808807011182, 1.1089169944741197, 1.0681252691404506, 1.0810578388737213, 1.0998847102111171, 1.080963215040084, 0.9510563718482465, 0.986531549869651, 0.9889889246105117, 0.9882101418305542, 0.989424772381668, 1.0420410986936057, 1.017800544799233, 0.9360764498440379, 0.9323754399356421, 0.9324610872868732, 0.9867173972093177, 0.9554868571810947, 0.9471660745934039, 0.9444638959039987, 0.9366089693636532, 0.9708281185452922, 0.8510425875784684, 0.8950609881412972, 0.8966580308136404, 0.9424100349318169, 0.8737133563309192, 0.8198443141038548, 0.8131221040410564, 0.8659204755633296, 0.903661008183482, 0.8400225718930635, 0.889759115652896, 0.8351994333189342, 0.8649268892381652, 0.8178560692570052, 0.832321595332579, 0.8278952160211392, 0.8158617316817688, 0.7936456214625829, 0.8136464962011112, 0.8221769566494724, 0.7997414183003987, 0.7859974275633879, 0.7560787595429178, 0.7417275048756576, 0.8014377188384819, 0.8021312933146781, 0.8300161036473988, 0.776532048565281, 0.7218992403215451, 0.7288963653855777, 0.7679397653319535, 0.717538192567633, 0.7135007334488384, 0.7488805325871815, 0.7407691563756047, 0.7295981500151063, 0.7603229595192571, 0.7742336191430216, 0.7209135551617537, 0.7502919780761433, 0.7351580352077796, 0.72404322583554, 0.6536713562598031, 0.6696654068633527, 0.7356467866531138, 0.7357884595648356, 0.7306037384884273, 0.697816548040575, 0.6807556711173081, 0.7139871906020341, 0.693154992219007, 0.7454189691087812, 0.6337248571610703, 0.6906412035999793, 0.6751716515974399, 0.6347077779765317, 0.6741611068347231, 0.7135065686920306, 0.6410418673848786, 0.6639210517651524, 0.633690955086927, 0.6634422775418798, 0.6565874667550141, 0.6791985265688755, 0.6604212235076055, 0.6363265661524535, 0.648180410337494, 0.6792024727284508, 0.6691205022887011, 0.6533376421067258, 0.6307753629116458, 0.6611041282943301, 0.6629164080626683, 0.6081097914938395, 0.6165581495571778, 0.6564832986489039, 0.6477049667599336, 0.6818891753667141, 0.6707296117238422, 0.6352783875552424, 0.5990927616755167, 0.6586806570876687, 0.6302792616582169, 0.634871784193257, 0.5999229508277663, 0.6026638131892876, 0.6433608869768815, 0.6184828424545347, 0.5790884804256139, 0.6420016167085979, 0.6448822916985474, 0.5961045880196303, 0.6093326271095606, 0.579285663698409, 0.5950562560020103, 0.5401973387120894, 0.6015432486158512, 0.5674947686314469, 0.5962174826236325, 0.6149177039963597, 0.5889210169642849, 0.6134896091150619, 0.5821190203301158, 0.5902363819416387, 0.5882287559087865, 0.5530650105531346, 0.5962096409770185, 0.5838128099008665, 0.5445169530214883, 0.5794549112017628, 0.5430279438250576, 0.5695911005754865, 0.5783082531920771, 0.5472429598557274, 0.5635059140515258, 0.529684096560469, 0.5657628013123467, 0.5401708030792295, 0.5539048330412818, 0.5760674809287306, 0.5569098305232701, 0.6014775029463223, 0.6059916107901923, 0.5678984409450454, 0.5158251231387758, 0.5377497799572867, 0.5490626145680287, 0.5705002180151247, 0.5988380659325093, 0.5944819767582772, 0.5437986565025579, 0.5536989890303782, 0.5583120832411174, 0.530101496307582, 0.5821955455941266, 0.5224591316682118, 0.5236484577859628, 0.537628683702632, 0.5962297192682565, 0.5104687680543099, 0.5330260244272399, 0.5210192718263089]"
