,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(9, None), (76, 1), (32, 1), (111, 1)]",
module__conv_type,temporal,
module__dropout,0.5282893981811175,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[3.186370145357572, 2.9370040563436657, 2.790987884081327, 2.772574105629554, 2.7380648209498477, 2.7281534048227165, 2.7009877058175893, 2.708769607543945, 2.69366660118103, 2.6919361958136925, 2.680066651564378, 2.684052089544443, 2.683909166776217, 2.678517088523278, 2.6760853620675893, 2.675080937605638, 2.6749084399296685, 2.654833008692815, 2.6735747484060433, 2.66424114887531, 2.654014249948355, 2.6791923449589654, 2.6656525538517877, 2.65845397068904, 2.6615274942838227, 2.657577925461989, 2.6638565246875467, 2.6529987775362454, 2.644952862079327, 2.658149535839374, 2.656878717129047, 2.6585537617023176, 2.651120457282433, 2.6526176305917595, 2.6552664023179275, 2.644741278428298, 2.6527362163250263, 2.6452059782468353, 2.646506272829496, 2.63296379676232, 2.63088767345135, 2.61280176456158, 2.5856769561767576, 2.614583760041457, 2.598799643149743, 2.58929835833036, 2.5909144731668325, 2.5576976666083704, 2.551310242139376, 2.555996685761672, 2.5286683779496415, 2.538169442690336, 2.505003852110643, 2.5403143332554743, 2.4964072117438683, 2.482892300532414, 2.48350950387808, 2.4788662910461428, 2.4643835434546837, 2.4729475204761213, 2.470313736108633, 2.4209359865922195, 2.4925004262190598, 2.4532727241516112, 2.462188478616568, 2.463081924731915, 2.3907916399148794, 2.3888609666090743, 2.4030899084531345, 2.455760361598088, 2.387972927093506, 2.405796267436101, 2.3627087813157304, 2.3683875487400936, 2.376298365226159, 2.3813850806309627, 2.3604670891394983, 2.362742754129263, 2.347155420596783, 2.357061664874737, 2.3421682761265683, 2.3115389860593356, 2.315782715724065, 2.327350583443275, 2.2446857085594765, 2.3246224366701567, 2.3043757401979885, 2.2698595413794886, 2.269079248721783, 2.3022296685438888, 2.286327567467323, 2.2784769461705134, 2.269680951191829, 2.2738526931175818, 2.2747687303102935, 2.2394227284651538, 2.2446922302246093, 2.246007204055786, 2.211403468938974, 2.1928703674903285, 2.197188978928786, 2.1217013469109167, 2.0880891139690694, 2.1688607399280255, 2.1755287317129284, 2.160396385192871, 2.0964850168961746, 2.0907516296093283, 2.132913329051091, 2.0500165755932147, 2.060916761251596, 2.0362004390129678, 2.004349466470572, 2.0288552632698647, 1.9839529771071214, 2.0164498255803034, 2.0770781223590555, 2.038643917670617, 1.9592766688420222, 1.9482097442333515, 1.9715957494882437, 1.9781940093407264, 1.9375905257004957, 1.9356589702459481, 1.9184178315676175, 1.9616252789130577, 1.904464450249305, 1.8740802104656513, 1.922025442123413, 1.8652917036643395, 1.926618532034067, 1.85320924612192, 1.8100550138033353, 1.8766389241585364, 1.8597851826594427, 1.867271089553833, 1.828205625827496, 1.8791089333020723, 1.8200109188373272, 1.8537459410153903, 1.8234330837543193, 1.8138333907494177, 1.7844299719883845, 1.8548436366594754, 1.760437459212083, 1.8193321319726796, 1.7461804591692411, 1.793030071258545, 1.8065562449968777, 1.7978693375220665, 1.7444202899932861, 1.7946822771659263, 1.7701163126872137, 1.766789801304157, 1.7892251308147724, 1.708333338223971, 1.6934310858066266, 1.7113168771450336, 1.7046352826631985, 1.7141112602674045, 1.7594545327700102, 1.7608004606687107, 1.7139244116269625, 1.6927766653207632, 1.7012245673399704, 1.701641587110666, 1.6728403054750882, 1.714968255849985, 1.7258555779090294, 1.724990780536945, 1.7028154483208289, 1.7448552773549006, 1.6881191730499268, 1.6776911093638494, 1.6621330939806425, 1.645068462078388, 1.679686740728525, 1.6906814611875094, 1.696926760673523, 1.6651098728179932, 1.6522682134921733, 1.6167437223287728, 1.6546151454632099, 1.6719875023915218, 1.6435576879061184, 1.5894263634314905, 1.5888550171485314, 1.6268301707047683, 1.6472207766312819, 1.635545068520766, 1.5397828835707443, 1.583376220556406, 1.5438378957601695, 1.552595646564777, 1.5919433208612295, 1.6304507860770592, 1.6683709658109225, 1.558553831393902, 1.5693010238500742, 1.5138158358060396, 1.5946250585409312, 1.5547831315260667, 1.5511328770564152, 1.6095073736630954, 1.5675620317459107, 1.5338918392474834, 1.5204412717085618, 1.6195195454817553, 1.5852420183328482, 1.5704151520362266, 1.5183179451869084, 1.5433891021288357, 1.5218852795087374, 1.4952726510854868, 1.516650861960191, 1.5704265191004827, 1.5673043874593882, 1.5493734249701867, 1.5134654705341046, 1.4874856031858004, 1.5265552410712608, 1.4952899896181546, 1.5705544013243455, 1.5183743201769315, 1.4849105853300828, 1.4339098160083477, 1.4675275839292086, 1.450004273194533, 1.4739747524261475, 1.5119634298177866, 1.500074914785532, 1.5410739806982188, 1.487960329422584, 1.5239934114309457, 1.5103150239357581, 1.5357139257284311, 1.5133066764244667, 1.5136891805208645, 1.455418192423307, 1.48696496119866, 1.42708645600539, 1.4883956303963295, 1.4995576803500836, 1.416242867249709, 1.501962056526771, 1.4792165316068209, 1.4633589001802298, 1.4281979725911067, 1.3949851292830246, 1.378094026675591, 1.4522282967200646, 1.4572023153305054, 1.476498060960036, 1.4401609127338115, 1.4741395831108093, 1.467598845408513, 1.4865381644322322, 1.4532773182942318, 1.4730381965637207, 1.3898726059840276, 1.4390346985596878, 1.4385995186292209, 1.4254010567298303, 1.3732099542251, 1.4517202120560866, 1.3507921659029447, 1.4025726006581234, 1.4049588185090285, 1.4398616900810828, 1.383704938338353, 1.3939432272544274, 1.452135526216947, 1.3664636336840117, 1.4303680053124062, 1.4268362888923058, 1.4143222625438983, 1.4117796329351573, 1.4349622267943163, 1.4091779195345364, 1.3824747158930852, 1.4763151774039636, 1.375338238936204, 1.3685839432936449, 1.3912433074070858, 1.4234214085798997, 1.363957848915687, 1.342104513828571, 1.385708368741549, 1.3215250015258788, 1.3652411185778104, 1.3741353915287897, 1.3998774106685932, 1.4385528656152577, 1.3639384691531842, 1.3466153860092163, 1.3166113862624536, 1.4328398062632635, 1.4118587273817795, 1.492411287014301, 1.3953408021193283, 1.4236545104246874, 1.3950720071792602, 1.348553275145017, 1.402585557790903, 1.3330496512926542, 1.3124229027674748, 1.3335446284367487, 1.308471278960888, 1.3506989203966582, 1.3609690262721135, 1.3740377756265494, 1.3529568562140832, 1.3294561019310585, 1.3636405596366294, 1.3651948121877817, 1.3263953905839188, 1.3238191274496225, 1.393690721805279, 1.2784110078444848, 1.31432563158182, 1.2535061469444861, 1.2823926723920382, 1.315765382693364, 1.2771102978633, 1.292308026093703, 1.3263203382492066, 1.2982363334068885, 1.3253901078150823, 1.3041891574859619, 1.238053402533898, 1.2934405693641076, 1.3271301709688628, 1.3586724712298466, 1.3032155715502225, 1.2760531636384818, 1.296931256697728, 1.321950516333947, 1.3104272603988647, 1.3343043730809139, 1.2496642406170184, 1.3022650718688964, 1.3130294469686654, 1.2916194182175857, 1.2568627449182364, 1.2327812653321486, 1.310212280200078, 1.3330630137370183, 1.3029930995060848, 1.2925496633236224, 1.3451268232785738, 1.2920768921191876, 1.3226807117462158, 1.2564799125377948, 1.2852305183043846, 1.283082787807171, 1.2839380539380587, 1.278952616911668, 1.2629645063326909, 1.280596140714792, 1.2519065325076764, 1.3035310708559475, 1.242835336465102, 1.337748908996582, 1.2674314498901367, 1.3340010166168212, 1.3098984956741333, 1.2515418162712684, 1.273195794912485, 1.2424531349769006, 1.2531167360452504, 1.2465893213565533, 1.2697007784476646, 1.2919677275877732, 1.2765671152334948, 1.2700135139318613, 1.2037805483891413, 1.2924496412277222, 1.2342462429633507, 1.2745628485312828, 1.280357285646292, 1.2378119404499348, 1.2195410490036012, 1.2240311439220721, 1.2633089615748478, 1.288253260575808, 1.3089290838975174, 1.2336048493018517, 1.25259045454172, 1.2628251974399274, 1.2572543767782358, 1.2992396244635949, 1.1983085302206187, 1.2757402640122635, 1.2648528190759512, 1.252677613038283, 1.1908339500427245, 1.3166213274002074, 1.2720750900415274, 1.1943625239225535, 1.2345504430624155, 1.2189810257691605, 1.2731327827160175, 1.2227996239295373, 1.2452896228203407, 1.2083723141596867, 1.217156546849471, 1.2810645396892841, 1.2442816147437463, 1.1927023264077994, 1.305752235192519, 1.2487522739630479, 1.222423006938054, 1.2451129106374887, 1.1310899386039146, 1.1869570273619432, 1.2637364002374503, 1.2183346097285932, 1.2400032942111676, 1.2008116327799283, 1.2219709909879244, 1.2181732287773719, 1.1381134051543016, 1.2073235603479238, 1.2014236872012798, 1.233079616840069, 1.2460643951709454, 1.2348593968611496, 1.2816424443171575, 1.1891081562409034, 1.1817923600857074, 1.2456358744547917, 1.1481940727967483, 1.2085552995021527, 1.2726477201168354, 1.2181850415009718, 1.2149219036102294, 1.221196013230544, 1.2229693962977484, 1.184105167022118, 1.2060888602183415, 1.2585455821110652, 1.1773405716969416, 1.2842526261623088, 1.1734600067138672, 1.1941964662992037, 1.1933468396847065, 1.1936830694858844, 1.2340308959667499, 1.1929587290837214, 1.2083433930690473, 1.241125387411851, 1.2168934079316946, 1.1674357781043418, 1.2027620792388916, 1.2029014110565186, 1.2301981174028838, 1.2015118681467496, 1.1872907070013192, 1.157664834536039, 1.199944628201998, 1.2196075632021977, 1.1777588560031012, 1.2486637042118953, 1.2003653379587027, 1.2220490602346568, 1.206679225884951, 1.1555727298443135, 1.1459380351580106, 1.2089302356426532, 1.2126906853455763, 1.1707826614379884, 1.207965142910297, 1.1717760636256291, 1.1634416121702928, 1.0921119946699875, 1.2604016175636878, 1.1906467841221735, 1.1974930946643536, 1.1715752564943753, 1.1906380891799926, 1.121729694879972, 1.1763810799672054, 1.1460263426487263, 1.1865850714536814, 1.2024842555706317, 1.1871460657853348, 1.1783586245316726, 1.1707974470578708, 1.1617050647735596]"
