,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(99, None), (93, 3), (48, 3), (48, 3), (99, 3), (69, 3)]",
module__conv_type,regular,
module__dropout,0.5252513874996724,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.844704708686242, 2.7072734649364767, 2.679342592679537, 2.683936628928551, 2.69132452744704, 2.662749620584341, 2.6556706208449143, 2.67993201475877, 2.660999375123244, 2.6690042899205135, 2.6626944505251373, 2.665396620677068, 2.6681031740628756, 2.6661323987520658, 2.672579288482666, 2.6681472778320314, 2.657857850881723, 2.6643669935373158, 2.6442176231971155, 2.659423204568716, 2.6495089530944824, 2.6588389066549447, 2.656569400200477, 2.6588600452129656, 2.65171407186068, 2.6395444026360146, 2.645352007792546, 2.6492704684917743, 2.625950732597938, 2.593201934374296, 2.5918281628535342, 2.594366876895611, 2.5525658754202034, 2.5797655839186446, 2.511341700187096, 2.5367685354672944, 2.5197495533869816, 2.5003060854398287, 2.5077918456150936, 2.5016982041872464, 2.4787594868586615, 2.465606605089628, 2.429353919396034, 2.4317520985236536, 2.3967317984654355, 2.4020463393284723, 2.4245674169980562, 2.4047853249769946, 2.373492332605215, 2.3997104131258453, 2.3509658630077657, 2.37472426707928, 2.3589113345512978, 2.3874870373652533, 2.3792045043064998, 2.32100662451524, 2.3643965574411245, 2.3266621369581957, 2.3316009778242845, 2.3149550401247465, 2.2968749523162844, 2.2685695831592265, 2.328917121887207, 2.247360390883226, 2.287905634366549, 2.2482824875758243, 2.307834163078895, 2.2578822521063, 2.2479189249185416, 2.2395120767446666, 2.239685297012329, 2.1937536092904897, 2.197240000504714, 2.238727353169368, 2.200965169759897, 2.144727376791147, 2.270095634460449, 2.1515394614293024, 2.1639441398473886, 2.235263395309448, 2.1747571926850537, 2.092499670615563, 2.1353719858022835, 2.154779364512517, 2.1321750769248378, 2.117126494187575, 2.148854031929603, 2.1425265605633075, 2.1638790974250206, 2.039313074258658, 2.1462778898385855, 2.1200849496401273, 2.046848209087665, 2.0772461927854096, 2.0647550619565522, 2.0866978425246017, 2.0972782685206486, 2.0856585319225607, 2.1058871562664327, 2.11038810473222, 2.078329119315514, 2.0187710468585673, 2.0317910817953257, 2.0440518966087926, 2.035389907543476, 2.08104131771968, 2.048039700434758, 2.07715476843027, 1.9450498562592726, 1.9793464844043438, 2.0585793275099533, 2.0343375040934637, 1.972786808013916, 1.9842102454258845, 2.0075640238248385, 1.9764505331332867, 1.9245235002957857, 1.9525572795134325, 1.9347433383648212, 1.9242359821613018, 1.9767665459559514, 1.9650119653114906, 1.9145224809646606, 1.9560897497030405, 1.9372257434404814, 1.9559033155441283, 1.9194605790651762, 1.9102439917050875, 1.9159559194858258, 1.9497919137661273, 1.850901255240807, 1.8890105485916138, 1.8547546056600717, 1.9170012180621807, 1.907038032091581, 1.9180574123676006, 1.8575213120533869, 1.8538118802584134, 1.8626744802181536, 1.8932754406562218, 1.8680812212137075, 1.8570504151857816, 1.8855990464870747, 1.8703302273383506, 1.8527361411314744, 1.8724368773973905, 1.8170217293959396, 1.8670139881280752, 1.847599693445059, 1.8469007198627179, 1.8284570675629837, 1.8236671557793251, 1.8187285019801214, 1.7911640625733596, 1.7381335441882795, 1.7799138142512394, 1.8430533739236685, 1.801213634931124, 1.7240540238527151, 1.8387299427619348, 1.7957200912328868, 1.8166468400221605, 1.807123767412626, 1.7353583262516903, 1.805480254613436, 1.8056410734470074, 1.7851560757710383, 1.7748077722696158, 1.7386234173407922, 1.8068255827977107, 1.750038324869596, 1.7368054866790772, 1.7433720295245831, 1.7536594024071326, 1.7340999126434327, 1.6780153861412634, 1.7340165541722223, 1.7442222008338342, 1.684551372894874, 1.724604533268855, 1.769765723668612, 1.7406954068403977, 1.741947186910189, 1.7140210261711708, 1.739284082559439, 1.6735377641824576, 1.6928984385270338, 1.7295500076734103, 1.7223169253422663, 1.7218966740828294, 1.6741440809690036, 1.6671150024120625, 1.701175592495845, 1.6686875517551716, 1.6237803019010104, 1.6417931116544284, 1.6343752310826227, 1.6152056088814368, 1.668454830463116, 1.6118987450232873, 1.666238441834083, 1.5922660680917593, 1.6231658385350154, 1.6066664108863244, 1.6531258821487427, 1.6397320894094614, 1.657989056293781, 1.622206585223858, 1.6718790641197792, 1.5836283628757184, 1.596716020657466, 1.5673761441157414, 1.565078220000634, 1.6381525131372305, 1.5930337520746085, 1.5856611508589524, 1.5508381293370173, 1.5629975960804865, 1.5744862794876098, 1.5401006625248836, 1.511098258311932, 1.5894748394305889, 1.5677900130932148, 1.5189798300082866, 1.4776225016667293, 1.5547864308724038, 1.5412927517524133, 1.539829661295964, 1.589345987026508, 1.5335553792806773, 1.564939022064209, 1.563879497234638, 1.5437380093794602, 1.5052712238751924, 1.576880093721243, 1.5265230307212243, 1.5355177072378305, 1.5346895511333758, 1.5074848945324237, 1.4423176783781786, 1.5207876168764554, 1.5583017294223491, 1.5303780537385208, 1.499348365343534, 1.5140428653130165, 1.5449977452938373, 1.5262893933516282, 1.5145232897538405, 1.5113149166107178, 1.5197334729708158, 1.4943676288311298, 1.513501811027527, 1.4990862993093637, 1.5269246596556443, 1.553834632726816, 1.4794817227583665, 1.5112799644470214, 1.4642345318427452, 1.5085351723891038, 1.4910648529346173, 1.4711091940219585, 1.5062613744002122, 1.4962981645877544, 1.5295252176431509, 1.4227827108823337, 1.5180356190754818, 1.5261803883772629, 1.4305242189994225, 1.4183191042680008, 1.4887783435674815, 1.4577940684098465, 1.4125837949606088, 1.42273059624892, 1.4037881117600661, 1.4455130742146418, 1.4937107379619892, 1.4360055648363554, 1.4109616261262161, 1.4032745801485502, 1.4106935097621038, 1.4552116403212914, 1.4771051205121555, 1.4634786184017474, 1.4328375596266527, 1.446048951148987, 1.4352493102733905, 1.456003242272597, 1.3771282507823064, 1.4330235132804283, 1.386077277476971, 1.5272416078127347, 1.3737720324442937, 1.4285292570407575, 1.36978335747352, 1.3915614384871262, 1.3999048251372117, 1.4255862346062294, 1.4626002880243154, 1.4235725732950064, 1.4024789938559898, 1.3403273582458497, 1.4767034805738009, 1.5069008185313297, 1.3484867664483877, 1.393655096567594, 1.3554213367975676, 1.3626412116564237, 1.4374848145705004, 1.331182312965393, 1.4653383878561166, 1.3215073172862712, 1.413920703301063, 1.419122499686021, 1.3776015758514404, 1.4307879227858322, 1.3744413054906406, 1.3246425225184515, 1.3251655395214375, 1.3508795976638794, 1.3725067963966957, 1.4044175973305335, 1.3797010568472055, 1.3073673275800852, 1.4136032425440275, 1.4221385625692515, 1.3468124573047344, 1.3562777244127713, 1.3759296563955454, 1.4136167214466975, 1.2973591776994557, 1.3560967087745666, 1.3362212502039397, 1.3457415910867545, 1.3090240001678466, 1.3358380482747005, 1.3151387269680317, 1.29307741018442, 1.352896312566904, 1.4285594811806313, 1.3523853650459876, 1.3449719465695895, 1.364624938598046, 1.2927954481198238, 1.3406315684318542, 1.3770766661717342, 1.3418257309840276, 1.3611247337781467, 1.3311313133973341, 1.3342115108783428, 1.3289258149953989, 1.3563324561485877, 1.3397988924613367, 1.274595992381756, 1.3516734288288996, 1.3566695048258854, 1.3457318214269784, 1.2708733989642216, 1.2830408793229324, 1.311417624583611, 1.3643331243441654, 1.2793618844105648, 1.2722707234896147, 1.31969711963947, 1.3120427168332613, 1.2870380750069252, 1.2966062710835384, 1.3241430080853975, 1.312692612868089, 1.3271559641911432, 1.2849818587303161, 1.3141906573222233, 1.290787227337177, 1.2739775373385502, 1.2949259006060088, 1.2692323152835552, 1.2818465269528903, 1.2999778417440562, 1.3091263569318332, 1.2984282218492949, 1.2804576094333942, 1.2859185108771691, 1.226589637536269, 1.3324739804634682, 1.2443152519372793, 1.2364855619577262, 1.2572098163458016, 1.2937715493715727, 1.2577950954437256, 1.2703946040226863, 1.3205313279078557, 1.2601233546550457, 1.232554841041565, 1.273634151312021, 1.297475657096276, 1.3403571128845215, 1.2393167697466336, 1.2507841733785776, 1.2474832553129929, 1.2678967842688926, 1.2608236863062932, 1.278956070313087, 1.2993847883664644, 1.3313355592580942, 1.2420906415352455, 1.3316395044326783, 1.240613055229187, 1.2728590946931106, 1.2915691962608924, 1.27750563621521, 1.2608626108903151, 1.2731182795304519, 1.2575531400167026, 1.278572311768165, 1.2387238319103535, 1.2616712441811195, 1.2595909632169284, 1.2581153906308689, 1.3144600538107065, 1.2666840938421395, 1.3155695328345665, 1.2421263272945697, 1.274644448206975, 1.2344683977273794, 1.2626537818175096, 1.2573689919251663, 1.2567491164574256, 1.2678496214059682, 1.2491863397451548, 1.255129940693195, 1.2440393090248107, 1.2109501380186813, 1.2274702842418963, 1.2662052668057955, 1.1917917875143198, 1.2149580185229962, 1.1888207105489879, 1.25481106868157, 1.2847482543725235, 1.2673112117327177, 1.2864269183232233, 1.151737431379465, 1.2645593973306508, 1.269238752585191, 1.1885431968248807, 1.2536105018395645, 1.2434471442149235, 1.2076499957304734, 1.2090250437076275, 1.2652855157852172, 1.2698463421601516, 1.2593689661759597, 1.2503731947678787, 1.3009298397944524, 1.2446710522358233, 1.1974016152895415, 1.1760374252612775, 1.2598985167650076, 1.2430825820335976, 1.251651303584759, 1.272083243039938, 1.2501339197158814, 1.2363830236288218, 1.2403974459721492, 1.2441879767637987, 1.2223918823095468, 1.2418399774111235, 1.2351052229221051, 1.2216839185127846, 1.2198532361250658, 1.1964786071043747, 1.2617764060313885, 1.2645069158994235, 1.3018754152151255, 1.1956992717889638, 1.139165358359997, 1.243843542612516, 1.2525562433096078, 1.1826713534501883, 1.2798937467428355, 1.2342174896827112, 1.1919675203470084, 1.1502588217075054, 1.2385686067434458, 1.2166312566170325, 1.2514560901201688, 1.1876042402707614, 1.227718476148752, 1.1807340805347148, 1.1273894768494825, 1.2431007201855, 1.2584671937502347, 1.2241036103321956, 1.2724439767690805, 1.1844653257956872, 1.192562747001648, 1.1685248714226943, 1.2009297939447257, 1.2612188155834492, 1.1966450911301834, 1.209257987829355, 1.1759639446551984, 1.2721045567439153, 1.2125326569263752, 1.2125394720297593, 1.2118692783208993, 1.258448553085327, 1.1492958123867327, 1.185094561943641, 1.1987694043379564, 1.1683605670928956, 1.153635863157419, 1.1525736863796527, 1.2989964466828567, 1.1744733966313876, 1.2316778329702525, 1.253007276241596, 1.2461653269254245, 1.2268753730333768, 1.1793333512086135, 1.2728649799640361, 1.2131858660624577, 1.199473015161661, 1.2068949791101309, 1.1884529205468986, 1.1719004777761606, 1.2110528047268208, 1.2085317905132587, 1.2724912019876333, 1.201250041448153, 1.1817605532132662, 1.186753945167248, 1.1521645912757286, 1.158455845942864, 1.2055929495738102, 1.2116461579616253, 1.193883541914133, 1.1994544982910156, 1.1922732481589684, 1.1910880455603967, 1.1220940644924458, 1.1413392745531523, 1.146290946006775, 1.2875054029318003, 1.1699349806858943, 1.169700969182528, 1.1812932803080631, 1.202711140192472, 1.1889983800741342, 1.1986922667576716, 1.1291121812967153, 1.1843656714145954, 1.1525372688586895, 1.212188693193289, 1.2306646787203275, 1.1676397250248836, 1.1811503740457387, 1.2256204256644616, 1.175058757341825, 1.1574308285346397, 1.1739138291432307, 1.1782012994472797, 1.1780674384190486, 1.1559160984479464, 1.222564697265625, 1.178108134636512, 1.1515580131457401, 1.1806957226533157, 1.1473489834712103, 1.1526003360748291, 1.126193198790917, 1.1632638289378239, 1.2477208871107834, 1.2035227353756244, 1.215518175638639, 1.2167020797729493, 1.2240639264766986, 1.1341323467401359, 1.1960730497653669, 1.146393159719614, 1.2067869039682242, 1.2034703474778397, 1.1634700536727904, 1.2227262606987586, 1.1713949533609243, 1.1939568858880263, 1.166435302220858, 1.14952385700666, 1.2017196673613328, 1.2018637015269353, 1.2027833553460927, 1.1776003654186542, 1.1754957657593947, 1.119353019274198, 1.166020549260653, 1.167694460428678, 1.1515928543530978, 1.1752586438105657, 1.1842979192733765, 1.2114245323034434, 1.120947648011721, 1.1746390911249014, 1.145465529881991, 1.0914429004375752, 1.1752391576766967, 1.161192265840677, 1.2223443599847648, 1.1544934126046988, 1.1769730916390053, 1.1618056444021372, 1.1475644184992864, 1.219210589849032, 1.1214290160399216, 1.1535617938408484, 1.0879509889162504, 1.1355893758627085, 1.1786878163997943, 1.1564990337078387, 1.1500938342167781, 1.1592193786914533, 1.1588719001183143, 1.1961992447192853, 1.1443076683924749, 1.1168632048826952, 1.2020591314022357, 1.1783583485163176, 1.2146953857862033, 1.154894049351032, 1.1977608249737666, 1.1055776577729446, 1.1885242994015033, 1.197441353247716, 1.1145262773220355, 1.1420252341490524, 1.1779338983389047, 1.122260566858145, 1.1437053983028118, 1.1823322974718533, 1.1785781502723693, 1.12765354009775, 1.1576147629664495, 1.2187226350490863, 1.1753609859026395, 1.1800914269227247, 1.112280849310068, 1.1328594849659845, 1.121407989355234, 1.213770085114699, 1.1169354622180645, 1.2026959034112783, 1.1163396175091083, 1.1583403715720544, 1.1144979770366963, 1.136524169261639, 1.128365813768827, 1.1268595402057355, 1.1000353758151715, 1.2091938789074237, 1.212913157389714, 1.1845611095428468, 1.1574746663753803, 1.1556896668214065, 1.1657557322428778, 1.1449828734764687, 1.1614121143634504, 1.2321289374278142, 1.1779516751949604, 1.1930341940659743, 1.1458342130367571, 1.1580881219643813, 1.0978476588542645, 1.1482041340607863, 1.14354167167957, 1.1661838641533484, 1.120194503894219, 1.1972162136664757, 1.2121859532136183, 1.185522015278156, 1.2200030987079327, 1.1329312086105348, 1.149512481689453, 1.1829400539398194, 1.0712723603615395, 1.1444373350877028, 1.130084778712346, 1.154582485785851, 1.2105183656399066, 1.1674420576829176, 1.1356522193321814, 1.1341668844223023, 1.1981461158165565, 1.17643587405865, 1.1697785056554355]"
