,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(21, None), (3, 3), (21, 3)]",
module__conv_type,regular,
module__dropout,0.421498270735507,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.9303037913548464, 2.7183304025947703, 2.72417460654742, 2.693368618198902, 2.6937754705462154, 2.692108434978478, 2.7042347245593064, 2.6834349076412547, 2.6801177288525824, 2.693408827331484, 2.6799972732632145, 2.6502824674911354, 2.6763305700812956, 2.6791936184399847, 2.675010456974566, 2.6722680360136235, 2.6696577141050657, 2.639276683215691, 2.652023186343713, 2.6599541665961057, 2.6544893862884167, 2.653068196566808, 2.645635727513043, 2.6280032394019623, 2.626950955804373, 2.623413965192144, 2.602164337860137, 2.6028346170120384, 2.583801011818682, 2.575922033919994, 2.581369613177055, 2.5588951078683198, 2.537755357047726, 2.515946306015485, 2.460822217037223, 2.463020180461494, 2.388426149970994, 2.4082224217453443, 2.454735947482159, 2.405490875703521, 2.4023183053628556, 2.349789910233779, 2.3809068377537077, 2.338234529789243, 2.3802251907672036, 2.34375829251056, 2.298965368197373, 2.331787562324362, 2.303787782702143, 2.2648182255224913, 2.3229742922994214, 2.2471092064256615, 2.218502886263162, 2.243511946904177, 2.2613234653178895, 2.2528367488140777, 2.1972902085280372, 2.184599297584137, 2.17961280791516, 2.1465006347795903, 2.2102979304473522, 2.1874234814175293, 2.15002325872006, 2.168107318280979, 2.1623092745080847, 2.1418858817087663, 2.055640010934804, 2.1357457385127483, 2.147680305561808, 2.084455706939991, 2.146498143558098, 2.1401700330377773, 2.057385295112698, 2.0683453903032865, 2.0755940914613435, 2.044932260219302, 2.1108509986616513, 2.090850706504719, 2.044448673839973, 2.0095698495820766, 1.9816531027902298, 1.9786603117724144, 2.06134424250939, 1.9708853771691148, 1.981682217649412, 1.97666122642326, 2.017556406629338, 1.9936824465073602, 1.9567132478504512, 1.976983116081914, 1.8670609197175572, 1.950743614363992, 1.9333389228019642, 1.9662268308775503, 1.8795249354173222, 1.909864115117832, 1.913734796419309, 1.9733657386720984, 1.9665846675347272, 1.92627303012304, 1.930044412612915, 1.9187222055387405, 1.8756999939622676, 1.8705711231525692, 1.919157850719371, 1.92316011105429, 1.8951512150222396, 1.926242617513403, 1.8658843561863394, 1.894383344806458, 1.8438435349620605, 1.8667693041652613, 1.857043541235731, 1.8439186411785942, 1.843907247388983, 1.9004110803034493, 1.8676274027208832, 1.7861051722528387, 1.780309380134406, 1.8519434182400418, 1.781253785756282, 1.8067584095203348, 1.7991335952442735, 1.7836368821259867, 1.7954214308303216, 1.8101697670931072, 1.7675328185792603, 1.7865822032696939, 1.7726058461532888, 1.7396745752966702, 1.7086549535652116, 1.7187890007316722, 1.7302042408945013, 1.6980165155866471, 1.7886978913823535, 1.7394795443051583, 1.7138381746233313, 1.7334916814443924, 1.706495044318697, 1.7265212749470176, 1.77968161620616, 1.6639529928306624, 1.662248248080068, 1.6687653689485524, 1.6928242458773486, 1.692428229401796, 1.633821239820565, 1.6844201669068235, 1.6712935179873927, 1.612237390066158, 1.7010716675333895, 1.6711274619736423, 1.6989525450906773, 1.6230480618100176, 1.6463073701068385, 1.6232208695714874, 1.6484054864486517, 1.638291918703127, 1.6455264247681134, 1.6268851031228067, 1.595052912285792, 1.6101971901450773, 1.5879637901034198, 1.6311863604538244, 1.577675787010634, 1.6073277963608905, 1.529544327300408, 1.5796729351514107, 1.6052621701778933, 1.6498808291146752, 1.636540565646912, 1.58954525338432, 1.636326142473717, 1.5476650486562065, 1.559373132984992, 1.597264781163607, 1.5624821989981885, 1.5646140975070137, 1.5163059158821326, 1.5526894684701527, 1.5631645848985352, 1.6016598227855556, 1.5701871236395055, 1.5256001081080794, 1.5872144269575732, 1.5115422168908093, 1.5462483718905147, 1.4844303889081658, 1.549915034187552, 1.5640704928105966, 1.5139501802264381, 1.479497727401454, 1.4449646364976445, 1.4904377262946038, 1.5193070067605992, 1.5112755103377709, 1.5356143843920933, 1.4897388189973628, 1.4591675929021743, 1.4643850443680162, 1.505094669457805, 1.4948790916358345, 1.4982613387135413, 1.502041147623448, 1.4920595800486143, 1.4616134655957966, 1.4556090109380453, 1.4510782121004167, 1.4578142531345346, 1.430991470009835, 1.4550043149260887, 1.4448495326933375, 1.427568513763663, 1.4910274057259678, 1.401061134071938, 1.4436011139827427, 1.4390623096326414, 1.386147761620538, 1.3978252845003425, 1.4475781971549253, 1.41419759318089, 1.400888853909193, 1.461226159207853, 1.4519172348728069, 1.4548877663695055, 1.3980514775810904, 1.366567486972478, 1.419423658034705, 1.4679411948301428, 1.3603039410302635, 1.3645500084798001, 1.381019333194446, 1.4058752461894628, 1.4006837947520216, 1.4292590891465056, 1.4121961556877474, 1.351019489053127, 1.339985861024875, 1.364689662966425, 1.405717375420881, 1.3994877244236381, 1.4003400413287168, 1.3855082508686192, 1.3951545246304344, 1.3525715983671949, 1.3338157815969978, 1.3481010253718824, 1.366572271192694, 1.3641004972375197, 1.4272649290474393, 1.2908972164109953, 1.3415025662135527, 1.3603964365286634, 1.3243999662656545, 1.324571245437872, 1.3927608629641965, 1.3444272071869616, 1.3379858010995824, 1.3341529325713082, 1.3197669962238026, 1.3359826444890457, 1.2761964665901684, 1.391541450928631, 1.3815396780682896, 1.3850106738206278, 1.2967037254215894, 1.2970594470900607, 1.3752583855608755, 1.350434558010285, 1.2663491840307424, 1.3237587599396017, 1.30908576923069, 1.2559806018895496, 1.2702932701175154, 1.3103692120439974, 1.3508380590606057, 1.3189030017466903, 1.2931397995967167, 1.371654242334568, 1.30174061007123, 1.3520412566804243, 1.272969019780499, 1.2741296307429641, 1.2747097191093975, 1.3259949840332501, 1.211212520080265, 1.2953634813916017, 1.2981168517487587, 1.3382270701358774, 1.2724509823758707, 1.3048321587501923, 1.2375491448679872, 1.2481767160814392, 1.2560025154970056, 1.2616322621674436, 1.3140385153206326, 1.248177630823242, 1.2623617858096583, 1.2363846539761978, 1.1937485877029699, 1.2360324882588176, 1.3018477606176182, 1.26905722999389, 1.2946500488788406, 1.2670449801722474, 1.2538090223062475, 1.2102375044298999, 1.2205617276230298, 1.2436370007794257, 1.1763909132953783, 1.2249268503547404, 1.1855950095979695, 1.2145621053056221, 1.234565032240513, 1.2657946214969906, 1.2213340184592099, 1.2157221027651735, 1.256541901241148, 1.1823557835782883, 1.1851064936044358, 1.2501555853496398, 1.2189627968507006, 1.2027779963434546, 1.2296969813648218, 1.1966853099291954, 1.2353296121420887, 1.197355117526817, 1.1712624698245686, 1.2134739789889268, 1.2219408700002181, 1.190344168501323, 1.2318205361421397, 1.1982440365072848, 1.1610660917037714, 1.1695388913843674, 1.2021506702050078, 1.1843538107440192, 1.1486391773113627, 1.2294707057103946, 1.2197385971256762, 1.2656495749146492, 1.1636239771438701, 1.1419870922331177, 1.1260641643307343, 1.1945062335975367, 1.1879916825046428, 1.1931418908584095, 1.233545259129335, 1.146923306934636, 1.1502690801041664, 1.121977978359068, 1.1322200850714608, 1.1772192918726014, 1.1435807068223898, 1.181246870285284, 1.1583611540252303, 1.1288876884934531, 1.099220845281274, 1.2053725322087605, 1.102520961867132, 1.202479597461017, 1.1705318130050322, 1.1028386042067542, 1.1722609234223706, 1.196807332810639, 1.1550841379716905, 1.1527928179399127, 1.1455181962263148, 1.1505581530991777, 1.1512355949148276, 1.1562159926216038, 1.17639862262215, 1.1482528930454585, 1.1314755301484714, 1.099215385886286, 1.1710946446209285, 1.1460386720236555, 1.1669224782026801, 1.1538363770942468, 1.0980922743993917, 1.097326252386979, 1.0920531918547747, 1.0560859417639716, 1.1777670959976136, 1.1454797253902707, 1.132332114125952, 1.120820314094051, 1.0919748958135616, 1.1224318219058087, 1.1339883996112727, 1.0987863784121181, 1.132692469337772, 1.076234791779564, 1.1026107788315629, 1.0695490814128132, 1.1545023484037102, 1.0535315470429054, 1.0789378807953558, 1.1145981554810482, 1.0625939200379255, 1.0630901759070468, 1.0922631434163146, 1.0814338359759263, 1.0544826164410983, 1.1016673751189758, 1.1594587556429221, 1.0706240334951809, 1.043199957910071, 1.1145268517881919, 1.0859410133435317, 1.0120857692178273, 1.0979529586486045, 1.1431241981211426, 1.1472570034809884, 1.068722135529123, 1.0966600991627615, 1.0704030511696214, 1.1047736385654163, 1.0394293150231098, 1.080011143045848, 1.051941325554269, 1.0594213159327792, 1.1147310427158554, 1.038396317834799, 1.0895367004049077, 1.095802075256502, 1.0848200642763994, 1.0922474506273434, 1.1026748218977382, 1.0711959354679939, 1.0820685276521194, 1.0795892305916215, 1.0305166780833794, 1.0810060188719763, 1.0461330473537849, 1.0819931332316242, 1.0628485559613259, 1.1029964081354453, 0.9892592409442615, 1.0690324807212992, 1.038207465398748, 1.0763327060177605, 1.054196619574045, 0.9717755025981248, 1.0276277591267993, 1.078021330640495, 1.0383447851978516, 1.0536761457290722, 1.0411864629370629, 1.0436165872566503, 1.0755836520351196, 1.0316981490636836, 1.1053091645929856, 1.035932561106305, 1.0433835180508608, 1.0481937425444352, 1.0506174263467218, 0.9985539008197527, 1.0052516063054402, 1.0457021751385434, 1.0470192198119412, 1.0459777966629793, 1.0357542482414686, 1.0620079427555578, 1.0302668460761422, 0.9917166161858737, 0.981006446457782, 1.0943363939406554, 0.9712774258587861, 1.0157503612009318, 1.0048555224157711, 1.0348767832294825, 0.990440365551524, 1.038436893323483, 1.0490440057881305, 1.028528680576295, 1.0329220182404124, 1.002347262953058, 1.0097187296962922, 0.9718007769198777, 0.979419250421671, 1.0321693380214345, 1.001364007850603, 1.0368529683363001, 1.0268123647151426, 1.036838767386126, 1.0044558303204576, 0.9844265035811187, 1.0269779536535744, 1.0339791862032088, 1.0298844684984871, 1.0174901844908506, 0.9936904501823102, 0.9606120969978141, 1.0081023671493825, 1.0357933896584777, 0.9517189290711875, 0.9711819611532839, 1.0329925538487517, 1.0143099764868013, 0.9746301460128299, 1.0002380944860234, 1.0029580795236634, 0.9681822762094251, 0.9987642813854365, 1.0326343655356551, 0.9983238481372767, 0.9650926863297332, 1.0425513052526927, 0.957575316718548, 1.005081347073204, 1.0839729332051067, 0.9911914211706849, 1.0350094752274956, 0.9471653030327519, 0.9809235562938257, 0.9570608886680162, 0.9810819236529356, 0.987538273623913, 0.9981597683218403, 0.9576807291980883, 0.9466402276862333, 0.9249387921510633, 0.9415842363600097, 1.0107456866027302, 0.9977273627512717, 0.9876235643103862, 0.9709891387492935, 0.9693413820110535, 1.0049639635347907, 0.9635487545662074, 0.9592388843065971, 0.9952180447605993, 0.971177791699279, 0.8898390611931538, 0.9938841939317009, 0.9806389508908884, 0.9075677959905194, 0.9418782377059289, 0.8958835405421395, 0.9490155780935563, 1.020150627704025, 1.0087400334878234, 0.9452509773259907, 0.9547195898544811, 0.9412050473437373, 1.0057687770883932, 0.955677145248663, 0.88782328516532, 1.0395239313673192, 0.9111107064120342, 0.9156963225734027, 0.9710336070299608, 0.9971756150727098, 0.9510827643333832, 0.9657506946194379, 0.9525285111686398, 0.9642087740245812, 0.9474104593484618, 0.9091840454149338, 0.9627495731921555, 0.9719532060944736, 0.9631328418535074, 0.9467152976116923, 0.9154493001384771, 0.9843716814338817, 0.9394626625470802, 0.9494834090932945, 0.9293297230623131, 0.9430426577382465, 0.9356039102137204, 0.915050023323309, 0.9420488680029191, 0.9146656964785331, 0.9205223009535802, 0.9374115310882098, 0.9706072699357549, 0.9303222637989618, 0.923060766419464, 0.9662570545668776, 0.9246555968745825, 0.9241024802415587, 0.951849489427945, 0.9346129577283915, 0.8880343682963494, 0.9709341233176303, 1.0097174884496627, 0.9200124108952135, 0.9068338235908391, 0.8857934206207364, 0.9782463305258338, 0.9719376366492182, 0.9369970973516475, 0.9614806317639948, 0.9163982465088023, 0.9699409575361277, 0.9397432066801655, 1.0043735368633087, 0.9168230113725901, 0.9177047331209127, 0.9748103445205615, 0.9059203507123884, 0.954341828363709, 0.9111654474785792, 0.9764317183365941, 0.9111678055945159, 0.9257136084900196, 0.9272596103377885, 0.8816258199871849, 0.9456227829460924, 0.8974641754448069, 0.9439366404720814, 0.9095635684009692, 0.9956515469303021, 0.9253344344036197, 0.9136577239385689, 0.9717373069311153, 0.944388001640408, 0.9571791813782414, 0.9263233413815728, 0.9470037378098004, 0.8936438577712615, 0.8467727843277257, 0.8827912085088462, 0.8659744742748136, 0.8739300168088865, 0.939617243345992, 0.9115966513666803, 0.9141365179436745, 0.9129133953754153, 0.912326587303066, 0.934017313927814, 0.9099280055547725, 0.8860905017696594, 0.8647163048644976, 0.9596573264842319, 0.9135767491336962, 0.90004471708125, 0.9494739653747206, 0.9259553024534545, 0.9302091202294895, 0.9265314983150174, 0.9527097046949501, 0.8568007513048103, 0.8780970259897971, 0.9237690448531296, 0.9151838606722322, 0.8713892328486507, 0.9445177231680222, 1.0061871301461736, 0.8497621301051969, 0.9401156455565509, 0.8620801283215282, 0.936606084909972, 0.9100830566446676, 0.9567766155121643, 0.9611542265079843, 0.8766092764848918, 0.9360818180734711, 0.9013027642388795, 0.9350865042278532, 0.8985828034909934, 0.8956825701028166, 0.9568631999295112, 0.9577560237032829, 0.8641895651817322, 0.9210324940883585, 0.8771544070142772, 0.8669217687121705, 0.8855007606664375, 0.8916876036422561, 0.8940750920933336, 0.8487499506717013, 0.9560989833980627, 0.8892495444973999, 0.8272744603239732, 0.9488209004806416, 0.875262214154407, 0.909705461564551, 0.8741072341081954, 0.8231687469978552, 0.9000084756197039, 0.9350095395867305, 0.8801725385046648, 0.875178357654454, 0.8858137672806521, 0.8597142749209394, 0.9087555960883065, 0.8718757571971945, 0.8850401341340904, 0.881505518405194, 0.8694186021137789, 0.9260583150134151, 0.8844594630432496, 0.895393419242778, 0.8713531091034068, 0.9425235187387191, 0.8853004242873146, 0.8837012325867523, 0.8806955403215853, 0.8781317578115445, 0.9127829701914264, 0.8860040756089609, 0.9355559756760423, 0.8091572814823805, 0.894680765208022, 0.8817420273387593, 0.852713439276223, 0.8766472166213916, 0.835648458357721, 0.8629883595514389, 0.7742045509103176, 0.8816937803073656, 0.8943061534609639, 0.8848424951235453, 0.9195478267982057, 0.892082583697545, 0.8705951577206797, 0.851161440672902, 0.8464589154559523, 0.9262537501450908, 0.8986448257415052, 0.9065446440195073, 0.8869451472754653, 0.884801556264734, 0.8863022109217267, 0.9253472734048876, 0.8898066815153941, 0.9185983414594838, 0.882839345403719, 0.8321181214154341, 0.8732711811745557, 0.8663869565621966, 0.8372629670738485, 0.8902209611297343, 0.8283300477874991, 0.8830626128036851, 0.8643806706503866, 0.9082224725069109, 0.8689597461494637, 0.8859796691721804, 0.89989827719727, 0.9064455947664661, 0.8798412488260251, 0.8552575119428322, 0.9022163435213828, 0.8488177074862353, 0.8779216096350683, 0.8889056271900332, 0.8874019976985248, 0.8139488324953642, 0.8612513368759082, 0.8558469783364003, 0.8971596478497132, 0.8698477238014714, 0.854279056449846, 0.8973907429818243, 0.8686831708358662, 0.8756670486720312, 0.8660572673084649, 0.8697470067094056, 0.8539868837261935, 0.801988176929698, 0.8320715392945129, 0.9197591924483606, 0.8431254597757593, 0.8740669098433272, 0.8972461870180619, 0.9008311914111378, 0.8686514012156654, 0.8747540625074236, 0.8446354219449508, 0.893665569251213, 0.8834301767321681, 0.9017426758602635, 0.8952791982533156, 0.8809472483247232, 0.829633443456624, 0.8771429834797663, 0.8539956883888025, 0.8271759301711139, 0.8994183756271108, 0.8614212151667057, 0.8236396960440399, 0.862068628874358, 0.8684072463498639, 0.8812555480095233, 0.8809114033087141, 0.8702752533905309, 0.8381757453686929, 0.8860617257037374, 0.8949490145911141, 0.8365094160987693, 0.7808356047365707, 0.8486671912876856, 0.851984405448671, 0.8526573137511178, 0.844500130196757, 0.8413597341906818, 0.8280898181574423, 0.8386435365171561, 0.8013419142577919, 0.7943964695884543, 0.8326057746920282, 0.8302348253814241, 0.8311782266822624, 0.8410501592650809, 0.878745734806465, 0.8220588220337223, 0.863368896850042, 0.8417268371306403, 0.8793810495751442, 0.8666792662387179, 0.8953293993753275, 0.8081392905385968, 0.8347334712456647, 0.865034424960039, 0.8543004294810727, 0.8346315645298746, 0.8747625525516811, 0.9394586208009077, 0.8473445406768593, 0.8647627669722129, 0.8614896153438987, 0.8324473379664339, 0.8767189992186192, 0.8537890857125063, 0.8388538853281495, 0.7666395377791226, 0.8222468857131252, 0.8462843975350117, 0.8681074228130554, 0.8540047698857008, 0.860612095550765, 0.8834501100643063, 0.8619226333263522, 0.877938107488702, 0.8718786597940963, 0.8645678577165843, 0.7992492047118773, 0.8368736183941938, 0.8331315109725173, 0.8783842781145909, 0.8293937645665942, 0.8298735491113166, 0.8555781099378259, 0.8589686801897538, 0.8433253394730519, 0.8908390701391334, 0.8632843468000894]"
