,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(111, None), (114, 3)]",
module__conv_type,temporal,
module__dropout,0.30001953234411527,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.7260998495488526, 2.65275549430554, 2.590136437090856, 2.4554956609760765, 2.283285862888772, 2.1192852051411535, 2.0124868152235473, 1.8589207734429527, 1.8637603796181144, 1.7267769059805087, 1.7636397631550842, 1.6959472350726095, 1.6279203387891639, 1.6192359403276764, 1.545755821506526, 1.5560366681398508, 1.5044144929085181, 1.4166768137705543, 1.4052416923295754, 1.4136699261743213, 1.2991128984720632, 1.3258221476955212, 1.369428213460301, 1.3200994970475561, 1.3055773404329356, 1.299366388265956, 1.2224114591633324, 1.236523677246944, 1.2553779950632027, 1.2108488411541516, 1.199603178315616, 1.1800891430073353, 1.147167938644215, 1.1884563942578523, 1.1379718175882565, 1.1362556635932666, 1.0883867996284071, 1.1346402263320718, 1.0489121080017456, 1.0752639261492163, 1.1073614053149046, 1.0727576104410559, 1.1048432674462927, 1.046206517304284, 1.0403362699246659, 0.9849200907747523, 0.9606172155864415, 1.0127985078938069, 0.9800387831059473, 0.9431702069773569, 0.9239602562158183, 0.9734707521659383, 0.9013942331791382, 0.8877401158399701, 0.9315587542128037, 0.9471907524050256, 0.9325944050702765, 0.9330383485950723, 0.965703959023002, 0.8674993487531238, 0.924650776683998, 0.8902765626980638, 0.8758999964689316, 0.8962085143404438, 0.8439884522462784, 0.8290829274313136, 0.873499318399072, 0.8694391661143784, 0.8852517788050612, 0.8910726644349258, 0.8794415771789441, 0.8079741435710566, 0.7950111263423557, 0.8391551836595068, 0.7733372728716972, 0.796488139975197, 0.8027553811426007, 0.76631374569837, 0.7668303501480022, 0.7846563744155635, 0.819223731899353, 0.7943028569450525, 0.7153906062975397, 0.7226552247543042, 0.7417478742906385, 0.7312769984019478, 0.6920880700508982, 0.739704107688552, 0.7340180892193122, 0.6715885838216366, 0.730670924489024, 0.6872116842027127, 0.7071341929472374, 0.6664578477770634, 0.7067131779722934, 0.7574111725365623, 0.7297298593892144, 0.6587974399070575, 0.7278878622394016, 0.7138928219060504, 0.692992636438291, 0.6258501149391922, 0.7169071061466887, 0.6975694792014149, 0.6320198884557693, 0.6850342562602874, 0.6449320701511861, 0.6654539519954942, 0.6036696600352882, 0.652486324482074, 0.6353437464530369, 0.6389572220164692, 0.6548759636686583, 0.6395147957559049, 0.6516746377624306, 0.6284825583127229, 0.6423604510130502, 0.5986038337065324, 0.6583400792393057, 0.6876915058874374, 0.6345034496470441, 0.6487876713333166, 0.6315334237732645, 0.6073765109984721, 0.6189034834260785, 0.6076296929781765, 0.6019833019212618, 0.6171232427002488, 0.6087924374856134, 0.6229329674319506, 0.5873984141234133, 0.5776758235194841, 0.6566211194172143, 0.6163687749652194, 0.6266674597485494, 0.5973717276289644, 0.6155043574735365, 0.5896647503808871, 0.5810071959962763, 0.5844436978973183, 0.601621272641804, 0.5916156202526074, 0.578270684802452, 0.6030793542133628, 0.5625488120815596, 0.5561040528798539, 0.6097545314877223, 0.5571711700942857, 0.54777567038504, 0.5698406682005304, 0.5458300244796745, 0.5601177700543839, 0.546502379816845, 0.5282655642882319, 0.588189066887818, 0.5670817852249292, 0.5762577708470604, 0.5547944141567955, 0.5267860366677459, 0.5498631409620803, 0.5944743861554336, 0.5544504127916983, 0.5437934666614368, 0.5596760521132023, 0.5686105995597345, 0.5800132374999388, 0.550520628404434, 0.5196033832433702, 0.5277907055919842, 0.562545473019053, 0.5596298404202567, 0.5445760586419779, 0.5468350415271023, 0.5248879353434391, 0.5588127346020496, 0.5553970758898915, 0.5942149884447698, 0.5509442881708759, 0.5369377942983058, 0.5660410536011174, 0.5068299448570303, 0.5143204560140139, 0.5343675617983888, 0.5467661638081246, 0.532138915902485, 0.5628917778374253, 0.5075621181789438, 0.49823059758581184, 0.5115936372167897, 0.5124214958617826, 0.5325159572501462, 0.5054398077422901, 0.5485908272859572, 0.5443343439431974, 0.5753967110121284, 0.5346954972210352, 0.5652157822328617, 0.5191331943792293, 0.5447366949346177]"
