,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(39, None), (121, 1), (32, 1), (78, 1)]",
module__conv_type,temporal,
module__dropout,0.5417666711143008,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.9897421103257398, 2.8416069177480843, 2.77766265135545, 2.7939085483551027, 2.7251688993894136, 2.7386974041278545, 2.713565907111535, 2.679420016362117, 2.6958707552689773, 2.6965524453383227, 2.684298412616436, 2.7005901116591233, 2.6823308577904332, 2.67160151554988, 2.6711430072784426, 2.659390684274527, 2.6775520948263316, 2.6753461324251617, 2.6652663450974683, 2.6622054980351373, 2.6574240611149715, 2.6663946775289684, 2.6708119319035455, 2.661278900733361, 2.653878252322857, 2.658341492139376, 2.6584617321307844, 2.6527448580815243, 2.666542108242328, 2.655513807443472, 2.655004959840041, 2.655003782419058, 2.6585058725797213, 2.66127462387085, 2.6653355084932766, 2.6497112274169923, 2.648475485581618, 2.653055825600257, 2.640931507257315, 2.6534146528977613, 2.644139891404372, 2.645743443415715, 2.6482288360595705, 2.6345744939950797, 2.6242421260246864, 2.623451097194965, 2.628038527415349, 2.6158914969517633, 2.577340316772461, 2.584527173409095, 2.5514226656693677, 2.5772856895740217, 2.534749071414654, 2.540549656061026, 2.4820291592524604, 2.5635458322671743, 2.533720904130202, 2.4930574490473822, 2.5216012551234317, 2.481602378991934, 2.4564682887150693, 2.461199173560509, 2.4450698228982777, 2.456010282956637, 2.463776863538302, 2.4284678532527044, 2.4577953925499547, 2.393891110787025, 2.382280470774724, 2.4041632725642277, 2.423122970874493, 2.372108246729924, 2.4105877546163708, 2.337376073690561, 2.322206398156973, 2.3139424067277177, 2.3026643606332633, 2.3118870735168455, 2.2582201370826134, 2.2270716116978573, 2.2087012180915244, 2.211476755142212, 2.175927404256967, 2.1422937686626726, 2.156219480587886, 2.1444696573110726, 2.107130002975464, 2.0706269814417912, 2.0737690192002516, 2.1264482498168946, 2.089511016698984, 2.079983927653386, 2.01989955168504, 2.109324781711285, 2.0581821478330173, 2.009219349347628, 2.0507990690378044, 2.071305377666767, 1.9867825251359206, 2.0035505533218383, 2.0097994914421666, 2.0292770569141094, 1.9697982824765718, 2.007884799517118, 1.957547741669875, 1.9147649838374212, 1.971074500450721, 1.9476994441105768, 1.8943532063410833, 1.8912670649014987, 1.947894287109375, 1.9283637340252215, 1.9007277965545655, 1.8958166122436524, 1.8975114840727585, 1.8976010799407959, 1.8865396096156193, 1.8334249386420616, 1.871823105445275, 1.8565871422107403, 1.8345970117128811, 1.8738790915562555, 1.8576352486243615, 1.8557426764414862, 1.837651645220243, 1.8184628926790678, 1.7703290939331056, 1.7422822823891273, 1.819973872258113, 1.8069162038656381, 1.8195858350166907, 1.7681668061476488, 1.7694299697875977, 1.7805791011223426, 1.822839487515963, 1.8091094493865967, 1.8418984706585224, 1.776169120348417, 1.7606252743647648, 1.7845963936585647, 1.7545930458949162, 1.7670560873471775, 1.7224623166597806, 1.705987548828125, 1.744343086389395, 1.7832658731020414, 1.6971617717009324, 1.7750740253008328, 1.721495217543382, 1.7333593221811148, 1.6960025035417996, 1.7461175322532654, 1.7162795085173386, 1.6478049938495343, 1.6562170138725867, 1.7064425688523512, 1.72911775295551, 1.685733100084158, 1.6364828439859243, 1.5804467788109413, 1.590648108262282, 1.5755356788635253, 1.7193940236018255, 1.6792793787442721, 1.607264516903804, 1.6841387125161977, 1.6087738037109376, 1.6324429273605348, 1.6231731983331534, 1.5433889425717868, 1.6228968620300293, 1.6026358200953557, 1.591250808422382, 1.6404512148637038, 1.6257883126919086, 1.617326334806589, 1.5870041370391845, 1.6159975088559664, 1.5483923765329215, 1.552445180599506, 1.5130895357865555, 1.592780960523165, 1.5900707776729877, 1.5795480471390944, 1.5956942649988028, 1.5714664404208845, 1.5592897543540367, 1.5798985627981332, 1.555975945179279, 1.5516281384688158, 1.6307541627150315, 1.5584427686838003, 1.4783490180969239, 1.5367991740886981, 1.566566304060129, 1.5578712536738468, 1.4586007154904879, 1.5290311336517335, 1.4581845613626334, 1.5741454326189481, 1.4626677366403433, 1.5012239621235774, 1.516390037536621, 1.4643048323117769, 1.452221388083238, 1.4827764437748836, 1.5132686633330126, 1.4865233146227324, 1.5014314101292536, 1.5519076310671294, 1.4679054562862104, 1.4671781796675463, 1.4500548417751606, 1.4674563646316527, 1.4841367464799147, 1.5512417554855347, 1.5247440741612361, 1.4627841234207153, 1.4371523930476262, 1.4673667687636156, 1.5155538944097666, 1.463007561977093, 1.4371840697068434, 1.465147196329557, 1.4928646527803862, 1.4584157063410832, 1.4960449713927049, 1.42551253758944, 1.5164216628441445, 1.452382463675279, 1.5064733633628258, 1.4987889619973989, 1.4577578012759869, 1.4598453402519227, 1.4272136724912203, 1.4548932038820708, 1.392636229441716, 1.4764787325492272, 1.425521263709435, 1.3721643429536086, 1.4404151824804452, 1.4675658537791325, 1.379017872076768, 1.436750659575829, 1.416566148171058, 1.4111152685605564, 1.4127452226785513, 1.459860621048854, 1.3860681845591618, 1.3856939976031963, 1.4510918874007004, 1.4779889253469614, 1.426501176907466, 1.377134346961975, 1.3678297648063074, 1.4111001271467942, 1.406964742220365, 1.4899062230036808, 1.4100796406085674, 1.3961507943960336, 1.4090385455351608, 1.394565301675063, 1.3868751214100765, 1.4097611830784724, 1.3842302615825945, 1.3395064619871286, 1.362141750409053, 1.3502726628230168, 1.3527898715092586, 1.3318247529176566, 1.400750125371493, 1.3328634793941792, 1.3366981469667876, 1.3357438509280866, 1.3228216244624211, 1.3938230807964618, 1.3521311448170588, 1.3988349235974826, 1.353902638875521, 1.3307002544403077, 1.3336422791847815, 1.3844133853912353, 1.297129775927617, 1.3525563716888427, 1.2899202640240008, 1.3252753037672775, 1.3403209612919733, 1.23862503858713, 1.2880059388967662, 1.2825175120280339, 1.3720503110152025, 1.3003209242453941, 1.3448391584249644, 1.3262031976993267, 1.386927421276386, 1.3067998757729165, 1.304872307410607, 1.3150891909232507, 1.320850207255437, 1.3170032079403218, 1.3627558689851027, 1.3216154887126041, 1.2954485544791587, 1.3314867441470806, 1.3109668529950655, 1.3074005402051485, 1.2888723070804888, 1.3298692813286415, 1.235498101894672, 1.2428812430455134, 1.2750786561232346, 1.2605355409475474, 1.3197869465901302, 1.3196673760047326, 1.2778075309900137, 1.2113325155698336, 1.2731066557077262, 1.281750983458299, 1.323021620970506, 1.3257908289249127, 1.2365999680299025, 1.2947514845774724, 1.3035988404200627, 1.326138687133789, 1.327178089435284, 1.265376226718609, 1.305251669883728, 1.273592576613793, 1.2381984252196092, 1.2783483376869789, 1.2812878663723286, 1.277501658292917, 1.3092834289257342, 1.2352259745964638, 1.2526658030656668, 1.2819939393263597, 1.2225284182108365, 1.2592772868963389, 1.2528152484160202, 1.267966894003061, 1.2643005187694842, 1.2566175497495211, 1.2974918255439172, 1.2481064200401306, 1.2695849968836859, 1.2827154012826774, 1.2610121066753681, 1.188066027714656, 1.2265106622989361, 1.235952533208407, 1.2570561592395488, 1.2227571414067195, 1.2266000958589407, 1.2754965965564435, 1.266472970522367, 1.3078027120003333, 1.2379115948310264, 1.28115824002486, 1.3031727240635798, 1.2765893578529357, 1.2202634334564209, 1.2424669449145977, 1.2528457714961125, 1.2650059718352098, 1.2124119630226722, 1.2108942361978383, 1.2803419351577758, 1.2012262399380023, 1.2801345421717718, 1.2791732733066266, 1.265758096254789, 1.223631323300875, 1.2468736180892357, 1.2735758744753325, 1.217187474324153, 1.1755549100729135, 1.2904508994175838, 1.2427634422595684, 1.2227349849847646, 1.241960178888761, 1.2409237916652973, 1.2314112736628606, 1.1633743047714233, 1.2344821049616888, 1.213008242387038, 1.270422913477971, 1.2170513538213876, 1.3026806886379536, 1.1976063260665306, 1.212607746857863, 1.240764674773583, 1.2329736122718225, 1.2483827407543475, 1.230167033122136, 1.2467308081113375, 1.243878777210529, 1.2417539266439586, 1.2161598260586077, 1.2066427964430588, 1.2267815076387845, 1.2046161119754497, 1.2555144585095919, 1.1807759266633253, 1.2233974786905142, 1.2278108743520884, 1.2822770760609554, 1.2401597004670364, 1.1698329705458421, 1.24776260302617, 1.1641738433104294, 1.2098775652738718, 1.2070199507933397, 1.1496428067867572, 1.2127206655649039, 1.269413032898536, 1.2717951499498807, 1.2041698336601256, 1.2587331845210148, 1.193552798491258, 1.2104113028599666, 1.2138801097869873, 1.2319278478622437, 1.177068070264963, 1.2368438739043015, 1.1827026752325205, 1.2108757770978487, 1.1860896569031936, 1.2164751052856446, 1.1344313511481652, 1.1617071665250338, 1.189513244995704, 1.233080922640287, 1.1725903786145724, 1.159174475303063, 1.192028751740089, 1.2472925076117882, 1.1653160682091346, 1.20485865519597, 1.135182078068073, 1.2211600587918208, 1.2005296303675725, 1.2281372253711407, 1.1526607605127188, 1.20054125052232, 1.199269408446092, 1.1684280175429125, 1.1600189264004046, 1.163676130771637, 1.249432395054744, 1.2186806908020607, 1.1672639424984272, 1.1508880835313064, 1.1925757298102746, 1.2288855708562412, 1.187987129504864, 1.1568378173387968, 1.147211949641888, 1.1770617228287916, 1.1728216354663556, 1.1587998995414146, 1.1693304263628446, 1.1940806278815637, 1.2074629123394305, 1.204420836155231, 1.2072968629690317, 1.1572376012802124, 1.1881416485859797, 1.199032156284039, 1.184821199453794, 1.1727176042703482, 1.15845444385822, 1.2295224519876333, 1.1776373881560105, 1.091783922452193, 1.1591263459278986, 1.2104070535072913, 1.2031203196598934, 1.1817230499707736, 1.2074268359404343, 1.1522499662179213, 1.2353040328392615, 1.1982083375637347, 1.1868498105269212, 1.201403193290417, 1.2411351387317364, 1.1495605523769672, 1.1768250483732956, 1.1908565484560454, 1.2309321660261887, 1.1912117371192346, 1.174147209754357, 1.1695670421306903, 1.1394398478361276, 1.1430750883542575, 1.2042879196313712, 1.2238846485431378, 1.1746049532523521, 1.1917526465195876, 1.1483250287862925, 1.1837472182053785, 1.1285226821899415, 1.1409567832946776, 1.1245539014156047, 1.1549463528853197, 1.1776661946223332, 1.2043988576302163, 1.1886510610580445, 1.231951064329881, 1.217577915925246, 1.1836262226104737, 1.1706006508607132, 1.190957736968994, 1.227763133782607, 1.1510859452761137, 1.1540737335498517, 1.133748804605924, 1.218296639735882, 1.158671155342689, 1.141246641599215, 1.158979162803063, 1.174351119995117, 1.2269770548893855, 1.1982224941253663, 1.1409826095287616, 1.1826901114903963, 1.1964726338019738, 1.1279241708608774, 1.2158854557917669, 1.158272202198322, 1.2040683599618764, 1.116290545463562, 1.2027462867590097, 1.1484195635868952, 1.1710335731506347, 1.1877713386829083, 1.12744205731612, 1.1762390338457547, 1.1271216025719275, 1.2028626735393817, 1.2199437599915726, 1.2336606465853177, 1.1497355717879074, 1.1576400500077468, 1.2531794529694777, 1.1918853943164531, 1.1366371815021221, 1.1441307599727923, 1.1814946284660925, 1.1530652119563176, 1.164472822042612, 1.1726533981469962, 1.1600764201237606]"
