,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(39, None), (121, 1), (32, 1), (78, 1)]",
module__conv_type,temporal,
module__dropout,0.5417666711143008,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[3.0084719667059088, 2.8908028352959128, 2.791491330528809, 2.7605825613371806, 2.7272426766002558, 2.714403822144903, 2.7148916295351144, 2.6911773397645393, 2.707546638595039, 2.679610378345999, 2.693467342658872, 2.694917148632229, 2.6775412783957124, 2.6695566461363396, 2.6811934850401427, 2.6837291273214174, 2.667075767984308, 2.6768638132628517, 2.667714766649875, 2.674992428045795, 2.66187707514401, 2.6633523103712156, 2.66228773202264, 2.6603478748676985, 2.6367303983851422, 2.645839278910964, 2.657529745505019, 2.666507058597092, 2.661238111748819, 2.6488631325885725, 2.6408116485383166, 2.6538348225420423, 2.6476204841899595, 2.631495172306394, 2.6649652848898735, 2.6618079429172075, 2.6442501739626545, 2.6429494501419875, 2.640575291214942, 2.633204273714914, 2.6315325708141932, 2.614529089785676, 2.5885525926961908, 2.591272266866151, 2.5589261849721274, 2.539948763009107, 2.4996642828216697, 2.5409704624289624, 2.4768655716972097, 2.513775410501002, 2.4595051480530548, 2.497656238640191, 2.43290507507141, 2.487127730299027, 2.399686983522604, 2.416521006427512, 2.415868505620819, 2.3516704420076895, 2.3445058075083094, 2.290724099426746, 2.319943712492841, 2.2775317937794153, 2.2670285582656935, 2.208473945557212, 2.225506514110437, 2.2589571011054987, 2.1714945517401647, 2.2507814147172356, 2.1923647060861504, 2.1775489586345516, 2.176426642451804, 2.1284828593705734, 2.1294252455635325, 2.1234238187815566, 2.1785515898357324, 2.148740052718823, 2.1392352276416378, 2.102472694875184, 2.1155037752833077, 2.080489367733313, 2.094534953320748, 2.0688850482304892, 2.054605492253812, 2.0654507759783156, 2.0762569263047834, 2.0371447010296797, 2.113502892705824, 2.079375044298676, 1.995173585976006, 1.966835678253577, 2.0330292823564307, 2.0061615518831957, 2.026984629095116, 2.007377447243726, 1.9654206703994048, 2.0318961216782743, 1.9565817600940993, 1.962123711331319, 1.9350038140468249, 1.9963190398688047, 1.9301237422153426, 1.9454819686589162, 1.9364053755282897, 1.8818865540391774, 1.931258559341504, 1.9366455264783158, 1.9409280624902672, 1.9375901158101048, 1.9414359255551605, 1.9021001859540325, 1.9495853561260286, 1.9151492221898236, 1.933571163561342, 1.8157945141897651, 1.9025240654446092, 1.901107365757542, 1.9290693020385463, 1.8680467492221755, 1.8136087538071486, 1.8242107056059824, 1.9052545086451154, 1.8008172114690144, 1.8904294965361084, 1.8206535967122353, 1.8558533439031595, 1.8671611998656068, 1.8363470615502393, 1.8195515820661723, 1.8130343865019902, 1.7718554451188482, 1.8070506910998356, 1.816486460331194, 1.8169393907019316, 1.8203603495323921, 1.7633441988947756, 1.7501564598449941, 1.7663253213669907, 1.791332181890233, 1.7896248735451676, 1.7592140911406444, 1.7787609849264712, 1.8173854589233251, 1.7660598292245415, 1.8106471419219898, 1.767405365317287, 1.7825373036717131, 1.733375343419862, 1.714903935117291, 1.665809762809966, 1.725962005934958, 1.712299574234529, 1.6841384480482793, 1.6789883691227059, 1.7359390022889796, 1.6532478777979798, 1.708657431900215, 1.7266168381363927, 1.5970774207632779, 1.7435653621937424, 1.6481740316671323, 1.6205844869989254, 1.5703335982120232, 1.6512248987308726, 1.6571788301156416, 1.6883598527120467, 1.7084802015828582, 1.6063676031590883, 1.6366514741630078, 1.6234605267686872, 1.6502601629718923, 1.6032056845116225, 1.595801312573018, 1.6387767104662805, 1.5864469023648646, 1.6066004273756322, 1.556351379061066, 1.6453005936601548, 1.6313849356630234, 1.5956345612217209, 1.5605814455794556, 1.555849462604431, 1.5417699023694744, 1.5636334881887886, 1.6114930326725632, 1.5697508422831408, 1.616894407185308, 1.516711698599897, 1.5780116875050276, 1.52355038535698, 1.5505564751015846, 1.4914879463362534, 1.5025047973070318, 1.511970130098656, 1.5093825613501894, 1.4989392029105415, 1.5304771019906291, 1.5358419875246647, 1.527547245639431, 1.5166352769712435, 1.5342499207809037, 1.504349509531437, 1.5526120699333754, 1.5240517540921625, 1.5261578572472052, 1.4472085513482291, 1.4559178063780156, 1.4616732134713677, 1.4183309161811923, 1.473186824209523, 1.5182684814552065, 1.4610390649405267, 1.480101832280814, 1.4521601173765493, 1.3966929958372822, 1.412314582855855, 1.4262314069511568, 1.4771842796223078, 1.4245660700097207, 1.4425713816705974, 1.4352763057556666, 1.3525599072920829, 1.3570816777968613, 1.4199595972394623, 1.4540243468298348, 1.461271938970751, 1.4047853229254283, 1.3899894022918686, 1.3684221062948794, 1.3921639925006717, 1.4710289505556384, 1.3900688555696397, 1.3914457313380026, 1.3975178935456802, 1.3580016106739283, 1.4853092367894138, 1.3437965554073381, 1.3960772556942547, 1.3335545499317927, 1.33478122004858, 1.3513843628446376, 1.3938308894691505, 1.383894104091853, 1.390784847060725, 1.3353656024227454, 1.3605259619116439, 1.4294033115810207, 1.3580591892760951, 1.3842792925527758, 1.3463397137713364, 1.3146138572555455, 1.3389598105986684, 1.3079806463175616, 1.4083600913413319, 1.4271154442621354, 1.3163211558669032, 1.395194272486552, 1.3791055456018586, 1.3490631605545909, 1.3114336557278372, 1.3009334625130542, 1.2945040647051405, 1.3593907002413308, 1.3455469078106106, 1.3252894294364994, 1.3068652236610507, 1.352398772175557, 1.3698389657292656, 1.3018785216966349, 1.3857119757893221, 1.358162518995067, 1.252469651350943, 1.368669310174918, 1.3101259077202232, 1.2816035815091458, 1.338902421975571, 1.2836996627243291, 1.3401272090779945, 1.3283046029372128, 1.321588812254577, 1.3956147835417279, 1.2765953178937108, 1.3686667701352915, 1.3234947760670834, 1.305534205908505, 1.2583043301025338, 1.293151978285237, 1.2842550778137045, 1.27943522259092, 1.2623205184936523, 1.3257715889860184, 1.3347300701022262, 1.277432882133066, 1.329794141332423, 1.2877656550045544, 1.2960489748992334, 1.3167487921105567, 1.2976433866649264, 1.2309542293163815, 1.2843255023333342, 1.3084774831529997, 1.2589265406990602, 1.2374586262002114, 1.2189283641225208, 1.261604425084923, 1.3233202030519016, 1.242339226858302, 1.2898495453807965, 1.3167689616696177, 1.2892514064149372, 1.2935188326780664, 1.260745886766945, 1.2456398392158787, 1.227765831949617, 1.3168083479722799, 1.2345763578309563, 1.2316933671060832, 1.256663642344168, 1.2544716802728966, 1.2762976524122167, 1.2004987544216408, 1.2528784863085385, 1.2466843709936517, 1.2317531455834247, 1.2864833684292811, 1.203444105861968, 1.2642205602039407, 1.2687177565324548, 1.3001074401606285, 1.229298752849773, 1.2061915502997114, 1.2031376716840965, 1.1861002683410498, 1.2771036732551801, 1.2512945386220582, 1.3046875996273601, 1.2394975534891648, 1.276520277077366, 1.2638347778150831, 1.2781579875808629, 1.289213609054155, 1.2898891981007616, 1.1913971781845165, 1.2202767010037425, 1.2265363787367982, 1.192374266304727, 1.1892545119028155, 1.21372838208128, 1.2186068595314576, 1.240282705606576, 1.2121756695189463, 1.24179001328581, 1.2275287850789447, 1.24750531452648, 1.260402260092333, 1.2934189776064224, 1.2210727660960583, 1.1632299207931065, 1.2628047117868602, 1.27622062614855, 1.235696136665161, 1.2293815498278762, 1.2688730067638796, 1.288499607361932, 1.163084403811225, 1.1815397828731482, 1.1537859760489633, 1.1525964984861734, 1.1861977526823222, 1.2762873652574538, 1.1713818210918783, 1.2458174946672291, 1.1665132038874997, 1.2408573273623025, 1.1957921771105382, 1.2376515583620977, 1.217303023443671, 1.2069473777907498, 1.2728638734872473, 1.2415145187854308, 1.1360126715457635, 1.2437981237710152, 1.1942332304520291, 1.1615412741985376, 1.153349343569203, 1.2046476064337548, 1.2283958495522096, 1.22199782331212, 1.166539267950855, 1.1833691459567814, 1.2385525491578893, 1.1930412587698094, 1.186601290670756, 1.219057364147747, 1.1336714290404526, 1.1589357981191704, 1.2235193606412376, 1.2155849754982104, 1.235217544118678, 1.1929384661224687, 1.2308268695926574, 1.247495541540507, 1.1798533618049365, 1.229886928965104, 1.1765871583900123, 1.264494830890989, 1.2436171923544863, 1.1752450161548216, 1.1737071022634662, 1.2447559911396273, 1.2029269637108766, 1.181160409329146, 1.1432685040145054, 1.1836722738804666, 1.2042052079346406, 1.2204761451877846, 1.2053155753042237, 1.224302528456469, 1.2233124342706774, 1.198857773163362, 1.1998345856478763, 1.1969613039527915, 1.1898047690432765, 1.2458041518153649, 1.1944208969643892, 1.1661747445519675, 1.1660775976840632, 1.1075422546247469, 1.2413637596866927, 1.1520479941574229, 1.2030363693246466, 1.2267278735163576, 1.1211266100807447]"
