,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(45, None), (66, 3), (69, 3), (78, 3), (36, 3), (27, 3)]",
module__conv_type,temporal,
module__dropout,0.4014859789586707,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.7430186599178112, 2.688359507222684, 2.662613711599887, 2.6708050422320335, 2.6546930911790625, 2.6741181913187133, 2.6701541336308754, 2.6610551327037535, 2.6726044266414, 2.653370636913435, 2.6447669603181048, 2.6549975578883425, 2.6540017155474134, 2.6524205693364946, 2.6440921487084497, 2.6534317087142316, 2.6485617682981903, 2.640342432529622, 2.6365355213139634, 2.637767001600018, 2.634023925642001, 2.632219917377981, 2.628896234816479, 2.627958615391903, 2.6198494612998853, 2.6077162333111943, 2.615296717221409, 2.605407604452054, 2.5808344885892986, 2.5884493146231264, 2.5830665628687908, 2.5312430267718753, 2.5197871569597754, 2.490639189592814, 2.494974152842585, 2.4824766544741466, 2.4757662953148656, 2.4511064532625344, 2.4253037562173336, 2.4097393456842897, 2.450117543153644, 2.385356038722937, 2.429643250336221, 2.399257927417297, 2.3841470643720526, 2.3824991577525876, 2.340629746888717, 2.366227900031435, 2.347439497279846, 2.3298225311220664, 2.3801772795996907, 2.283867880201019, 2.271251450125468, 2.2892585934410863, 2.3120219022694055, 2.269473647750649, 2.274786202067028, 2.3031400830326576, 2.2281152643227555, 2.2712475353427855, 2.2038117627703606, 2.2291876216214166, 2.2402221558760496, 2.237439161533352, 2.181410035986264, 2.146124160026382, 2.1583468824710903, 2.142706825227032, 2.088472990435436, 2.0382184279182574, 2.0266995196383695, 2.0132148007036514, 1.9963310264144003, 2.036253296561704, 1.9507124924407797, 1.9717213841840466, 1.9177175378936855, 1.8911572645537333, 1.903122036418127, 1.8910879721215548, 1.8964502442696138, 1.7852137945341904, 1.7738934694632789, 1.7786977295687747, 1.7928782592703814, 1.7810640504564035, 1.7509098687387223, 1.7194309468228124, 1.7001857876663136, 1.8045359046040077, 1.6740620971069555, 1.6834383893768794, 1.6851544566846146, 1.694064302815484, 1.7081672332243318, 1.705580308732794, 1.6844692178693217, 1.6464806643961485, 1.6318366114161085, 1.6039832611706941, 1.6026372286588613, 1.6487829671469476, 1.601378693818817, 1.5997534472706454, 1.5779537421711125, 1.5534720429998539, 1.5917348245607903, 1.5616399700199608, 1.5689253674231391, 1.5483889638175194, 1.5662298783101678, 1.4997898689493552, 1.5542579740429017, 1.4948438720332098, 1.4165351440652303, 1.5092285477576866, 1.4915741726713152, 1.4651780671276344, 1.470502118040574, 1.4608474314842628, 1.4497948659371, 1.4468612798009208, 1.4382728560399138, 1.474160498661221, 1.5022586214210298, 1.4220075146952693, 1.4305186333505153, 1.44430641711159, 1.403986561996907, 1.4110479025057483, 1.419838549309803, 1.3934211288932192, 1.4136070046255385, 1.3647589225475887, 1.4199391525600187, 1.3528501302662317, 1.415998998854048, 1.3979936460253142, 1.3617718469398052, 1.3528284334884482, 1.3934227185794417, 1.3953189854434085, 1.3593984842300415, 1.3477536016765634, 1.3537548854875519, 1.3959264868618089, 1.2445706853949028, 1.383420167120458, 1.3936908881785661, 1.2958936643188212, 1.3136976396201552, 1.3107454631903444, 1.296098509851725, 1.2732152811732003, 1.264487417241224, 1.3121324557735872, 1.3221555052756346, 1.2677908519732048, 1.1808212220267993, 1.267554756601079, 1.2561186951129741, 1.251411067878364, 1.2680863666488618, 1.2552317167908726, 1.1844163931526894, 1.3112403891844662, 1.2385561936870433, 1.2089790527804556, 1.1875273876758177, 1.1907431358448253, 1.2130566478119116, 1.1776671376970385, 1.2164571179894732, 1.1503304506470444, 1.179062283119253, 1.1747930970017895, 1.137544513922489, 1.2482937357382173, 1.2372019466130808, 1.2050157690941428, 1.2017597821214585, 1.1804416656036083, 1.2153657556839796, 1.1934284877593877, 1.1789905663067968, 1.1870533722621908, 1.1839761427110713, 1.166116659625234, 1.091282940735391, 1.1154923865018729, 1.1393850501286766, 1.1217368736963336, 1.1381654293347045, 1.1633337667421237, 1.1884931507990064, 1.1672211095304241, 1.1165715733705863, 1.1810499373018226, 1.161450573965177, 1.114253817786401, 1.0944121813797012, 1.1067321562744126, 1.128171312247871, 1.1314131907267024, 1.1926270077482768, 1.1038058866799507, 1.0593907794164534, 1.1282660212228208, 1.1375735197126808, 1.0990734782846472, 1.047712960573026, 1.0814362703665992, 1.0903047741203784, 1.1080620648423487, 1.1109764036023766, 1.123720478312999, 1.073542438426004, 1.0892313290226356, 1.0544837126356266, 1.0695611428573197, 1.075955173696725, 1.0060497799478507, 1.0423538045855696, 1.0328210340338642, 1.0395045498033537, 1.0226780189045568, 1.1539867378907291, 1.0209177704411672, 1.0297502903384044, 1.1197404893514173, 1.0086101340514668, 1.0713967959773185, 1.0061371522265827, 1.0375403304952022, 1.069458033807225, 1.079278954969474, 1.015996567167764, 1.0634665001366255, 1.0372657211896437, 1.0055745173027375, 0.9877613918009455, 1.0752492092986385, 1.03864318676343, 1.0184006061723436, 1.0207487104834558, 1.01937285795679, 1.042585462245886, 0.9629094870931019, 1.0254772803052816, 0.9747835106854251, 1.0133485318260853, 0.992192571433431, 0.9941650820854876, 0.9945261984576867, 0.9746489526559021, 1.0266815643832732, 0.9455274438537392, 0.9779078097554151, 1.0244061473925221, 0.9801223059323518, 0.9448521555786976, 0.97566452298911, 0.9539439683917849, 0.9500278417704543, 1.0054916113071093, 0.9775236072045582, 0.9073978669361698, 0.9312384189263087, 0.9716440605269844, 0.9297847112248885, 0.9178827012764732, 0.9653401441235134, 0.9533370221382603, 1.01473843776527, 0.969074727536164, 0.9802488507157215, 0.9952970182059707, 1.0094171538018586, 0.9533705273347904, 0.9640346263945961, 0.952613891258936, 0.9280384048375799, 0.9408215374813758, 0.9109807456490171, 0.9651298127302633, 0.9537153762195342, 0.9331953538712346, 0.9844006002235596, 0.9472406558642356, 0.9278163860671, 0.9124387780939811, 0.9129989082485752, 0.9400669000219772, 0.9905715143302676, 0.9229424481318618, 0.9023291190923348, 0.9680843948745361, 0.89735027978789, 0.9365294102174977, 0.9629825244833939, 0.941511142723384, 0.9198467019197463, 0.8907333698327672, 0.8930317259659342, 0.8875470931259746, 0.9372588460772915, 0.9319553161102574, 0.87868341600288, 0.9194181872948675, 0.9207411565881413, 0.90924479919025, 0.9477985432580843, 0.9461722849196361, 0.9253910397475551, 0.9096570946240402, 0.8947127759170349, 0.8910689279508637, 0.9186891237207608, 0.8303555934390234, 0.8793828454759691, 0.9431954504319043, 0.9417507339852229, 0.8421106663721325, 0.9024607200214888, 0.9231541601656493, 0.8547077326678405, 0.9010568322411646, 0.8695288846746989, 0.8586375850765438, 0.8877787805313565]"
