,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(121, None), (110, 11), (88, 11), (77, 11), (55, 11), (66, 11)]",
module__conv_type,regular,
module__dropout,0.423044728082526,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.7571503739366183, 2.6824237556126764, 2.6667756143103216, 2.686799355324982, 2.6631882668460265, 2.660903320147123, 2.6597544168461265, 2.66325415765619, 2.6441118606942235, 2.66638997570398, 2.6518102960090415, 2.652749004621267, 2.648415448348646, 2.6460368229015256, 2.6524852617627626, 2.6473236162079092, 2.6393338108797755, 2.645157385423693, 2.658406873199522, 2.649903629556557, 2.6399203587129625, 2.637758204013626, 2.6440900869681885, 2.6348894437154136, 2.6360270467107694, 2.6212865405918775, 2.5894476499171617, 2.546786625720632, 2.5147408097695294, 2.4860657014828424, 2.4885915919765114, 2.433349813799408, 2.409444582025899, 2.3722236229964535, 2.3595535286589167, 2.3316874572996458, 2.348002313878495, 2.3856443086341166, 2.2973410798405407, 2.3197441927959463, 2.2919078824148014, 2.276470571354405, 2.267938117530764, 2.2193051787929496, 2.2240668009241653, 2.217451404973951, 2.154307216348446, 2.13282914474061, 2.058879752609312, 2.0540548241437055, 1.9998689549966124, 1.9783750526707526, 1.9811994067046914, 1.9394306860907229, 1.9059858048812044, 1.944821971459655, 1.9027569833748144, 1.8542645586248996, 1.8648078377306576, 1.7783788596504226, 1.8746145809776291, 1.7933935811294526, 1.7844757436557541, 1.8418983459932037, 1.7950315865937456, 1.7058640095999245, 1.7704402651630615, 1.791748331691029, 1.7446127360496448, 1.7048752992369076, 1.7439475969083047, 1.675697122695129, 1.6347970180428786, 1.6697735028459846, 1.6463327580104674, 1.6433102939859292, 1.7020048183283134, 1.7224211961547764, 1.6711684217342753, 1.6649837803978451, 1.6515376672349684, 1.6187396113812809, 1.5955046909163224, 1.6247547110381153, 1.5923769653188011, 1.5892250140508015, 1.5954247104409573, 1.5402186236170217, 1.6108482784388842, 1.5519928989612528, 1.5320901982127357, 1.565101681187433, 1.5552997747597668, 1.6001223798891482, 1.5484832924914498, 1.483472900583565, 1.4954836357076273, 1.546228359430052, 1.5655951796239511, 1.5286907743167326, 1.4651500673422695, 1.4920893932812935, 1.4839602152965892, 1.4464471214998205, 1.4573171609628637, 1.4623266814531388, 1.4637780956679916, 1.4058423595851097, 1.4785974616030508, 1.4217933030486796, 1.4524565209313394, 1.5248229641445799, 1.4504203481710944, 1.3765617354067763, 1.4607572502713213, 1.4741981468219059, 1.395981941379334, 1.3868453916097652, 1.4893177529520611, 1.4096827140662942, 1.416066464890864, 1.4160375477950697, 1.4174962799443445, 1.4367159379929706, 1.4412657105164721, 1.4120043147506052, 1.365167397065429, 1.3535816777418574, 1.3472690141269927, 1.3874697150063193, 1.3879281282424927, 1.332192046104828, 1.3314551884498669, 1.3623090649386131, 1.3096113524225637, 1.2949187914071056, 1.299372765255342, 1.3467962956038053, 1.3313428605682358, 1.3185295585492673, 1.2798492059771955, 1.3366393103535235, 1.318259195900147, 1.2907830224101484, 1.292960093659932, 1.2805369959171566, 1.2848928110218232, 1.2897238678555498, 1.3406422471265114, 1.3220600351432845, 1.2593827910850504, 1.2963837869824242, 1.3014854796819375, 1.3060180210653758, 1.2947561875244096, 1.229546004407438, 1.2746877942471146, 1.2649249186405558, 1.227491160865464, 1.2909272160373901, 1.2699069248688244, 1.2274153056861348, 1.191799143031383, 1.2140650958224757, 1.2399795463089769, 1.2434168729019532, 1.2849993171719458, 1.2541220041139047, 1.2221494839600286, 1.2443220473553174, 1.1995452602244985, 1.2276734350274294, 1.1733981088406777, 1.2316341580453405, 1.2416974495601103, 1.2423994012880417, 1.2473092251430358, 1.170638542414171, 1.2018061311258745, 1.2292983121954637, 1.1460217823182917, 1.2118436504650667, 1.1756490465533527, 1.190140858321291, 1.186971946718146, 1.1587520090715964, 1.2083055998318917, 1.2212541884310213, 1.138569451710622, 1.1189245841176982, 1.1502253200162582, 1.1545849735337186, 1.129765307972197, 1.1108778502670098, 1.183105378481694, 1.1528540575205706, 1.1461540098250027, 1.1699541183565394, 1.153224548220864, 1.1794393459955852, 1.157255966079947, 1.083869062866549, 1.143411794379497, 1.1662486983402156, 1.1462040325350384, 1.1311106258619268, 1.1142543212067415, 1.1027879207350155, 1.1599665962891772, 1.0796468656416802, 1.0859519346026787, 1.0996178754951682, 1.0955888235040712, 1.1249514524187885, 1.1087611155702888, 1.1007184558521117, 1.1091073852513338, 1.1241775744223181, 1.1257350084179858, 1.050467373548445, 1.116511516258666, 1.1299534036934031, 1.100147727941502, 1.0785768249131351, 1.0878601076515653, 1.0583860557203348, 1.0941805521417445, 1.10286461101102, 1.1241153067476717, 1.047540619883234, 1.0700981109358212, 1.0918201938529923, 1.055544862972289, 1.0346775895598306, 1.0891169414125197, 1.0620158040224932, 1.0412876262600481, 1.0529149961379682, 1.109104350467638, 1.089643658585631, 1.063524801032851, 1.0668143657590612, 1.070503236011733, 1.06792473264742, 1.0285216434383209, 1.0593180663323816, 1.0822445990262923, 1.0428441681384122, 1.0711468776296789, 1.0673286138472071, 1.035947806803018, 1.0198475139678558, 1.0650546461171497, 1.048619181893924, 1.0972700576102343, 0.9662426087667947, 1.048319230649283, 1.0134237283456762, 1.0330480450839665, 1.01924420620435, 0.9981833083092133, 1.0206646158975443, 1.0221483452471694, 1.0603985882333709, 0.9887411763213273, 1.043754640227338, 1.0204947735532859, 1.0168620055695718, 1.0032499151767333, 1.016766869378687, 1.0557049569137293, 1.0180972534337716, 0.9890741295897203, 0.952422832822524, 0.987518473856711, 0.9995871667457683, 0.9983782947407982, 0.9884653310784944, 1.0262209103516302, 1.0159275878601222, 0.9610632347922794, 1.0688678069840507, 0.9996924431337787, 0.9975774001064558, 1.0156145021175833, 0.9551889719531256, 1.0130264550045507, 0.9713654740927077, 0.9151384491107367, 0.9641258126279063, 0.9685751241066552, 0.9692776858921456, 0.9787024965865074, 0.9716294521541264, 1.039495361678173, 0.9688122300054297, 0.9208922216198577, 1.001595863831985, 0.9662751419925506, 0.9929126684835651, 0.9829184121249498, 0.9694788479506395, 0.9785826812589788, 0.9423975196876967, 0.941708637914676, 1.0146475605422591, 0.9646243356555873, 0.9343109485730959, 0.9814783419717483, 0.9515018001457171, 0.9403634603083248, 1.0149325674439211, 0.9354893543357334, 0.9835916177615495, 0.9409588579956966, 0.9441060299818227, 0.9789451173504883, 0.9317056773255555, 0.9559050922448924, 0.9133708456348133, 0.9558728297092093, 0.9623616036881831, 0.9553245915842883, 0.9321549643900583, 0.9433147114825386, 0.912674093292398, 0.8766154193235041, 0.9207524484981692, 0.9605952354295175, 0.9635513400755866, 0.9918090929645105, 1.018269683354622, 0.9822712176567328, 0.9025531256129976, 0.930471961438541, 0.9026514637447276, 0.9565604632874675, 0.881971091893367, 0.956068173883508, 0.941062011126149, 0.9077466630981607, 0.98399362157535, 0.8757445994254941, 0.8870600185182972, 0.9263221241375844, 0.9389163141994807, 0.92255362690299, 0.954825170697045, 0.8656832527563062, 0.91528960344649, 0.8801372141392474, 0.9430150444797009, 0.9443542410642884, 0.8979990298578046, 0.9324288935560252, 0.8876044380412166, 0.9448247027075589, 0.8154110975118501, 0.9469680979072703, 0.8946728979691375, 0.8845973843152353, 0.9009290261764746, 0.9152347506930144, 0.8934750839464927, 0.9132957685889537, 0.9334970246390341, 0.9110920240883653, 0.9198965696700506, 0.9114061112808125, 0.9239468090451521, 0.8698496254652681, 0.880098765296054, 0.9418644806323483, 0.904917921174698, 0.8958197386508273, 0.846208667824034, 0.8514263659773075, 0.8905559476170696, 0.936160889434447, 0.8650384801430968, 0.896615404384444, 0.8700902105985578, 0.9031207613173248, 0.8336935304033504, 0.8304305015731179, 0.9604178625724219, 0.8450913461416902, 0.9118713075025923, 0.891605449492302, 0.8576722421857433, 0.8950956963390284, 0.8962886618281605, 0.9278676933635867, 0.8730878869003413, 0.8704039391295298, 0.8647045787129558, 0.9241469149874355, 0.909628764972062]"
