,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(44, None), (88, 11), (66, 11), (99, 11), (77, 11), (44, 11)]",
module__conv_type,temporal,
module__dropout,0.40810516835681654,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.7386304290104553, 2.6876249801185015, 2.672303421238543, 2.669447926577184, 2.6632860222192596, 2.6749291005441482, 2.667692334232825, 2.6545752040705466, 2.6561441719245726, 2.6556929928196036, 2.6565160929984937, 2.64794040779788, 2.6501120206372994, 2.647455082388593, 2.6509430779503815, 2.645094762503471, 2.6421497138387076, 2.6480022626468243, 2.6447982068936717, 2.648596924617815, 2.6458901488700817, 2.6374761378043665, 2.629063070335718, 2.62791796078714, 2.6319233498587047, 2.6211001394346973, 2.6084324186748318, 2.6203408577943743, 2.614421871049718, 2.5824527857283006, 2.5757087044253244, 2.5634594989670343, 2.5166317523384643, 2.483859340235319, 2.43250199720106, 2.4744324574209426, 2.43024898789229, 2.3915016428996, 2.3957415982923407, 2.4109305094115214, 2.430275248061225, 2.3704436539916554, 2.3847348092268796, 2.356437845257586, 2.361483070967177, 2.3601886339764775, 2.376490736786387, 2.336487310878596, 2.301690562886761, 2.3793733685664784, 2.314956112851556, 2.3184966463864023, 2.2723827781182546, 2.303090474791073, 2.3059301454212435, 2.35204629710268, 2.2672503796136803, 2.3248590083218446, 2.2857252273504605, 2.2793902670615687, 2.236543653334252, 2.2383464736278875, 2.2661302994353396, 2.2630893845150495, 2.2053804169699736, 2.2380889687368666, 2.261162210266597, 2.2019004950033256, 2.271439351678238, 2.20942707089251, 2.1724176695436155, 2.192145072761118, 2.17882095038261, 2.125676639027371, 2.172364012308698, 2.1236725311572453, 2.2024975507793005, 2.1694460414443077, 2.1520131130154376, 2.147712025472914, 2.152118350541099, 2.133648222392849, 2.1196811909176314, 2.1278254985809326, 2.1567045446775146, 2.0944260585548555, 2.129648130748503, 2.0916166335315687, 2.1181021620744014, 2.1041449749275083, 2.1064506291656055, 2.0819349888994876, 2.052488398254204, 2.06484417429804, 2.091920219626596, 2.0541120592386646, 2.0755052747460767, 2.0622349933977886, 2.044111978881755, 2.0405984018767374, 1.9690033292449747, 1.9869375002143705, 1.9586067698988974, 2.026029374253624, 2.015631500513478, 1.9893889042417323, 1.9833707502550166, 2.010606796436878, 1.997223222862632, 1.9694355287652652, 1.9727213751456694, 1.9332805923494893, 1.9579116260627505, 1.9307708650913293, 1.9008847854093904, 1.866581344925132, 1.8803958155350773, 1.8297094067739363, 1.8600885105407892, 1.781027289792738, 1.7238251296060803, 1.7764511777161407, 1.7027244779722377, 1.7892376945982977, 1.7754305187723707, 1.7462803289136786, 1.661563304384435, 1.6470058779666106, 1.684574965326747, 1.6566324440134361, 1.592893077706512, 1.6599724055710718, 1.6266394603950947, 1.65982771251891, 1.6387336021656034, 1.6372842392477132, 1.5923350661220055, 1.545998538032847, 1.5281139135818775, 1.5179273654473275, 1.5338038383597485, 1.5860400493046507, 1.5783296153593476, 1.5700888622276608, 1.4894244833478094, 1.4984522444141473, 1.4973120399671147, 1.4665585245568515, 1.4698186401675002, 1.4239522340089283, 1.4603821443434981, 1.4960278738701607, 1.4623961405154036, 1.4274716545594186, 1.4933778428893956, 1.512521447869703, 1.4154112929913083, 1.379179982470275, 1.378643756526577, 1.4327721074724518, 1.3885485405079112, 1.385744878125809, 1.444779972407133, 1.3778012072547599, 1.3800812460389078, 1.3741690053261895, 1.417589420772996, 1.375962845301193, 1.374715052924399, 1.3905934950803818, 1.340172805142563, 1.3544841721925909, 1.3483747830193966, 1.3552210644732061, 1.3862691434041223, 1.361377582655402, 1.3147151441555773, 1.3269716717095241, 1.290859969388282, 1.287160258471794, 1.296479420061872, 1.263935623835418, 1.3628683690264405, 1.3621315342319573, 1.3169539517559303, 1.2923607514181696, 1.2973531739970563, 1.1776230657020517, 1.300513436826345, 1.3006261209246062, 1.2525515433232677, 1.2524802950456897, 1.2962911175948628, 1.2600731670455676, 1.2554918551651133, 1.2815632283057763, 1.2412464328961919, 1.1600122803913413, 1.2102872063401338, 1.2375173461082232, 1.235982523298859, 1.2350297165420854, 1.2443776739891852, 1.2066737912688315, 1.208207982188801, 1.2244941726770684, 1.1834445102757611, 1.186819210863251, 1.1829864765221287, 1.2971712100631794, 1.199963628730444, 1.2018264816084467, 1.2127735555229224, 1.1247926826206798, 1.2274315534705273, 1.1521837494902376, 1.21821682368415, 1.1624758245851075, 1.1673307390767262, 1.1820166877092477, 1.1837170953709386, 1.156972403485081, 1.1860214797609936, 1.2066499782685014, 1.1903141302975409, 1.1664907068844372, 1.1310221591783647, 1.094962250945891, 1.1477603762912476, 1.166132668596867, 1.1522999484303134, 1.0857611307722232, 1.1088686260205982, 1.164526035187911, 1.14050807744465, 1.12904012787239, 1.1404906831946542, 1.1317217375199229, 1.1329120897422262, 1.0702673061665837, 1.0708426000634486, 1.1676735520706396, 1.1006062975534445, 1.0894061297206896, 1.1282013336359367, 1.0988606170435347, 1.1083680563082956, 1.086541655771327, 1.1221834021503254, 1.0579714047347664, 1.0696439290710875, 1.109622233195676, 1.0423801991941835, 1.1388322649725804, 1.0950576013721718, 1.0576500174635082, 1.0680780367823774, 1.0728454665995697, 1.0586387674815374, 0.9890833549151389, 1.0271923564352976, 1.1073555738506813, 1.0695395824659568, 0.9933348106261518, 1.0776344503380724, 1.0199799994570378, 1.0504984334612213, 1.038955260651485, 1.0057316833568466, 1.0834637663320894, 1.056452353051027, 1.0092746467686524, 1.0349734278393983, 1.036484593387754, 1.0200619742803914, 1.0501442165699977, 1.0099288486266342, 0.9792278694144587, 1.0229625283927442, 1.0308011240047634, 0.9833759005314793, 1.086145751299936, 1.0247103551279226, 1.0616145325210893, 0.9546923127229344, 1.012044219244683, 1.0008367937877702, 0.9627783497174581, 0.9764601561910939, 0.9192848297750343, 1.0056646048850904, 1.000306191751295, 0.981331527347638, 0.9722579194306182, 0.9448992502334368, 0.9955818337906335, 0.9775518300324879, 0.9720547815908273, 0.9822123888933693, 0.9754712179689655, 0.9584985831170902, 0.994077540841043, 0.9398973281285032, 0.8945829719161895, 0.9120923996429736, 0.9690397041675337, 0.9091648490925917, 0.983331830998548, 0.932157255845157, 0.9976328708138407, 0.9272452530439489, 0.9645776671932708, 1.0186563981025982, 0.9158930510540173, 0.9326397978721275, 0.9267260722536862, 0.9406505804813103, 0.913129808923353, 0.9335256494316885, 0.9200597941932714, 0.9501605503955332, 0.9889242325003164, 0.839822052420617, 0.9534408936525742, 0.9490721884195216, 0.8851836044323433, 0.8846059201086632, 0.9601205408172351, 0.8771573515836146, 0.971190440608949, 0.9784376973950095, 0.8959052662913555, 0.932908302654336, 0.949684480310746, 0.931704640245346, 0.8879581310792569, 0.9161377452406942, 0.9089564837937625]"
