,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(44, None), (88, 22)]",
module__conv_type,regular,
module__dropout,0.3532706793761795,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.7826482725970316, 2.69024888582542, 2.628022015209602, 2.6222178439873494, 2.542547675685846, 2.4517263038539703, 2.3756080029787126, 2.2467033849286207, 2.2288805602373185, 2.135160925990125, 2.0899533495048566, 1.9973271504073244, 1.8914896736714653, 1.9024580041797174, 1.8478162013037356, 1.8500924374556496, 1.7243515889309275, 1.6924781707440268, 1.7156014973028546, 1.7282558220199997, 1.6521781428011855, 1.5870949905042704, 1.5560309282846763, 1.5018682373052388, 1.5457228945858905, 1.4870824832218001, 1.4414034167695826, 1.3810862271771955, 1.4273094820838443, 1.4637914344754521, 1.4323998960686097, 1.4495726194455214, 1.398671029620088, 1.3874870637478396, 1.3418081360285912, 1.3421454899343221, 1.3078937444957923, 1.4298009158099547, 1.3186163795476704, 1.2978079518830845, 1.3313354674102253, 1.2526077590236775, 1.2388209000028856, 1.222808357148731, 1.2473426559986636, 1.2517704189627616, 1.2268057825018674, 1.2521557203836753, 1.1992142620803303, 1.1497285360316092, 1.2355792779683608, 1.212265764013191, 1.2293508822288586, 1.1706919148707895, 1.1448243790968304, 1.1219636773787482, 1.1219841260211776, 1.1837795291792221, 1.1836121856362374, 1.0916367585489055, 1.212526857680668, 1.0862393892569349, 1.0554718201789783, 1.0941222523678245, 1.1402001369435892, 1.0846158894844826, 1.0322689539205592, 1.0444140307935446, 1.0375692720358083, 1.0407651064483188, 1.039383940326915, 1.003898551009294, 1.0328556075261508, 1.0911626408095534, 1.028775993339818, 1.0409853584734232, 1.0055820768508839, 1.012063581589789, 1.0014001388885152, 1.0305184342957645, 1.041308264511858, 1.012395778832408, 1.0364448787619382, 1.0223086253526352, 1.0060240691796893, 0.9685781797921726, 1.0301404404732073, 0.9843626918131216, 0.9561024412713758, 1.0273249144728702, 0.9731190068528831, 0.9922479288885818, 0.9494844464897421, 0.9421641100808146, 0.9453361834864166, 0.9505349927095549, 0.9314226875645117, 0.8942242861942519, 0.9362856441380202, 0.8825723965273656, 0.9336332144764806, 0.9040946830674174, 0.8543189978783301, 0.9325977930214134, 0.8855004054503175, 0.9479526141245701, 0.8961028568661971, 0.9419584215720954, 0.9086571098063033, 0.8174593402700847, 0.8508583674770789, 0.9351740821707915, 0.8701857306594334, 0.8493505299435875, 0.8511334179338922, 0.8420126409429576, 0.8111388585126469, 0.8770930722269709, 0.8066944129664544, 0.8631513216362293, 0.832732929889407, 0.8408359223707563, 0.8346440625558239, 0.8305757130731277, 0.8304116853399773, 0.8083053270860904, 0.8918928599311667, 0.8103035977810105, 0.8699027886739815, 0.8524286255441419, 0.8397971596102264, 0.7941809460836569, 0.9065671919168535, 0.7953456787245352, 0.810551262889524, 0.8653322325046812, 0.8127787329098622, 0.7861268144811508, 0.7990518917467783, 0.8377720461530263, 0.8207778931812514, 0.8228171804277423, 0.8156581849491435, 0.7785194150974296, 0.8689744947962679, 0.8157446146700423, 0.8060451012126283, 0.7733405300188156, 0.7876069249445303, 0.7699828051418238, 0.750514891278537, 0.8014755108338101, 0.7924098812316425, 0.8074993170754758, 0.7847374196456807, 0.7732577189544722, 0.777992823335247, 0.7182434875381705, 0.8057767365249825, 0.7317211095078603, 0.7188711030864532, 0.7942648898659413, 0.790200964678689, 0.7500229632923369, 0.7663790183375107, 0.7469627135980565, 0.7176900091428517, 0.7410249854787926, 0.7595310723965338, 0.759900151994187, 0.7579107456526545, 0.7411189161973193, 0.6950345253553923, 0.6926832203690486, 0.7691934653100251, 0.7487066187151136, 0.7291837880147445, 0.7113369980069714, 0.740101134731131, 0.7319054876908172, 0.7093431928943348, 0.7358893217493804, 0.7289898625228676, 0.7307752145737811, 0.7459027987684128, 0.7231248585589819, 0.7870413019018596, 0.7318993349755201, 0.7256524631742797, 0.7603395034582399, 0.7139791336362762, 0.7145020900893533, 0.7368002131954553, 0.6824399463128952, 0.7412498849435118, 0.7004218339230973, 0.7289050526931337, 0.7044991306486846, 0.6933553531220423, 0.6859183340173696, 0.7269614644362977, 0.7401398517952259, 0.6727717174270939, 0.6886169070912693, 0.7282371458405474, 0.6902128010126897, 0.6903952330293454, 0.6689600381777695, 0.7032080731410282, 0.6767401189932704, 0.7062214946011817, 0.6579277979960102, 0.7016687513201683, 0.7249877029071653, 0.7016077413150111, 0.6921060781258379, 0.7099757356450737, 0.7509525440102138, 0.6857979073689852, 0.648733064044188, 0.5937507118103821, 0.6839228626161182, 0.6663132057254255, 0.7127299246760462, 0.6593443333298714, 0.6853549911107631, 0.6877400155012319, 0.6830957276972732, 0.7332212765322484, 0.649118306549528, 0.6979173601018211, 0.6461150429439453, 0.6413800196151513, 0.7305496971846086, 0.7201676191851812, 0.6889236544138664, 0.670371128414867, 0.6415652943943737, 0.684558468632156, 0.6873077065154537, 0.6651527058182424, 0.632833607624032, 0.6368983397134697, 0.6429081469601978, 0.6449482811898395, 0.6495663780927199, 0.6950737214387037, 0.6738070223717331, 0.6815133342853171, 0.7278401897017897, 0.6677319653231744, 0.6781756885938331, 0.6749405713324832, 0.6783177927279977, 0.663005894663706, 0.6313968623534333, 0.7041825889852006, 0.6526267994805338, 0.6422282867348952, 0.6516398538858674, 0.6524145073743685, 0.6408552873111644, 0.6567661455600937, 0.6894512844912578, 0.6244344990377482, 0.6737936880432343, 0.6454069888890364, 0.6457207151231049, 0.6460030101856974, 0.6224767747182607, 0.6454506216710703, 0.6104040963571655, 0.6173162080189626, 0.6422565462272292, 0.6000713737024738, 0.6548092024174729, 0.6593152237535671, 0.6603769770247399, 0.6755283207332927, 0.6249593225288024, 0.6147547712215798, 0.6518006777258047, 0.6765288286815488, 0.6055210194835773, 0.6450589409453331, 0.642955011255709, 0.6241246500915645, 0.6333760071064926, 0.6764738027415523, 0.6555068110454978, 0.6276267332263535, 0.6277077469063173, 0.6647467137761198, 0.6343732217832797, 0.6299017012004448, 0.635943186248658, 0.6110525132948263, 0.6836133748580036, 0.6660901542343846, 0.6351987933147849, 0.6662891773589544]"
