,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(66, None), (11, 11), (110, 11), (77, 11)]",
module__conv_type,regular,
module__dropout,0.3068782330191794,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.6887168444119967, 2.6677690249222974, 2.6545155965364895, 2.6495080140920786, 2.648927479523879, 2.649628103696383, 2.649858052913959, 2.640070603444026, 2.6404443924243632, 2.630180938427265, 2.607974554942204, 2.5920516380896936, 2.571523064833421, 2.513755992742685, 2.4710108280181884, 2.3983746895423304, 2.340917367201585, 2.1975516282595122, 2.1717628258925217, 2.104820864017193, 2.0674368931696967, 2.015502405166626, 1.9670897520505466, 1.921193872965299, 1.9069778534082267, 1.8630557683797984, 1.801864114174476, 1.7679262197934664, 1.7961203208336463, 1.7684053255961492, 1.6898767966490524, 1.7413650219257062, 1.6839187218592717, 1.625066351890564, 1.6520873693319467, 1.5789309593347403, 1.5827064239061797, 1.5628116185848528, 1.5617337923783523, 1.5804292972271259, 1.5780037219707783, 1.5148884791594286, 1.5017912828005278, 1.4749914719508244, 1.460003608923692, 1.4798786273369422, 1.4201851477989784, 1.441814428109389, 1.4543521514305702, 1.4117056131362915, 1.375199607702402, 1.4421075930962195, 1.3971698082410373, 1.3803096697880672, 1.3357131737929124, 1.2875729230734019, 1.3334831173603352, 1.346486260340764, 1.301186649615948, 1.3153698086738586, 1.2658020753126877, 1.267607228572552, 1.255665872647212, 1.271470752129188, 1.3232710874997653, 1.2703333753805894, 1.2406155054385846, 1.1741690773230333, 1.2588250765433677, 1.2493862812335674, 1.1833434361677904, 1.2010817142633292, 1.138842226908757, 1.1232167427356428, 1.1280542520376353, 1.1683254462022048, 1.134400569475614, 1.1023301005363464, 1.1451121366941013, 1.0996830848547128, 1.1143018364906312, 1.1054631920961233, 1.0732344664060152, 1.0551913463152371, 1.1153158793082605, 1.0844611846483672, 1.1315348148345947, 1.074975873873784, 1.0765644568663377, 1.0037673170749957, 1.0535745923335735, 1.0396417654477632, 1.0530329557565543, 1.082075001643254, 1.0311907483981206, 1.018175023335677, 0.9674203606752249, 0.9383106891925518, 0.9918786608255826, 1.0310761231642502, 1.0228556816394512, 0.9967880138984093, 0.9853835362654466, 0.9663568808482244, 0.9567216928188618, 0.9985799037493193, 0.9046399116516113, 0.9189651544277485, 0.9467874526977539, 0.8958677475269025, 0.9573416929978591, 0.9638808699754569, 0.9424697353289677, 0.930832597384086, 0.9827963957419762, 0.8755855028445904, 0.9289360706622783, 0.8233388515619131, 0.857676244699038, 0.8733257862237783, 0.874025605733578, 0.8536619919996995, 0.8672251756374653, 0.874899399280548, 0.8571251814181988, 0.8195139692379878, 0.8825638330899752, 0.826491052370805, 0.8511334676008958, 0.8823630076188308, 0.7886961533473088, 0.8727697922633244, 0.881633973121643, 0.8678766365234668, 0.8460024879528926, 0.8814717063537011, 0.837549429673415, 0.7910068933780376, 0.8506704944830674, 0.777170767233922, 0.7925307273864746, 0.7457337434475239, 0.8032408604255089, 0.8567039673145, 0.8022804031005273, 0.8011793980231652, 0.8455387280537532, 0.7445884016843942, 0.7870284786591163, 0.8511673835607675, 0.8095432189794687, 0.7740399323976956, 0.7397137751946082, 0.7833190771249624, 0.7424061316710252, 0.7467307264988239, 0.7305228224167457, 0.7555557003388038, 0.7137665876975426, 0.7411834698456984, 0.7723342923017649, 0.7419560432434082, 0.7242226618986863, 0.7220318445792565, 0.7532798015154325, 0.741061427960029, 0.7369058852012341, 0.7219187956589919, 0.711065044769874, 0.7494780146158658, 0.7476501157650581, 0.7437496194472679, 0.7481294118441069, 0.6944711355062632, 0.6786431257541363, 0.7166774502167335, 0.7183418351870317, 0.6992360720267663, 0.7189480423927307, 0.7145091877533839, 0.672576787838569, 0.6873003812936637, 0.7063145591662481, 0.6797584753770095, 0.6558889260658851, 0.6910053711671096, 0.6603965099041279, 0.709344955591055, 0.6248905787101159, 0.6675026634564767, 0.665754155929272, 0.6734702128630418, 0.6589967755170969, 0.6848882377147675, 0.7046999344458946, 0.6845920026302338, 0.6720685761708479, 0.6735092053046593, 0.6739423421713022, 0.6287475099930396, 0.6624999037155739, 0.6490737163103544, 0.6642789382200974, 0.6533604915325458, 0.6333143023344187, 0.6205784816008347, 0.5970447127635662, 0.6240606321738317, 0.666207963686723, 0.6492810680316045, 0.6307589668494005, 0.6417270669570336, 0.6479807927058293, 0.6503203181120065, 0.635613331427941, 0.6288147082695594, 0.6144494863656851, 0.6372679912126982, 0.5749271493691664, 0.6450878853981311, 0.5645106861224541, 0.5845395510013287, 0.6147629247261928, 0.5796536170519315, 0.6026598068384024, 0.6026479033323434, 0.6640780834051279, 0.5926096842839168, 0.6093289301945612, 0.5500254410963792, 0.6057667755163633, 0.6048858715937688, 0.6454502820968628, 0.6080906661657187, 0.6199645033249488, 0.6354207515716552, 0.5986302247414222, 0.5753428624226496, 0.556799511726086, 0.5793274118350102, 0.6029431517307575, 0.6206898643420293, 0.6604233200733478, 0.5875919254926535, 0.5683484820219187, 0.5500796703191904, 0.5833589049486013, 0.5980980918957637, 0.6005859622588524, 0.6300259516789363, 0.6557653431708996, 0.5975233116975197, 0.5947800572101887, 0.5749924742258512, 0.5790643673676711, 0.6201913356781006, 0.5676834005575914, 0.5689740556936997, 0.574117130958117, 0.5567973210261419, 0.5843704310747293, 0.5757509616705088, 0.5569487424997183, 0.5365979185471168, 0.5516533998342661, 0.587300246495467, 0.5590996146202087, 0.6150302753998683, 0.5651938915252686, 0.5928196609020233, 0.5970693267308749, 0.5696526371515714, 0.5618407616248497, 0.5331072990710919, 0.5418938279151917, 0.5967832143490132, 0.5588917383780846, 0.5472839882740608, 0.550202917594176, 0.5458968290915855, 0.5544876016103304, 0.5347337117561928, 0.5390365573076101, 0.5732673709209148, 0.5233060763432429, 0.5630336605585539, 0.597742458490225, 0.5462733828104459, 0.5339206878955548, 0.5338270737574651, 0.5367442584954776, 0.5435833875949566, 0.5825982524798466, 0.5724530898607694, 0.5474489881442144, 0.5422934821018806, 0.5289792143381559, 0.5419961516673748, 0.5408538286502544, 0.5140210225031926, 0.5385919965230501, 0.5139487555393806, 0.5384849924307603, 0.5386919700182401, 0.5213618040084839, 0.49278116684693557, 0.578214444563939, 0.5765642505425673, 0.5392413515311021, 0.5634566926039182, 0.5128025522598854, 0.5637325378564688, 0.5269061024372395, 0.5504571978862469, 0.5467011515910809, 0.5134344160556793, 0.5457126058064974, 0.5544682223063249, 0.5539276700753432, 0.5689706958257235, 0.5071082876278804, 0.5407395582932693, 0.4844193834524888, 0.523928427696228, 0.527019970692121, 0.520046526652116]"
