,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(9, None), (76, 1), (32, 1), (111, 1)]",
module__conv_type,regular,
module__dropout,0.4389570528812896,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.863906616207273, 2.719134453050685, 2.6767871700492076, 2.6740381916936604, 2.652661774046254, 2.6687736032561085, 2.6642244876747974, 2.6458189017949025, 2.6505754628396745, 2.6194911225270356, 2.6096617364746004, 2.600892877945181, 2.557023169098853, 2.5306170114980766, 2.4993283853979777, 2.5015305165026076, 2.4411998981472167, 2.4257167817078225, 2.3762518143447746, 2.361408671773934, 2.332806713184866, 2.3506566584969115, 2.2677754396205905, 2.2897119455676487, 2.2684813583275085, 2.1955283659221343, 2.224655594079112, 2.1175491000229525, 2.178042229268553, 2.099717430605783, 2.1185620199820954, 2.077859235886309, 1.9925232490132796, 2.032810698210563, 2.0140277077439426, 2.006945279443871, 1.9139344680778805, 1.9142790701845078, 1.9999237381186654, 1.9202766983012072, 1.9378013161944152, 1.9307191081051638, 1.8770053031694192, 1.8529905091101566, 1.8055390156197157, 1.7853933469706378, 1.8154678751251998, 1.808642880259284, 1.8197242617034546, 1.7886656036065474, 1.75211831403397, 1.7499569212439883, 1.7631385630993288, 1.7737780863224144, 1.7402030948717702, 1.7166848170081659, 1.7443198032040188, 1.702302562858369, 1.6549060711141508, 1.742691813468017, 1.666493674291085, 1.6516277232957963, 1.6759907469854805, 1.6685078446390993, 1.6810558375890843, 1.6220568416212524, 1.5907704548464727, 1.5917061428744328, 1.5673030199166333, 1.6342607886601135, 1.5391620199458171, 1.535766803909104, 1.5418733854802267, 1.5689404408137004, 1.549551901224138, 1.4867779377214503, 1.5553671670120341, 1.5230575324708058, 1.4626435310536, 1.5377443147094976, 1.525331767102369, 1.5017622150444963, 1.4240520646890462, 1.4909448423257363, 1.4760755917753428, 1.4637603582268603, 1.5222255990095257, 1.4833505281911918, 1.5001966791812555, 1.425630846009818, 1.4827164858150208, 1.4326065321820614, 1.4178375524471405, 1.4643102370123813, 1.4024407505187475, 1.4011567783516032, 1.4157941997566552, 1.3930477696353718, 1.4124724535158801, 1.3832712755194085, 1.411777757544797, 1.40840190660484, 1.3875817769313523, 1.3607909250557135, 1.371407616951509, 1.3715304844546616, 1.380311823372195, 1.3258417338619544, 1.4069456843432042, 1.3266463391375474, 1.3594098759888458, 1.3854027565114206, 1.3225023639419695, 1.2911163670414347, 1.3302535600781327, 1.3292873614574143, 1.3394834591034623, 1.2989395316350243, 1.2914441641881762, 1.3197120177299213, 1.3047202588501856, 1.263757387911552, 1.350074462198959, 1.3494885351426549, 1.3119684501294329, 1.3050032082254444, 1.2728724629116333, 1.2518959118126678, 1.2847752267070738, 1.3055166499644488, 1.2130820575410877, 1.3008577749204682, 1.2519947185067462, 1.2829427877145816, 1.149476350785218, 1.241146985609639, 1.2966888929993687, 1.184224362446641, 1.2757992357387782, 1.1653976612200998, 1.2073271336404323, 1.2279440804700457, 1.244585655837192, 1.2495644832894164, 1.2489057314384453, 1.203792802939383, 1.1376321925553534, 1.2212765958306884, 1.2293014830974978, 1.2170513259688898, 1.1935045859999203, 1.1743072187751675, 1.2155497643262807, 1.2731708873932919, 1.1753022347815785, 1.240091334273332, 1.195867902607327, 1.1417361070168466, 1.1782726880796361, 1.1386855442173542, 1.188933644239772, 1.2016502142410572, 1.1107192244470177, 1.2019664753410932, 1.232856763084844, 1.1380764637052956, 1.1059111397387773, 1.1920737622450683, 1.1491733055980473, 1.1558212022960015, 1.0937056802535263, 1.1673836280930856, 1.1679612828434716, 1.1415630668315833, 1.0999983936748632, 1.0939720401846367, 1.1113966503015054, 1.1206033590547633, 1.1821569724224945, 1.1273636909543494, 1.1574046199534744, 1.163334126431248, 1.0678532153339368, 1.109791651926398, 1.0803977499548685, 1.1027128383817866, 1.0861154144252296, 1.107100074046169, 1.1074774032825467, 1.1673650267488331, 1.065243024303865, 1.1290219717021177, 1.1091468753319995, 1.0823596036857877, 1.0456842686784142, 1.0581148431120184, 1.0884244565088856, 1.0833925838429235, 1.1023590129573797, 1.1292244585286415, 1.1127320838363897, 1.103094148819087, 1.0711370178647732, 1.0499162315520727, 1.0833160189856255, 1.1220649926279969, 1.0664763460928837, 1.0474963288943888, 1.0040978742951274, 1.0161473199109636, 1.0701026087421046, 1.0169427056477462, 1.0910087103573436, 1.0576407127261276, 1.0611718655434168, 1.1021566551883673, 1.0658301183744534, 1.1008234076724386, 1.0015699032060694, 1.069456919927533, 1.0455405555243222, 1.068178706794376, 1.0575847108128207, 1.1019017435288223, 0.9909049257650384, 1.0234400905403922, 0.9944585677984239, 0.9947357397601653, 1.0266347252097299, 1.0022678502927482, 1.062641602256456, 1.02214290131524, 0.9925170638719278, 0.9833284412635048, 1.0039593091844712, 1.008046127190164, 1.0379696350390812, 1.047250767606136, 0.9855002882272206, 0.9727079587184272, 1.0317476261246101, 1.030862464112347, 0.9889329146812101, 0.9849796537936134, 1.02597670198403, 1.0365596557327696, 1.0019444682412602, 1.0311711244464035, 1.0197247906903826, 1.038899384932834, 0.9301038498951768, 0.9720371224122134, 0.9843912171584615, 1.0266083283108318, 0.9447800380524023, 0.9508073557808809, 0.9836767438967335, 0.9801920142801305, 1.014148621405694, 0.9783152088766254, 1.0037489508803823, 1.0219501660605328, 0.9538130441270805, 1.0122694351373098, 0.9718678251810651, 0.9512281278711918, 0.9759826103617204, 1.0062718666825126, 0.9398995421461825, 0.9253039341724114, 0.9450229645118933, 0.9295378836385341, 0.9431004160075779, 0.9459068517520036, 0.9276082154996801, 1.0279204792751933, 0.9490593534381657, 0.9254226524250423, 0.9193535346348164, 0.9518727440884431, 0.943748911679879, 0.942738302674692, 0.9503929910467406, 0.9738028163983201, 0.9752332156490066, 1.0193810276293502, 0.9325600826431076, 0.9317002058830774, 0.9287085490771834, 0.9574928910084118, 0.9726358902900981, 0.9034437567539563, 0.9128274386829189, 0.9770724097773161, 0.9415905811143082, 0.901607458460915, 0.9546293794937024, 0.9949616808140083, 0.9329393786609917, 0.9173218114918865, 0.9872499787956333, 0.9921875579441888, 0.9217812819737408, 0.9187301286244828, 0.9251605982281175, 0.8749903157625373, 0.9323154368386832, 0.9108588267242989, 0.9829138569483725, 0.9325359301367823, 0.9773812639839253, 0.981173920070289, 0.9304806188707966, 0.8972860759090163, 0.9009421061255631, 0.976698637581238, 0.9249355300588177, 0.9294943415580406, 0.9254026335666777, 0.9852548034917151, 0.888013449714919, 0.9204665983559189, 0.9151267380123523, 0.9437590562644541, 0.9428010857185415, 0.9261423493095823, 0.9353976952239484, 0.9305470908180552, 0.9321983701099466, 0.9010481517779838, 0.9310356505666068, 0.9341040113359318, 0.9467848210696642, 0.869435962121379, 0.9087251105294791, 0.9407121495600507, 0.9303423394730868, 0.9334604204216334, 0.9667353260185029, 0.915404052887824, 0.9110955836449989, 0.896907172388577, 0.894583749496284, 0.8735971066037929, 0.930734976167065, 0.8892389470058262, 0.8708503252605655, 0.8940748290072028]"
