,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(107, None), (87, 1)]",
module__conv_type,regular,
module__dropout,0.38923952750463686,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.845992503775414, 2.644233831182108, 2.4751645291114976, 2.365384113548125, 2.1513058284975726, 2.0061669606182235, 1.9548397451267003, 1.8738170286191413, 1.8356252123139205, 1.7618688761787158, 1.648017881468554, 1.6871161830757353, 1.5357814249685473, 1.5473645822459063, 1.5361719732669314, 1.4861327158958149, 1.4990520136042584, 1.413497214931118, 1.3999180962098092, 1.4354292194392106, 1.4155341434891011, 1.4009892617591175, 1.3406086161546589, 1.3173035893957852, 1.2976610881565398, 1.2442555008429272, 1.2851970729406468, 1.2265161298193918, 1.243349589715201, 1.2359839489434798, 1.247944353178759, 1.2115233389948792, 1.248524938147304, 1.2433756245201764, 1.2258505917992533, 1.1746385199421305, 1.2238101222902165, 1.201483268673665, 1.0769787161511715, 1.1593438473947912, 1.0798112483235303, 1.126630651561488, 1.0983832563263767, 1.095913182647038, 1.1083564681003693, 1.0775485763059685, 1.1595567133882432, 1.063159035559919, 1.043676372678319, 1.0956225789131508, 1.098372208854536, 1.0523262010184076, 1.0857359753218438, 1.0307471993219155, 1.0471878362091314, 0.9821643397054571, 0.992790537024781, 1.0116185334642613, 0.9689657653214035, 0.9871719863183446, 0.9838894348552202, 1.0052829718612686, 1.0369212148741502, 0.9835199212134743, 0.9569300221320417, 0.9677568517775632, 0.9855430508381352, 1.0139461993942114, 0.9977599675556883, 0.9563079290270919, 0.9660828765141747, 0.9916372578609001, 0.9819088296519233, 0.9492147164660847, 0.9263029817659962, 1.0061596572456397, 0.9743504961675228, 0.9227850276844417, 0.9195639915356375, 0.9777713411708615, 0.885171592435965, 0.948279487067524, 0.9775818692275129, 0.8415574259075491, 0.8976828559560345, 0.878419898829703, 0.9437781394844899, 0.8782415765621248, 0.8921251900486942, 0.8984710934297266, 0.8645771369695893, 0.9212034225578382, 0.7989783221775242, 0.9346871231749697, 0.9112983317356861, 0.8430329171885217, 0.8442075362466598, 0.8652501706889223, 0.8428707908370194, 0.8062143569148355, 0.8774990700221085, 0.8737861332586474, 0.8524007548888525, 0.9002406462583258, 0.918953583288605, 0.8581567023031764, 0.8855566984752872, 0.8950307668114258, 0.8643874713827164, 0.8806410392354476, 0.8395162544836801, 0.8324555833103792, 0.8005543252118612, 0.8058392720996589, 0.8728444166302567, 0.8293977824686584, 0.8285811292105976, 0.8260588545162556, 0.7755875186663654, 0.8424307026620328, 0.873169895494133, 0.8229854870140266, 0.8577447182048867, 0.8388805233664975, 0.8466045418458988, 0.8301213866352004, 0.7782602247197851, 0.8457899816785147, 0.8069406388815954, 0.8200795298923562, 0.8118754765027767, 0.8113703860844934, 0.8125546166349442, 0.8563722562721209, 0.7804839383742765, 0.7976970414950456, 0.8616287013753805, 0.7980388894204791, 0.7592527818267558, 0.760023331836825, 0.7697193479446353, 0.7352213025322107, 0.7460447989554502, 0.7453303417257113, 0.7920242493022073, 0.8282440792586686, 0.7854603674409484, 0.7643018295625216, 0.7350873798275086, 0.8494705642563695, 0.7592171379056375, 0.8311952397756915, 0.7584874762524559, 0.7479867698136256, 0.8058634848118287, 0.7952804712007873, 0.7541293888339392, 0.8018607431369602, 0.7631467076932777, 0.7657064843017476, 0.8241769295833525, 0.7922651523815452, 0.750604882478485, 0.7762018339663715, 0.7515890309721317, 0.7654184581108899, 0.7418699020611106, 0.7267846575330703, 0.722472895119307, 0.7299149096241144, 0.7279472752160229, 0.7850605416023079, 0.7796004089338062, 0.7666945097311315, 0.7378089630638145, 0.7826028459640103, 0.7822658311965716, 0.7144421977451738, 0.8044728746675277, 0.7235883256772982, 0.7961675071235349, 0.7906553132046197, 0.7595381356568204]"
