,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(87, None), (48, 3), (54, 3)]",
module__conv_type,temporal,
module__dropout,0.5511624741503276,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.913187732586282, 2.841039223018639, 2.7675948418633785, 2.7342928416007743, 2.733589885322115, 2.7200746403034484, 2.6881748453959795, 2.67267124547205, 2.6739611997769748, 2.6836656081653514, 2.6821914196933165, 2.6702862020172824, 2.654093438719968, 2.6658712531330497, 2.6452480685504187, 2.656633177703975, 2.657835406375069, 2.6520661852952374, 2.642100149955823, 2.6550448717179784, 2.6417277047629533, 2.637342412577429, 2.6345161679622526, 2.6373904403693875, 2.6432734936877713, 2.632936598018874, 2.630760252131203, 2.6159124342233, 2.6093217412401026, 2.609907573358172, 2.5978918985135295, 2.579759953338976, 2.5849388408293383, 2.5743998567033595, 2.586105913096081, 2.5735410169369914, 2.548971046142725, 2.51679997131774, 2.5351027022896475, 2.546924255257167, 2.5379963954749134, 2.5311725598998613, 2.5360291812690927, 2.5271772424150294, 2.500679119473937, 2.4935022305431622, 2.5001540905248683, 2.501658361082132, 2.5171406512545254, 2.497259134961461, 2.4686645253315596, 2.4710508807775833, 2.400776817619456, 2.425974510997706, 2.3842072854381997, 2.4331917032341046, 2.3867131372867063, 2.335367222052778, 2.39863885712302, 2.3311818500474697, 2.351387046894816, 2.34882130236984, 2.330208634595191, 2.307075427906132, 2.3128365965018154, 2.3304568214453254, 2.3227944240864073, 2.304772495993759, 2.2842495740034217, 2.2846853181805913, 2.26503947268102, 2.2695675040945154, 2.3065511054845675, 2.2274740454319124, 2.291237421807526, 2.2500024806557364, 2.2232243380794636, 2.196946249761563, 2.281994137001405, 2.253487920026099, 2.25461707432146, 2.17029352339706, 2.162201558464065, 2.2165678140055927, 2.225408237104471, 2.227144497667434, 2.177256920434147, 2.202657145342156, 2.1063371232938675, 2.1600740727661663, 2.1088271917405614, 2.114013424268807, 2.0765464154282056, 2.1676519936908876, 2.121065270694005, 2.182824015847061, 2.1800334499520835, 2.1362374150454424, 2.071118811421771, 2.102819425062867, 2.0929109636758794, 2.077503071584683, 2.101631840070089, 2.0509832282057157, 2.1323707055494276, 2.084045862186851, 2.0460126843296265, 2.0288260506756735, 2.0287994525336117, 2.0436267035085574, 2.1146224071065354, 2.0614484619772733, 2.0012606467355423, 2.030577720934256, 1.9718068950667775, 2.019504794955024, 1.9697957897921288, 2.0540368122861565, 2.013456705677716, 1.984216391466027, 1.955828989631638, 2.002390338506313, 2.01357648804468, 1.9819561357902424, 2.049832898987052, 1.9716004571933048, 1.9865387859601735, 1.9366591975868093, 1.9226075036447632, 1.888598745728274, 1.9671179873865234, 1.9522292147711753, 1.9307758854074055, 1.975127362561823, 1.9884755634388713, 1.9828172912946787, 1.8830410113454095, 1.8688276815506304, 1.9210354650181383, 1.9176561111200292, 1.8985865706423575, 1.9032705774197, 1.8967176227900333, 1.9193924371447406, 1.8855759038631168, 1.827342395607906, 1.8902304987916598, 1.8685759179624288, 1.9198584871255364, 1.8400295745430655, 1.9098656646089058, 1.7785099062616425, 1.858273510988048, 1.8893404934907005, 1.8601572139185059, 1.833154590373324, 1.8692431309779025, 1.7786083660144107, 1.8564210209083924, 1.825349882848001, 1.8399797537882663, 1.8783076193061639, 1.8202776527588538, 1.7891090665019775, 1.803074397792706, 1.7964613915408507, 1.779419139860223, 1.825864582622212, 1.773767423767575, 1.6838228190335696, 1.7940631039110453, 1.7679682811560657, 1.8402543543391146, 1.7290623730088015, 1.8023597119171495, 1.8483754853522387, 1.7720320233949576, 1.759884792026527, 1.746658627697498, 1.7377004972542411, 1.8012954993514427, 1.8020579226903604, 1.6817228231356554, 1.7473062377903963, 1.7795132671936857, 1.7192243969279677, 1.7668307773869392, 1.7270009786407383, 1.7246849075218156, 1.7268217347260844, 1.6826344487294986, 1.740330364662788, 1.7412525438389568, 1.7370863555713425, 1.7135001953856335, 1.7625946826328431, 1.6925697287612798, 1.757241915875547, 1.6268796810525001, 1.7424384151120635, 1.7013487429977152, 1.7212826427007686, 1.7692528489926878, 1.6706578632770017, 1.7009279672810107, 1.6870512188284843, 1.6948772978920468, 1.731988870569277, 1.6358989874521892, 1.6428989167388004, 1.659038584356363, 1.7279076238588102, 1.6878580608349545, 1.6759323037888043, 1.6532749718553987, 1.6033924092217446, 1.6223855381526469, 1.6830743558144983, 1.6037671768137025, 1.6517266404881412, 1.6311262673725282, 1.6441812770215074, 1.5524219495023606, 1.6383636050600996, 1.575989927400284, 1.6259628506754176, 1.6653727279233106, 1.6321220965284373, 1.683347794132196, 1.5913949364182578, 1.6397348045154343, 1.6010153523299966, 1.6477045638483154, 1.5775645764576907, 1.6379729966437426, 1.6325393022829398, 1.5681786293698643, 1.5303294732161798, 1.5699589401770648, 1.600035595985736, 1.555986713582151, 1.502678225035842, 1.561741508959805, 1.5469598841345609, 1.5363881036725346, 1.6233134754360985, 1.608822354002495, 1.6048165839990898, 1.6083510544488426, 1.5162076174868324, 1.542774839667686, 1.5710583224691637, 1.596058696450985, 1.5647228719641477, 1.6285243319178822, 1.54949856883988, 1.6136425209872296, 1.5048370042058543, 1.5936179967284891, 1.559496667917983, 1.5403013851830956, 1.5120794414784866, 1.547668189441997, 1.5040588746410803, 1.505389233774762, 1.5405085164917227, 1.5661181521553524, 1.4886654316804773, 1.531008698347676, 1.5541634497614953, 1.535225421707065, 1.5460780204376043, 1.5180235850788035, 1.490987391370799, 1.5097485930014667, 1.4930485317013398, 1.5308273382958648, 1.5210303855998897, 1.4948783141340134, 1.52109198533501, 1.5340717989585304, 1.4924757549528442, 1.5246165200694677, 1.5469494148485923, 1.4677678712990012, 1.4602601583293409, 1.523149276974114, 1.4537262836173321, 1.491131168799134, 1.4949054628438343, 1.4841020160098066, 1.4802671386097668, 1.4142919255129864, 1.476090603940519, 1.479790817565771, 1.4284547294036043, 1.5175147039352814, 1.5094766256207446, 1.503461291564912, 1.4898434537453917, 1.4750465809265314, 1.5287639600922835, 1.4919752610671497, 1.4221753619309794, 1.4653176960458185, 1.4793724232785734, 1.4431114837613408, 1.4081857537488258, 1.46711434679454, 1.51841333008915, 1.4841143384374864, 1.4578709059138288, 1.4372890156358193, 1.455473556224551, 1.4506362337827223, 1.4796850405676516, 1.447399914264679, 1.3930133519145105, 1.4307621042163385, 1.474710471138559, 1.4335476203690605, 1.3975480495160715, 1.540764151281015, 1.4920472933377833, 1.4509616782440156, 1.459527744034122, 1.386978441809873, 1.4924487596761744, 1.4506142068230807, 1.426253951468679, 1.4539418967013644, 1.4512324160923158, 1.3921040184006297, 1.4439723174696024, 1.3760691126647022, 1.4088069223484783, 1.486489187315939, 1.4263081782585394, 1.4731771585339526, 1.3872109454031853, 1.3354533515683948, 1.404092748155943, 1.3704266998349817, 1.450740934107345, 1.422617047508328, 1.4135675099543754, 1.4420764533540877, 1.421959831076091, 1.4256057658866192, 1.4191716169805655, 1.3542334812914016, 1.401401242539143, 1.3886130109917452, 1.4715200143512732, 1.4873719940066108, 1.3868927374510867, 1.4133160084428584, 1.475972730989401, 1.3715932155620156, 1.3948354146843471, 1.4108736645968663, 1.3791099906197404, 1.4693254675708984, 1.371447384701988, 1.3798644411770595, 1.3654212645023545, 1.42656327419428, 1.3446993414377202, 1.361439644027078, 1.389147291293723, 1.4437547953142595, 1.2733140405202876, 1.370270088228876, 1.353492219553747, 1.4070857435981663, 1.3872735596805639, 1.3913038530331356, 1.3065542328334727, 1.3483312839717534, 1.330427956144704, 1.28971507094499, 1.3839975997432348, 1.385025125018434, 1.4343008018872183, 1.362039459693409, 1.3799294049569866, 1.3591629138112298, 1.305389189306711, 1.3907020728252757, 1.3551518613892484, 1.4134691965143575, 1.3606271433692447, 1.3023189248836569, 1.356801788241877, 1.3217319553298068, 1.370769589163205, 1.3807764508131612, 1.3138885966615181, 1.4698594367573028, 1.3585852738290394, 1.359649773737369, 1.3568356723914028, 1.38447974297812, 1.3027968758103476, 1.3326570646611253, 1.3318063512243516, 1.401666154291818, 1.3588869580873404, 1.3966297848376235, 1.371806623159346, 1.3747659286552312, 1.3434208314542826, 1.3530886175545194, 1.3036799375721484, 1.3361214289086403, 1.3562513332605821, 1.3975381279267327, 1.370397118704397, 1.3314054317786743, 1.3313677336209542, 1.3670844044069794, 1.3632146652953014, 1.2760881376174604, 1.2655388697953123, 1.3475608621259185, 1.331805336911784, 1.3226836122759045, 1.3810775415516083, 1.3339407051229752, 1.3643405788895713, 1.339138701471979, 1.3531995956608325, 1.3129817029184918, 1.3368218920134396, 1.237547239356877, 1.3417286729307303, 1.3727419054806806, 1.3291887141376562, 1.3051915068846907, 1.2939325269017377, 1.3593061997022242, 1.3331352375835352, 1.3919250827304201, 1.2857325083947595, 1.3079501431801415, 1.2714733753590226, 1.3194944380795106, 1.3228100533659977, 1.3217629835095708, 1.257971592491532, 1.3095799638586467, 1.3256975046012673, 1.3472197478446888, 1.350818321194952, 1.3500506574707913, 1.3685129871717538, 1.3024069362522779, 1.3331023654496739, 1.2975219373298748, 1.3018938718733302, 1.3481293094410831, 1.2566648018842488, 1.3580193547155126, 1.3748938754803872, 1.3086508105945036, 1.3828120367145722, 1.3185119991816996, 1.2844923615225936, 1.2634290003133417, 1.3241081380200983, 1.3229849207607998, 1.3084081928164972, 1.3389038357431489, 1.262724483633317, 1.3065045020024442, 1.31986908715125, 1.2712776822850884, 1.2820329395103087, 1.3122466444280105, 1.2831773636198687, 1.30476535239431, 1.3189924640692268, 1.339994051897457, 1.3064799113540062, 1.3126837662878754, 1.2462460546824283, 1.2595426147383761, 1.340442123555494, 1.2830838410610867, 1.3093465289858266, 1.3255930918489578, 1.2451093529919899, 1.3247828256188101, 1.284718661179662, 1.3147675377785126, 1.2457269770102235, 1.3283857460885609, 1.3418463957792073, 1.3381784807510229, 1.2457943164773988, 1.3202429162284541, 1.3164661215449573, 1.3450679737708473, 1.2776830008034532, 1.2474865318493118, 1.261400167422947, 1.2418506561216822, 1.3025580550434501, 1.291225070668553, 1.3141780648387695, 1.2503665864812157, 1.2786922870573512, 1.3436636688162595, 1.2471113439240207, 1.2326861091661545, 1.291978237027148, 1.2682593523422419, 1.268863603788534, 1.2318431528317446, 1.300574365838185, 1.2820121950267138, 1.2631383812726118, 1.3139746292478087, 1.2435972697472986, 1.251135756514665, 1.310226802651363, 1.2502191360745587, 1.2507570496184288, 1.2510684106161598, 1.2946387288198307, 1.2689966712154175, 1.2297368019761836, 1.2518011276432544, 1.2496681809425354, 1.1951169516309836, 1.2758323346948348, 1.2276277647771816, 1.3102971756389374, 1.2554158117040732, 1.217427548186168, 1.295991644119711, 1.3062852924269748, 1.3058115186489156, 1.2736605119843014, 1.2583007996252278, 1.2494939648347094, 1.332719068306719, 1.2719635396104787, 1.3007784845282346, 1.3248899458460726, 1.271829741194069, 1.251507549157262, 1.242484080538814, 1.3031621764850065, 1.2870681278967444, 1.212520452363413, 1.2040934073442668, 1.282039314795551, 1.2775300957104605, 1.2886049552230248, 1.288929134205357, 1.2343711183479986, 1.2246229990828703, 1.249677215467758, 1.2595921666406253, 1.2566003595014068, 1.2568042703216935, 1.161094740636087, 1.218992354093489, 1.2137318740460685, 1.2966017307343969, 1.2578003689043784, 1.2779441281779882, 1.2964945224208868, 1.247073462243714, 1.2050592538708667, 1.2924425335518428, 1.2785859948637857, 1.285234005005603, 1.2250028308875758, 1.2429081434689047, 1.2441391568193088, 1.238717162999574, 1.281529913173705, 1.2899136325068097]"
