,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(66, None), (66, 66), (132, 66), (132, 66)]",
module__conv_type,temporal,
module__dropout,0.5141897873569784,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[3.0695152576153095, 2.8543991308945875, 2.7404964190263015, 2.691163840660682, 2.6683547790233906, 2.665621541096614, 2.6492124520815334, 2.6567104999835673, 2.651608679844783, 2.6403943171867956, 2.635572308760423, 2.607575376217182, 2.601260970189021, 2.5467290291419395, 2.5275334908412055, 2.499323613827045, 2.465707041667058, 2.4181960912851186, 2.43538141984206, 2.3778595777658316, 2.4163925024179314, 2.338943675848154, 2.3583904156318076, 2.343623454754169, 2.3310235206897443, 2.3124810695648192, 2.269190659889808, 2.280549064049354, 2.235042120860173, 2.2630385820682233, 2.2232559974376973, 2.198281871355497, 2.2358791021200326, 2.2168586254119873, 2.2203239771036003, 2.2011705251840445, 2.154304962891799, 2.141420397391686, 2.1555007567772497, 2.11253415621244, 2.245362318479098, 2.139524065531217, 2.056337936107929, 2.103717693915734, 2.1055500122217032, 2.119293528336745, 2.070112872123718, 2.053133245614859, 2.046990145169772, 2.084011224599985, 2.0445942878723145, 1.9810560611578134, 2.057576401417072, 2.0318459565822895, 2.035332573377169, 2.0188878829662618, 2.0301702591089104, 1.9665369290571946, 1.9880341126368597, 2.0259877259914694, 2.002804418710562, 1.9823047362841093, 1.9392176609772902, 1.9674235178874089, 1.9541237354278564, 1.987553075643686, 1.9254713351909931, 1.9359611657949594, 1.8935622930526734, 1.8941780823927659, 1.9007065993088943, 1.8554397693047158, 1.8505688007061298, 1.885891111080463, 1.9092317214378944, 1.916665821809035, 1.870359127338116, 1.84746444775508, 1.9197421073913574, 1.8170448358242328, 1.8043540752851046, 1.7911286464104286, 1.8424366070674016, 1.850817032960745, 1.8674058840825007, 1.7827834202693058, 1.7914082893958458, 1.7904654594568106, 1.848483001268827, 1.819932534144475, 1.7822872253564688, 1.7995880933908315, 1.7947136860627395, 1.7416501136926503, 1.7310142480410062, 1.7599997373727652, 1.7804400077232947, 1.756164917579064, 1.6893813463357779, 1.7863336104613083, 1.6585208654403687, 1.6098957263506375, 1.7314105584071233, 1.7417405568636382, 1.6683834369365986, 1.7392065011537992, 1.7286287124340352, 1.6741251395298884, 1.6909608602523805, 1.7065023385561429, 1.658192383326017, 1.6314821316645696, 1.650600581902724, 1.6799176582923303, 1.6633770300791815, 1.6304631526653584, 1.6036915228917048, 1.688950147995582, 1.6592113953370315, 1.6903527993422287, 1.6100824612837572, 1.6663121865345882, 1.6556425388042744, 1.583913990167471, 1.634943778698261, 1.5984472935016338, 1.6225770180041974, 1.600677358187162, 1.608905474956219, 1.6758050423402053, 1.5781322204149686, 1.5575296310278086, 1.591771725507883, 1.5839116793412429, 1.6221104236749502, 1.564885821709266, 1.5682323400790874, 1.5489906861231877, 1.5835300097098717, 1.5687357425689696, 1.5383104067582352, 1.5582368538929865, 1.5285071721443764, 1.4704749529178327, 1.5487354773741502, 1.5635195365318886, 1.5677412509918214, 1.5309581371454093, 1.4850683157260602, 1.4654595118302565, 1.4638425313509427, 1.5298047313323389, 1.4933751803178055, 1.4993837888424213, 1.513258346227499, 1.5051255794671865, 1.5422099186823919, 1.4613372252537653, 1.4751871310747586, 1.4978101877065806, 1.5099581791804386, 1.4679429512757523, 1.4028122113301205, 1.5023966825925388, 1.5111763972502488, 1.4189966972057635, 1.4186811373783992, 1.4251106317226703, 1.4593499385393582, 1.4285420784583458, 1.4748695061757013, 1.4666868906754713, 1.486498737335205, 1.3887591912196233, 1.4349950331908006, 1.39194942345986, 1.3512300106195303, 1.5047985296982986, 1.398509353857774, 1.4256281816042387, 1.3920698110873884, 1.4550914709384626, 1.3530452251434326, 1.3659862389931312, 1.4056418363864605, 1.3843834033379188, 1.3544602962640615, 1.4132339101571303, 1.3989430665969849, 1.4036228216611422, 1.4690512638825637, 1.4060180187225342, 1.4739697786477897, 1.4039831986794105, 1.3377905185406025, 1.4342817636636587, 1.368286365729112, 1.3503213634857765, 1.3804551968207726, 1.327120227080125, 1.4014424177316518, 1.423501913364117, 1.407634293116056, 1.3528648101366483, 1.3593763754918025, 1.3399168454683743, 1.3337765528605534, 1.2902288840367244, 1.3590117142750666, 1.3486895075211158, 1.379399114388686, 1.2855774842775785, 1.3373421870745146, 1.3053861526342538, 1.3461692736699031, 1.3789328813552857, 1.3491919847635123, 1.3214509936479422, 1.3593753062761746, 1.3603113174438477, 1.3032088619012099, 1.3515553107628455, 1.3568342153842632, 1.326688971886268, 1.287719513819768, 1.2702826417409456, 1.3062859461857723, 1.296576971274156, 1.3491213395045354, 1.2766746410956749, 1.2553177173321064, 1.2342237619253305, 1.2683876477755034, 1.3404633595393254, 1.305051040649414, 1.2914600353974564, 1.3377650040846605, 1.2998792996773354, 1.2777975962712214, 1.3004635095596313, 1.252745426618136, 1.2002884699748113, 1.2908383516164927, 1.2896772366303664, 1.3182142624488244, 1.2863630551558274, 1.2865837427286002, 1.2652335845507108, 1.2276718598145706, 1.2592973910845242, 1.2581391848050631, 1.2867751580018263, 1.3114425622499906, 1.2616749891868004, 1.2529056173104507, 1.2230569729438194, 1.274332620547368, 1.2779923530725332, 1.2051393105433537, 1.2888220621989324, 1.218403643828172, 1.1920030117034912, 1.1885981761492215, 1.1878177037605873, 1.2737825732964736, 1.2125713641826923, 1.2946878946744478, 1.2633739398075985, 1.196155913059528, 1.2347156653037439, 1.3155566417253934, 1.2084635459459745, 1.1792053846212533, 1.273898069675152, 1.2204418127353376, 1.251325878730187, 1.1685905291483953, 1.2791235703688402, 1.2225192253406232, 1.2045578204668486, 1.2010902808262751, 1.1889287875248835, 1.2273509208972637, 1.174570724597344, 1.2364818912286024, 1.2326035022735595, 1.1468550058511586, 1.2346599652216985, 1.1428498029708862, 1.1785112032523521, 1.142396879196167, 1.1894290685653686, 1.2163307758478017, 1.1923587597333467, 1.2483705401420593, 1.2295311781076284, 1.2664444043086125, 1.2455794737889216, 1.1575020386622503, 1.1774619542635405, 1.2074032526749832, 1.220827106329111, 1.2114150487459623, 1.225521837748014, 1.1885474415925832, 1.1916943825208224, 1.1768318084570077, 1.1899190169114333, 1.1801677153660701, 1.1539018704341009, 1.2272100521967961, 1.2002070647019607, 1.157551275766813, 1.1727046508055468, 1.220377437884991, 1.1869025936493507, 1.255647589610173, 1.221872867987706, 1.1767862980182355, 1.2472355127334596, 1.1252567621377798, 1.206532621383667, 1.2046472531098587, 1.2325339225622325, 1.1390420180100662, 1.2012479341947115, 1.1248789860652044, 1.196738756619967, 1.1780589232077965, 1.1793847643412076, 1.1753600652401264, 1.1533534123347355, 1.1946432297046368, 1.1437262315016525, 1.1266249583317682, 1.1899329625643216, 1.1601740727057823, 1.1901360218341535, 1.2242246077610897, 1.149615691258357, 1.1142203899530263, 1.143821067076463, 1.1045986523995033, 1.1067343372565048, 1.1012747801267184, 1.2233291497597327, 1.1987329281293428, 1.1515834991748517, 1.1628455895643968, 1.2198712321428151, 1.1596374144920936, 1.1307184347739587, 1.1679637377078718, 1.1139570740553049, 1.1294247242120596, 1.156218904715318, 1.2561352849006653, 1.1043851944116445, 1.1405477303725022, 1.1856457930344801, 1.153901958465576, 1.162114539513221, 1.1403041179363544, 1.1154696794656607, 1.1049968242645263, 1.1345396830485417, 1.1428222032693716, 1.1368883004555335, 1.1506238093742958, 1.117725739112267, 1.1351513092334453, 1.1505569568047156, 1.116448174073146, 1.186023765343886, 1.1165752126620365, 1.136693631685697, 1.1499289677693294, 1.1850752628766574, 1.1403001088362474, 1.118363041144151, 1.1705582563693706, 1.162342227422274, 1.13150267967811, 1.1666895682995135, 1.1285035316760723, 1.124583281003512, 1.164039995120122, 1.154602965941796, 1.096980943129613, 1.120128621504857, 1.1482190627318163, 1.159897835438068, 1.1462144008049597, 1.1576358465047982, 1.121775302520165, 1.1305665676410381, 1.0931075187829824, 1.146979049535898, 1.1730558395385742, 1.1247926391088046, 1.1276166457396286, 1.1622294646043043, 1.1091271189542917, 1.1660234671372633, 1.1756063497983493, 1.1413356120769793, 1.076065677862901, 1.1126238740407504, 1.1356540349813609, 1.1813419186151946, 1.0892700653809768, 1.1586911898392898, 1.0915581519787128, 1.1149546843308669, 1.1779432920309214, 1.1241768836975097, 1.134632183955266, 1.1263631343841554, 1.1445258241433365, 1.1097808874570407, 1.1392419081467848, 1.1301109524873587, 1.116233030649332, 1.1284660706153282, 1.1189991822609535, 1.136324222271259, 1.173165563436655, 1.1105060724111704, 1.1525580736306997, 1.1356804205821112, 1.1305899931834293, 1.06358228463393, 1.1326257705688476, 1.1152090549468994, 1.1277415798260615, 1.0330257984308095, 1.1159520772787241, 1.0524947845018826, 1.1431255450615516, 1.1168136559999906, 1.0733374265524058, 1.1382892837891212, 1.124780931839576, 1.064386951006376, 1.1244841300524198, 1.0434457833950337, 1.150410765867967, 1.1227033358353835, 1.1227011387164776, 1.1054083585739136, 1.0873555660247802, 1.12146284030034, 1.1304353347191445, 1.1364251512747545, 1.1448111965106085, 1.089764978335454, 1.1241621549312886, 1.199971407193404, 1.141910798733051, 1.0578377063457782, 1.1492121843191294, 1.117336500608004, 1.147173285484314, 1.1572175961274367, 1.1119967955809373, 1.0935088029274573, 1.097732974932744, 1.1460045209297767, 1.1147646014507, 1.0996274838080773, 1.1797669924222507, 1.1006113144067617, 1.112380485351269, 1.0981453198653002, 1.1483613105920645, 1.1039011753522432, 1.1128201576379628, 1.1036120634812576, 1.0822878250708947, 1.1196150678854722, 1.0891164477054889, 1.1356326066530669, 1.0497326942590566, 1.0748276004424462, 1.0714000325936537, 1.1163207255876981, 1.0622388729682335, 1.1066854605307945, 1.1112333297729493, 1.075515050154466, 1.1126686206230751, 1.0703476337286142, 1.0594008904237013, 1.0985741505256066, 1.0959458250265854, 1.1541240582099328, 1.1371529725881724, 1.0849406737547653, 1.0937042080439054, 1.0819046332285955, 1.1545012107262245, 1.054800923054035, 1.0750808569101187, 1.0322826678936299, 1.153797802558312, 1.1633330968710092, 1.0836710673112135, 1.0995067238807679, 1.1264230819848868, 1.092194861632127, 1.072957799067864, 1.1536836202328022, 1.101542321535257, 1.1109203063524686, 1.0894896140465369, 1.0764265353863056, 1.0341232483203595, 1.013791038439824, 1.0944642397073598, 1.0723753177202664, 1.045124077796936, 1.1011531160427974, 1.0826458600851205, 1.1381572558329656, 1.1189869788976816, 1.12324329156142, 1.0863542877710783, 1.0365502953529357, 1.0860713381033678, 1.0140082597732545, 1.076676086279062, 1.050828869526203, 1.0356816025880666, 1.1268677674807035, 1.1289048231565035, 1.0728799746586726, 1.1017740671451275, 1.11136490381681, 1.1134921257312482, 1.1082300332876351, 1.1301827925902146, 1.0745660635141225, 1.128632222689115, 1.129178524017334, 1.058659786444444, 1.0329109760431143, 1.0820883576686566, 1.0961352366667527, 1.0392497722919172, 1.0670579543480507, 1.0557022782472463, 1.0771279555100661, 1.0779456065251276, 1.0721851055438703, 1.1291852510892428, 1.0489357012968796, 1.0437051919790414, 1.0346864425219022, 1.0646279582610496, 1.1257774646465595, 1.1455790831492498, 1.064658534526825, 1.0675230567271894, 1.0829907508996817, 1.048981969173138, 1.134036190693195, 1.11332560135768, 1.1209182372459998, 1.0715383749741774, 1.0772346826700063, 1.0346851935753456, 1.0904524381344134, 1.0785982828873855, 1.0581680041093093, 1.1048684193537786, 1.0548253756303054, 1.1456068093960101, 1.1017134079566369, 1.1443357770259563, 1.0409938289568974, 1.0942434274233304, 1.0308842035440298, 1.0463534887020405, 1.0515323327137873, 1.100003192974971, 1.0846254715552697]"
