,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(27, None), (63, 3), (60, 3), (15, 3), (15, 3)]",
module__conv_type,regular,
module__dropout,0.5035698400224038,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
train_loss,,"[2.7839067092520655, 2.690970335392594, 2.673555671824196, 2.6778499464538514, 2.667938457518414, 2.6701691904049616, 2.6624459728799574, 2.6586189490522263, 2.663996919731184, 2.663454130205805, 2.6633327549362917, 2.6556112371198473, 2.6649892215324504, 2.662884953853482, 2.6587502960984186, 2.6597724590228013, 2.6624751619291214, 2.6536328190783314, 2.6524027716906775, 2.654695956463529, 2.648495658973738, 2.6555105578692664, 2.6465424765511516, 2.6480606194865497, 2.637666975142639, 2.6275920463664915, 2.6373462552969165, 2.632273452589737, 2.628550747685809, 2.6239515761189836, 2.6153710246775193, 2.6183427478077324, 2.584822035938329, 2.5824753636339954, 2.5665363015926412, 2.564854070170996, 2.5027059585372835, 2.5139834798140335, 2.4864323428600508, 2.4819560363343225, 2.4711648411833482, 2.4530600320856464, 2.4502717153185363, 2.442603086919913, 2.412962188610452, 2.4388558400619007, 2.3763537106027033, 2.4184551914303287, 2.3893761152476936, 2.3294948980298344, 2.360641557357215, 2.360948403676351, 2.307672917268639, 2.3303376031978513, 2.2903203684011175, 2.355762887322604, 2.323402352415757, 2.3329182805812887, 2.2767215767347744, 2.271551035732203, 2.2768003150447487, 2.293063508752224, 2.284441726974899, 2.274969802885846, 2.245678131980014, 2.2391035618809605, 2.243665148297716, 2.2675658503479124, 2.236824409121034, 2.2533243529369376, 2.257319780213755, 2.175880086674626, 2.2345764150049874, 2.1990985608514335, 2.2173289467144564, 2.1911425921269236, 2.191481230805605, 2.221405063750427, 2.1432574022712045, 2.1483370157565225, 2.1807428839578793, 2.1058025330247676, 2.1429596535272912, 2.09541242935754, 2.1071855822050503, 2.073492255054687, 2.1049763513208584, 2.072254091328968, 2.0988153846277666, 2.1200896519916363, 2.0722514703324304, 2.06030807237864, 2.0539982034062145, 2.0909727432824283, 2.0945091162573166, 2.1182361907811984, 2.0543126834839986, 2.0737676055445147, 2.0311575041570644, 2.007948349436354, 2.0288116403627487, 2.0623510221525425, 2.0530325273098513, 2.0261432816757172, 1.9681457607272963, 2.0216741679031727, 2.0115942203929658, 2.0259491731206345, 2.001204011068179, 2.0207423888189946, 1.9924898538056597, 1.978553011697611, 1.9579309950903891, 1.984582427838864, 1.959167892762921, 1.9681168055029044, 2.0138475938569145, 2.0026610623435017, 1.9763497013117766, 1.9580650040180008, 1.954309128612452, 2.006975392845095, 1.9802579516849996, 1.9236958787161031, 1.985578655277833, 1.9313192868278666, 1.9414104988120195, 2.007787659907846, 1.9417417717806866, 1.9045845977603126, 1.9114101534863657, 1.931609519184899, 1.9057760718700283, 1.9045080332397726, 1.938691046655982, 1.9295966781403058, 1.9477429385359806, 1.9084657343366471, 1.8228739879034848, 1.90224578040643, 1.882652525267849, 1.8544700173284276, 1.8716040300725743, 1.8661985032131216, 1.9309167687373814, 1.9038008207990025, 1.871763699316565, 1.8297156878748841, 1.8799376641624466, 1.8413249752654735, 1.8790201474706103, 1.915879516013555, 1.8300437224393635, 1.8949426626194419, 1.8629482286284196, 1.867897668785213, 1.8047783218596942, 1.82266789410615, 1.8282369122569502, 1.8818480950100114, 1.8559543893516408, 1.8263739617344041, 1.8000025512625486, 1.8442980537984184, 1.8302481916368811, 1.8461571291002925, 1.7877288340144075, 1.8945633090300367, 1.767632423338403, 1.8140404353022346, 1.8456734927633134, 1.7565084884162123, 1.761407245560648, 1.767149631457981, 1.7737596227943553, 1.8243437311782542, 1.8023977980218642, 1.7204468500637136, 1.7229484560861752, 1.7480226994020172, 1.7224795361245069, 1.7120693122720443, 1.765430427700109, 1.7296328078345298, 1.7356572670284265, 1.7922107479705516, 1.7885658525088388, 1.716726341688564, 1.695381111951692, 1.7238574756133533, 1.7308457207817562, 1.749745157412711, 1.7201008362577141, 1.7646997664016106, 1.7539570496950536, 1.7261296620947777, 1.6936820635216774, 1.657242602465929, 1.7174172190113104, 1.7083157514561118, 1.723553163467804, 1.6947512955105144, 1.6874356522495806, 1.7001089542127987, 1.682915550665589, 1.7005628294568071, 1.693375861713652, 1.6109513924071326, 1.6539149385426546, 1.7164754578143875, 1.701560803001786, 1.6487166011034868, 1.6909023939070216, 1.6550989054531031, 1.6447965924220738, 1.6222578206733014, 1.6401038330644082, 1.712451934125382, 1.6800294636761293, 1.6520450650382363, 1.6390857466842856, 1.6562133453255214, 1.614128507400983, 1.6797924802023092, 1.6386820911672073, 1.6068988919028426, 1.6545918330062102, 1.6126421648642921, 1.6145863335486321, 1.621368509726258, 1.6597590423503132, 1.584258300146386, 1.652731248638763, 1.6235523543146535, 1.6298031342971302, 1.541272673073991, 1.6462691503223426, 1.6341885808345669, 1.5907997784127619, 1.555795007588087, 1.6044332402289947, 1.6332150913617056, 1.6301776338404543, 1.57638882097711, 1.5814878848706138, 1.5574660581430717, 1.563976088700267, 1.6199477201252315, 1.5333402159126737, 1.602626366652046, 1.5575034811317576, 1.5384238389875158, 1.6225822247521726, 1.6028980317602728, 1.595638099548215, 1.5172399454723204, 1.523996327194405, 1.5448765389492056, 1.576038279515011, 1.4943627945949576, 1.5602183304081074, 1.5181370413142592, 1.5009502374597596, 1.5450401180971105, 1.5195543949774006, 1.5134868546028357, 1.4862237341831186, 1.559975419889755, 1.527159877595185, 1.4911593696055845, 1.5013012435854285, 1.5511265482057266, 1.491017543856119, 1.5458426884373717, 1.4993348204331591, 1.5486922473117335, 1.5074216595963936, 1.4732326583825555, 1.5466315404068758, 1.5609142373752043, 1.4610914239993673, 1.501801844966205, 1.5002791050082227, 1.4961781127374756, 1.4921595928526568, 1.5111136280272968, 1.4600097733425956, 1.5354553771156796, 1.5076670289498992, 1.4944883874386032, 1.4916861105516466, 1.5175804030688511, 1.5263117289956594, 1.4838415584123203, 1.4875903930048493, 1.4987698561424005, 1.4767956600483212, 1.4909989209074046, 1.4094461868723462, 1.5138161166325241, 1.470685091321868, 1.4808720608667143, 1.4556051163085393, 1.4550771642052829, 1.3978771099924812, 1.4769104549191132, 1.4931480932786974, 1.4322571297371778, 1.527246164908069, 1.4254306897032927, 1.4512004003589094, 1.452283072793185, 1.4723140329754192, 1.4311673083057292, 1.392827932315525, 1.463978982844564, 1.4389823119305003, 1.4313757791684543, 1.4221286975809144, 1.3733597334639416, 1.4012440714073549, 1.4453136509783235, 1.414789732481014, 1.4314522596223276, 1.398829153507431, 1.3700829569774327, 1.4305625269638091, 1.4586173190317173, 1.4287718777941372, 1.4325348099761845, 1.4229014894865841, 1.3918858130313527, 1.4044743307753105, 1.4329430960506373, 1.3879668657490283, 1.3944552211173467, 1.3720792394152956, 1.3888661767246635, 1.370417494649832, 1.3918068016195573, 1.3770793497217872, 1.3692971453041929, 1.3738464810715016, 1.3303489434696116, 1.355234629386652, 1.2889534462394052, 1.4071146186606274, 1.3816091143786333, 1.3987812999356, 1.3713274045716362, 1.3979047458755258, 1.3770260679928554, 1.3480168623501625, 1.3823242646880691, 1.4259394990685819, 1.3833400387754788, 1.3401616876065616, 1.404582731066871, 1.3523928797543623, 1.3881135232646111, 1.3066971949759247, 1.3489197868143203, 1.3838972184010323, 1.331389351846625, 1.3729844538922025, 1.3570469645406469, 1.3599876047099486, 1.3169839124918443, 1.3859465423117254, 1.334764370109764, 1.325206602010194, 1.2932746504542916, 1.3998895304740508, 1.3541962080608214, 1.3496118843670295, 1.3677094940505277, 1.3961548835096562, 1.381967640795919, 1.338027248033439, 1.3399173200474999, 1.350759361520668, 1.3275902445835415, 1.2864586096508195, 1.3123600358907888, 1.3524314564776558, 1.2972218000360536, 1.330867285673329, 1.3727149966824261, 1.3568286675249221, 1.325694990755276, 1.2927179977383916, 1.2464926908930372, 1.3686638287266784, 1.326464975959763, 1.3207739106951881, 1.3251121866450375, 1.304594793990398, 1.353189132346813, 1.279055485720809, 1.2984106669306525, 1.303520252594369, 1.3477001201670065, 1.3143449477377656, 1.2978337888313396, 1.2871722796059757, 1.2751693583177923, 1.2924584559163146, 1.3522470583116388, 1.3045822423317528, 1.3034970467490268, 1.2908544501357915, 1.3617157920017868, 1.2938868661836394, 1.2712667388034005, 1.3172940340804686, 1.315465185224206, 1.2555024093286151, 1.2991816898761228, 1.3343408851954288, 1.2483926648579122, 1.31858271463758, 1.291251852333201, 1.339513194813664, 1.2435988895236183, 1.2588282106928743, 1.2584200516371828, 1.2228413568755794, 1.2445673770298158, 1.3028763760031992, 1.3061460385203132, 1.250595798267335, 1.300632888641431, 1.2518034034152021, 1.2898078297833717, 1.3016034772400682, 1.3093350117376545, 1.2701268588876449, 1.237815308662738, 1.23071777372691, 1.2950646914039274, 1.2231040000915527, 1.2753888412247734, 1.239943113170837, 1.2751565608904771, 1.2825585148927103, 1.2322441408399902, 1.239412550981334, 1.3317348137067233, 1.2658889773723476, 1.2184313184264077, 1.2753318348371914, 1.2643370351580068, 1.2742259432355334, 1.236885968200963, 1.236586770570347, 1.169176926732293, 1.2908946994641843, 1.220541505570127, 1.301209618016245, 1.2268785757366174, 1.2608446145792687, 1.1957122715681734, 1.202664726042334, 1.2534257728240394, 1.2361854383711182, 1.2614518601540656, 1.256041210395982, 1.22844532470942, 1.2093688663030635, 1.2853548857518013, 1.1749711370881581, 1.2804858280284785, 1.2847864400444693, 1.2113634847492152, 1.277995249898907, 1.1849014799259532, 1.265807754272211, 1.2559507582228997, 1.2773598868952551, 1.2111803860563304, 1.2015906528700753, 1.2127169977033758, 1.2673137182215506, 1.2744733664801124, 1.2368723445774732, 1.2383199879659164, 1.2188812310525676, 1.2090902165411066, 1.2331017522223882, 1.24044125571646, 1.1760431031960283, 1.2407147397425362, 1.2122730636298082, 1.2866094314523744, 1.2024039852366513, 1.2079172925682655, 1.2230997035039413, 1.237708868663435, 1.240689226657669, 1.1543996710768094, 1.2221482447806122, 1.1712789743392225, 1.1584739173997574, 1.2116756452990405, 1.1728275026659516, 1.192448657142404, 1.2956447199360255, 1.242378269891059, 1.1886938824129931, 1.204323497351424, 1.2010579381374955, 1.2735826507469132, 1.1530122514634693, 1.2080271505896067, 1.2307710010192299, 1.2154446979248914, 1.2026745232543505, 1.1865595004921474, 1.1415082935193601, 1.2663168235321265, 1.157476287471536, 1.1611481741903376, 1.2111085554538206, 1.2657513097072153, 1.1983086697628043, 1.1994022229733035, 1.1763884477992048, 1.2111028345563737, 1.1967914737258574, 1.1947037307742934, 1.2386949739933932, 1.2187732984105517, 1.1800433185977972, 1.1442433602548059, 1.1957817481891728, 1.1407973971899763, 1.1536967290389515, 1.2362836313385495, 1.1127609633526592, 1.1233421550320752, 1.1842986974642686, 1.1619226018358058, 1.1573055408363857, 1.18375918171539, 1.2355943339408477, 1.1378047770043558, 1.1641226660079809, 1.1612644990285237, 1.1318438499878827, 1.179385937936963, 1.200570821073014, 1.1910758290102486, 1.2591063716737751, 1.1386191896620514, 1.1239621850566828, 1.2556921452685816, 1.212686754375524, 1.1435833627318601, 1.1814444411926417, 1.1641650705208897, 1.1497510247836913, 1.2038724966820953, 1.1634104757180332, 1.2419655968458436, 1.1741515108615677, 1.1519011388854026, 1.1589926903877186, 1.1977005900675162, 1.1587453572966, 1.1159861111916558, 1.247433851679396, 1.147805923212011, 1.146379088735305, 1.1464881941762273, 1.220004212419881, 1.2317259419630489, 1.1630838338809666, 1.1648645853490958, 1.1198628178451333, 1.1673193728992706, 1.1017400249121048, 1.1516822235432664, 1.14269196918245, 1.1188115804870693, 1.1252940321244256, 1.1987908051882177, 1.2194593285779274, 1.2002222218724803, 1.116950672026544, 1.1022105746416229, 1.1693301809546115, 1.1686622366050765, 1.1277295396966511, 1.1434026368550942, 1.092678320201146, 1.103517182530236, 1.1397979280163097, 1.1851476031231742, 1.190568932448738, 1.1583094631316344, 1.1194177133269851, 1.1888913022989482, 1.1734676944497464, 1.1736508391955454, 1.1971608756939112, 1.1872782243239857, 1.1019250290012543, 1.1430971314681977, 1.2005065872490062, 1.1699765359046141, 1.1467481474885592, 1.1919195663492574, 1.1448135304772555, 1.1771250375203774, 1.164353421887451, 1.2282977094999399, 1.1040092769845142, 1.1558144133904076, 1.175614385016851, 1.159250604738849, 1.1106846031655695, 1.106648618086225, 1.1183969464605255, 1.1246566512910847, 1.2452906323076443, 1.157010298358682, 1.1540708071004908, 1.1923863621346065, 1.150202293731344, 1.1834429481815052, 1.1359185817613766, 1.1457059066419657, 1.1278912150561236, 1.1786587654051295, 1.135423577819486, 1.156385232717775, 1.1713852212837896, 1.1730352187661996, 1.114788187721561, 1.0937055243692417, 1.0692585325424842, 1.1571020549432391, 1.1579431950012384, 1.1688213334607251, 1.1788995998672898, 1.095970908800761, 1.1424863117967727, 1.1408577045723651, 1.160213850596507, 1.118050460640865, 1.1215152614148824, 1.1414472590521811, 1.1741359249934524, 1.1591228687694306, 1.1638612717332637, 1.1001376198436024, 1.1270084169788397, 1.1701979370705196, 1.1546990646332904, 1.1798439629964517, 1.1384310090702623, 1.1514659881132416, 1.0667206030590226, 1.0906472071172644, 1.1329088313271773, 1.114842150597214, 1.1310748222476026, 1.090904745867257, 1.1060921003134034, 1.130821147291187, 1.1500166280191528, 1.1186350485263303, 1.1366634162175173, 1.116544195567482, 1.1856239827382082, 1.0518761073922835, 1.1108410098878865, 1.1392691322604127, 1.1232314449743959, 1.113693438743121, 1.1237829025540509, 1.1143555427562295, 1.1155324058036584, 1.1103286261962788, 1.1754098712594063, 1.1625719539002877, 1.1299027792520835, 1.1528711833476102, 1.1672663084574058, 1.1918811561514646, 1.144493909240458, 1.1400610245261809, 1.0856977781578754, 1.1068658950471235, 1.1141611207886697, 1.1388252052498231, 1.105429799915049, 1.0482331338645405, 1.1655664163747506, 1.1116966907229267]"
