,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(132, 22), (22, 22), (88, 22)]",
module__conv_type,temporal,
module__dropout,0.5876473982414139,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[3.2447469725530804, 3.20867112167072, 3.0727774016093012, 2.896840519808713, 2.7893964672914713, 2.7558785067715243, 2.704812400953717, 2.6896648716765945, 2.714610695724194, 2.6912375625448806, 2.6880607155220684, 2.678876595042782, 2.6818665235058634, 2.6755789514914285, 2.6695266231191743, 2.666707913157341, 2.6508536315859224, 2.6634821228618457, 2.6590877742693904, 2.669508952837477, 2.650091451217167, 2.613731473770362, 2.6336664189732453, 2.6539236624959113, 2.6262158356226903, 2.6199324548646046, 2.613425748639662, 2.6122963212796195, 2.633061354612363, 2.5989940932900777, 2.6163567060226427, 2.5935086120884505, 2.581710992121031, 2.577670323148843, 2.607729927637579, 2.5668498106709574, 2.556762640010404, 2.574833601913966, 2.5427990960202846, 2.551201310492801, 2.5272481631957304, 2.5465562355070874, 2.5430876235759983, 2.5358115204029983, 2.540459442414035, 2.478867448213814, 2.5033775906475606, 2.5080981832840217, 2.5038900650729343, 2.441969514925739, 2.5355296396543707, 2.537986242507259, 2.4828423088393152, 2.438017474560926, 2.4811039982906777, 2.46461161773175, 2.447073550495078, 2.452727033497624, 2.431103547337654, 2.4221452014508214, 2.4172513331210417, 2.4636043634864433, 2.4049693344876215, 2.3960670204089167, 2.3941153523093583, 2.347550484168059, 2.399634463725122, 2.357729219036451, 2.3314397697613947, 2.3531892910040377, 2.369015858423492, 2.3314575662511947, 2.3163056832534745, 2.377688340433982, 2.3337018974017822, 2.3305866998244755, 2.3130956423523568, 2.384084469085708, 2.2862107242037175, 2.3436235002420407, 2.3025238486410218, 2.258811455259424, 2.343502011863628, 2.305523613763613, 2.325072978068362, 2.3091296647120485, 2.261346775482662, 2.3290695028883315, 2.2798611451159085, 2.277412931774532, 2.2847962113271203, 2.292677662485029, 2.2516657418075723, 2.2552585902411395, 2.2175013195217748, 2.276053216390821, 2.2421434166571403, 2.2407766911017424, 2.2221923617931143, 2.2867805407067925, 2.3022507831841508, 2.260798162858686, 2.2475371555827692, 2.231758669549393, 2.1722444570098967, 2.176873449985515, 2.242041865716885, 2.2425416034500225, 2.2143361607460705, 2.1877247509300077, 2.2125750372797626, 2.1656875983239137, 2.1845434181270287, 2.1929564003306474, 2.2342129466164216, 2.169654543636164, 2.142437440369196, 2.1594313107739285, 2.1479391095957237, 2.1567406243607903, 2.1890892397336255, 2.1943501570227055, 2.1871701508789134, 2.1400785518449816, 2.2111230283201144, 2.148124818967098, 2.1765976711691746, 2.1669643269466365, 2.144421164408914, 2.157626341121259, 2.159940346946386, 2.0838270026749437, 2.0952513107780772, 2.1272931310049725, 2.178142570095411, 2.1078214383790765, 2.1251640787941546, 2.1262983316636292, 2.057080593444156, 2.1228567812738794, 2.0772008981925003, 2.149804072843594, 2.117532960948632, 2.0979807007416036, 2.0916779187003276, 2.100408065537057, 2.067894428595542, 2.103755010333167, 2.125988075203111, 2.047229953863164, 2.067276037921116, 2.0812262422884737, 2.055687138848401, 2.042906271711465, 2.11653279845134, 2.0809087636266566, 2.049157077010947, 2.067210156603199, 2.047361155217146, 2.0289997429200612, 2.0707870623145226, 2.1140046909064254, 2.048903568187967, 2.0765672317482853, 2.002426460342297, 2.0419552960684944, 2.0222976448675896, 2.0503040599180484, 2.0429491728286084, 1.9806042268255561, 2.035699718152249, 2.038646415177163, 2.0999311173157236, 2.0101517024696505, 1.9813755435135871, 2.0114682234744823, 1.9981587943948154, 2.0300000222172154, 2.0289966372828627, 2.026351743185027, 2.0177650198096604, 1.9800941797261977, 2.0217828534909232, 1.9889305242560482, 1.9921134671302112, 2.0017541822501395, 1.9524198941477684, 1.9725238915471874, 1.9792497535527498, 2.010175481567713, 1.9415820916187774, 2.0003823908162417, 2.0202897824956545, 1.9958888536697403, 1.9277598186682003, 2.0128952435740377, 1.9952799571719275, 2.000415047392235, 1.9888469780489615, 1.956194485346782, 1.9306191669506334, 1.958225415920959, 1.9715583033006392, 1.9751365841066069, 1.9317184841552528, 1.921998031788772, 1.9204478798518396, 1.9386334630362223, 1.9537510580461226, 1.9518631090902159, 1.9135897223827814, 1.8725890156394365, 1.8647021386804663, 1.9073341270268709, 1.932180310351213, 1.8578317246836349, 1.8821518113684264, 1.947259216955697, 1.8960623128466931, 1.915946994295937, 1.8750467059472298, 1.8660407774257934, 1.8603467773771607, 1.8915536529864108, 1.9299238089533008, 1.9010340314971585, 1.8906739409779905, 1.9378604786802187, 1.861747019559403, 1.8863239287182731, 1.870864028765446, 1.8783268525809251, 1.8762434732466506, 1.875870133387113, 1.9180895574283325, 1.8714559277854823, 1.8975378909400153, 1.8274833163581752, 1.8859506445050354, 1.9292673824840836, 1.8683779932651758, 1.867892054552293, 1.8908353433572294, 1.8557870013996083, 1.874286528156857, 1.8308731451759668, 1.9113010205937992, 1.8661642846749078, 1.8636867146404805, 1.7750010228822504, 1.8375894093995375, 1.8796349046778749, 1.804110885928524, 1.8767864699542693, 1.8787866331730128, 1.8528454565336432, 1.88751907952137, 1.8237854832060871, 1.8048724113919623, 1.8600618734855394, 1.8140632183765195, 1.8440560948057054, 1.823118070551016, 1.8668924023946738, 1.88144695621138, 1.8451178774911698, 1.8565271420474232, 1.8007959067764134, 1.8020610874724916, 1.8115408546770846, 1.7902618282912899, 1.7820586589119318, 1.80445298629959, 1.8375492708630237, 1.824970383846037, 1.7747627660789893, 1.7849417142390747, 1.8174073073127386, 1.8269458351741052, 1.7244358047828638, 1.7862753333439612, 1.7825212102308081, 1.807645799679981, 1.788238135866527, 1.7990227009495137, 1.7744254429140724, 1.7931174939360266, 1.790421467084398, 1.8091200790919284, 1.7958865564986992, 1.8043068209098323, 1.7768902693721855, 1.764968000087059, 1.760431398441289, 1.8308139169755409, 1.8301814648827415, 1.7736825894804615, 1.8117830300124593, 1.7722507377905383, 1.7983046189538554, 1.7725027017116088, 1.7777667965765063, 1.7693142827826125, 1.8470211476517826, 1.8004265719589072, 1.7811357393301486, 1.734987854842846, 1.7592449908765952, 1.7297321548819886, 1.84382783781461, 1.7683034016606438, 1.7713243901672215, 1.7586939825933638, 1.8098113585023266, 1.7139216425099892, 1.7488143372925804, 1.712403639218805, 1.7974992009512614, 1.7107526382881362, 1.7112005809044126, 1.7208341162748584, 1.787381125712647, 1.691944133443713, 1.7514555504737392, 1.6939916220620002, 1.7911088566463422, 1.7671780009127442, 1.7080130645928187, 1.7074638862123388, 1.7641576474623915, 1.7352714956208304, 1.6490043222732103, 1.7242973829486028, 1.782688001007616, 1.7141916049685584, 1.7042655940234832, 1.7377277771019959, 1.7256168094934237, 1.7837813228684278, 1.705627928454791, 1.7101126741743409, 1.7249085883662836, 1.7275888133898047, 1.7388627542912445, 1.7118578969112832, 1.693233586941004, 1.7313559251524602, 1.6749899895634068, 1.710069445030866, 1.6900325801305982, 1.7285506967401367, 1.7353045885326543, 1.7316199669594714, 1.7195316833068364, 1.7341567326096874, 1.6740532321810608, 1.7335853843991864, 1.709407230543333, 1.7934562265012446, 1.759758615631456, 1.69452767135778, 1.7705569394628398, 1.7371390420043549, 1.6454635816083951, 1.6853616010465797, 1.7115406301643437, 1.7516832109594482, 1.6957741542087368, 1.6546221869398012, 1.7315752941100384, 1.7276264750349395, 1.6906183383233049, 1.7654024860512418, 1.7694628833003407, 1.7080078120410613, 1.6777831270100407, 1.7173495655225033, 1.690106624359116, 1.6450015819336614, 1.740569366986529, 1.64407552160588, 1.6667547099744047, 1.6857985022896407, 1.6073279890220136, 1.726825644926341, 1.6995381315357991, 1.653220369221501, 1.708841314329564, 1.6424703954847186, 1.6231596617886834, 1.6678703859290673, 1.660536092674652, 1.6971322384100906, 1.6792826389784532, 1.681464045063823, 1.653778286021529, 1.633430754713879, 1.728779269710427, 1.6712667079242636, 1.6017883606434327, 1.6932553636901533, 1.6405860975571156, 1.71401201382179, 1.7315765378335213, 1.6630797534177117, 1.7047801657980515, 1.6665551231042828, 1.6962448532932417, 1.6728277686011688, 1.6313400280028152, 1.7170201692590354, 1.6227365954778192, 1.64105491321516, 1.6777288270065485, 1.6565376070397078, 1.6912555478878957, 1.6038132558314129, 1.6074036947228336, 1.6264094339183481, 1.644301474840166, 1.6254245899868653, 1.6010666002552594, 1.5812120150785474, 1.678149119148585, 1.6941396811469687, 1.6374274040209318, 1.6606326133041456, 1.6455078243176677, 1.6565075078988099, 1.6466618902529513, 1.7128530934639454, 1.620357918670478, 1.705571663276408, 1.6555287426084826, 1.59618349070728, 1.6300340412440957, 1.6176093217268714, 1.6686735915036244, 1.6240138402916813, 1.6528424546624516, 1.6420949077927458, 1.6109525823501352, 1.5956929232548704, 1.5948420049366294, 1.5991441030933722, 1.6528602521848632, 1.5717931322688892, 1.6113293583973654, 1.6074498649740356, 1.6448397750000867, 1.6266032343764392, 1.6379859150316534, 1.6400665029869044, 1.5857608217362376, 1.668923492840096, 1.6361483407777817, 1.6019026966939418, 1.624851055852029, 1.6524011730803563, 1.5337333836385674, 1.6274650597136335, 1.5982215672989553, 1.5562618905472227, 1.582012134291325, 1.596281095808578, 1.618025366335218, 1.5869660307514313, 1.586862509129022, 1.6293798372995636, 1.622009477670429, 1.6262687661535358, 1.5552638961903973, 1.6208972529336967, 1.5676323837449162, 1.5868190116212273, 1.5991628516512038, 1.6236885440705255, 1.6117140122396196, 1.635054668058445, 1.5532329688287905, 1.575093407603384, 1.5816860726753947, 1.606697154343415, 1.641829939962466, 1.6220218801406625, 1.5169739634859896, 1.6180370498782057, 1.570751172057474, 1.6160452773183211, 1.6053409825390181, 1.592805617238835, 1.5981109527811852, 1.5150739574111116, 1.564894316859608, 1.6055737344890517, 1.6107976220913869, 1.5605625969727988, 1.4971363699355873, 1.6866404294279242, 1.5381168450611618, 1.610647823514562, 1.54846315078717, 1.5657397727764375, 1.5542141834741836, 1.6234366666593727, 1.6714161010288757, 1.60074214343272, 1.5512697767821266, 1.6097024019459787, 1.550002556907316, 1.555156274296207, 1.5674649031260934, 1.5336542065265204, 1.6065342950637347, 1.4901476938983818, 1.5450492303341599, 1.5257442907373762, 1.5676426456109966, 1.5168532006894315, 1.537455050617141, 1.5287417673628645, 1.5342385138997214, 1.5137722411903771, 1.595006401201529, 1.5798394584793443, 1.5227094472200395, 1.574006635713623, 1.5056266135269913, 1.5008537421671673, 1.519247352216425, 1.557981760715268, 1.6061761835885806, 1.5962819114571243, 1.5399224068593016, 1.5557664203689692, 1.568384249125454, 1.5621779682087829, 1.558912977906118, 1.5765788036544697, 1.5525366382259262, 1.579088055594135, 1.5277505584125683, 1.5388101462106274, 1.5645125203687944, 1.5462453229939055, 1.5319075294132984, 1.530007029348434, 1.5165780277867176, 1.4938369696821814, 1.5458157256432057, 1.5992571031737488, 1.5044790166748385, 1.531352502778818, 1.5029398139792067, 1.5585327140406076, 1.5298679098128354, 1.477990297541467, 1.5535462328283918, 1.5740306181214656, 1.5631504627921697, 1.465694972881339, 1.4966958373412131, 1.6071307793388696, 1.45109523581816, 1.514293002210292, 1.5110468321746078, 1.5459562417288257, 1.5091530260153982, 1.4549941844499605, 1.5744582726705292, 1.53454056505519, 1.4899271244722794, 1.4851203794314152, 1.5150256178720969, 1.4716515084432797, 1.496332009097954, 1.5829789320704337, 1.5011392287960181, 1.5267931006067181, 1.5107042590968303, 1.5650442080272862, 1.493229362801707, 1.4660710088327829, 1.5142281496031451, 1.5375830817383225, 1.5608654399693758, 1.5227165184305538, 1.495824827783032, 1.5239250980052268, 1.5027689445007295, 1.5040085197527668, 1.4693293712595774, 1.493033285434712, 1.4504121550008353, 1.467127070046022, 1.5135929438790183, 1.5029953935033893, 1.498354646767184, 1.510240394295811, 1.5077547768885637, 1.5101748186309711, 1.5276436677222303, 1.4709470495796755, 1.4842579998111816, 1.5085240361550545, 1.4434258519054262, 1.5014713442704217, 1.4767679424671396, 1.4983757349937668, 1.5069271991525968, 1.4331857330874829, 1.4734556767892333, 1.501278385046701, 1.5176124798781145, 1.4507487146067322, 1.4329894081231376, 1.5072198822821874, 1.4893614272869355, 1.4423871994936432, 1.475168205833527, 1.490049252381568, 1.5168717273504717, 1.5002048334556777, 1.5573028919212628, 1.4979312575930466, 1.458147071897123, 1.5111880903638706, 1.416303042727554, 1.4502256941175782, 1.441674949459667, 1.5112488086230487, 1.4746266547249876, 1.4974783855177556, 1.5283236162839198, 1.503450755320339, 1.4178504203809237, 1.420007222655648, 1.5459306424804555, 1.475975845615031, 1.467664041923031, 1.4691705128914812, 1.5393722330410968, 1.4983934635606606, 1.4502947859401538, 1.4698079562852655, 1.4462084353715898, 1.4791053696477263, 1.4898558419065135, 1.549444458138151, 1.482252573944033, 1.565041730562234, 1.507671076478123, 1.4036939347214832, 1.4370089703390987, 1.528170717462424, 1.4953954274890742, 1.488447955414237, 1.4836123347626613, 1.4956739242542696, 1.4771471171567254, 1.4961706321898047, 1.4282779953477471, 1.4215338777417283, 1.4612518571912383, 1.399900358037609, 1.454870420080521, 1.4391290373935277, 1.4060001069244223, 1.4326326724310352, 1.4174071200428615, 1.445804163971351, 1.456265079504716, 1.4751190344110146, 1.4472488043283016, 1.5197324066694478, 1.423620650238206, 1.4285891548272391, 1.4201624724472568, 1.5296304590777783, 1.4011293252691612, 1.4951461148560334, 1.49144572426885, 1.516599096049473, 1.4388533757212532, 1.4520058582561077, 1.5547634371205863, 1.4030729778921294, 1.4976011218648329, 1.4228392118898232, 1.5108855003571717, 1.516011113496327, 1.4433812005113706, 1.4539406252549862, 1.502130098361253, 1.4629239056176928, 1.4767645654825206, 1.440464894053337, 1.4105182034792638, 1.437617359422972, 1.4638626224381976, 1.4685953935828773, 1.4212096222784796, 1.4371761393386429, 1.4693746173232651, 1.4088883264576506, 1.359910552609529, 1.4757906807742518, 1.4606312068181042, 1.4180519294004468, 1.46680079938358, 1.441463698551446, 1.4672457366407319, 1.4491084969537091, 1.369779905639553, 1.3658725950325534, 1.394659762146154, 1.4744398900244073, 1.4261451419209836, 1.4175022913930047, 1.356013630191447, 1.427218007972541, 1.4291231574865346, 1.4271291783500797, 1.3641174050680827, 1.4387893638895382, 1.4036553003560819, 1.4673829614485079, 1.4258628231155057, 1.4324125003309864, 1.4441732168197632, 1.4289282140419732, 1.4744578144433294, 1.4332646058085334, 1.4167778673254605, 1.421540723039739, 1.4274191857531624, 1.4637232678113246, 1.485496993358601, 1.4382330882537813, 1.5026688693921306, 1.4193241935836454, 1.4090899440161417, 1.4412497223513532, 1.447876157843229, 1.418988383539143, 1.3999802886120278, 1.4793684754495557, 1.410806372374497, 1.455971360550808, 1.4020246814316115, 1.3777496333989647, 1.4290803347331498, 1.3735928736247043, 1.4276757920671816, 1.4244679804600926, 1.4157091912681719, 1.3798563055859034, 1.3747687940992221, 1.487229202089686, 1.3484731056692512, 1.4758387037603986, 1.449756944604053, 1.5114542434029676, 1.410530233463493, 1.4459347941763019, 1.4219007034274223, 1.3918115146121115, 1.4371303664134947, 1.409422423084615, 1.3255852315148215, 1.3991718241753086, 1.3647715647250442, 1.3299842185992479, 1.4050148213793154, 1.3937329558711193, 1.4043721566415956, 1.3966119659991076, 1.4000430076138346, 1.395143779340676, 1.4074083727867817, 1.4222805877507478, 1.3668685599630905, 1.4226251587027878, 1.4234783316714128, 1.3800731000129252, 1.4230269485648948, 1.420694976729539, 1.3429504529688654, 1.3849329791238838, 1.406410606923989, 1.4121764274143738, 1.4034751324382853, 1.3177613865537523, 1.3676251991077382, 1.3673034761821685, 1.339763055522357, 1.4319620048690003, 1.419403888378382, 1.4187120169372485, 1.4257754383463488, 1.3968956704548166, 1.3781234006450311, 1.4125661946352683, 1.4382167467713012, 1.4017525290616781, 1.4107689303314606, 1.3927437920657573, 1.443424807017072, 1.3894633959989575, 1.3079347928862255, 1.357022381264849, 1.390786593928718, 1.4585212361250393, 1.3977509317085992, 1.3756460803879123, 1.442729953737415, 1.4513051201221, 1.405993922268461, 1.4041972147718544, 1.3107457315841469, 1.3657802023832561, 1.388058986023599, 1.3635320058800602, 1.3812778713154723, 1.409080272574512, 1.3988704046913933, 1.426850055822165, 1.413914870366784, 1.3958465058259717, 1.421538905298859, 1.3674421708554, 1.3709998925909386, 1.403009962874955, 1.4145309686431298, 1.354438262334572, 1.3642231209904558, 1.4276233391766369, 1.4216032519262496, 1.3522452734432275, 1.4276334857344053, 1.399423002967247, 1.3357046619989874, 1.330067125849132, 1.399406806796187, 1.3712194806916767, 1.3527396420542155, 1.328138780318509, 1.3949684036592662, 1.3959349625608575, 1.4192791665483828, 1.3515893367761826, 1.3826167542161105, 1.3581023604050637, 1.3350606911795087, 1.3972917462450822, 1.405918310191106, 1.3810243309404668]"
