,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(57, 3), (66, 3), (75, 3)]",
module__conv_type,regular,
module__dropout,0.32412988965566353,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[2.6864076547310303, 2.657640110320898, 2.6453187851547506, 2.6331123386963715, 2.61483387221261, 2.6005361052606837, 2.549714810586389, 2.4811570442251156, 2.431764035785359, 2.3305397961640404, 2.259177484034573, 2.256100851906058, 2.222832628757278, 2.131300704327622, 2.0839838485497273, 2.1023257155409207, 2.073102910164923, 1.9646961231911573, 1.9641581739304383, 2.0090818563637707, 1.9839106775202962, 1.857422484368488, 1.8741443384589487, 1.8328932381319403, 1.844634851738667, 1.8112170948917925, 1.8011754052946793, 1.7255398935435595, 1.7279996509037496, 1.72361965997141, 1.6915966203447022, 1.6321093533080437, 1.6402258291869265, 1.6710349066409071, 1.5877597341188345, 1.5561073283469287, 1.53126056989034, 1.5759286395846535, 1.5160946365955479, 1.5082881138274207, 1.4664735109590152, 1.5451115206716608, 1.4628240747488532, 1.4546137979264893, 1.479482085259204, 1.4372342939781086, 1.5127847013216258, 1.4571945693681236, 1.4039690593304202, 1.4660193674366828, 1.3864942866024024, 1.3335675713184483, 1.3378204497758135, 1.391057904056042, 1.3703806115483044, 1.3270284755151855, 1.3249634490536817, 1.3000916858169616, 1.3398193722745126, 1.311651431411677, 1.3448862848024608, 1.272742816708221, 1.2671668694887548, 1.2815917994475319, 1.2896935626261496, 1.2779214317858334, 1.2492077708933396, 1.2246833844451317, 1.2016072015426982, 1.2429926637739575, 1.281300288634034, 1.239435104735784, 1.219147577106608, 1.2195842888543602, 1.1387849839436526, 1.2328774745294353, 1.1891395814846017, 1.1610799910705214, 1.1249856649106638, 1.1799550699590489, 1.173277974588104, 1.1041763823386102, 1.1147533430070087, 1.059427379528222, 1.0994148959543892, 1.067040852384071, 1.1153068851413983, 1.1088341152966597, 1.0456113559202882, 1.0230308546036884, 1.1513308401512043, 1.03085229231443, 1.0306146396377873, 1.0641519846484382, 1.0543662978045514, 1.0580641031265259, 1.0727009377038548, 1.0575648200534902, 1.0604144511654656, 0.9870497510842046, 1.0126794394041072, 1.0017261328265388, 1.0055358491421664, 0.9957132408384642, 1.013215781866011, 0.9999689976029773, 0.9678290466812075, 0.9922917202717996, 0.9822338348638575, 0.9778962807159204, 0.9454921997351453, 0.9240953696026738, 0.9545416172184696, 0.9303307734243212, 0.9456412384505446, 0.9080704757243911, 0.9335024657162169, 0.9420239045670497, 0.8922456999045576, 0.9663208845952572, 0.9319516907307913, 0.9285313915425413, 0.9262950953261241, 0.8880376789381509, 0.9080859948674608, 0.8591666922174207, 0.9301368063584917, 0.9410334858246622, 0.9137058691597169, 0.8738177694337217, 0.863278819990985, 0.8396744120557413, 0.8906605891983863, 0.851500634283459, 0.8486453442904301, 0.8418274351856841, 0.9092296008200085, 0.8532439473736493, 0.8002116521371812, 0.8671718177767848, 0.8364792423670921, 0.8263773844650945, 0.8174403036490571, 0.7885437391856273, 0.8304332245808805, 0.8618049491806986, 0.8254658307643296, 0.8441011295842298, 0.8629529360172147, 0.8362735871634731, 0.8292885064389665, 0.7834497973868383, 0.793300121850361, 0.8151540859012015, 0.7954841388213612, 0.8048622996361499, 0.8304045738971761, 0.7645375980692333, 0.7904913403624974, 0.828713389375536, 0.7596114769951227, 0.8112551641142667, 0.8050982423830124, 0.8472629900382893, 0.7987075551971076, 0.7693068389718013, 0.746601269309461, 0.7415361944191259, 0.8191303261672371, 0.7788254016856008, 0.8134497555694139, 0.7875023058728675, 0.7160090406735738, 0.8122939308943776, 0.7859074379208001, 0.7803475478940387, 0.7801487440663266, 0.7803868479122317, 0.6980715140212248, 0.7014758527164054, 0.804545918755908, 0.7518844416146104, 0.7362797731149633, 0.7743240529402143, 0.7159921722719894, 0.7420247695579235, 0.6974952047500537, 0.7820264319234271, 0.7408488352059859, 0.7013005153751557, 0.6972533102669468, 0.7275673313522155, 0.7543696200686842, 0.7185514312029344, 0.6828537628140753, 0.6955508915904859, 0.7345856553327601, 0.7341103976402209, 0.6869911911515142, 0.7252367885356235, 0.7354770259131356, 0.6900070150004186, 0.7219077810386701, 0.6762343136331709, 0.6876530122435391, 0.7307926895301466, 0.703467869115473, 0.666892267261167, 0.6644583372022376, 0.6979108540079267, 0.701718901508346, 0.7009092846128063, 0.6826011081995992, 0.6916663006436159, 0.7140602714064493, 0.6505957911641611, 0.7273101667677966, 0.674895254288565, 0.6708034305673574, 0.6745966655670563, 0.7095508706362951, 0.6881890634580844, 0.6397545110283559, 0.6670478654160436, 0.6369284037680065, 0.627610917725315, 0.6460215204712972, 0.6367860721255543, 0.6512156687030902, 0.6555814648868951, 0.687211967617101, 0.6183034561158145, 0.6473193174382396, 0.6071690344511889, 0.655550978144699, 0.68011797611424, 0.6399194866935641, 0.6600171248347773, 0.6498057605099357, 0.6347464455115772, 0.679491643731075, 0.6419274247680326, 0.6220296475469262, 0.6423661211552188, 0.6269437780671956, 0.6525175754045476, 0.6499694644945435, 0.630137712739566, 0.6590159930475415, 0.634236640094103, 0.5878555055757938, 0.6247847958796287, 0.6325996705332703, 0.58025166983779, 0.5940754703014572, 0.6359055994907555, 0.6708225350618822, 0.6116556873211282]"
