,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(110, 22), (44, 22), (44, 22)]",
module__conv_type,temporal,
module__dropout,0.3506495327683447,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[2.751896041534174, 2.6722996278492963, 2.662955171449237, 2.6800606156680535, 2.657044540814647, 2.671423866383954, 2.6500530031808185, 2.6401917436469393, 2.646660909845464, 2.6464385408065545, 2.6381727552276257, 2.6274994544046675, 2.6333867051030033, 2.589812520608177, 2.5760343522263676, 2.5613434259655157, 2.5076047001949746, 2.4551353713890127, 2.4112251585096667, 2.291993029881717, 2.262807038566949, 2.1550953545400566, 2.142388393376399, 2.0943047630890157, 2.1013181299057226, 2.1189041933953705, 2.012176546715451, 2.0258053879650655, 2.0396802719105196, 1.9562918334424897, 1.9822846098056313, 1.8912902118152328, 1.8525456011123216, 1.956792029196305, 1.8434554058502681, 1.8101681468576278, 1.8473770742352131, 1.8592980596397335, 1.763368341759837, 1.7841752129638275, 1.805404043748358, 1.779262359608126, 1.726910896663831, 1.7283372141284594, 1.682106342306495, 1.731490417784286, 1.696394908646188, 1.7210084880281802, 1.6880938630475806, 1.6819020917027816, 1.6214164478257944, 1.5764973580665147, 1.6693472133678697, 1.6179357692527587, 1.6448589541570169, 1.588393131394703, 1.643440272970998, 1.561940169540934, 1.5538988495469668, 1.5626481303351791, 1.552717314188703, 1.5464638905300327, 1.5587239647508242, 1.4896925910375116, 1.5273680284232103, 1.4694675773927177, 1.5202713752733732, 1.4652650908166336, 1.527442149523936, 1.4909273843792794, 1.4940781498093003, 1.459444263442648, 1.439474984702293, 1.4548551765511653, 1.485805058502256, 1.3802948913629292, 1.462158570161109, 1.4163312524184226, 1.4099748693370728, 1.4183065083534012, 1.3666236986898253, 1.369449838866857, 1.3885292741859958, 1.3318295585524014, 1.3447288154293644, 1.3621429788940107, 1.3446659493377509, 1.3527988588959121, 1.392266249060057, 1.2556837038768955, 1.3027846419662095, 1.304381004483569, 1.2354928826459677, 1.3527317799778371, 1.25512086645242, 1.2368147321568876, 1.3111855270658352, 1.2322881839043596, 1.2747515399830058, 1.2932401773904354, 1.2971488503565343, 1.2522999763029832, 1.184958231517968, 1.2015464316203803, 1.2352701999799234, 1.3108586232402901, 1.1850303094816161, 1.1756538736694013, 1.1503919391131836, 1.20320616064448, 1.1684879193636406, 1.1166494147380575, 1.1924759957283249, 1.1815041343218093, 1.1268522871928908, 1.153867279943993, 1.1763053127959786, 1.1222664001357452, 1.1490873918726079, 1.1525997126526966, 1.0942872864793882, 1.1196373815256546, 1.1247983201979672, 1.126067261551296, 1.0558237734038285, 1.0997889597789958, 1.0761202363811857, 1.0769470389699338, 1.043054455742455, 1.0957317964977893, 1.0470587168035883, 1.06214160059827, 1.0053892483266071, 1.0647094281277367, 1.0202339504405324, 1.0279869780847954, 1.0150347535029642, 1.0796045831353533, 1.077506251238767, 0.9659039860625355, 1.029838799397686, 0.9997060725158861, 0.9702334977091219, 0.9864876150970165, 1.0052366925616811, 1.014185316753112, 1.034232508000327, 1.0119825703691587, 1.020805426293319, 1.0133621923274094, 1.0182083861775073, 0.9350362785511916, 0.9791347720051637, 1.0089676681622735, 0.9492125083782904, 0.9650103959816941, 0.9773203645105885, 0.9293357545189036, 0.9115527451210462, 1.0142015782081817, 0.9011123789630335, 0.9211693558128438, 0.9841366014420929, 0.9107769213695728, 0.9300164383575249, 0.9638669846778425, 0.9149567424046293, 0.909925981309118, 0.9147984723957602, 0.9616435675006055, 0.9477210241630745, 0.9037703940567773, 0.9238493914668439, 0.9865905127924606, 0.8988661455121375, 0.9094092420824912, 0.8940697026092118, 0.8581034216431038, 0.8375640759339575, 0.8799569963032059, 0.8771061145192276, 0.8860699961229055, 0.8806165887600419, 0.8379172420019824, 0.8896387719672041, 0.8246112874313773, 0.8751589195790259, 0.8666458615210334, 0.8767820291500807, 0.8789031926087167, 0.8982954709660674, 0.8120492549901748, 0.8035407106502338, 0.8247715693695025, 0.8763258366543474, 0.826689016715739, 0.8332376854137461, 0.8541692982394611, 0.8542184859542921, 0.8163627052789014, 0.7924239551711243, 0.8217694012446399, 0.8117189180174048, 0.8158133800954516, 0.8630527090406739, 0.7944658132443874, 0.8176522311163821, 0.8318583740708458, 0.8254396835695217, 0.8643558067811924, 0.776902157487034, 0.7972291435497787, 0.8033362950007427, 0.811573363417496, 0.7795279415555593, 0.8143227874831125, 0.8194478615989355, 0.7549257378261518, 0.8082326297810493, 0.8043581277734391, 0.7982392915174064, 0.8157449732673524, 0.7982829243547074, 0.7397978069176459, 0.7655411729225181, 0.7914208454278022, 0.772189273584107, 0.7488871015414696, 0.7839767682483497, 0.7790617215392449, 0.760231047667943, 0.7841048823513586, 0.734091213050086, 0.7934991837236259, 0.7266827264694897, 0.8110505936808948, 0.7748692577222543, 0.7588727968432103, 0.7869840391962659, 0.7636055222374528, 0.8198445001052365, 0.7333331766670087, 0.7582235556594217, 0.7530476464688262, 0.7743653601700579, 0.8469544922192586, 0.7688967341752553, 0.729035170291684, 0.7560571483170562, 0.7109989951274164, 0.7423637416410951, 0.7559407275094793, 0.7161098866650872, 0.7489541097830074, 0.7204773542511567, 0.7584841032230131, 0.7470808322608643, 0.6954032796523798, 0.7155720994263687, 0.7083805193685361, 0.6871960952490769, 0.6659571250203254, 0.6671137879167874, 0.6822122899067873, 0.7080939547503878, 0.7385046119524723, 0.6903522207372113, 0.6634356282271366, 0.6885736132608915, 0.7469558093958572, 0.6849988024893349, 0.7474628152241491, 0.6868139433677204, 0.6669250330291653, 0.7362090228152344, 0.6760623320234407, 0.6974880216325902, 0.6681068244177751, 0.7009957075348487, 0.7572080911181085, 0.6863809221919852, 0.7306125464063062, 0.7166240406908361, 0.7170617284685288]"
