,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(12, 3), (120, 3), (42, 3)]",
module__conv_type,regular,
module__dropout,0.3596407081694301,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,,
train_loss,,"[2.721160901075154, 2.6621456982313094, 2.662472369353895, 2.646245165826728, 2.6243269066819797, 2.5717825765554614, 2.553514160861859, 2.486241698035385, 2.4587856694223333, 2.385262059797901, 2.3224730073601756, 2.311048931239428, 2.2572985104283387, 2.2205012000824444, 2.1855925594910492, 2.176060032293287, 2.1320187191053623, 2.0758686993622826, 2.1022666492903164, 2.066886497141079, 2.003748276330143, 1.9948656398207236, 1.9614167509740488, 1.9925512743823102, 1.8875916353310234, 1.8886676670728622, 1.9335967194367925, 1.8389699130618733, 1.822337694021089, 1.800290994102096, 1.8138665558056106, 1.8101400375825591, 1.7740637215575732, 1.7914020741835726, 1.7372042195645372, 1.640362477026923, 1.6519117451816625, 1.7590154280781976, 1.6332463800103219, 1.6205415123919302, 1.5700147386231174, 1.585305994875399, 1.6469507787039284, 1.6086747421235248, 1.6135646334502969, 1.548565653936941, 1.5455297477442864, 1.6276879845786416, 1.5377255655207844, 1.5965549663312173, 1.5861582982287472, 1.521022103884776, 1.502272227366306, 1.4885109865137147, 1.4896048573859624, 1.4402591837623906, 1.4683689368253499, 1.4485376126963738, 1.4297580052892138, 1.3793212677242668, 1.3994584346552574, 1.3447949205290146, 1.3561901687886673, 1.3399581026594534, 1.4038925846188055, 1.3361704282907623, 1.373736400939596, 1.3565403472251745, 1.3140936102251557, 1.3211645126802154, 1.3345850913970227, 1.3374534613364923, 1.315100019262935, 1.3275853626300833, 1.3011698206036078, 1.3114582067050455, 1.2906441957275303, 1.2411436848557753, 1.2591756264139002, 1.2367207937387603, 1.259950219666108, 1.2951270911505226, 1.3066980843369442, 1.2321284430564483, 1.25315681151572, 1.2362416775929446, 1.2655900560592181, 1.1486929098075984, 1.182160492117924, 1.18622920657858, 1.1664500280152397, 1.2213002879725257, 1.2052874176947828, 1.2279152670347622, 1.1718387167348108, 1.165843184168858, 1.1481843254240032, 1.1345148688336557, 1.1817777445091218, 1.1201544044564455, 1.0672674276695546, 1.0777510905311747, 1.101796756130652, 1.1620287833186242, 1.0947993497628008, 1.0770346564823952, 1.0998222559173672, 1.104387409999421, 1.0661263871859035, 1.0981238116878076, 1.0314506409485216, 1.085799005334777, 1.0763507576117397, 1.0877744083459666, 1.0957818813406663, 1.031190717897893, 1.0486782378084627, 1.0451633022929432, 1.0758855868855883, 1.0635505294524177, 1.0500266785107137, 1.0272737009906585, 1.05215739262127, 0.9770317852841637, 1.014468378758844, 1.0317624285960703, 1.057900454152756, 1.001580890892558, 0.9726649993646581, 0.9665826283438357, 1.0039243199692067, 0.9996483133018361, 0.9972423062388838, 0.9536384802333192, 1.0227242396975758, 0.9180434057937652, 0.9998736974131854, 0.9605147684699997, 0.9803146876121991, 0.989547138958308, 0.9292285619213861, 0.9923367050112097, 0.9674514151377485, 0.9583700587524384, 0.9851274528255353, 0.9768595315358083, 0.8892224328825699, 0.8754302985636025, 0.9922319121213777, 0.8731403644833721, 0.9833682119731498, 0.929502356661078, 0.9027607263512694, 0.9518833260315691, 0.9142389361798648, 0.8802209271401569, 0.9319319872038443, 0.8991238966383227, 0.9550915205409761, 0.9496560902953837, 0.9604183708771575, 0.8945136661704106, 0.937653164183703, 0.9147880512625266, 0.9187086825196223, 0.9173816332238258, 0.957107113390759, 0.9017607923417652, 0.9245969824248885, 0.9221035205330234, 0.890089426311684, 0.9062653468753101, 0.8940558069473517, 0.9205004901325542, 0.8443406515957533, 0.914414700056087, 0.8564232000955497, 0.8766174464556523, 0.8518435675973837, 0.8406778781859632, 0.9242021602242898, 0.908352036007567, 0.8447447706279497, 0.8741407222715646, 0.8225105115443985, 0.8419102782918308, 0.8377704221848578, 0.82700094862021, 0.8715860371644786, 0.8739611811950257, 0.8517562156697459, 0.8629317809621263, 0.7857429083142436, 0.8301552065535088, 0.8295276479684319, 0.8761893803673673, 0.7617239342259534, 0.7702707705125643, 0.7866154238438101, 0.8105005958980678, 0.8336682267386559, 0.8099744440503203, 0.8130850273979422, 0.8160076097716256, 0.7945232773791848, 0.832497528235577, 0.8014187337346159, 0.8549972749629232, 0.8361826607946715, 0.845170549976573, 0.8408963049767334, 0.801879808507673, 0.8214006357339995, 0.831233338009645, 0.8210292866234605, 0.7468245944191265, 0.7948203903402207, 0.7834961018121311, 0.772653841903444, 0.7353513777715392, 0.8245755359386893, 0.8191626458958164, 0.7274061006158303, 0.7564299724464931, 0.7891356804926731, 0.7832740097376653, 0.7791309873492731, 0.7527217921264369, 0.7798991082720674, 0.7845085688753625, 0.777534717080221, 0.8052184500216519, 0.749529112395983, 0.7630173894711313, 0.7563235597803414, 0.8086221380040824, 0.7482261200631055, 0.7827432678154668, 0.819055031432352, 0.8041113401423989, 0.7717904020136721, 0.7410282112500112, 0.751272447880982, 0.7995010911844139, 0.7545307283226924, 0.7355809525832505, 0.6973734459550854, 0.7187937507280265, 0.7652097946187205, 0.7519273917569361, 0.7520795115386361, 0.7496347296444666, 0.7562517256176311, 0.7237305154230783, 0.7221061243946612, 0.7156300024490136, 0.7523736482870143, 0.7080115972800981, 0.7410256611129452, 0.7084438783584992, 0.7236340964116112, 0.731103840246366, 0.7521879726981382, 0.7369784687525505, 0.7486700849726021, 0.7438549260413256, 0.705724377967489, 0.7546663078728898, 0.7016166793128659, 0.7574724699720482, 0.784980804359752, 0.7521569382018896, 0.7064560606989557, 0.7369482469007459, 0.7105186635014639, 0.713638812590656, 0.7246823143178098, 0.7010235689968043, 0.6986187798669113, 0.7279370827941306, 0.6724538032489475, 0.7830576033606006, 0.7464554626817648, 0.6932410026446473, 0.6822796420325203, 0.7307869772891548, 0.7152418996097955, 0.7397446136254107, 0.6825669680027603, 0.7012129030935107, 0.7172477043203306, 0.697270804976682, 0.6864631558429299, 0.7050314648417838, 0.7037043011027724, 0.7382030820111548, 0.7121511893580185, 0.7372184040057177, 0.688397314392303, 0.7078262874156753, 0.714043327034783, 0.6855962788668212, 0.7055618920307858, 0.7293450540660203, 0.7353845452297629, 0.6610306069570699, 0.7182838971904247]"
