,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(66, 11)]",
module__conv_type,regular,
module__dropout,0.24674803551136784,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,,
train_loss,,"[3.5761778538220197, 2.918566577588284, 2.642265919197971, 2.6142756473111692, 2.5735290059685365, 2.5180148103124713, 2.4807441122148677, 2.4676102054474787, 2.333772289626752, 2.260928838039615, 2.260644993607647, 2.1558226178309687, 2.129807221419084, 2.1214299385540754, 2.057725794620532, 2.039165234428053, 2.019289720505906, 1.8500744653964296, 1.934746844821302, 1.8641337626707795, 1.8135598915144155, 1.8087978017685846, 1.795000207206168, 1.8068560585594728, 1.7448819267623579, 1.7650386057184566, 1.6415286798449638, 1.6844081022741706, 1.7121171669046735, 1.6628179360858744, 1.673817852922537, 1.6699984922675242, 1.5427224476596733, 1.5537242658787673, 1.5349218240715885, 1.5830160483818312, 1.5309925649576857, 1.4811893306866188, 1.524345293081759, 1.5464114314438175, 1.4957480436339758, 1.4435907632141187, 1.5699559897614628, 1.400041138012898, 1.383394555246979, 1.397856661743333, 1.4313115557302525, 1.409492747386679, 1.41336018449418, 1.3149968424706189, 1.3432169121199784, 1.3381019872008206, 1.3078734046914924, 1.3192044278540442, 1.293979659576159, 1.2512366389057978, 1.2835944990221415, 1.3656729067370108, 1.1820171540809206, 1.2637820323576023, 1.2292881912629805, 1.2527630292416996, 1.1977041976972769, 1.2325261750969323, 1.2248421675660957, 1.1889019615955372, 1.1405799671706383, 1.1027778999752673, 1.167976934308611, 1.1156665368993426, 1.113667733056598, 1.087062691701388, 1.1491197451475839, 1.1224186948220012, 1.1455818717013884, 1.0847801075059709, 1.0619881994685263, 1.0273101638439646, 1.1615999906652816, 1.1178114357421443, 1.0710608612699388, 1.0666121681569516, 1.1004610564183226, 1.0864805388152312, 1.0260650408279448, 1.0768007823948222, 0.9858756890310704, 1.0303379068360865, 1.0871139795190445, 0.9805039124378685, 1.0258247395107905, 0.9955479338607385, 0.9640009285052082, 0.9664238630520597, 0.9562932564388456, 0.9923179540872803, 0.9853533439847342, 0.963952440499571, 1.0354591452008377, 1.0237983229988692, 1.0371717821530588, 0.9372990948862474, 0.9644946110604243, 0.9306269139481692, 0.830448526993064, 0.9076721754294387, 0.9058795521417642, 0.9015313296850422, 0.9073292946333605, 0.9463958477492053, 0.9218617400604446, 0.865016222344326, 0.903168955425211, 0.9571941604513291, 0.9619023754576058, 0.8696598022229632, 0.8456329872564585, 0.8933907620486901, 0.9119144349114269, 0.8606526350263682, 0.8612380211920091, 0.9172540145269142, 0.7952947346950747, 0.7996876244509415, 0.8042868532964653, 0.8393768680795554, 0.8021853620668692, 0.8262354479717222, 0.8843353355125927, 0.8728306589502917, 0.8243389734863891, 0.7270833888916699, 0.7948157785028305, 0.8089486886034571, 0.8872113080983901, 0.8696961458539366, 0.8181681583659711, 0.8210849101091372, 0.8204189909548572, 0.8487254329549222, 0.821887880305583, 0.8317945991948433, 0.7988140621474434, 0.8661696103699972, 0.8541914863122898, 0.8115526360600355, 0.8033713329228446, 0.7800133897491782, 0.7493631443917694, 0.7431901864298728, 0.7598661495815457, 0.8167577438106666, 0.786614282183973, 0.7445905896421805, 0.7998291625210135, 0.7352262315438044, 0.7740425964435553, 0.7311083189390162, 0.7620032308076412, 0.7799470056640746, 0.695413316925405, 0.7934643005498678, 0.7556972409579705, 0.7607412888983102, 0.7950303750157471, 0.7567790435184298, 0.7053808816587616, 0.7239156730824416, 0.7008116041615792, 0.730730830475731, 0.7131354410104503, 0.7508201238280655, 0.684945420248217, 0.701954693663453, 0.7049045341879961, 0.7412044100743056, 0.7519469677369335, 0.7391325697173742, 0.730320055744072, 0.7394173782071434, 0.72737926709411, 0.7371715620461281, 0.7443867823157434, 0.6984660762565656, 0.6793024887593465, 0.6426689243293704, 0.6626237469641949, 0.6418610375958985, 0.6755545638121586, 0.7558535191161456, 0.7225288020463031, 0.7334030755617162, 0.6673478661992438, 0.648167088814259, 0.6790321208859316, 0.7166673496896195, 0.6859107161509062, 0.7259217248844114, 0.6821070367378954, 0.7143706970196486, 0.6886271172354609, 0.6631053097983527, 0.6509630332438273, 0.6795200355587612, 0.6522191344644728, 0.6355675263572359, 0.6815535136434869, 0.677868452636638, 0.6974126114881991, 0.7243932068520033, 0.5951029985884959, 0.6773455677351433, 0.629208934720143, 0.6324586134844955, 0.6475406384330397, 0.6721047089005802, 0.6541805352667872, 0.6156233604190668]"
