,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(66, 66)]",
module__conv_type,temporal,
module__dropout,0.358905629399366,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,,
train_loss,,"[4.055002375218131, 3.2849018920259594, 2.9829675811661103, 2.846973791388621, 2.756945702293036, 2.802600319966086, 2.7659259705272743, 2.761635150670776, 2.7443244236954367, 2.676046402208844, 2.6830264544464053, 2.62085739159607, 2.5786417056093778, 2.642897002621266, 2.639725319345601, 2.5996963293995274, 2.5519310501014187, 2.567945310998353, 2.5758901615344754, 2.6116287448982187, 2.5450706504880523, 2.52875242930863, 2.4976191353178345, 2.5026031836967726, 2.7243501139559116, 2.4897630350078037, 2.4973828884359732, 2.4638549955678286, 2.459805487898018, 2.4056435207315543, 2.363922571883509, 2.426038077981341, 2.435670204869363, 2.399309603954532, 2.366257704944996, 2.2859286809908412, 2.339045416976077, 2.3279067402969083, 2.380292866984965, 2.3472784563712596, 2.3707164981482234, 2.315978870814069, 2.2695086419983936, 2.2393398259670487, 2.251282819655219, 2.2643131474328797, 2.3172221840058986, 2.3167889122783967, 2.2985813101400425, 2.2768372729836575, 2.1916907315534164, 2.2940890968018017, 2.227513040225017, 2.148564721668306, 2.2386568612611786, 2.264886652769322, 2.2875792764492973, 2.180972373061047, 2.1459625897439656, 2.182995700055986, 2.0882648903091328, 2.1808508995981373, 2.1680760107095476, 2.2000998874715707, 2.12168293944681, 2.0489630527055755, 2.0825849166848087, 2.0614534048533875, 2.1260077258046715, 2.065473764188251, 2.053638067236305, 2.1106292990334796, 2.0122296215824718, 2.013191454679032, 2.037681051122098, 2.0890258069905787, 2.106021836815945, 2.01765086033576, 2.0215986441602145, 1.9577155719019106, 2.0418952217001083, 2.0682146319755574, 1.9876069531518754, 2.0296017738118324, 1.9977881131663244, 1.9557344158528744, 1.9343434483874178, 1.9217820593207013, 1.9411283873731524, 1.997627026651546, 1.971634539304959, 2.001144572791282, 1.924720503941996, 1.9773436641325965, 1.9599295905051723, 1.9095602271875816, 1.9156655989895657, 1.9801686407856578, 1.8793835779929873, 1.9430849305475069, 1.907043022072235, 1.9261007873454383, 1.8823254069419177, 1.8906063762734553, 1.8511720605488575, 1.8624724570780102, 1.8485912518276402, 1.8437569999603036, 1.8986812692289747, 1.8155722955422864, 1.8907006037017264, 1.7969327937879738, 1.9190298275263753, 1.8571581059172249, 1.901332605791505, 1.780718165136967, 1.8429635911176019, 1.8329600317186754, 1.8611956515830796, 1.8583330410506658, 1.8607791852675686, 1.8017314719511295, 1.8123724550094824, 1.7076784593767564, 1.7370326719798068, 1.768232379771977, 1.8430324734347272, 1.772154883195622, 1.830069318542811, 1.7391833609635148, 1.8283624463177737, 1.7812379994452057, 1.7191696405640235, 1.8084394437286921, 1.7516950809462237, 1.7050739224996558, 1.8066324431581837, 1.7254899455677213, 1.73684632537225, 1.8431774895276096, 1.725344241411211, 1.7599177913555626, 1.7208492856856374, 1.7446332818275467, 1.7197637549951974, 1.7403327670661846, 1.6912395583539197, 1.6873624650644958, 1.7511615436506225, 1.6967251235413023, 1.6853970080413305, 1.6795820982210674, 1.7383958531527477, 1.7235971367967255, 1.7147282263312464, 1.682082928752991, 1.723819175285141, 1.6217015486020556, 1.6941911351577494, 1.6977620611291762, 1.647677820387428, 1.6733641525778895, 1.6739623584462773, 1.6201159803768668, 1.5679683485664464, 1.6031649588850165, 1.5828247113911662, 1.7255802721330131, 1.652323910315755, 1.655698894421795, 1.6483714539231418, 1.5585824629799234, 1.590487868540326, 1.6614472962435447, 1.593027891851137, 1.6225096665401662, 1.6005541316813523, 1.6081947368194096, 1.6194881761842788, 1.565684546061269, 1.5904519918219646, 1.663396426183427, 1.5888688419734893, 1.6758736918130899, 1.6109126808553849, 1.550166291784391, 1.5244111294236977, 1.5306435091433557, 1.5959032712014853, 1.5051896722415414, 1.546825159215606, 1.499598482460558, 1.5592922323362775, 1.502129453552584, 1.544507839567278, 1.5190615775610417, 1.5287540471244019, 1.5032074830644513, 1.5004589785969635, 1.5348522457741451, 1.4752093360788898, 1.507013315759793, 1.4678742329126602, 1.4425147400095097, 1.5398688620392007, 1.446615047014253, 1.5416455002675502, 1.494627168823367, 1.4656812569863298, 1.490136988927127, 1.4785929309048254, 1.44968175578278, 1.454381392022758, 1.4925372287329857, 1.430453174497441, 1.507222933994106, 1.4597615118894127, 1.475982201053502, 1.4355673789978027, 1.3968570407935355, 1.463003023985605, 1.4343710429858887, 1.3732332205749453, 1.430465395055905, 1.377611643311149, 1.396573451760873, 1.4341003920047528, 1.40009534921178, 1.3909463323688598, 1.4246795421844498, 1.4660496654363637, 1.4726607675616619, 1.418171479910813, 1.4951130938828279, 1.3817177883585103, 1.3756884930796986, 1.4113296323148417, 1.434307857817245, 1.450472978471677, 1.4348640868707387, 1.347471770698687, 1.3886564076233645, 1.4122707451388052, 1.3575697127618505, 1.372038525842037, 1.366459394327371, 1.359739751627631, 1.3487876177522515, 1.3794975362223312, 1.3799834320244593, 1.36175807309449, 1.3530704360150512, 1.2725921993191365, 1.3751324109439098, 1.3508253603513936, 1.3312302038460768, 1.309723375392029, 1.2884034683087104, 1.2994765955399044, 1.362748762296873, 1.351936435676516, 1.3545240693877132, 1.344625151994942, 1.373888809596035, 1.333399163632581, 1.3432166671615249, 1.2869295699878651, 1.266493672929898, 1.2477601247985737, 1.270162396642081, 1.3294381614598778, 1.2973839656106547, 1.2709490838707125, 1.2394518332485973, 1.2680859324792122, 1.295806925037483, 1.2635524353232948, 1.2784979876930376, 1.3044841056608947, 1.2393404290123096, 1.3523347050783379, 1.1852250490427247, 1.2479097231634542, 1.2831498632302527, 1.242075458527529, 1.29086979606957, 1.2640928167121932, 1.3029350650436724, 1.2778245830214632, 1.289733435237947, 1.3342100058873188, 1.2625116374885037, 1.2288838537182225, 1.2971188101892408, 1.2185843941451726, 1.1669667360298444, 1.278300020990748, 1.1329966870148211, 1.2298544738244506, 1.2088027910272932, 1.2301763491176205, 1.1924507590414126, 1.229530243143884, 1.2673857999146272, 1.1869173892079006, 1.1668827600268015, 1.2216621776173273, 1.2480995790446687, 1.2130634608007143, 1.1560267072325148, 1.1788737321267113, 1.2331417122061603, 1.225102959629202, 1.239097300805761, 1.1773224171247474, 1.1793351083907861, 1.2626356009225415, 1.2237190605930919, 1.1605107297222699, 1.1465751655521705, 1.1416448560096073, 1.2020056583883674, 1.126658956974716, 1.1513149705038723, 1.1546707413767943, 1.2011090003032887, 1.1526232357777806, 1.1635546357271416, 1.1526535952515735, 1.15764973419463, 1.0955435411647838, 1.1434838363364754, 1.2094830543060964, 1.1674773868628714, 1.106372390720452, 1.1216071280753876, 1.1256982190202818, 1.221454111914777, 1.1150535111592526, 1.1064036587204809, 1.1114540892914009, 1.1457553143909738, 1.1664605208379473, 1.1130354605808754, 1.1441631545460602, 1.1729594298115822, 1.135843974219938, 1.1557422096736163, 1.1896795312066395, 1.1320857056869236, 1.0899403938544956, 1.1214497585039624, 1.0611795659703172, 1.0955098126230616, 1.1387378785103073, 1.2362800950150403, 1.1362306901878525, 1.1101410155461544, 1.1554563120652896, 1.160012755288426, 1.1102181825646995, 1.085186037567513, 1.1039615053758813, 1.1113095119437768, 1.1258606567075324, 1.1974368179154236, 1.0874586861447948, 1.1412279288050529, 1.0590367476680855, 1.082303863574497, 1.0695783783313284, 1.1014377964701758, 1.1242588952370167, 1.0347752132819636, 1.0412160191430393, 1.0985799536783036, 1.0751123302710297, 1.084239702825941, 1.0683353129663182, 1.0396218771425088, 1.0653826939703985, 1.033584663796815, 1.0715983308658104, 1.04168365722212, 1.1239293875662149, 1.0987321799253476, 1.1030825222766205, 1.09409144821938, 1.0454659997212188, 1.1057402550657858, 1.0465520498727352, 1.076198367629634, 1.0537290728585553, 1.0675512788614707, 0.9753923275587763, 1.0604399041101493, 1.052780525861048, 1.0063811028887149, 1.0293656454508526, 1.0629811428623548, 1.0413739368592005, 1.017551382134119, 1.0730048757659574, 1.1198009757954301, 1.0538449623013368, 1.0634864455123034, 1.0000274599000052, 1.0493362855176953, 1.0548001682104344, 1.065909933194848, 1.1266497916275773, 1.0359536424293554, 0.990840802752593, 0.9858622000811763, 1.0299161572773028, 1.0916956374000424, 0.9882899389115518, 0.9824531397874592, 0.9676832151711274, 1.0053846411571925, 1.0391651328305307, 1.0354198842122075, 1.0275810386150128, 1.008211067654515, 1.0544216725204403, 1.0044953033715285, 0.9754203073214291, 1.0137382717059138, 1.0875423594204936, 0.9937171950376986, 1.0637947279059967, 0.9898111777769131, 0.9941085871305456, 1.0190729458706096, 0.9927808300478167, 1.015649453393534, 0.9762090675181443, 0.9510604966363733, 0.9775987810762715, 1.026139546060241, 1.0132091303532575, 0.990589661192045, 1.002322324315898, 1.0718344009415937, 0.9977375940133794, 0.9394263707180225, 1.0170438523700998, 0.9560414614645304, 0.9785099837272871, 1.0031522845166365, 1.011181712552145, 0.9760743832794718, 1.0383909657325048, 1.0616556245392623, 0.9819542525821976, 0.9504722552992497, 0.9492229333396596, 0.9498772662459255, 1.0074459065372148, 0.9438747749865571, 0.9693317070273508, 1.0409262378819295, 0.983161891390201, 0.9294031349022418, 1.0044647545282146, 0.8960182579293402, 0.9695536713398226, 0.9476590488138281, 1.025694765071667, 0.9577633367351205, 0.9919214750047597, 0.9802149691985592, 0.9407361021858781, 0.985908293747007, 0.9330919450928777, 0.9566370548825636, 0.9941068571042969, 0.9524247123141835, 0.9455993267867976, 0.9397674255696941, 0.8940104981014887, 0.9771278642254224, 0.980589542799666, 1.0060492502713685, 0.9486639668037389, 0.9470423361908598, 0.9071807234303325, 0.9552536046883598, 0.9711804616554525, 0.9524924651261587, 0.8846892925038489, 0.9121926076946865, 0.9137327490343969, 0.9373089081685743, 0.9201812845967616, 0.9385095301215985, 0.9210895194355632, 0.9496911247839024, 0.9570325768487286, 0.8917565625716678, 0.9279540311383788, 0.9017600475938649, 0.9202966809100664, 0.929506834764912, 0.8752131891204716, 0.9236065451633024, 0.8964520005564832, 0.9020435985059435, 0.900792997140398, 0.9055972865731585, 0.9029261241519072, 0.9303793048376757, 0.9296795712054292, 0.946868002529438, 0.8841193770995154, 0.8498722646991373, 0.8741512943392653, 0.9928359894711198, 0.9802252583714834, 0.9337104764319706, 0.8975059760087264, 0.9288610691514809, 0.9187220057348888, 0.977412366832645, 0.9397566620550899, 0.8377390276135104, 0.9205229714068228, 0.8623683069392508, 0.9392354948458703, 0.9164012562666407, 0.954314600228116, 0.8803646409591881, 0.9184572315193118, 0.9265583001500259, 0.9425602582237603, 0.8969880047615499, 0.915285607790924, 0.8517901429313094, 0.8491011140894958, 0.8920605137040686, 0.890042179989287, 0.8616088943141831, 0.9150003594659175, 0.9251221795284025, 0.8559956149026909, 0.8782122955515019, 0.8129815563659925, 0.8321066350175051, 0.864973302754906, 0.8775929919909238, 0.9033604435787623, 0.9290020476750621, 0.8173431062262373, 0.8440213151799588, 0.8636839922169749, 0.8535448740719601, 0.9308841544005364, 0.8861318458377225, 0.8309554454796124]"
