,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(15, 1), (109, 1), (8, 1), (129, 1)]",
module__conv_type,temporal,
module__dropout,0.3454890838787849,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[3.446226488981715, 2.9052646988509823, 2.791871776479844, 2.7390861022460906, 2.7410791090064834, 2.736749775026485, 2.7149643459723936, 2.6967483353913115, 2.7196989353168917, 2.716974518641012, 2.693529486082516, 2.686184715146165, 2.6792104322251733, 2.6979935355090086, 2.6930671259115475, 2.6679444271744845, 2.668262007376457, 2.6844124530116678, 2.677287057458035, 2.6536651782053267, 2.6440462148223967, 2.6610723778648486, 2.661019745185125, 2.6688614745227275, 2.647687830525711, 2.6357617396592405, 2.6335709322175807, 2.638625665394817, 2.6326363272570554, 2.6241957696156506, 2.6087103954752093, 2.6026790561988102, 2.6013698575586166, 2.571761167772236, 2.5283351598506485, 2.5031675613190374, 2.448177920727918, 2.377888588290357, 2.3631063576956226, 2.3017437031225474, 2.272978156432151, 2.175251047007732, 2.134445888819433, 2.124653107392547, 2.1373912087992135, 2.0837843025728873, 2.1276005770405173, 2.0436651573603375, 2.045058506056021, 1.976604887105962, 2.0754583712606274, 1.9420935862103372, 1.9096224789899399, 1.8835197628634381, 1.9111645634754904, 1.8314872442012342, 1.9554105853667274, 1.831627027935656, 1.8642803742635468, 1.814436992277195, 1.7914428592760823, 1.7644422798918575, 1.7854019833712536, 1.7906963908982116, 1.7755639636826355, 1.776908922356063, 1.722984668494877, 1.7471428343145978, 1.6868489141987424, 1.6825494034228357, 1.6226648508756636, 1.6694390178300418, 1.6630093346890402, 1.6228627355426866, 1.6116814880673993, 1.6098922316676958, 1.612033873366208, 1.649742700482241, 1.6406264355597988, 1.5936790754063068, 1.5961101761910639, 1.567515326418248, 1.5145830989916584, 1.5464764827713586, 1.5419145532246388, 1.603227903799327, 1.5543256947578892, 1.522952618337343, 1.4786318078192526, 1.5521050895832271, 1.4828396800392745, 1.4716254986743724, 1.4486106007688888, 1.477038423411541, 1.4628673985786915, 1.479539684313094, 1.4008502252292359, 1.4016640014207857, 1.444011502132838, 1.3631285186910767, 1.42636017115559, 1.4459262345133204, 1.4464764411456317, 1.3543541982153267, 1.3817741807202402, 1.365737771219193, 1.3848491679945167, 1.3221657040947554, 1.351838494632196, 1.3964239917659669, 1.368641489967919, 1.402405854081511, 1.3509673978756895, 1.334553224978479, 1.3298116020564281, 1.313344320216009, 1.3142678447361744, 1.3066272621434738, 1.2711126730921638, 1.2747445095606558, 1.2387422283069804, 1.3034579802064281, 1.2488853190241236, 1.2981240367292783, 1.2793386583722934, 1.267059898353518, 1.2636694679246485, 1.282095070982117, 1.2063148470884109, 1.2119181937501335, 1.2642004038991552, 1.2464186026570427, 1.1876903047231209, 1.2552308280153615, 1.2512233518315004, 1.2508875979496035, 1.1646962021266876, 1.1540287315443918, 1.1620077223474872, 1.147439851740212, 1.1386714707325007, 1.1154734698824291, 1.1965759869833423, 1.1507155113890266, 1.203207503039752, 1.1550808566711177, 1.168008546512556, 1.0547711431578561, 1.1278336345862607, 1.0545762620715708, 1.1598479093784777, 1.1362858163954779, 1.1418676464688444, 1.1555918062731436, 1.1779308796387893, 1.1687654364671238, 1.0817810076721823, 1.1577424661142535, 1.1460424061574193, 1.069185879508157, 1.1501785770302444, 1.0755818543581004, 1.2042367360819064, 1.0669882384714195, 1.0825498724953273, 1.0947761679062828, 1.092911100135157, 1.0909741053911675, 1.0547518733605614, 1.0617712989693313, 1.0738414385435786, 1.1018506934484458, 1.0169550921907784, 1.0295625845897187, 1.0606899554621612, 1.0339587679037805, 1.08322615613148, 1.051211622268449, 1.0288187645167772, 1.0582833041125932, 0.9966427674077817, 1.0249533120890555, 1.0310822557209776, 0.9981110852365889, 1.0136920339907443, 1.0045873597909671, 1.027503197759935, 1.0109034900027358, 0.9637052720274571, 0.9774901907069965, 0.9718043077898438, 0.9589489907227077, 1.013974273858791, 0.9626608517906549, 0.9821088614087476, 0.9297638418685369, 0.9491192046212278, 0.9021467736871112, 0.9247387427911952, 1.0134237682853786, 0.9370223849122632, 0.9454547186902903, 1.0043061087634038, 0.9423969698365315, 0.9165676267991512, 0.947843886832989, 0.8876997744153622, 0.9165773843778109, 0.9607892015212081, 0.9215006405510963, 0.8998567952744885, 0.9415245462312964, 0.9500891541608603, 0.9569548135542663, 0.9170034080313535, 0.914370790339067, 0.9211345249007136, 0.8979796675447091, 0.9329100479519746, 0.8754926782255568, 0.9208778125145208, 0.8235638851839493, 0.9050919910941247, 0.8846666331011246, 0.9087339093526816, 0.909799327519906, 0.8751692906724822, 0.8245690116180148, 0.866433278601025, 0.8261413304592349, 0.8217255878150176, 0.8328678009312697, 0.8496707609574077, 0.8692611224727061, 0.9165770679970449, 0.8668583847216623, 0.8156966402251865, 0.8103891818768939, 0.9138524839806946, 0.8002188849380317, 0.8728196793616794, 0.8759403825379887, 0.858818873461906, 0.8112580967247773, 0.8928616496665301, 0.8446663448280504, 0.9279382897754261, 0.8483822228704311, 0.8093749317443635, 0.8459650018791147, 0.8197978277178884, 0.8524708457585134, 0.8523297366095461, 0.807793649202132, 0.8273616473874412, 0.8728686269369116, 0.7690166590647473, 0.8461076430223444, 0.795426614130771, 0.802093124997742]"
