,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",
module__conv_type,temporal,
module__dropout,0.4,
module__fc_hidden_layers,[128],
module__kernel_size,7,
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.763582140350709, 2.661923120065419, 2.6438814588644046, 2.6567797630996632, 2.654621407203197, 2.6306842468012057, 2.6264258117143413, 2.649490414042101, 2.62508119403226, 2.5972798207955825, 2.5915201731434916, 2.554823373118998, 2.5258835103215795, 2.5212689788440192, 2.486228634923324, 2.4255350643448006, 2.3897725126855756, 2.3793555574995375, 2.3712811810793615, 2.3276811215140936, 2.3202797444080137, 2.2495623972693584, 2.304912260108779, 2.206061692164424, 2.2348304676022863, 2.1788954443376265, 2.156864345819475, 2.170668798874386, 2.1053816003221177, 2.0567131462409245, 2.0800765904242082, 2.1062401066156853, 2.029526578106481, 2.0009509718567275, 2.0017877615220967, 1.9917001498215925, 1.9713158897761547, 1.931391974156355, 1.9260674869933876, 1.9256462518473563, 1.8199930483613367, 1.833099567511543, 1.9066870709355916, 1.7834145914946071, 1.8377549325880578, 1.8189638196790987, 1.7768962332787022, 1.843226690609026, 1.6970925962156236, 1.7063260155302384, 1.6837392678274572, 1.6651563959929436, 1.7002229713498687, 1.624844653544458, 1.599885726055351, 1.6424418519160515, 1.594958708536407, 1.557512538036093, 1.5312076993465882, 1.6011089410084274, 1.5725512089238245, 1.5479179509450198, 1.4615306609863266, 1.4899727450298277, 1.4541884540249455, 1.529895474867137, 1.4908375259313134, 1.4121463886238956, 1.3921428987679285, 1.3709666149563464, 1.4934540144862523, 1.523526745420792, 1.4082972627057837, 1.4759520431111017, 1.3882340810067155, 1.3976758672023073, 1.3621195326411346, 1.2841385135981072, 1.3355002235746705, 1.3092770563282567, 1.3286377104918927, 1.3986431339018843, 1.4611385938522332, 1.3464050612504719, 1.3463851866295293, 1.2350766957666692, 1.2942417900188252, 1.2551718810295347, 1.202976434017398, 1.221035064299366, 1.2832448553648903, 1.2451699819555642, 1.2010083004645824, 1.2194312579707531, 1.2553025115786893, 1.2038095568784506, 1.1833345790799703, 1.3332785009993626, 1.228219045826285, 1.2012454041847251, 1.169982315486618, 1.286919619110023, 1.1912908660780361, 1.1282799035396796, 1.1748349856768123, 1.2137567964279388, 1.1311389656452402, 1.1406514439821474, 1.1267228258470714, 1.1496931968455824, 1.1953522856127654, 1.2158625290529217, 1.1091678788503623, 1.1535842311967441, 1.1007027739051216, 1.0945037062978147, 1.1757218451082305, 1.1262324130569545, 1.1386581946727286, 1.0937067681028938, 1.0809478128725112, 1.1540421599143966, 1.1779321889904855, 1.1435394109270685, 1.1416762034633736, 1.045755279075652, 1.0557389587479444, 1.0694015379475217, 1.0302282160468923, 1.0807129609343866, 1.0803152346289766, 1.0465304449387074, 1.0489963283323118, 1.0663090188762565, 1.0736110428414514, 1.0450025614462184, 1.0739324322334267, 1.0772068129925916, 0.9803248307128958, 1.0502089856334096, 1.0379177105323527, 1.0444620607906632, 0.9952712923546498, 1.035020132725691, 1.019128929949128, 0.9416867184799605, 1.0020903063807152, 1.0421928953849087, 1.0837218541153586, 1.0535699258754756, 1.0900713733690535, 0.9897173592055268, 1.039167774136647, 1.0548713486623718, 1.07772315477843, 1.048992590335152, 1.0600944688047091, 1.0402472953135515, 1.0066542404563066, 0.9887906946851384, 1.0638704805332841, 0.9534058410806996, 0.9509899293837121, 0.9764638944126529, 0.9864127238400288, 1.0070660709187431, 0.9300560797775331, 0.9228797501044508, 0.9687735739525289, 0.9818338953725871, 1.019694651486899, 0.951302564006453, 0.9086312904050421, 0.9282135694960887, 0.940852105215952, 0.8706968926373758, 0.9745555119060116, 0.9496424713309163, 0.8824940390949414, 0.9818092087235327, 0.9800911811364168, 0.9751317357076144, 0.8825426216419209, 0.9129833246906637, 0.8754235377554944, 0.9401436327052185, 0.9019136052503393, 0.9625450440963033, 0.9435034857218488, 0.9043836840307403, 0.9391380224925492, 0.9934461351423107, 0.9662504715914906, 0.8855662209925683, 0.8589944324319011, 0.8726783474554112, 0.8971720373435474, 0.8858205415057493, 0.9757263952430564, 0.943291031706207, 0.8535518870546452, 0.9533211851028207, 0.9159752765564648, 0.884232324344591, 0.8812307997089492, 0.890706615911526, 0.878592893696382, 0.9151744762215049, 0.8661016393327392, 0.9094256048482467, 0.907847678179461, 0.8918246472535853]"
