,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(300, 1), (300, 1), (300, 1), (300, 1), (300, 1)]",
module__conv_type,temporal,
module__dropout,0.4,
module__fc_hidden_layers,[128],
module__kernel_size,2,
module__preprocess,,
module__temporal_attention,,
