,params,data
batch_size,128,
lr,0.001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, 1)]",
module__conv_type,regular,
module__dropout,0.4,
module__fc_hidden_layers,"[1024, 128]",
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.915025747475088, 2.6394398828519297, 2.5497901613728344, 2.4821235157914394, 2.4113917517959784, 2.397506202675767, 2.3085854981062393, 2.185208316724193, 2.1590023653422494, 2.1515945446937845, 2.0190380020398115, 1.9538214522754769, 1.8813099743195387, 1.8906789874938905, 1.7944531991548198, 1.77642399410464, 1.753693406794875, 1.7038813104547066, 1.67050672894367, 1.7200533476846935, 1.6890183849820257, 1.6843924323717754, 1.6242395723014926, 1.5150483286689955, 1.5860234651281557, 1.510028199721253, 1.5350524027913266, 1.4716838865069446, 1.466104973175569, 1.4168201664339224, 1.3566064840320438, 1.311555128104405, 1.357209285043044, 1.3044271337424873, 1.335945233831488, 1.2979569854241626, 1.2645690797843347, 1.3218756623272707, 1.2759893498205428, 1.2360018259281156, 1.2187616268564714, 1.2616236048976923, 1.2221230849065423, 1.1717329438664843, 1.2217709342524137, 1.129223155299708, 1.1640734129749046, 1.1099231440670552, 1.0961065118869375, 1.1567354378622388, 1.1470853891885704, 1.1141636286872036, 1.1693973921446934, 1.1443644367537742, 1.085345871853897, 1.0591275476699376, 1.0471439360427124, 1.1074544466194571, 1.109768241042706, 1.0397550451652462, 1.0642322246897804, 1.0557404558436443, 1.0192346577456546, 1.0339369099948637, 0.9844380183132879, 1.0523910549658062, 1.0017767182688204, 1.012818412638764, 0.9194960400648237, 0.9338540606036081, 0.9465028024658804, 0.9626535109667452, 0.9412497803640412, 0.9519742880728701, 0.8814407745080998, 0.8988187627421332, 0.9711386857985534, 0.9565254336475295, 0.9821488182780608, 0.9111537902430773, 0.9549398579984532, 0.9187237450300101, 0.8975233097241316, 0.955326039612465, 0.9050359310265577, 0.9023402188399111, 0.8738280683612731, 0.8174989096369455, 0.8181590135571593, 0.863016379555181, 0.9175618551421005, 0.9068034170454906, 0.9616739183063122, 0.9029740193048197, 0.8905627568906368, 0.8674696986773744, 0.8323782488317242, 0.8698313309525665, 0.8407536185096939, 0.8494532419212957, 0.865077067463588, 0.8758312627515692, 0.8395750295875395, 0.8786354344356071, 0.8791607036599738, 0.8311065618059706, 0.8441527539096579, 0.8375245732945049, 0.8821343376473895, 0.8112141875322911, 0.8034466483865531, 0.8524969560841203, 0.7724710939367956, 0.8429538102017127, 0.8626953160728432, 0.8316250947321068, 0.8159732347950125, 0.8262632473172418, 0.8022200023750063, 0.7949759125365992, 0.8271051874879916, 0.8238661888124391, 0.869425125756479, 0.8240057367985347, 0.7911090754638144, 0.796956043250279, 0.7947979130273135, 0.8377430918809889, 0.8104455004393425, 0.8348061699459578, 0.8227299983746494, 0.8117147202565049, 0.7793389906915303, 0.8270953859307237, 0.8245850006739298, 0.8405479777328791, 0.7870736976979903, 0.7874812492376102, 0.8449916370663931, 0.7864625876506399, 0.8602117167197089, 0.8129647197801259, 0.8227244071039755, 0.7469976666624104, 0.844855785369873, 0.7765755982037122, 0.7442290671277115, 0.7686388926593073, 0.7625110139077266, 0.7983346663909274, 0.8494661997191386, 0.7726596829756078, 0.7638716827666496, 0.8164401360135257, 0.8524645309283342, 0.7673027763907206, 0.7332153275079388, 0.7475129666520814, 0.7684650740637216, 0.7671976747934229, 0.8135572569972614, 0.8132348578784697, 0.8017206710193389, 0.7974582073438866, 0.787266830259739, 0.8084825888834357, 0.784542787544551, 0.7430857763510272, 0.7525796922895338, 0.7832523660517793, 0.7580208149698351, 0.7419037872730369, 0.7675590610756081, 0.7910780998288611, 0.7607705069206634, 0.7704958554418126, 0.7589550341240611, 0.7907124299709896, 0.7300991640997895, 0.7724151641674389, 0.756253409110847, 0.7926065405896945, 0.7994905108448179, 0.8146895604220636, 0.7590319288109039, 0.7413761768057069, 0.7612552882156959, 0.7717723424450694, 0.7169998279566037, 0.7682381022102437, 0.8049626201534363, 0.7637824482006252, 0.7817128608137455, 0.7727065032543069, 0.7897454201316284, 0.7630436554708582]"
valid_acc,,"[0.06766917293233082, 0.16165413533834586, 0.2556390977443609, 0.29699248120300753, 0.29699248120300753, 0.37969924812030076, 0.5075187969924813, 0.48120300751879697, 0.44360902255639095, 0.5827067669172933, 0.6052631578947368, 0.6466165413533834, 0.6691729323308271, 0.6203007518796992, 0.6353383458646616, 0.7105263157894737, 0.7218045112781954, 0.6616541353383458, 0.6015037593984962, 0.6804511278195489, 0.7293233082706767, 0.6842105263157895, 0.7706766917293233, 0.6879699248120301, 0.7368421052631579, 0.7969924812030075, 0.7969924812030075, 0.7293233082706767, 0.8308270676691729, 0.793233082706767, 0.8120300751879699, 0.8533834586466166, 0.8233082706766918, 0.8383458646616542, 0.8458646616541353, 0.849624060150376, 0.8195488721804511, 0.8345864661654135, 0.8533834586466166, 0.8571428571428571, 0.8045112781954887, 0.8421052631578947, 0.8609022556390977, 0.8458646616541353, 0.8533834586466166, 0.868421052631579, 0.8796992481203008, 0.8646616541353384, 0.868421052631579, 0.8759398496240601, 0.8609022556390977, 0.8609022556390977, 0.849624060150376, 0.8909774436090225, 0.9097744360902256, 0.8909774436090225, 0.8984962406015038, 0.9210526315789473, 0.8909774436090225, 0.8909774436090225, 0.9022556390977443, 0.9097744360902256, 0.9172932330827067, 0.8947368421052632, 0.9097744360902256, 0.8984962406015038, 0.9135338345864662, 0.9022556390977443, 0.9210526315789473, 0.9323308270676691, 0.8984962406015038, 0.9360902255639098, 0.9135338345864662, 0.9285714285714286, 0.8947368421052632, 0.9135338345864662, 0.9022556390977443, 0.9285714285714286, 0.924812030075188, 0.9172932330827067, 0.9097744360902256, 0.9097744360902256, 0.9172932330827067, 0.9210526315789473, 0.9323308270676691, 0.9097744360902256, 0.9360902255639098, 0.924812030075188, 0.9360902255639098, 0.9022556390977443, 0.9097744360902256, 0.9060150375939849, 0.9210526315789473, 0.9323308270676691, 0.9210526315789473, 0.9060150375939849, 0.9210526315789473, 0.9210526315789473, 0.9398496240601504, 0.924812030075188, 0.9097744360902256, 0.9398496240601504, 0.8984962406015038, 0.943609022556391, 0.9135338345864662, 0.9323308270676691, 0.9060150375939849, 0.9285714285714286, 0.9398496240601504, 0.9360902255639098, 0.9360902255639098, 0.924812030075188, 0.9172932330827067, 0.9135338345864662, 0.8984962406015038, 0.9135338345864662, 0.9097744360902256, 0.9473684210526315, 0.9473684210526315, 0.9172932330827067, 0.9210526315789473, 0.9323308270676691, 0.924812030075188, 0.9511278195488722, 0.924812030075188, 0.9398496240601504, 0.924812030075188, 0.8947368421052632, 0.9210526315789473, 0.9022556390977443, 0.9172932330827067, 0.9285714285714286, 0.9097744360902256, 0.9323308270676691, 0.9135338345864662, 0.9172932330827067, 0.9323308270676691, 0.9022556390977443, 0.8984962406015038, 0.9172932330827067, 0.9022556390977443, 0.9360902255639098, 0.9210526315789473, 0.9210526315789473, 0.9135338345864662, 0.9511278195488722, 0.9323308270676691, 0.9323308270676691, 0.9360902255639098, 0.9097744360902256, 0.9398496240601504, 0.9360902255639098, 0.9172932330827067, 0.924812030075188, 0.9097744360902256, 0.924812030075188, 0.9285714285714286, 0.9360902255639098, 0.9323308270676691, 0.9285714285714286, 0.9135338345864662, 0.9172932330827067, 0.924812030075188, 0.9473684210526315, 0.9060150375939849, 0.9323308270676691, 0.9172932330827067, 0.9285714285714286, 0.8947368421052632, 0.9022556390977443, 0.9360902255639098, 0.9060150375939849, 0.924812030075188, 0.924812030075188, 0.9210526315789473, 0.9172932330827067, 0.9172932330827067, 0.9172932330827067, 0.924812030075188, 0.9210526315789473, 0.9135338345864662, 0.9060150375939849, 0.9360902255639098, 0.924812030075188, 0.8872180451127819, 0.9323308270676691, 0.8947368421052632, 0.9285714285714286, 0.924812030075188, 0.9360902255639098, 0.9323308270676691, 0.9097744360902256, 0.9285714285714286, 0.9360902255639098, 0.9210526315789473, 0.924812030075188]"
valid_loss,,"[2.615430534334111, 2.5264446681603454, 2.35548970932351, 2.18631751196725, 2.127490909476029, 1.9619938592265422, 1.919559197318285, 1.858738866963781, 1.8172906440003473, 1.7080300678884177, 1.5469597120930378, 1.5784843254806404, 1.4148654229658888, 1.4635206505768281, 1.3523330921517278, 1.3313647705809515, 1.2614163330623083, 1.2474622851923893, 1.3019853812411315, 1.143878047627614, 1.1206308280614983, 1.1857128358425055, 1.053811872812142, 1.0366921962651992, 1.0547927187797719, 0.9027881649203766, 0.9784322161423532, 1.018990395212532, 0.8641373250717507, 0.8131605807999919, 0.7686174453649306, 0.6935288673056695, 0.7577293098421025, 0.7229450201629696, 0.736879379229438, 0.715255243885786, 0.7192200709106331, 0.6989176846984634, 0.6449721881321498, 0.6493938784850272, 0.7215976002521085, 0.6104871478295864, 0.5943258297174496, 0.5901094450986475, 0.5978148548226607, 0.5783554674091196, 0.5341960299283939, 0.5471626645640323, 0.5909110334582794, 0.5143982839763612, 0.579581300118812, 0.5487452489989144, 0.5524921807131373, 0.4858556878297849, 0.3959648577790511, 0.41561457626801684, 0.43856561945793326, 0.38206126501685694, 0.41563436276930615, 0.4489923047840147, 0.4277408642876417, 0.3755327882175159, 0.37983503825682446, 0.38913672355780926, 0.3713685117269817, 0.350043100970132, 0.3732963784744865, 0.3861904661906393, 0.38164699212052766, 0.3366047932689351, 0.34771788658056046, 0.3090475306923228, 0.32047150502527566, 0.2969639265447631, 0.327995072630115, 0.30030076172118797, 0.30542915768193124, 0.28367847428285986, 0.30542581332357305, 0.31478960800887945, 0.3032822205608052, 0.33874614660004926, 0.2952581124198168, 0.320063922414206, 0.2765271031766906, 0.2686034694201964, 0.22707133633749826, 0.2522874833049631, 0.2626078778639772, 0.3135610706824109, 0.27952672496325986, 0.33137347689248564, 0.26314434678034676, 0.2571021666876355, 0.28637577671753733, 0.28874222721372333, 0.2709255644253322, 0.2545475921684638, 0.24405250513463989, 0.25633810314917027, 0.2608791625589356, 0.22655190068080014, 0.30051204562187195, 0.23335834620590495, 0.259393362622512, 0.23682754582032225, 0.25559073417706596, 0.23199650085062012, 0.24817020574906715, 0.21388673939202962, 0.19634344344748592, 0.24879666042507143, 0.2816860028227469, 0.2863759695363224, 0.27970360768468755, 0.2660432903838337, 0.24112356381308764, 0.2153711139707637, 0.22461588803986857, 0.220929654693245, 0.24571756402352699, 0.22607319292269254, 0.2538847784350689, 0.20723933306403627, 0.22193810657451027, 0.2637073852513966, 0.28118189093761875, 0.33425957323016975, 0.2608912197270788, 0.30779085851701576, 0.2810874500669035, 0.24180098494192712, 0.23303293644037462, 0.22628697528874964, 0.2601931731503709, 0.22148930219779336, 0.1993780220137503, 0.3065598114092547, 0.29456446134954467, 0.24752747900503919, 0.30257122991676616, 0.2056628638192227, 0.22931483970548874, 0.22939070162916542, 0.280758298653409, 0.18303994139782467, 0.2089582668211227, 0.22545846579666423, 0.1948150190195643, 0.31586964966211106, 0.22018296669300338, 0.239777396047922, 0.22506551612588696, 0.2674608823276104, 0.227433262911058, 0.227402831378736, 0.23354342915958032, 0.2304030502201023, 0.21805313856978165, 0.19452341539519175, 0.2287098319458782, 0.28340968192744076, 0.25951274781298816, 0.20209458559975588, 0.3103935251334556, 0.2156522368129931, 0.26800361690216495, 0.24522536791356883, 0.3122541776725224, 0.27071990420047504, 0.22651855311447516, 0.31626395937195395, 0.2871045001915523, 0.2510580203138796, 0.2761800349655008, 0.24898323483933182, 0.2570526225674421, 0.260827136218996, 0.25312490873318866, 0.23899590991493455, 0.26366396595660907, 0.26578572414871443, 0.22205450212148795, 0.2745633768407922, 0.32234751954114527, 0.2388798453305897, 0.2743377669861442, 0.2778042562698063, 0.29880805772946295, 0.2511160216833416, 0.2795005891107975, 0.2878830347742353, 0.2698878894623061, 0.24604226223060063, 0.26467339246344745, 0.2522864912013362]"
