,params,data
batch_size,128,
lr,0.001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, 1)]",
module__conv_type,regular,
module__dropout,0.4,
module__fc_hidden_layers,"[1024, 128]",
module__preprocess,,
module__temporal_attention,,
train_loss,,"[3.2629878680978046, 2.6758136273801956, 2.6358733373771805, 2.622113701023969, 2.5708440497646166, 2.522981277933971, 2.4807315448786587, 2.32238069865299, 2.260915050570597, 2.180490585667289, 2.1359352802613096, 2.116266129229464, 2.0464164584389355, 2.0490308189666395, 2.0647530173981066, 1.9232289743103437, 1.9273598527862608, 1.9113891611620426, 1.8171262485068918, 1.742475391691506, 1.6966085798559802, 1.6948294752739077, 1.6227154763752982, 1.6353135296390933, 1.6839928631585945, 1.6299101882332923, 1.6143811417677487, 1.5788184741542302, 1.5159639929307844, 1.5119647091667123, 1.540283813229686, 1.4404286195310627, 1.432215260750724, 1.449233007796773, 1.405451383252386, 1.379953718139707, 1.374666734258372, 1.3829452277144216, 1.3583439989720871, 1.345946283834207, 1.3060996174698023, 1.2361165853726213, 1.2666472444598307, 1.2288379645759056, 1.2356276859601643, 1.207008666068687, 1.2463879243525198, 1.2379050729144454, 1.1621032864112524, 1.2070812674976836, 1.1491017624492956, 1.1279585535208536, 1.1304905236853164, 1.0994779600735936, 1.1604127166140914, 1.116344518023735, 1.0480751290074475, 1.0655566735669957, 1.0849029040633775, 1.044706771837785, 1.040344378749339, 1.06586463419383, 1.0850915109894077, 1.0592049742019303, 1.062222353221129, 1.0705487537818352, 1.0194083281925745, 1.0343921688579072, 1.0532845529019548, 0.9801377906095261, 1.0025665602313707, 0.991544678192925, 1.043118136155411, 0.9685272728151009, 1.0121534430740664, 0.9766398898592845, 0.908080367091061, 0.9651151122891435, 0.9975956512663303, 0.8941136139122661, 0.9526995155863885, 0.9188532751421458, 0.9980746549362189, 1.0190183083140152, 0.9378576527848796, 0.8930056329427264, 0.8724214190604703, 0.9062836504508299, 0.8662971854781373, 0.8859962308109663, 0.8966275693014736, 0.8816673414476309, 0.9080904118738147, 0.8747169465140894, 0.9023336897874724, 0.920316202014199, 0.9148584581975855, 0.8671111106186791, 0.8199615568808375, 0.8489725437168878, 0.8866809611123909, 0.8604649323630768, 0.8093333291184525, 0.8122135571642553, 0.808541691200388, 0.8734227164594005, 0.790575448984382, 0.7881985684483529, 0.8538280360307813, 0.8135191859929239, 0.8252031040785982, 0.7927132718343635, 0.8409136168565869, 0.8555081239825584, 0.8768327449906478, 0.8055572767499996, 0.8103064972396551, 0.8352238180996244, 0.8461316988543605, 0.8437239430551904, 0.8419727913942456, 0.855959075409294, 0.8174254622806867, 0.8489514186421154, 0.7757178773587411, 0.8500041359908743, 0.8591691246997362, 0.8900657205887975, 0.8943278837524005, 0.8442217062440838, 0.7805531095795526, 0.8367717095212306, 0.7443595193719361, 0.7950458750628785, 0.8578839078045531, 0.7938508535963006, 0.8601768842593821, 0.844958608239632, 0.8013152341257463, 0.7831300384474852, 0.7761144092876182, 0.7653116555250502, 0.7344303156819806, 0.8315472587985937, 0.7882733898789176, 0.8329237542353564, 0.7458945117883692, 0.8214987384392911, 0.8229281518283307, 0.774174007621959, 0.8026346520860952, 0.7405777836463138, 0.8182126460230819, 0.8175144432146506, 0.8387209204447921, 0.7876787894295595, 0.7772859353232818, 0.7216707696336342, 0.7943334359736365, 0.8022159790032662, 0.8311169317218967, 0.7863456744589947, 0.7793307791848882, 0.7349668761799228, 0.7718258985279848, 0.7740130332492342, 0.7523685504011774, 0.7724596181971914, 0.7682508185062975, 0.7065823334175468, 0.8192735617249947, 0.7682979052613131, 0.8401044700312592, 0.8286977965788325, 0.7820045053673156, 0.7637791231860365]"
valid_acc,,"[0.09848484848484848, 0.19318181818181818, 0.12878787878787878, 0.20454545454545456, 0.26515151515151514, 0.2916666666666667, 0.3181818181818182, 0.4128787878787879, 0.44696969696969696, 0.5037878787878788, 0.5265151515151515, 0.5492424242424242, 0.5568181818181818, 0.5643939393939394, 0.5492424242424242, 0.696969696969697, 0.5492424242424242, 0.7121212121212122, 0.7575757575757576, 0.7462121212121212, 0.7121212121212122, 0.75, 0.821969696969697, 0.7689393939393939, 0.7651515151515151, 0.7765151515151515, 0.7234848484848485, 0.7992424242424242, 0.803030303030303, 0.803030303030303, 0.8522727272727273, 0.8446969696969697, 0.8636363636363636, 0.8560606060606061, 0.8522727272727273, 0.8560606060606061, 0.8939393939393939, 0.8598484848484849, 0.8333333333333334, 0.8825757575757576, 0.8825757575757576, 0.9015151515151515, 0.9242424242424242, 0.8863636363636364, 0.8863636363636364, 0.8787878787878788, 0.8825757575757576, 0.9090909090909091, 0.8977272727272727, 0.9166666666666666, 0.9128787878787878, 0.9090909090909091, 0.9090909090909091, 0.9166666666666666, 0.9053030303030303, 0.9090909090909091, 0.8863636363636364, 0.9166666666666666, 0.9242424242424242, 0.9128787878787878, 0.9015151515151515, 0.8712121212121212, 0.8863636363636364, 0.9356060606060606, 0.875, 0.9204545454545454, 0.9015151515151515, 0.9090909090909091, 0.9166666666666666, 0.9318181818181818, 0.9166666666666666, 0.9431818181818182, 0.9318181818181818, 0.9204545454545454, 0.9242424242424242, 0.9318181818181818, 0.9507575757575758, 0.9356060606060606, 0.9318181818181818, 0.9356060606060606, 0.9166666666666666, 0.9204545454545454, 0.9242424242424242, 0.9204545454545454, 0.9356060606060606, 0.9393939393939394, 0.9242424242424242, 0.946969696969697, 0.9242424242424242, 0.9204545454545454, 0.9431818181818182, 0.928030303030303, 0.946969696969697, 0.9356060606060606, 0.9356060606060606, 0.9431818181818182, 0.9507575757575758, 0.9318181818181818, 0.9356060606060606, 0.9318181818181818, 0.9356060606060606, 0.9356060606060606, 0.9431818181818182, 0.9393939393939394, 0.9393939393939394, 0.9356060606060606, 0.946969696969697, 0.9204545454545454, 0.9318181818181818, 0.9393939393939394, 0.9431818181818182, 0.946969696969697, 0.928030303030303, 0.9356060606060606, 0.946969696969697, 0.9393939393939394, 0.9431818181818182, 0.946969696969697, 0.946969696969697, 0.9318181818181818, 0.946969696969697, 0.9431818181818182, 0.9242424242424242, 0.9393939393939394, 0.9356060606060606, 0.9507575757575758, 0.8901515151515151, 0.9242424242424242, 0.928030303030303, 0.9393939393939394, 0.9356060606060606, 0.946969696969697, 0.9318181818181818, 0.9318181818181818, 0.9393939393939394, 0.9431818181818182, 0.9242424242424242, 0.9393939393939394, 0.9431818181818182, 0.9393939393939394, 0.9507575757575758, 0.946969696969697, 0.9318181818181818, 0.9431818181818182, 0.9431818181818182, 0.9545454545454546, 0.9583333333333334, 0.9356060606060606, 0.9356060606060606, 0.9356060606060606, 0.9393939393939394, 0.9545454545454546, 0.9431818181818182, 0.9431818181818182, 0.946969696969697, 0.9431818181818182, 0.9242424242424242, 0.9393939393939394, 0.9204545454545454, 0.9431818181818182, 0.946969696969697, 0.9356060606060606, 0.9431818181818182, 0.9318181818181818, 0.946969696969697, 0.946969696969697, 0.9318181818181818, 0.9431818181818182, 0.946969696969697, 0.9431818181818182, 0.946969696969697, 0.9090909090909091, 0.928030303030303, 0.9393939393939394, 0.946969696969697, 0.9242424242424242]"
valid_loss,,"[2.629253712567416, 2.6098663517923066, 2.602354454271721, 2.4971424160581646, 2.323970671856042, 2.3197468266342627, 2.188889944192135, 1.9858864509698115, 1.8877439137661096, 1.783788384813251, 1.775968074798584, 1.7062217250014797, 1.593705856438839, 1.6518743869030115, 1.5535933176676433, 1.489490032196045, 1.5365339011857004, 1.4201958721334285, 1.2907072016687104, 1.2701684886758977, 1.241850582036105, 1.1781588467684658, 1.1030404350974343, 1.0945053859190508, 1.0829352176550664, 1.0633525703892563, 1.091177629702019, 0.9890609618389246, 0.9294412388946071, 0.9258310722582268, 0.8982365889982744, 0.8435948184042266, 0.799723359671506, 0.7998051751743663, 0.7750998229691477, 0.7449856255993699, 0.6938937161908005, 0.757019685976433, 0.7389157757614598, 0.6688195647615375, 0.6395287838849154, 0.6065296404289476, 0.60957040569999, 0.6124255151459665, 0.6083080190600771, 0.6221505132588473, 0.5785471110632925, 0.5490900711579756, 0.5372118146130533, 0.4851663112640381, 0.5145434538523356, 0.523861134594137, 0.4933194662585403, 0.48491494222120807, 0.5009238683816158, 0.42444031888788397, 0.46043571017005225, 0.4376444961085464, 0.41495829459392664, 0.4270927598982146, 0.4478528951153611, 0.4883135412678574, 0.4996690876556165, 0.4448336624737942, 0.45625785354411963, 0.40391695499420166, 0.3912934525446458, 0.3886234543540261, 0.40786488489671185, 0.34824222958449164, 0.37210177743073664, 0.36141890106779156, 0.36675377957748645, 0.4040970070795579, 0.3479472425850955, 0.32124466155514575, 0.34627976832967816, 0.3321863647663232, 0.30278907400189026, 0.32056082288424176, 0.3770579226089246, 0.34775304387916217, 0.32812166755849664, 0.3554765284061432, 0.30105463121876574, 0.311433934804165, 0.2940558393796285, 0.28029203776157263, 0.29843032450386975, 0.2759325201764251, 0.29660157136844867, 0.30349658971483057, 0.2853100769447558, 0.29867305809801276, 0.2763355875557119, 0.2704806625843048, 0.27882317701975506, 0.2832079814238982, 0.2786911563439803, 0.28607993640682916, 0.2612403495745225, 0.2913165268572894, 0.2723665580605016, 0.280505842331684, 0.2490131864041993, 0.2774712633002888, 0.2632118391268181, 0.2980781071113818, 0.29063503308729693, 0.27264469094348676, 0.26580899953842163, 0.2550174395243327, 0.2574204414179831, 0.25983170487663965, 0.24743359423044956, 0.22962545400316065, 0.24704197636156372, 0.2546088433626926, 0.2918415773998607, 0.27109448160185956, 0.2825193233562238, 0.27544242459716217, 0.29522857702139654, 0.27464919650193415, 0.27530525173201703, 0.22587172145193274, 0.4046638264800563, 0.3005902613654281, 0.3071311748389042, 0.2638676008491805, 0.2505626484300151, 0.2672981123129527, 0.29675140073805145, 0.2868704258492499, 0.26422170707673737, 0.27031566067175433, 0.31802605318300653, 0.2466131200393041, 0.2709888761693781, 0.24361889651327423, 0.24633877611521518, 0.2633972267309825, 0.28594020731521375, 0.23744080012494867, 0.24829557899272803, 0.2530477168885144, 0.23310074752027338, 0.2843001660975543, 0.2880129827694459, 0.2815550150293292, 0.2520837684472402, 0.2594433869376327, 0.24262976240028034, 0.23517873792937308, 0.2644011676311493, 0.2313511913472956, 0.2731960727409883, 0.29631466124996997, 0.30792407510858594, 0.26735545830293134, 0.25636493301752844, 0.3063936134179433, 0.2638346245794585, 0.2767969302155755, 0.26348285964041046, 0.28002012679071137, 0.3009392623648499, 0.25663808033321844, 0.2658814796895692, 0.28597220349492447, 0.29964513263919135, 0.3537329850774823, 0.26881342629591626, 0.2570232338074482, 0.26340630515055224, 0.32851200753992255]"
