,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, 1)]",
module__conv_type,regular,
module__dropout,0.1,
module__fc_hidden_layers,"[1024, 128]",
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.737419493489261, 2.6622801250728934, 2.624611352064882, 2.5942867564880197, 2.4949664116821877, 2.372423950006593, 2.226894590284364, 2.0956894593325863, 1.9690633882821236, 1.8224368614147308, 1.774127856684235, 1.7129417632659047, 1.6346733778514735, 1.5548666542705496, 1.5134318032938052, 1.4880752677418199, 1.4277568721175766, 1.3528261591217818, 1.31726234160743, 1.302084369572393, 1.252774623010619, 1.2815709782837676, 1.1595062981936706, 1.1406128738043289, 1.1874467557033133, 1.1140852058655246, 1.1233061207359967, 1.0868015376337439, 1.120786317258243, 1.0367494575629201, 1.0866084215047838, 1.0471294248023935, 0.9801004082393922, 0.9706604295230393, 0.975745765894909, 0.9669279843482916, 0.9467634959477398, 0.9644676267127368, 0.8987366458639059, 0.8995504567934617, 0.8810387335495807, 0.8773490503129767, 0.8537347064810688, 0.8895856255413133, 0.8583000675058502, 0.863999510647355, 0.7982755049161334, 0.8006814685896196, 0.8024272688813902, 0.8222618689912655, 0.8132960225359737, 0.7263176152616825, 0.8073993761818874, 0.7427602536282095, 0.7831322233569267, 0.7526084517596664, 0.7544857802926979, 0.7493486514782013, 0.7285124306834512, 0.7231055449454631, 0.7041164433921792, 0.7478430347014344, 0.6967390552664123, 0.6683354709837782, 0.6762660092510476, 0.7300434717470127, 0.6681760879918776, 0.6532029313009364, 0.7121751782529979, 0.6398356341033115, 0.694375584723283, 0.6207540220760818, 0.6510332196979541, 0.6206319690552271, 0.6657055181511082, 0.6419158486880212, 0.623328830463513, 0.6194822002671065, 0.6044272441456343, 0.5830713849475359, 0.6217269402544849, 0.5885232647059631, 0.5928828485388806, 0.5777159108172862, 0.5672977113815366, 0.5936736013171309, 0.5803236592056429, 0.5472583413753913, 0.578102337609794, 0.5590840656950884, 0.5727186265699458, 0.5625121273121848, 0.52776018478599, 0.5867570102157557, 0.515886816207774, 0.5305150937965349, 0.528378088009346, 0.5571991398744464, 0.5116756452421061, 0.5499565728173361, 0.5180615469541375, 0.49221435114812895, 0.47994355713155956, 0.5245785163527606, 0.48859084027530364, 0.531938881741248, 0.509615410244545, 0.5069917308723091, 0.48078002116493485, 0.5031528181461734, 0.5384414422466248, 0.4834452727228031, 0.45303376635946296, 0.45648411007939793, 0.4950796116096944, 0.4707864322426741, 0.4394738286819513, 0.4942410764616344, 0.4558163640822045, 0.4808426370824563, 0.40508661730488715, 0.4706883794636135, 0.46253160123179216, 0.4317167522698841, 0.42812946785194844, 0.46122961394725, 0.43039801758315904, 0.4539705841845898, 0.47796542786498347, 0.4449046587680648, 0.4070125730649195, 0.4662680195198966, 0.4238560252396191, 0.46116480428822104, 0.4564138949346817, 0.3931388952317545, 0.412815018414764, 0.4564917753741331, 0.4559823811111487, 0.4084449016795951, 0.4101727510463378, 0.41404969902936367, 0.4004698095415557, 0.44368489925444526, 0.4163658458732362, 0.42148668962413594, 0.3889164049589897, 0.40615416397756604, 0.4033796313173146, 0.3851612129603852, 0.4030338529296985, 0.41345341036974753, 0.38112597077311977, 0.40625034245473624, 0.36270953593891936, 0.39092241239972864, 0.3654464785077615, 0.35717448813341535, 0.348917549102067, 0.3609600647009988, 0.3956082795785094, 0.3714737015401481, 0.3739071844519616, 0.3403113308030751, 0.34534218506556535, 0.3460253422702309, 0.3671464599225237, 0.3447818045972289, 0.31080289982352316, 0.3063854055781558, 0.3271781476670796, 0.3650152476559913, 0.3527791024571308, 0.3345623467972826, 0.33777000326359075, 0.33171222930797356, 0.3621505705011681, 0.35646521071764736, 0.34796275759579237, 0.3574450098185672, 0.30459905653390373, 0.31124885693750737, 0.3244937863290367, 0.3341076677516604, 0.3119761941455283, 0.30127748679530725, 0.3381686332142634, 0.3330457945507267, 0.31882729742758326, 0.32063481306136515, 0.3189338642914174, 0.32731911708939887, 0.3507644101390463, 0.3176724384686445, 0.3121569001909406, 0.25806635115778753, 0.292783922462131, 0.29776833839821887, 0.31707227815525907, 0.32137424377840834, 0.305660413919906, 0.3092120740415956, 0.29773630120225186, 0.3034877562099186, 0.3099571019840515, 0.29730452910623906, 0.33490261097691815, 0.28380383888400884, 0.2658262788161535, 0.28701239234904735, 0.27111745276466, 0.33608109023740496, 0.32928488630440006, 0.30393741682787334, 0.3100266445188369, 0.2963960660365656, 0.2685116177047249, 0.296074863920466, 0.2644082340452101, 0.2762973778787195, 0.2683158462704316, 0.2747374033836306, 0.26456972338280693, 0.26899611582043764, 0.2804232124672213, 0.30776937945059696, 0.28278429345312767, 0.23521284869801357, 0.2908893158233489, 0.24650613272224448, 0.2561972846718117, 0.2832288527494434, 0.25362337860891615, 0.2306157867893877, 0.27936954807049946, 0.26457010095046185, 0.26638152024585227, 0.28143482638825373, 0.24343407471860176, 0.26074429277212546, 0.29503118372043663, 0.22719983431876536, 0.24526234606672775, 0.25572638644538925, 0.27136051724955623, 0.2453264491301563, 0.2618302013528221, 0.22111349696370414, 0.2544044383893668, 0.23244986658080283, 0.24332772649101747, 0.23061957485852164, 0.25325809678243516, 0.2095151849871181, 0.22256878411306083, 0.25046330432548014, 0.2548825514111865, 0.24197129074995846, 0.264513870230612, 0.25366581093222906, 0.25222781288377605, 0.2408502309884622, 0.2541512229285712, 0.2504741451600128, 0.23071684210948595, 0.2480784084479701, 0.21587257868790147, 0.20245047188457907, 0.2215713747668793, 0.2526661778919177, 0.22825543314673, 0.2390780148027495, 0.21784535100492117, 0.20692351961344674, 0.18906747550487976, 0.219041230183857, 0.21815884521626489, 0.21094342749870018, 0.2054208779311001, 0.22116120284160207, 0.2129271563775945, 0.21940514354409218, 0.19196973384629065, 0.19591448585593163, 0.1832763545222287, 0.20142005224543105, 0.2056019593756664, 0.19495746656522284, 0.23654841924377867, 0.24127573516366577, 0.20210667130582957, 0.22347778460506518, 0.18459617383026597, 0.2223027232429594, 0.19744046358794232, 0.19460605257383112]"
