,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(22, 1)]",
module__conv_type,regular,
module__dropout,0,
module__fc_hidden_layers,"[1024, 128]",
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.6795876710948523, 2.5715816446958426, 2.4746154591398213, 2.3422176723406936, 2.177795481155058, 1.9738505084736775, 1.7844774408138908, 1.5827568697311005, 1.446852651842504, 1.3521130821890377, 1.251606526109144, 1.1826953921148573, 1.129518273985237, 1.0885404350663697, 1.0530673983461232, 1.018273980713715, 0.9756946134292427, 0.9346653765548776, 0.8994095510982986, 0.870711629603713, 0.8503092274313129, 0.8303893996934039, 0.8081868722619745, 0.7872064015134725, 0.7678074031982367, 0.7464333827339835, 0.7294296403840456, 0.7119255635339863, 0.6936704742862672, 0.6772044659176203, 0.6600177295928271, 0.644754476766536, 0.6311438695154548, 0.617221898292831, 0.6040729263101371, 0.5912048447802019, 0.5802220506352032, 0.5681681981977651, 0.5570679196191453, 0.5471930766082749, 0.5361169481168677, 0.5262765564475348, 0.516298776816337, 0.5060299747014252, 0.4956936846262669, 0.4876243400527925, 0.4783750202338588, 0.46884978997031734, 0.4608378414347353, 0.4530822299027191, 0.44524768407847537, 0.43785050918601315, 0.42996874328534496, 0.42194137608455307, 0.4141032299264822, 0.40721218641507406, 0.4011331804948398, 0.39467937044090773, 0.3878309880235697, 0.3809172138714882, 0.37443552828258786, 0.36800200108521036, 0.3624465284040636, 0.3561831771339738, 0.34985357381253146, 0.3443919271946411, 0.338619036601783, 0.3333274661335203, 0.32835421261022457, 0.32414431026872825, 0.3195512246888034, 0.31499938574493447, 0.31033316952436735, 0.3059992808329727, 0.3021778543260553, 0.2984691233902912, 0.2949152079971792, 0.29110432722884, 0.287423361955241, 0.28358106403168754, 0.2805327938280921, 0.27714960628853863, 0.2742764494103611, 0.2711906556709241, 0.26807815724702894, 0.2648847119079314, 0.26154864007941697, 0.25878321589127284, 0.256007339719479, 0.25333113034007987, 0.2504043364065353, 0.24709847661077003, 0.2440500387547969, 0.24110994237143185, 0.23851742640882015, 0.2359667149346454, 0.23311852036432276, 0.23008399826763457, 0.22699918207514755, 0.22420792712487359, 0.2216250885181365, 0.21881780200830225, 0.216218469705608, 0.21341114153765234, 0.21085512995233224, 0.20843908443374204, 0.2062941160657793, 0.20463165744251638, 0.20320415128591424, 0.2013935603230018, 0.19924667952841688, 0.19759360607087212, 0.1959675157820228, 0.19481626550213405, 0.19375742915355734, 0.19254146918196385, 0.19175802754537058, 0.1912862244406563, 0.190975849276031, 0.19178274524193276, 0.19277503283284642, 0.19408316845136922, 0.19707606277651332, 0.20180627777385207, 0.2074850574064209, 0.21599542900676572, 0.22999630879886326, 0.25208065353197967, 0.2820215710938893, 0.2890034807554297, 0.2368986764770649, 0.22140692609946505, 0.2642659220296986, 0.2840526733980456, 0.2642961675363819, 0.22609844036564933, 0.2035118088262168, 0.18199547566294555, 0.16777000096371605, 0.1639298146749837, 0.15931149610961493, 0.15619567627987246, 0.15561386532580532, 0.15643445580954396, 0.15714029115369751, 0.15697062874747858, 0.15589481220901813, 0.15393845057946975, 0.15172948526875202, 0.14935751493007488, 0.14734810161315742, 0.14560981442137308, 0.1440864896578902, 0.14294841675504713, 0.14200402314235222, 0.14108608870460196, 0.1400675755226761, 0.1393228484215671, 0.13836982408780013, 0.13737378042910559, 0.13635374557702845, 0.13543775423602572, 0.1342366806837112, 0.13322936467948038, 0.13219721057057723, 0.1310338703602352, 0.12990771522826008, 0.12862660722068076, 0.12739196817921145, 0.12638768911859116, 0.12523941485180834, 0.12414549772809264, 0.1230390765842884, 0.12204330180137347, 0.12115097596192881, 0.1203552359745522, 0.11930240883593028, 0.1185764748769509, 0.11768506972904708, 0.1168695636707341, 0.11601740941333726, 0.11517151677667894, 0.11434713267165662, 0.1133860534094596, 0.11216537500521406, 0.11106023687590182, 0.1100433204899203, 0.10901142654924383, 0.10768387434819819, 0.10656097001243135, 0.10534450574442529, 0.10435421528754528, 0.10331836374750313]"
