,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(78, None), (126, 1), (54, 1)]",
module__conv_type,regular,
module__dropout,0.22532216289289242,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
module__temporal_attention,dot_attention,
train_loss,,"[2.731487775560293, 2.653291259853741, 2.6255729756066155, 2.622292843544219, 2.5939851059606145, 2.5499072497113606, 2.507629561814353, 2.4712025024663724, 2.4268263703475674, 2.3830867424047946, 2.3527215812158078, 2.3210650490842495, 2.321241975863239, 2.2599109699223567, 2.2392799457296713, 2.176106524536309, 2.1020840838967434, 2.0818851508121288, 2.011982011496734, 2.0005555049631893, 1.9337669218584708, 1.8664508144710934, 1.9389799219467412, 1.89986711906859, 1.9516285001600557, 1.831320454112834, 1.8053053865304236, 1.778918397323344, 1.7819606436343005, 1.7344818334377534, 1.7493011159777527, 1.6805135648450218, 1.7738456480542093, 1.7110018008482697, 1.7040170891222985, 1.6246600544601821, 1.6044081524086182, 1.6022479429740648, 1.5705050745184772, 1.5759925462513502, 1.6039290977740541, 1.561717996239318, 1.6462593894376563, 1.5680032502698484, 1.5865147653052851, 1.5275524005623708, 1.553031803783714, 1.48120734586064, 1.5155343930232514, 1.5068018757688872, 1.4455908975197331, 1.434885116812125, 1.5057706635542163, 1.4703630447617164, 1.438070560442472, 1.3673810971483116, 1.42252714870295, 1.3769148608832777, 1.4629258094095519, 1.439646044755005, 1.4340239515433069, 1.429551528094478, 1.3639845549773435, 1.3805182484965466, 1.3557346444272216, 1.3295748896961377, 1.3290771755378217, 1.30875402797978, 1.3066928232370143, 1.2867520414256959, 1.2709798563892045, 1.3627080871464543, 1.3144770616287216, 1.2702839376263255, 1.289643924091732, 1.285346432932302, 1.2570052638549547, 1.2895719420462417, 1.25711305641692, 1.2568942447254816, 1.213150094172723, 1.2411550361451562, 1.227341503335147, 1.2351730052270604, 1.2342339821798052, 1.230524244850019, 1.1929592237780022, 1.1331130670055503, 1.305175538873076, 1.2426366344797026, 1.206491953255008, 1.2069286368464598, 1.2060753858582807, 1.140801579362504, 1.1069714964526105, 1.137705049914047, 1.0973292855945658, 1.1831512116720404, 1.1332988245081053, 1.1338724785980063, 1.118722829770537, 1.1539468391223866, 1.1076106103827337, 1.0940453639044225, 1.1178608315856096, 1.0645540797790733, 1.1387035286231495, 1.0597157938992094, 1.0792112966015204, 1.0731285847759338, 1.0879043608014691, 1.0799050645488633, 1.0689843500658682, 1.06402876666237, 1.0477357587639935, 1.0107828755006982, 1.071627471341435, 1.0406891160910812, 1.0372533403530617, 1.0205228827800512, 0.9928010332687642, 1.0511285784843452, 1.0490120546650268, 1.0241886749074824, 1.026924138635942, 1.0035801793774006, 0.9951567364152059, 0.9769304068301938, 0.9223882103046623, 0.9561316530445197, 0.9445369443833771, 0.9515706886168968, 0.9646697204427379, 0.9451166564621986, 0.9546473800734445, 0.9334066229674309, 0.9057184957448282, 0.9291372503995666, 0.903362160639997, 0.9518544455637028, 0.9188000501865832, 0.8710040403628602, 0.8952230284487088, 0.886226682564292, 0.8640070137952358, 0.8313302035740181, 0.8766348672899865, 0.9073275974499021, 0.8959752565054393, 0.8699992238270536, 0.7954726417094498, 0.8472086757966483, 0.8418429587986518, 0.9042056999720555, 0.8686380483590145, 0.8944170824946751, 0.8101311704651224, 0.8687069338026588, 0.8020285773839483, 0.8269557010909476, 0.8346149863691371, 0.8062645044317603, 0.801128089255846, 0.7785832472324831, 0.8558046440589416, 0.7917518128387279, 0.7638268056858951, 0.8103048834121491, 0.8242058712662815, 0.8364132926427366, 0.8120857532690992, 0.7829291365029608, 0.8163059755973339, 0.8050301575224714, 0.7847287953186769, 0.7909493473312738, 0.7751631556621988, 0.8071632895536212, 0.7599623748553958, 0.7457230566670048, 0.7544540723604692, 0.6944023809029117, 0.7823927809230632, 0.7546995982628125, 0.7771383790699075, 0.7909853502003704, 0.8197477377585428, 0.732893521304998, 0.7342954237261452, 0.7019730800613976, 0.7444520134898306, 0.7696012701405368, 0.7110253976616754, 0.6768318128138351, 0.7411494505761104, 0.6814168616483943, 0.780295263900564, 0.7007683808695708, 0.6760143313818648, 0.7753692604350401, 0.7180782474498547, 0.7325342139793888, 0.7167347769420576, 0.7063519923129371, 0.6858904216011863, 0.7008486274805519, 0.6426246310508056, 0.7200662516079004, 0.7151428938370926, 0.7060641997186351, 0.7040927326369446, 0.7118291940909377, 0.7030959226284266, 0.668054158665792, 0.71605778778827, 0.6615499541005685, 0.6175037175560365, 0.65651007806945, 0.6532438624582116, 0.6908378466834691, 0.7220085370815982, 0.7362754267494305, 0.741588215195754, 0.732861814617078, 0.7253646933194877, 0.7543434005614309, 0.6770281276241648, 0.6310757620330036, 0.5980727207327945, 0.5896968896051688, 0.6291538385156259, 0.6044757738494322, 0.6282079197444861, 0.6598550037940726, 0.6691873924335227, 0.6024798688060166, 0.6208215608862986, 0.6167282518626865, 0.6641495164422833, 0.6150471081632737, 0.6549506208664873, 0.6020462519280376, 0.6016058698368256, 0.594450996688516, 0.6062111080668084]"
