,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(110, None), (44, 11), (55, 11), (77, 11)]",
module__conv_type,temporal,
module__dropout,0.479605984725611,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,LSC,
module__temporal_attention,,
