,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(131, None), (64, 1), (1, 1), (46, 1), (38, 1), (121, 1)]",
module__conv_type,temporal,
module__dropout,0.3249348123075854,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
module__temporal_attention,general_attention,
