,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(54, None), (47, 1), (82, 1), (29, 1), (48, 1)]",
module__conv_type,temporal,
module__dropout,0.2868727244732282,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
module__temporal_attention,general_attention,
