,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(101, None), (36, 1), (107, 1), (105, 1), (37, 1), (49, 1)]",
module__conv_type,temporal,
module__dropout,0.335784849521646,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
module__temporal_attention,,
train_loss,,"[2.769093817930955, 2.6916755419511063, 2.6794554490309497, 2.661506231014545, 2.6569670677185058, 2.6554834109086256, 2.651297407883864, 2.6582362395066483, 2.651207685470581, 2.646408910017747, 2.6529301276573767, 2.649572178033682, 2.649384043766902, 2.655741786956787, 2.6520944705376257, 2.6439148022578314, 2.6411514465625467, 2.6543941607842076, 2.6559456421778753, 2.6414763634021465, 2.649099929516132, 2.6427225222954385, 2.6415399698110726, 2.6160125622382533, 2.595780009489793, 2.5242904332967906, 2.4906212109785812, 2.4610577986790583, 2.3857731562394364, 2.3801517449892486, 2.3701750681950498, 2.2745356449714076, 2.3244285546816315, 2.2411009495074934, 2.216202215047983, 2.2037220496397754, 2.2458165168762205, 2.138238360331609, 2.08354269357828, 2.133676092441265, 2.006279574907743, 2.040258106818566, 2.023267305814303, 2.0298182194049543, 1.9574426137484038, 1.9278285540067233, 1.9110594694431011, 1.8584823314960186, 1.8056331157684327, 1.7677278793775117, 1.7949498855150663, 1.6912673271619356, 1.6278450709122878, 1.6091672823979304, 1.6255300558530368, 1.574082930271442, 1.538608510677631, 1.5292267854397112, 1.4618211672856258, 1.511430232341473, 1.4465267346455501, 1.4826035572932317, 1.419665057842548, 1.3726840340174162, 1.3736423675830547, 1.3561950005017793, 1.3561471975766695, 1.3115563264259926, 1.3160301245175876, 1.2984407608325665, 1.3407310632558969, 1.3313733596068162, 1.2591281744150016, 1.330739010297335, 1.2589192298742442, 1.2671670748637274, 1.2314464770830595, 1.2667022494169382, 1.1994919235889727, 1.2296441793441772, 1.1463089135976938, 1.1239812291585483, 1.2183145000384403, 1.1765082845321069, 1.1313787350287805, 1.2281712201925425, 1.11540185213089, 1.1403633823761574, 1.1327061946575459, 1.1123413461905258, 1.1419602210705098, 1.1220447421073914, 1.1311469298142653, 1.0857695817947388, 1.0442914614310632, 1.1157387595910293, 1.0635401294781612, 1.0406005786015438, 1.0421954219157878, 1.067768436211806, 1.0790152384684637, 1.05835806956658, 1.0431663320614741, 1.072893421466534, 1.0260444457714375, 1.0247359358347379, 0.9729980762188252, 0.9765758275985718, 1.045674516604497, 1.0426147809395423, 0.9510616495059087, 0.9491834411254296, 0.9659374420459453, 0.997984149822822, 0.9803379948322589, 0.929072224176847, 0.9861790253565862, 0.9067459418223455, 0.9685941934585571, 0.9137476416734549, 0.9712039599051843, 0.8760888585677513, 0.9122796993989211, 0.8697020072203416, 0.9474664954038766, 0.9069946857599112, 0.8810827842125526, 0.838047953752371, 0.864711190187014, 0.9188665646773119, 0.929267300092257, 0.925314422754141, 0.8777681378217844, 0.8582456056888287, 0.8998636869283823, 0.8690388679504395, 0.8322672183697041, 0.9079583406448364, 0.8411742457976707, 0.8974912643432618, 0.8915205762936519, 0.820782744884491, 0.8224726878679716, 0.8422902859174288, 0.8520867916253897, 0.8189716559190017, 0.8041495731243721, 0.8109107751112717, 0.8181314890201276, 0.8492179824755742, 0.7899705996880164, 0.831577807206374, 0.8104713568320641, 0.8105065263234652, 0.8603952206098117, 0.8413670273927542, 0.8239365284259502, 0.8134814033141503, 0.7748030653366675, 0.7962787976631751, 0.7688382937357976, 0.7809049886006575, 0.7554118257302505, 0.7656282218602988, 0.7113115769166213, 0.8112720489501953, 0.7680342986033513, 0.8378618579644423, 0.8088810159609868, 0.7407553819509652, 0.8388994418657743, 0.7541994438721583, 0.7928509501310496, 0.7784679504541251, 0.8022070958064152, 0.7683639952769646, 0.7561713273708637, 0.7417842809970562, 0.7591132760047913, 0.7907412969149076, 0.7453502434950608, 0.7370989524401151, 0.7421529027131888, 0.7309037479070517, 0.6983788348161257, 0.7276667145582346, 0.7044186023565439, 0.6697570672402016, 0.6731352567672729, 0.7638026595115661, 0.6550995753361628, 0.7332028746604919, 0.6754275161486406, 0.6837379327187172, 0.7241175743249747, 0.7215251739208515, 0.7265212095700777, 0.7469888650454007, 0.7334296776698186, 0.7151388333393978, 0.7264273698513325, 0.7323231247755198, 0.6897544970879188, 0.7229290283643283, 0.6442800925328181, 0.692343754034776, 0.6850661791287935, 0.7683097197459294, 0.7439330587020287, 0.7014207913325383, 0.7329553769184993, 0.6475008102563712, 0.692910779439486, 0.7211856101567928, 0.7120904088020324, 0.6443527405078594, 0.6702998124636137, 0.661922373679968, 0.6565048923859229, 0.6807581378863408, 0.6711909518792079, 0.6712961132709797, 0.6657318344483009, 0.6352494469055763, 0.7207312107086181, 0.7007887629362253, 0.6365057119956383, 0.6913830243624174, 0.6480452202833615, 0.6945620665183434, 0.6223454301173871, 0.6999612455184643, 0.66491149022029, 0.6758331894874573, 0.6837659863325266, 0.6758395635164701, 0.6809831114915701, 0.6702073752880097, 0.6953535611812885, 0.6841969182858101, 0.697110757460961, 0.6523662677178016, 0.6575980695394369]"
