,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(71, None), (90, 1), (14, 1), (82, 1)]",
module__conv_type,regular,
module__dropout,0.21854955459188863,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
module__temporal_attention,general_attention,
train_loss,,"[2.743212602960811, 2.6598874911637207, 2.6428011731605308, 2.6557121570859112, 2.6336203094622075, 2.615900568420028, 2.624363820217478, 2.5993570197294673, 2.5907251595991423, 2.542397122851686, 2.5338868796251184, 2.462568434217302, 2.407361410945826, 2.3834131035042176, 2.3846592765323, 2.3545500533888566, 2.229594800743294, 2.1658965447964236, 2.1211462677788413, 2.0187050501505532, 2.0007566018370992, 1.9462477885229739, 1.8871098189455007, 1.8707138240222527, 1.918007586043694, 1.8119525344385576, 1.7965240026025644, 1.7654927066295822, 1.7577254400087918, 1.7126641666269027, 1.6593724243443366, 1.656582330003639, 1.6535772020876522, 1.6290679547598366, 1.5940361241155048, 1.539451509771549, 1.5535713112652876, 1.6305810270511576, 1.5113679058060252, 1.4960478261716104, 1.5447940766696526, 1.4975957516760265, 1.4888563742986765, 1.4901171961731075, 1.4996174718603232, 1.4861329575724225, 1.3922617635285923, 1.3966657593989877, 1.4754288636420734, 1.419343462569176, 1.3994632826145443, 1.3564932936648184, 1.3652801715799379, 1.3729153853161027, 1.3221488412405025, 1.3705224476338351, 1.3461315392988495, 1.37815672538184, 1.363530419235744, 1.325794149570612, 1.3270785192993104, 1.2955345776728813, 1.2895439996425357, 1.26213889200104, 1.292839673213187, 1.2547273308555515, 1.2329378445024435, 1.303035695888174, 1.2496622056630307, 1.2287151769865914, 1.279254327619696, 1.213581779558994, 1.2055391281096692, 1.1823198396805854, 1.223209478262532, 1.2128254245241712, 1.1837396532124866, 1.1575860351266658, 1.161265948604297, 1.142396611515038, 1.1399581717158558, 1.1539262598649616, 1.163195163413509, 1.1799714410236115, 1.1762930925411526, 1.2080806066535112, 1.164303958415985, 1.1750536458800065, 1.1084314350447904, 1.0734113188377925, 1.0992210677363738, 1.0966136989565942, 1.0574458726683564, 1.115754207549527, 1.0885826272312158, 1.070863753729473, 1.0358213833990815, 1.0245289781879139, 0.9872787137711438, 1.078783964490615, 1.0412868650662417, 0.9690475454679573, 1.0642095031306464, 0.9888358983230958, 1.0161325947627395, 1.0326386535098786, 1.0057900469886545, 1.0214608363333466, 0.9541269127344121, 0.9636180172306494, 0.9832142794752396, 1.014007648923264, 0.8976326318949404, 1.0037600315375135, 0.9812848997483593, 0.9843448115681408, 0.9746942659104261, 0.8978490654328884, 0.8941644600131379, 0.9674504325798711, 0.9196142388906093, 0.9380560784900349, 0.9014053662847692, 0.8808562795780527, 0.9023155277175021, 0.9080708049855021, 0.96212673279132, 0.9045327769768261, 0.8802109010417107, 0.8923259250001411, 0.8554708137677584, 0.9143576315372666, 0.8503396617883892, 0.8346603203256235, 0.866990022461768, 0.8583326668178874, 0.8611684505879764, 0.8959126666561487, 0.8563023657468013, 0.8579511336393669, 0.8207854375903547, 0.8669833116563529, 0.7798707624161634, 0.8475030732407506, 0.8214002700669687, 0.8663923447531772, 0.8333736580001596, 0.8078465965901266, 0.7931342698016378, 0.7733733505871944, 0.8660778373422421, 0.7965427368362515, 0.8275657260578722, 0.829072849484078, 0.8549550695915442, 0.8377275663304191, 0.8185610762565811, 0.8068231589417467, 0.7673226136405573, 0.7675308190673762, 0.7550031797734299, 0.7263194418481779, 0.7487781626640717, 0.7993640831899551, 0.7737633602008195, 0.7385151818653063, 0.7776738201951705, 0.7209845591831758, 0.7284118754211418, 0.7533041616625409, 0.7401624765239929, 0.7354504693450267, 0.7687926978045116, 0.71918964334306, 0.714184561475164, 0.6917731022329459, 0.7307259989381985, 0.7472337037324905, 0.706299989812636, 0.7433221521060591, 0.7130916239783484, 0.7505495941018783, 0.7362721722594575, 0.7180957816010036, 0.6914265951669285, 0.7301914782652735, 0.7137175259792277, 0.7013922111491937, 0.7426260975054922, 0.6610773178768525, 0.7406370500838366, 0.7304963721590465, 0.6772986869821199, 0.7088808686057956, 0.7124525332726495, 0.6862637575191799, 0.7155412479172782, 0.6733447915958761, 0.6995047920012061, 0.6643936344653885, 0.6657400148452361, 0.6710787676777225, 0.6255330611630442, 0.6543734342950847, 0.6627054146718887, 0.6430384209505166, 0.6636019283636457, 0.6029431166446737, 0.687603768068931, 0.6661447048302102, 0.621850619770888, 0.628134475622563, 0.6562323751706838, 0.6763416326861391, 0.6248355434349736, 0.6617348335956104, 0.6235133425291334, 0.5800911714116502, 0.6624072965284763, 0.6403152708373318, 0.6875857795823745, 0.6720147565265612, 0.6100414195501735, 0.6013322129185259, 0.5984724451122027, 0.6251226763504778, 0.63361984640647, 0.6126095095581172, 0.5993852322501254, 0.5700544353739604, 0.5917153003587888, 0.5975551192930438, 0.5636044858393182, 0.595454686064711, 0.6017903553784927, 0.592862422181462, 0.6308667148698501, 0.5958988488524406, 0.6042284811909718, 0.5867436679514387, 0.6133703768023636, 0.5478048273478859, 0.5570433862751389, 0.5767997954047943, 0.5955473322112665, 0.6005865330870671, 0.5923532439334774, 0.6095472116001769, 0.5859849837129516, 0.5292898146058783]"
