,params,data
batch_size,128,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(500, 1), (500, 1), (500, 1), (500, 1), (500, 1)]",
module__conv_type,temporal,
module__dropout,0.4,
module__fc_hidden_layers,[128],
module__preprocess,,
module__temporal_attention,,
train_loss,,"[2.727560938321627, 2.6768135144160343, 2.669872636061448, 2.647194110430204, 2.648106347597562, 2.654378003340501, 2.64779324898353, 2.6436647781958946, 2.649715680342454, 2.64117877299969, 2.633846194927509, 2.641285591859084, 2.6285428303938647, 2.6245727979219877, 2.6307986699617825, 2.626032590866089, 2.6181740063887378, 2.6004676745488093, 2.5762323526235726, 2.5543083410996656, 2.5387541110698995, 2.481258252950815, 2.4831271281609166, 2.485288172501784, 2.4320155217097357, 2.43718214401832, 2.3554565062889687, 2.3339362107790436, 2.3155276445242077, 2.26027648632343, 2.2921946048736572, 2.2567072501549355, 2.208914037851187, 2.214254643366887, 2.150015952036931, 2.201529620243953, 2.1612694428517267, 2.0617322004758396, 2.069358565257146, 2.0158736522381124, 2.0154940018287073, 2.035193483646099, 2.0983023496774527, 1.9727302184471718, 1.9378045228811411, 1.9327833065619835, 1.9477048213665302, 1.9749175181755654, 1.9294878776256854, 1.9075340270996093, 1.8122803669709426, 1.901703275167025, 1.8019141820760873, 1.7828468359433687, 1.7808971918546237, 1.7882460924295278, 1.694534364113441, 1.6753744785602276, 1.7220189222922693, 1.6979093845073994, 1.6495119058168852, 1.721856249295748, 1.5805962250782892, 1.6747244816560012, 1.6156685223946206, 1.5634398148610043, 1.566596352137052, 1.5960944377459012, 1.5369060681416438, 1.5373237976661096, 1.4870606422424317, 1.5104170120679414, 1.4920068887563853, 1.5081923484802247, 1.4797223265354449, 1.4592168624584492, 1.4511239748734694, 1.3516576088391818, 1.4940697046426625, 1.5145521347339337, 1.4315493913797233, 1.3696441577031062, 1.385132283430833, 1.4357302537331214, 1.3315531015396118, 1.3297961711883546, 1.2834822150377128, 1.3450144061675438, 1.3310929518479568, 1.4254057774176965, 1.3470122319001419, 1.3296186300424429, 1.3115562512324406, 1.270361331792978, 1.329703739973215, 1.377785559800955, 1.3970536158635065, 1.2819122681250938, 1.3317110630182118, 1.2217641674555264, 1.3079369324904222, 1.2714803062952482, 1.1903065938215989, 1.2060994239953848, 1.2305222172003525, 1.2538588643074036, 1.2036500609838046, 1.2477803193605863, 1.25094282076909, 1.187825760474572, 1.2437008234170768, 1.2046396842369667, 1.2218843606802134, 1.20526562837454, 1.1563041136814998, 1.2565110830160289, 1.167611466921293, 1.1391558619645925, 1.1816467982072096, 1.1884238389822153, 1.279538725889646, 1.1732130958483769, 1.213773930989779, 1.2286755708547739, 1.1175436698473418, 1.0678855098210849, 1.117640574161823, 1.085044655433068, 1.1070854076972374, 1.1254563551682693, 1.1063375032865084, 1.0907863195125873, 1.0984274002221914, 1.088108454300807, 1.1329707017311683, 1.0871154143260076, 1.063279098730821, 1.0697970344470098, 1.0382605736072248, 1.0575747343210073, 1.1356949769533597, 1.1319457457615778, 1.0282702638552739, 1.1100086184648368, 1.0415748064334576, 1.0461733983113215, 1.1053193000646737, 1.0107574462890625, 1.0398459810477036, 1.1023105272879967, 1.0461008970554058, 1.0641762990217942, 1.0383396983146667, 1.0202459206947914, 1.0378771488483136, 1.0540107589501602, 1.0407522439956665, 1.0192342629799476, 1.037013597213305, 0.9974374156731826, 1.064469197163215, 1.0081252840849069, 1.0121688255896935, 1.0378528365722068, 0.994329206760113, 0.9713662771078256, 1.014228945512038, 0.987744581240874, 0.9566632545911349, 0.9956870381648724, 1.0151237597832312, 0.9704383501639733, 1.0334253888863785, 0.9343125609251169, 0.9384548957531269, 0.9613983649473924, 1.0313722922251776, 0.9169572646801288, 0.9405916507427509, 0.9837733653875498, 0.9896880131501418, 0.939776847912715, 0.9629315220392667, 0.9340452185043921, 0.9889855173917917, 0.9681963168657743, 0.9988828604037945, 0.9073168442799495, 0.9457637089949388, 0.9059449434280396, 0.9237374021456792, 1.0183875102263231, 0.9332461595535279, 0.9378889120542087, 0.9650007578042837, 0.8977808282925532, 0.9331843046041636, 0.9754874614568857, 0.9592496917797969, 0.9580496641305777, 0.9408766526442308, 0.8780943962243887, 0.9526319072796748, 0.9052282489263095, 0.9783960351577172, 0.9492773367808416, 0.8721649334980891, 0.9340158040706928, 0.8889406589361337, 0.8778159581697904, 0.9201191810461191, 0.9539641545369075, 0.9799917560357314, 0.9707462365810687, 0.9581061042272128, 0.8736073759885935, 0.9536273882939266, 0.9658624786597032, 0.9515020535542414, 0.896231709076808, 0.8675430206152109, 0.8895269403090844, 0.8163982574756329, 0.8294655662316542, 0.8592641069338872, 0.8810131751574003, 0.8909227068607624, 0.9367748480576735, 0.9620853864229643, 0.8828734627136817, 0.8652153391104478, 0.8911576234377347, 0.8734465571550223, 0.945821789594797, 0.8855914005866418, 0.9090394588617178, 0.8200818804594187, 0.9594891107999362, 0.900334239923037, 0.8363237784459041, 0.9044921957529508, 0.8825954730694111, 0.8375384825926561, 0.7663834434289198, 0.7693318880521334, 0.8818736489002521, 0.8418501193706805, 0.8495652648118827, 0.912701559983767, 0.8341238608727088, 0.7916170386167672, 0.8301486469232119, 0.8522146481734055, 0.9495603396342351, 0.8435671210289002, 0.8980455618638259, 0.8688071434314434, 0.896034193955935, 0.8718478913490589, 0.8571225954936101, 0.7929391484994155, 0.8374370703330407, 0.8315350000674908, 0.8621117490988511, 0.839292938892658, 0.7982764234909645, 0.81976014650785, 0.7916000806368314, 0.9330599000820747, 0.8248250053479121, 0.8489166314785297, 0.8841193272517278, 0.8244381005947407, 0.833367695258214, 0.8737336167922387, 0.8582017650971046, 0.8401939538808969, 0.7907389503258925, 0.8078060654493479, 0.8410375750981844, 0.820225701882289, 0.7995270311832428, 0.81924602160087, 0.849339745594905, 0.8278877982726464, 0.8603986886831431, 0.8319147320894095, 0.9034997912553641, 0.7589115262031555]"
