,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(11, None), (99, 11), (44, 11), (33, 11), (11, 11)]",
module__conv_type,temporal,
module__dropout,0.2953937478232761,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,LSC,
train_loss,,"[2.7127362748254056, 2.673735474899497, 2.6636227408205935, 2.654585529883855, 2.6526016928184055, 2.667213943320364, 2.651756966182687, 2.65027048400176, 2.658230569220779, 2.647586007035854, 2.6549431302954734, 2.6531568159297425, 2.6503714874472593, 2.6440009553693304, 2.650463754522137, 2.643962794668157, 2.6460584907751397, 2.6500356563450964, 2.643673424528565, 2.6428355420162033, 2.642817956243504, 2.6396427804357487, 2.6437451102683274, 2.645130881421168, 2.6384894486352257, 2.639390490105422, 2.6370792334001947, 2.6345561539142923, 2.6313576066791438, 2.612963431627416, 2.609937211602297, 2.5982619379852645, 2.599012830664695, 2.557923005775847, 2.5374130548305107, 2.5199539949706327, 2.4987673732003417, 2.4415058467301205, 2.4123985378389854, 2.421780315333273, 2.4045443264856905, 2.3687540981453807, 2.384238056852813, 2.3086732820448628, 2.3001398179901766, 2.33117214136984, 2.2879642570773835, 2.305693424594608, 2.2630960172517742, 2.2305505371825936, 2.2470598550309604, 2.224854999677691, 2.2320912712595056, 2.2507356563136125, 2.2685282806974914, 2.21065269459232, 2.1634945269967223, 2.190575985899356, 2.224431209051678, 2.2088701647211173, 2.1866521029920816, 2.1816443097339713, 2.134138435868979, 2.114610466069315, 2.114841459808789, 2.115799062769152, 2.1752279710861178, 2.1461788486839484, 2.1337011784829927, 2.162217482724254, 2.1249747949003486, 2.1475316000076266, 2.0866701273451382, 2.1030930617034094, 2.082938016261798, 2.0446967204564364, 2.0911923402101658, 2.0554172631188683, 2.0793849319047983, 2.103368728952536, 2.125718627689896, 2.102617132000182, 2.078788945404902, 2.084640297001932, 2.0403785341760705, 2.0374498065282194, 2.029317820140817, 2.0457771396453914, 2.052915896197885, 2.0339460684104522, 2.0349578660646466, 2.0304233162965977, 2.029732885607831, 2.0135204824055912, 2.0170642247355604, 2.013142829206763, 2.0122995344553707, 1.9778337748631865, 2.0131344781498535, 1.9752395505410925, 1.9819980257989807, 2.017144418266135, 1.9498348647939496, 1.9880509436016118, 1.937170467083834, 1.9225628380583253, 1.9663978922618786, 1.9365517589730172, 1.884157246911823, 1.9652012556848508, 1.9167417891881287, 1.9279680371055676, 1.932440480893038, 1.9067589847689168, 1.899468992127109, 1.884371542427224, 1.880262319735053, 1.920891251994186, 1.8473147407831936, 1.8580775718542528, 1.797401324343544, 1.8270006811321353, 1.8914587280342996, 1.8292457165049958, 1.846049364148541, 1.7885471891304352, 1.8209892094936115, 1.836859085509507, 1.837943543399364, 1.8674065350570972, 1.803510902481665, 1.8102370466243283, 1.7786207720780327, 1.8034530212233941, 1.7827629464143984, 1.78002738906875, 1.7639440989082469, 1.7490653884159169, 1.7822265014080991, 1.7731141176882723, 1.724292201181291, 1.785034988983579, 1.7393633708386411, 1.7804978095180928, 1.752950387357979, 1.7051343835475576, 1.6755350418603352, 1.6886946177985984, 1.747856080188861, 1.6953978025981882, 1.713404829351092, 1.6813338571683916, 1.6784405470352026, 1.6816853172719592, 1.6396187612511604, 1.7286367011390584, 1.640843405146974, 1.6596155665428762, 1.6672175452256157, 1.665076090140901, 1.5913652350943743, 1.6589019843117976, 1.6714801719687493, 1.6369456334214751, 1.6511778721653798, 1.6260522331706393, 1.563220429100139, 1.6700405848003395, 1.6244986725402657, 1.6139961288895122, 1.5926288560805073, 1.5769107977854313, 1.561675455199551, 1.5436745904915163, 1.5404017992074568, 1.5612780365971366, 1.5255279726350606, 1.5795810144830802, 1.5130939045474077, 1.4980965493507898, 1.5297472682886983, 1.5572456512707438, 1.5570972155700946, 1.5038325274059274, 1.5486957267241377, 1.5157676356310121, 1.496946610553251, 1.472419430564324, 1.4579490684044338, 1.4537203433188732, 1.4779355890920203, 1.437931375631673, 1.4288745409238819, 1.408664960092409, 1.4157877865313568, 1.4626125483961343, 1.4563237305108507, 1.4340116591005088, 1.391619075511559, 1.438745272365504, 1.4313317878232579, 1.3761126365862972, 1.4078700675158948, 1.3964204326014602, 1.3255898050978179, 1.3372737093758904, 1.3729867694931617, 1.3179678087499915, 1.297359185346944, 1.3467255405180742, 1.271696941065468, 1.326750314624662, 1.3042977355034475, 1.2837749552589461, 1.2696898445744431, 1.2742190267211415, 1.29173760187603, 1.2812003428098566, 1.2721545067034847, 1.2138586563707083, 1.2480099000994853, 1.2338273542398683, 1.2067108973431724, 1.2152242618764888, 1.197828749319871, 1.2010086008317182, 1.1751436247935452, 1.1832067534012896, 1.2181279009454768, 1.088968326972222, 1.163938006604244, 1.126498840706362, 1.1708018616156477, 1.0750861139306638, 1.1485660784304028, 1.1784766119638468, 1.1369727696658554, 1.1026748378766476, 1.0583555842544203, 1.0736590296659267, 1.1449605602906898, 1.0961765779643506, 1.0591528264666243, 1.023556123653895, 1.0338488663913192, 1.0439391545736858, 0.9912619145726517, 1.0087017125795075, 1.0020274130945699, 1.0492370111470946, 1.0597654481538197, 1.0291031895351959, 1.0271267074083412, 1.0368041550586868, 0.9814950266634892, 0.9937308909167712, 1.0010993978341116, 1.0061163301660094, 0.9511581729103645, 0.935925690088986, 0.9752128533804485, 0.9897005279439425, 0.9817014330865783, 0.9279021907905242, 1.011144098073187, 0.9751953097085349, 0.9553693815522368, 0.9179679743387877, 0.9733855819290292, 0.9645374172479773, 0.9471253316828019, 0.9455654335113496, 0.9025084462138375, 0.955230057811554, 0.901408636867428, 0.8725795468991182, 0.9069388666674638, 0.8902538504001046, 0.8638648604706015, 0.9682198631328722, 0.865742188268797, 0.9114401727743203, 0.8769108583853936, 0.8353339014950274, 0.8661342498894616, 0.8665673408993375, 0.8341180741672553, 0.8339270535506123, 0.855049471708726, 0.880493210053032, 0.816259403604006, 0.8683855037085154, 0.8544651370588511, 0.8369571795390344, 0.8170941950263537, 0.8260381945950513, 0.7865897810047281, 0.8097162384561294, 0.8162198176539562, 0.8322697024427769, 0.8156886797491282, 0.8054015486574447, 0.7869058482763635, 0.815771483871621, 0.8223908514985654, 0.7733862045401575, 0.7908125567230291, 0.7978569138759386, 0.7642289309721304, 0.7965970611389219, 0.7668537182908598, 0.7945111269227831, 0.7959553670288276, 0.7715782352120771, 0.7877508500258433, 0.7514957552221595, 0.7787515931760968, 0.7710165221265548, 0.7986669417992663, 0.7675803037156528, 0.7038397317655714, 0.7588482933858992, 0.7034132724874537, 0.7571382636987316, 0.7303306379153495, 0.7505518661350755, 0.7265259435904461, 0.7715778950308655, 0.7538939092644346, 0.718188910246353, 0.7658562716275397, 0.7239645339705894, 0.7425950209604801, 0.6987420097994484, 0.7360536646019246, 0.7030775396013901, 0.7196599350323375, 0.7042399484685653, 0.7559199696996619, 0.7261321567528078, 0.7449659786389108, 0.7273160184871212, 0.6886441135017519, 0.7020381115906069, 0.7080728749739231, 0.692183763303592, 0.6145333688913518, 0.6796091111973929, 0.6889281348395028, 0.6559071655236828, 0.7009721007090841, 0.6345765093008983, 0.6648289690548537, 0.6674034111559277, 0.663925733481625, 0.6658515692214819, 0.6730258441932371, 0.6349293070196419, 0.6748672911393208, 0.6730566967471776, 0.6698824163819458, 0.6325843585887477, 0.6376687813400078, 0.6720304568074715, 0.659839676803911, 0.702662600665541, 0.6603493907858909, 0.6316549287190135, 0.6759806152383105, 0.6715152253916992, 0.6377207226693744, 0.6444212552338782, 0.6191110280905484, 0.6304940784389365, 0.6621748065994248, 0.6365804437712378, 0.6129720002813211, 0.6028653305460075, 0.5984166382942456, 0.6620597250173279, 0.6130328855107247, 0.6021134228715512, 0.6193717587703478, 0.663223731311864]"
