,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(51, None), (120, 3), (75, 3), (129, 3), (9, 3), (66, 3)]",
module__conv_type,regular,
module__dropout,0.33511624340377155,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.7333888197585856, 2.675782358806559, 2.6712352762753127, 2.6738781791730943, 2.6557195017296613, 2.6445258592689793, 2.6550456672163247, 2.6545903453900124, 2.656285033344994, 2.645091828824005, 2.6415907421404934, 2.6405383533799944, 2.6476050050153384, 2.6230260804152534, 2.5968746534922302, 2.557454047871185, 2.483245859676954, 2.4497563967091565, 2.4173669549645482, 2.3760664842865515, 2.3190226069796336, 2.3180843790753562, 2.2528258212010828, 2.2634362172256735, 2.234739719105316, 2.152706169121096, 2.164742796526303, 2.1145260713837195, 2.047910424889621, 2.1087971134057657, 1.9668536602649944, 1.967285515479529, 1.9323889005664672, 1.9198343900252213, 1.8769990471182767, 1.8822623974073414, 1.8502730401143461, 1.789753779797545, 1.8223550919150209, 1.7448108409050558, 1.718678958814112, 1.710987264959002, 1.6953707333947325, 1.6609146274669158, 1.638520095719028, 1.6205288263291635, 1.5785625269225372, 1.5869615068820067, 1.5521640821061529, 1.5884854486945037, 1.6135350964577322, 1.5197568186871608, 1.5391626922045467, 1.6114577414206945, 1.544278089693549, 1.5796545059804494, 1.4970666176984497, 1.4684106473044105, 1.5312198990823669, 1.4917088257374096, 1.4406445429100871, 1.401404768628946, 1.4138498466440446, 1.395324643193646, 1.4131225935557068, 1.4099726700965822, 1.447935040532513, 1.3731272306414803, 1.3891283369796519, 1.3854613800652882, 1.3790150722935652, 1.391813064262185, 1.3384870576766996, 1.3240320725999273, 1.3665946845587293, 1.350550874753099, 1.3226065441193828, 1.3441577512563534, 1.3401813962409226, 1.3443447442979135, 1.314005754845156, 1.2704639415365722, 1.25981820155929, 1.2926111569102574, 1.259657217650862, 1.2601502178497828, 1.280187553270307, 1.2310262379627996, 1.20635081893423, 1.2857804456278825, 1.2342441068272216, 1.2400860109164482, 1.2031073940921424, 1.1979292594539914, 1.1787986373260704, 1.2318663027373478, 1.2059552081487, 1.225095461517744, 1.2560685301010073, 1.1500986766449093, 1.1518192151686508, 1.2187147369311546, 1.2176234696968504, 1.233338760666106, 1.16589281838137, 1.1663119845564214, 1.21365088887956, 1.094492059065147, 1.159508231276514, 1.140601841822238, 1.1075409415129736, 1.0963905506307927, 1.1014744947144257, 1.1080200795706312, 1.1001053732782315, 1.0930394545168887, 1.1140974412266444, 1.0718509054916148, 1.151322080512422, 1.115164568351006, 1.1097945818059047, 1.1282679883623763, 1.0601295937503368, 1.0687267575520243, 1.0832988112421273, 1.0825684889722007, 1.1036971359014969, 1.0682428109668725, 1.089156079200774, 1.0586206443936719, 1.1275785598553532, 1.0829373194251546, 1.0968728230232927, 1.034584616974082, 1.002281064149743, 0.9955969337309619, 0.9790454314674846, 0.9860636693731151, 1.0324820450537493, 1.006653476013103, 1.0394983238999995, 1.0652474970369101, 1.0146359305921764, 0.9651352447420073, 1.017134005757989, 0.9808830495301684, 1.0280685598699237, 0.9839939748485806, 0.9480969782296618, 0.9994378895311118, 0.9987515231698122, 0.9628116122362939, 0.9572156994905673, 1.0180781140437283, 0.9975344134269429, 0.9414453724981956, 0.9654790475363924, 0.9295365963696061, 0.9187917786001473, 0.9181328707601654, 0.9908977458664643, 0.8870668388374021, 0.9272499563826709, 0.9576100829466748, 0.9249922334575836, 0.9781805363818002, 0.9794023252036888, 0.9332366128114272, 0.8929846684900675, 1.0081315340327668, 0.9576293155693962, 0.9093250485848556, 0.9322378770403579, 0.9038709202448832, 0.8715320083092819, 0.8796393548687222, 0.9141380960790301, 0.8809737973844708, 0.9210495237196704, 0.860598677865832, 0.8690733661349584, 0.9077482969426834, 0.8994083538394056, 0.8832979121615471, 0.8898647711281584, 0.9280052807418032, 0.8717029925271326, 0.8848967122024858, 0.8971527195937803, 0.9214088205183765, 0.8580977134192058, 0.8849006481683186, 0.8536891087231847, 0.868712732750715, 0.8250664009242507, 0.8520186000044195, 0.8619900834308705, 0.8306858763241722, 0.7997427998028424, 0.8560718453548234, 0.8128658706990862, 0.8440950520894349, 0.826646371674858, 0.877864318479732, 0.8254763824353978, 0.8124536655685952, 0.8392213592144898, 0.8412020784193175, 0.7635058601621016, 0.8497693002109564, 0.786426168600108, 0.814366867812261, 0.8209413206508659, 0.8310517092126345, 0.820713630221398, 0.7892323922287251, 0.8289829950186204, 0.8178170332524232, 0.7697328454931043, 0.8075176153096036, 0.7978029023434059, 0.8014857643167712, 0.7890190775014617, 0.7730688543100046, 0.7425375523585505, 0.8257126432920372, 0.7655576458361694, 0.7821841032857401, 0.7491251470488917, 0.7392225629308631, 0.8337906047616033, 0.7717948641749581, 0.7248695723841149, 0.7734859218524194, 0.7985181611696269, 0.8113707188452502, 0.7578039795103091, 0.7795731516808786, 0.7749896500252488, 0.7934167824413864, 0.7148064271959829, 0.7203715293169479, 0.7322213561658438, 0.7551367772517873, 0.7880919776470785, 0.7448789325190597, 0.7306350733863186, 0.8323102654056219, 0.6608631700105722, 0.731546465700739, 0.766426600558744, 0.6628794114672062, 0.7376289022174769, 0.7664972481938104, 0.7389826566381327, 0.8110418733273724, 0.7510887862624682, 0.7596946131016151, 0.7419242644950662, 0.7036139947896727, 0.7269367837631313, 0.714928818641377, 0.7375163268905683, 0.7150327785230186, 0.7163727151340806, 0.7272288849337774, 0.726090538753429, 0.7433569601767351, 0.7104401419121564, 0.7149049409749183, 0.7114666246178054, 0.6746763382214274, 0.7407062076561282, 0.7324827193298633, 0.7162799339834421, 0.7298371449198695, 0.6780955359025103, 0.6865867526197159, 0.7261335535150114, 0.6934633092550765, 0.7458877398734358, 0.6349140012104085, 0.6857769956057909, 0.7072085460751619, 0.7275954797263338, 0.7336470933198471, 0.6664770278729313, 0.6752906886721298, 0.689790797325105, 0.6746211311638698, 0.6497118645803485, 0.6824333114038273, 0.7156587897472785, 0.6945493697204883, 0.6474345776032577, 0.7197921832097469, 0.6222837041069588, 0.6249528523827698, 0.699525168498052, 0.7129925420783074, 0.6912493659987788, 0.6872029666022009, 0.6635465507543934, 0.6597475288239184, 0.6804028545826273, 0.660216631564435, 0.6476863139879223, 0.6350274841066972, 0.6197742896436959, 0.6328910415323591, 0.675079016104312, 0.6532270924372316, 0.6750126174452666, 0.6154715648768273, 0.6660058870196571, 0.6414791804357591, 0.6500579997353728, 0.674331785735608, 0.6164539327090623, 0.6520772667855539, 0.6895102363744762, 0.6037696182384601, 0.6423042918521474, 0.6242058522527368, 0.6324520396522735, 0.6225028818262287, 0.6525545774631903, 0.6730960502276723, 0.586624499017126, 0.6707464826084144, 0.6671609857375242, 0.5912536992450136, 0.6476004428003205]"
