,params,data
batch_size,64,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(60, None), (102, 3), (6, 3)]",
module__conv_type,temporal,
module__dropout,0.3986550208052125,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,LSC,
train_loss,,"[2.768476732861744, 2.6690962145287336, 2.6738477860668572, 2.6586461076352053, 2.6566046519837774, 2.65754722084514, 2.6597474147628226, 2.6519175806796023, 2.6498204979924003, 2.6539592825291023, 2.650360806661009, 2.651121886815311, 2.635428252467267, 2.6528764544430254, 2.645351468029498, 2.650833253897083, 2.6433959597589416, 2.638560561438211, 2.636655553059935, 2.624615160837741, 2.6327243473616764, 2.6096774721786296, 2.606899674245355, 2.598874322741137, 2.5884965665052126, 2.5529486254401035, 2.4875625406254276, 2.4439882170444713, 2.351231741127263, 2.3396204552128768, 2.2989351749420166, 2.2952849119043623, 2.2787353498235543, 2.245796427388109, 2.2004627879430143, 2.1613700920698053, 2.1558356184419423, 2.126795116633234, 2.1270259689689825, 2.077819465675647, 2.0127686413144423, 2.0582672643569975, 1.984574426616222, 1.9599176656719361, 1.9388246570576175, 1.9187524764871873, 1.9063529343614194, 1.8496766335218287, 1.8832890255208665, 1.8588863862910792, 1.8134802575303588, 1.8560166578604027, 1.8563900735236405, 1.7623024103508802, 1.769491670227783, 1.7830399299994997, 1.74346868067465, 1.7929222849188748, 1.7390072906314755, 1.6957630928098126, 1.7097587091222606, 1.6452858127696501, 1.636375483304205, 1.6964567428358228, 1.646295311812476, 1.6381858170833332, 1.646784026883614, 1.6357722856719297, 1.599841466792028, 1.5935157878385167, 1.5307523424016767, 1.5885311974902527, 1.5594298491779994, 1.5987876761211315, 1.5173114506159542, 1.4354748101243588, 1.5155483216562107, 1.5045214383478587, 1.4915289329704533, 1.5091231210218052, 1.4534248032405144, 1.497572894746191, 1.5023783362987173, 1.4300489178545872, 1.4518610051405865, 1.4405828667464962, 1.4187741091978985, 1.433584530271175, 1.3985101341514807, 1.3872277182946964, 1.3790032415152054, 1.3113145587998023, 1.4231596027363285, 1.2827033927939446, 1.345467947494961, 1.3194039419379207, 1.3730463874088368, 1.4039377516382259, 1.4090489441968659, 1.3322031257706275, 1.2665362380974123, 1.365002972379527, 1.35202910529446, 1.2907180204958926, 1.2661654827919666, 1.4112744120855936, 1.3375038949633284, 1.2762508003359334, 1.2725671225454436, 1.302706364706702, 1.2464936413371404, 1.252897185350334, 1.266711192487984, 1.2889771288736311, 1.2770170078625378, 1.240622392771569, 1.2589575075142214, 1.228508484340675, 1.2987679649223065, 1.2674621230352405, 1.2205730999271152, 1.246578463322828, 1.2370724449230934, 1.2091562138180358, 1.225268017078773, 1.2320722166498883, 1.2247662910344275, 1.1611181966631519, 1.2311436150673483, 1.1748650480140423, 1.2208663735417167, 1.1884196296534475, 1.1513899301613133, 1.1624070355622187, 1.2352847966031242, 1.2096690337625895, 1.1952740164498679, 1.1586888395893369, 1.1354454849594615, 1.2050160981872031, 1.2018459670374353, 1.195189205103781, 1.1822206652553433, 1.1948289278601503, 1.1751531442616585, 1.1271319000368611, 1.1385829582552993, 1.1389357115851713, 1.1210312718622057, 1.0861668433429184, 1.0894834912898672, 1.133890998340614, 1.1764743099285866, 1.1401617533872315, 1.1338257118058526, 1.117693593428826, 1.0917461879994728, 1.0858704599904008, 1.168889409749842, 1.0922414963625213, 1.1236896892426798, 1.0665147071150123, 1.1262527443397068, 1.1023031973106618, 1.0321235141918892, 1.122622909564203, 1.097950187045187, 1.0705660658239633, 1.1060433604838522, 1.061085883921259, 1.0383599129382113, 1.0254315759078554, 1.0761253369289259, 0.9581698723809504, 1.0119460681578476, 1.045361678568278, 1.0701382282599379, 1.0163698509878938, 1.0270401922388863, 1.0148335480186623, 1.0342892808786053, 1.0099192198773492, 1.0748329581317426, 1.0486196930486273, 1.0351541519393848, 1.0251522598477105, 1.0599620040227264, 0.9866059632996909, 0.9799636922733798, 0.9986401442831628, 1.006911348930476, 0.9543656550076095, 1.0188981335817509, 1.0025025953944493, 0.9717877827541842, 0.9782786005518029, 1.0276134903051117, 0.9927920423405184, 0.9302809097716538, 0.9429969866536629, 0.9960558043789268, 0.9907962971593963, 0.9960789472265116, 0.9518971492370122, 0.9743480711260135, 0.950254954783793, 0.9536874734737594, 0.956698016447664, 1.0241469302699113, 0.9563726285140025, 0.9598051497208637, 0.9954195864598719, 0.9491729188331487, 0.952628568587056, 0.9646210286072715, 0.971767709374199, 0.9427930280251604, 0.8907075761147057, 0.9304258791361569, 0.9464688723238325, 0.9506311751830601, 0.9735180892321976, 0.9428156617735718, 0.9702922868865923, 0.9612619896310305, 0.9377950256021833, 0.9405402678445753, 0.9309215589699956, 0.880463875072245, 0.9678816162693294, 0.982451122461491, 0.9438517073065672, 0.8933144945100722, 0.9334641383270842, 0.9036917205964307, 0.9677277994476216, 0.8988225680852806, 0.8779009508537469, 0.9011290180934826, 0.8549945116500708, 0.9237602021323513, 0.8875555513916455, 0.918732862097288, 0.915284821030732, 0.8965531081933664, 0.8912751349743864, 0.8957377624145625, 0.9004998641828658, 0.9305038481893557, 0.8890567999654906, 0.8857232542733542, 0.8454163937101895, 0.8690043620321892, 0.8506221506966282, 0.8394653405886923, 0.8600079031686179, 0.8550896358581513, 0.8260145356696307, 0.9032353730210874, 0.8367997999383483, 0.8570067237297542, 0.8556501435226762, 0.8033133392828211, 0.8224595556332374, 0.8541338619938739, 0.8844354869994459, 0.8787223796240428, 0.867581414284038, 0.8747177031355947, 0.8575393804661829, 0.7687791931423253, 0.8677579175945436, 0.8458449651778545, 0.8477179656330774, 0.8599265382523271, 0.8562714118875149, 0.8451489985789996, 0.8211848717504637, 0.8318869701502648, 0.8211955255372968, 0.8756633286512745, 0.8237091086647561, 0.8323095141697296, 0.8433667624980612, 0.7759626693094074, 0.8836768168863088, 0.8675241994308648, 0.838872735880158, 0.7999795390410982, 0.8372094585433345, 0.8714240774540892, 0.8671923994789197, 0.8300812326786385, 0.8494353008361787, 0.8351992114720556, 0.7984600373742219, 0.7960103195367986, 0.8430781193978498, 0.8713681904917258, 0.7937693655376471, 0.8466165848290852, 0.8006398669817626, 0.7954487471113736, 0.7857722657198183, 0.8124016303704934, 0.8041135590387626, 0.8442893927477143, 0.7839972948844969, 0.7519619692538841, 0.852284059414708, 0.7989853911116118, 0.8106272748015435, 0.8327641513434573, 0.8050188819186015, 0.7958667182762197, 0.8146964938535343, 0.7986595019726744, 0.80395973598202, 0.8357247331549705, 0.812560622156696, 0.8247915743751856, 0.8322243604687491, 0.7959120432612077, 0.8526487012971157, 0.7956894255187827, 0.8332851373531539, 0.7591200025891617, 0.8557549776820441, 0.7855606559599658, 0.8293390513152856, 0.852975626595876, 0.7840470830675736, 0.8041644940678309, 0.8238184978316704, 0.7756280991715342, 0.7518325024740252, 0.7859692089617138, 0.8846506919146957, 0.8224087602346277, 0.7647035706523742, 0.7990732382904316, 0.7942293940144171, 0.7543710273424175, 0.7915912739603624, 0.8204336737259336, 0.8168313444919183, 0.8024765560814606, 0.7636246027964777, 0.7661144966813744, 0.7820981720358763, 0.7805503210957357, 0.7727733882512332, 0.7913112938976105, 0.7677689857080207, 0.789394120108372, 0.7519872682794728, 0.7805633948769084, 0.7371025109474123, 0.8267157885483726, 0.7388355811475106]"
