,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(88, 22), (44, 22), (132, 22), (88, 22)]",
module__conv_type,temporal,
module__dropout,0.4278841428829924,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,,
train_loss,,"[2.9661773180092137, 2.8336028389189387, 2.7896751286658583, 2.7885124312710166, 2.7951595375954303, 2.78853888200478, 2.7528670717338226, 2.7355100728728723, 2.7345057842598766, 2.750663421890786, 2.7049284759272543, 2.6915985476261364, 2.6963349656271616, 2.7106687377373224, 2.6853735295916246, 2.6993515258100804, 2.677256241412172, 2.6848444860864737, 2.682161815793409, 2.687175089017901, 2.7018711342692603, 2.677326383609003, 2.6851704628591118, 2.6632829014490755, 2.6608238069201158, 2.6720220690267786, 2.660163799311515, 2.674115998731236, 2.6728223582833377, 2.659806975933961, 2.659990307923242, 2.6569677383108012, 2.663142896201926, 2.685539575547495, 2.6725872871743053, 2.6578842069732023, 2.662686955677113, 2.6750354679898427, 2.667258199483099, 2.6616977377724966, 2.6565194793488836, 2.659161438639928, 2.6576334011531837, 2.663609776066727, 2.6484193179520443, 2.6540155026368124, 2.6477056144523985, 2.656311132628721, 2.6555386870927866, 2.64647030052434, 2.652395672166645, 2.6632404661453157, 2.65566448973145, 2.6528604936691256, 2.661389452024522, 2.655396722786257, 2.64657579456776, 2.6492242616334942, 2.659350774567324, 2.6614201672932922, 2.674670030883086, 2.6609634982418418, 2.657264490731618, 2.663635824097324, 2.64922291212027, 2.6532487407069287, 2.655154524746417, 2.6555664319680887, 2.646130452000477, 2.647595621573948, 2.634753669292135, 2.6478450467627703, 2.643779669064249, 2.6349228869930568, 2.6491429160515314, 2.6488368662213637, 2.647941559152731, 2.655783051034997, 2.642091954280685, 2.6559000180000996, 2.6556333012864592, 2.6483984968254983, 2.6384186657742665, 2.648066750872387, 2.645070196799719, 2.648244309105022, 2.636379169182219, 2.6623066647725464, 2.6491968325140838, 2.6650226587526173, 2.6469290590560823, 2.650147324102625, 2.644888117308809, 2.642605371530134, 2.6463090847183786, 2.619819268155235, 2.658343202550672, 2.6676089232805364, 2.6446340271698996, 2.6335387898040596, 2.6049522291904674, 2.6187120106307193, 2.6148175396983317, 2.6362494333234263, 2.639474755742957, 2.6422688796286846, 2.6045141512967804, 2.5996885066297826, 2.6232062264733487, 2.6173101899262354, 2.6059275419378007, 2.60510618261092, 2.595357398382762, 2.5994532565924118, 2.5978070092521564, 2.579800632315725, 2.572081605669633, 2.6003748597201826, 2.5933037902480582, 2.5827018267362454, 2.581867567179528, 2.5658140823159243, 2.5665374030993675, 2.5699981439594115, 2.559208996694056, 2.562184217566492, 2.5554457918924927, 2.536383248107676, 2.5213033869261934, 2.53846015033246, 2.5451933303401018, 2.5161604908743653, 2.5001885671304422, 2.491160163952613, 2.5225719723728934, 2.5060181347742647, 2.4884649540320924, 2.4706321536007403, 2.4960651782103556, 2.4930943619038, 2.4703180172164245, 2.5058242830800004, 2.4724499003214477, 2.4934111762641717, 2.4803390599029305, 2.496371550203056, 2.4698081025692873, 2.4511382437942126, 2.4825498815232643, 2.473403440327196, 2.4500336974230015, 2.4881997506586466, 2.458832137186559, 2.423930511364781, 2.468748078465233, 2.453167276052962, 2.4318243757090503, 2.488911070887736, 2.4605218860787303, 2.4942023040236987, 2.407258403964784, 2.4404128915746472, 2.4103126690621113, 2.388183549589937, 2.439545597087399, 2.4147567080902275, 2.424016392848771, 2.402147052384155, 2.444198959390856, 2.41589764166702, 2.4151612938937665, 2.439349030350083, 2.4398272659865543, 2.3862655226877694, 2.3669664708758043, 2.3890917806845025, 2.37092726061303, 2.419200061607727, 2.402813808931728, 2.3673606911913674, 2.378336362783831, 2.3852392547190076, 2.403207653543542, 2.402561838475848, 2.391833782196045, 2.384796261558606, 2.430950304596987, 2.345765430272884, 2.3660710645042315, 2.3694149388461563, 2.4020384733141498, 2.361060474518393, 2.389848071645638, 2.4108283954481244, 2.3609997489402024, 2.3478805474264837, 2.358682441848711, 2.3967188644775272, 2.4290865044218566, 2.405898690681311, 2.409478631678561, 2.3577501901967053, 2.3530085210379164, 2.384202403665275, 2.370949118013803, 2.4311027476517575, 2.369364315626031, 2.350033109567902, 2.384446174993167, 2.3470785949600863, 2.3673239179856487, 2.36812457425123, 2.3389385570262538, 2.365391033167116, 2.355567555052305, 2.3998421284150253, 2.3535845929510075, 2.3581220410378103, 2.3431603862777095, 2.323227228907843, 2.2896882627381014, 2.3352643189640743, 2.3245806453781714, 2.2713834548408376, 2.2764560393774578, 2.306317918817736, 2.3023888158706693, 2.3471640451398326, 2.3163582633415705, 2.3279655405289836, 2.2948516142803053, 2.309677196555769, 2.2921761468825093, 2.283823325400618, 2.2798975410937348, 2.2678760823269952, 2.2618773640231757, 2.2641161469717628, 2.2546049864415703, 2.190759171451122, 2.2201590986489794, 2.2256979132339274, 2.2228309533875183, 2.201987877001918, 2.22567069210155, 2.216961973230578, 2.1698426674057565, 2.1897791553138544, 2.2308174692051423, 2.2023011606165177, 2.197721625930288, 2.181066578500788, 2.204132665370568, 2.1167045856849245, 2.183875913583386, 2.151812772604417, 2.157052232985762, 2.139861217158312, 2.107977104964961, 2.1478333994889214, 2.1474974937951496, 2.099482734006563, 2.1279461408988527, 2.1247977400466715, 2.129820734205264, 2.1126070066056646, 2.0924164457193033, 2.16966879596637, 2.067362070541235, 2.123229204807538, 2.0620036255604015, 2.044394723970922, 2.0559508356617875, 2.04096205724178, 2.0241277590823037, 2.0859628801382435, 2.0291490229901332, 2.0839997962431807, 2.016602794863212, 2.033994216378957, 2.0736629033958156, 2.059729559636619, 1.9748124591219678, 2.035771913812165, 2.0312838588703617, 1.9847138834091158, 2.0391251494010443, 1.9656204390205485, 1.9806892810078363, 1.9730736255188135, 1.9957175627779824, 1.9822472450600477, 1.998358468176536, 1.9995504359137302, 1.9566511329899823, 1.9889061510448491, 1.9553639113102215, 1.9769197832828749, 1.9661273379701112, 1.9684261900449669, 1.931692259096596, 1.9407889877308353, 1.9262993809357714, 1.8603856314166722, 1.9734288275585066, 1.9121328775347308, 1.8889445329581935, 1.9304411397556884, 1.9438880837581436, 1.8179313376860518, 1.8932154620220016, 1.8822750633371539, 1.831737647358607, 1.8040307982183006, 1.868400243102017, 1.9086142688017202, 1.9099305126808883, 1.839778190839771, 1.9179360349439156, 1.9104055244039437, 1.876633544801064, 1.8975645825409844, 1.9016056131721686, 1.8356944796219896, 1.8047072919453861, 1.7551794489148482, 1.8198175505804695, 1.8633351174975081, 1.836235089860356, 1.8285310385094495, 1.847393511581787, 1.8230865569123837, 1.859694009321436, 1.8155052673336183, 1.840444388751105, 1.8263639806557068, 1.793272162582046, 1.8311448310021017, 1.8434391496506397, 1.830630532610668, 1.8086418258937902, 1.8192681488286053, 1.751360622340109, 1.7360285740209862, 1.810043391934283, 1.8201518491225142, 1.8060296373495441, 1.7477698131623516, 1.7312262627991513, 1.740768306314831, 1.775122591721577, 1.7975201556412592, 1.728111899974479, 1.7508518279399616, 1.7966430093413808, 1.6938454706700887, 1.7778564022278374, 1.7671804723263702, 1.7642568325813353, 1.7286301730004017, 1.7435388471251942, 1.783313676629094, 1.7715821632268103, 1.67735784067531, 1.7626872528308641, 1.754227182686672, 1.836001067610025, 1.7210114626875308, 1.708016099490497, 1.8186670642439098, 1.7331198247975443, 1.7267689357105922, 1.730730594234137, 1.774625173457067, 1.7472007073276103, 1.771620901669742, 1.665856602667847, 1.6843722202956333, 1.6738754252325778, 1.7430397892181337, 1.7217710452894333, 1.7241963403238674, 1.6658237736650712, 1.6989261612095896, 1.6941204665947327, 1.7097294987277656, 1.7662014020839258, 1.7109530869006195, 1.7097839197133187, 1.7323484434504883, 1.666402465322425, 1.6884056656923496, 1.669554068808821, 1.6791926288330166, 1.6373842607990565, 1.7335859015440986, 1.6593444274162834, 1.6441044775400875, 1.6448744350111186, 1.6905431298971634, 1.6611851128872892, 1.662060631442665, 1.6589124766169492, 1.6702879754229378, 1.6513875187472968, 1.6653060199203051, 1.6310855399624171, 1.6906922746757171, 1.6723283440046255, 1.611275309335705, 1.6163507100487853, 1.6306794842923213, 1.6694828562452788, 1.6045231439330527, 1.6583820970410807, 1.6014657821399008, 1.6028577097317993, 1.6243187864087594, 1.6683742429153017, 1.636955901894597, 1.627207685798235, 1.5901116533151287, 1.5985233005772626, 1.6212243468656191, 1.6074280546631328, 1.5759397422512296, 1.5706350695835194, 1.6063484973962385, 1.5884139446287833, 1.5869146711309217, 1.639137853358849, 1.6228106537844535, 1.681604282412099, 1.5978597827012617, 1.6406657965764433, 1.6323205804641783, 1.5865071858645858, 1.5914652491714125, 1.5871157916173368, 1.5655101585754276, 1.5875234838410668, 1.5738835984594304, 1.5509413621475967, 1.6316052775922985, 1.5410343545869765, 1.5771884108230385, 1.5423804242414156, 1.5772493522821598, 1.5507581498252225, 1.5759653463931094, 1.5964733698546543, 1.5588951275582048, 1.5893789838692047, 1.5905921827579872, 1.639798507695006, 1.54010693468654, 1.5965576176451173, 1.5781966902015305, 1.5306379387795124, 1.5990179375586262, 1.5356321281068843, 1.5318679544152316, 1.5155928896850908, 1.5299573897629004, 1.5833556160130564, 1.581198438573021, 1.6088339662368834, 1.5555620106534171, 1.5595496155021287, 1.5468889724270167, 1.5609300579310836, 1.5539145254585427, 1.4562672571120014, 1.5327530001038097, 1.4771592675381109, 1.5093181444449983, 1.4935318318529915, 1.5419822806588976, 1.521758298841868, 1.5127217874874768, 1.5388782983091651, 1.4795110860621403, 1.481979726944226, 1.556636707453261, 1.5155460015368325, 1.5197585997334369, 1.4561737929104386, 1.4983925994435565, 1.498586392906028, 1.4356912988847597, 1.4841675638237293, 1.4405687112725856, 1.52853794644753, 1.5325685162919496, 1.4630296279510016, 1.3895115625835426, 1.4992169896837846, 1.4422617367041546, 1.4538550190413067, 1.4882028161220953, 1.4440576381509456, 1.5061048861886168, 1.4719365575492038, 1.497215996662623, 1.510506443236016, 1.4577260997839945, 1.5707141563668132, 1.4587281786777695, 1.4126181761500016, 1.511496938579142, 1.469292111909321, 1.457285795239249, 1.476034085489738, 1.5022619553124836, 1.4631573801534876, 1.4894765188735186, 1.5159417299299918, 1.4306576086097396, 1.4629790442003627, 1.4183269764319948, 1.4451560037149807, 1.4531969724369598, 1.4597395303839686, 1.4652206117498212, 1.4489286022543222, 1.4238714197089255, 1.3766613477937548, 1.4705817355075403, 1.4571572420921985, 1.491022339251586, 1.4756345159719177, 1.4642628583477921, 1.4193709784414397, 1.478781658491109, 1.4045633709133243, 1.389079902657163, 1.510376834823623, 1.5042325773074394, 1.4289725642515465, 1.3701302485822946, 1.4305890912973034, 1.4666180204521442, 1.4453855104272517, 1.3957521176383958, 1.4252217408562804, 1.4197356704329347, 1.390951800254851, 1.4113344748052206, 1.3564924064616095, 1.4422141953072942, 1.3920586386019804, 1.334801114452091, 1.3950399787320742, 1.3759034423590164, 1.4522271430881375, 1.4054229689651168, 1.465952583100654, 1.3491659052312488, 1.4154538115246968, 1.405459152531029, 1.418544974528439, 1.3530270910308824, 1.4065702341339639, 1.3909575328259458, 1.3638314601327086, 1.3350390828502383, 1.4135816502250773, 1.3782030419516242, 1.3821167989335454, 1.4038025442789703, 1.3845624658288058, 1.3373853023130011, 1.4009495120130895, 1.365325355712832, 1.3741787367727385, 1.3986352112380191, 1.404079185795189, 1.3756463747335717, 1.376219727027439, 1.3684922536824349, 1.3941659448014112, 1.3900565833368137, 1.3651329870416198, 1.3632757498984602, 1.3404436593092335, 1.391387605392544, 1.3584949302124198, 1.344869133950195, 1.3440357254471293, 1.3813629313988787, 1.3295623882031944, 1.3798945682291335, 1.3117932719598575, 1.3559580656937582, 1.3805268872493517, 1.3016850987231205, 1.3031722394152474, 1.359907986335242, 1.3552619900675973, 1.3680494797206886, 1.3673501367074743, 1.3096673953098437, 1.363868329209238, 1.3658179212897845, 1.3366000637440671, 1.2928149599489003, 1.3484618581416739, 1.3181464182438183, 1.346407586233172, 1.3634958868978577, 1.2860514628566844, 1.355183209659042, 1.3329221721802929, 1.294974290249215, 1.3515601496778844, 1.320560144485759, 1.3196510269866109, 1.3399079628503254, 1.3203960646823363, 1.3133462054258116, 1.3067154194480397, 1.3121362584795009, 1.2858000329039605, 1.2857931316928535, 1.2588101183841873, 1.2636639218412755, 1.32787973752635, 1.263540775556253, 1.3377152706519655, 1.2482832297253745, 1.3075617899592686, 1.2513824326063072, 1.2806133830387167, 1.3240987563545095, 1.2886684587271795, 1.3031767371062353, 1.2909552650579792, 1.304446685222655, 1.2842830835972088, 1.1889941944041773, 1.3258105876807287, 1.3160787786494748, 1.2313888138177984, 1.3358592147332922, 1.3088320295778666, 1.2843384170715273, 1.2520363719815715, 1.2182353071425103, 1.2487619002698251, 1.2559871797140638, 1.270551815486, 1.2969544463560356, 1.2759108243656707, 1.276842695508946, 1.280437258177664, 1.2640732678936906, 1.2713098121581745, 1.2806580245151629, 1.2587129593810742, 1.2572636560835444, 1.2971083449768241, 1.2696049840345034, 1.286009066850805, 1.3348825234140407, 1.2732742686189296, 1.251934210192448, 1.2834564554943004, 1.2590466443728119, 1.304263562707663, 1.2550752765844055, 1.2438248671634184, 1.2506025722983245, 1.2532495767049734, 1.237835091672795, 1.251967887503172, 1.2622865428164916, 1.272828604689944, 1.2502657582343426, 1.2427855103121153, 1.2136375913235598, 1.2694861180722827, 1.2420954244379347, 1.2718282883089471, 1.2337710100034835, 1.2714082597542176, 1.313501255525966, 1.2749596325083565, 1.2278660685682021, 1.2435246392541106, 1.270163336093046, 1.2480442652089125, 1.2476133228263562, 1.2421454866193307, 1.2733647417198444, 1.247618019237628, 1.260748394620167, 1.2786713140710988, 1.2279755048696916, 1.2006635028661556, 1.2379148228383567, 1.2122513350964508, 1.188460860508646, 1.2518682081731405, 1.216708100574259, 1.2193327156000997, 1.206867007056033, 1.2270181072650623, 1.2047472604176819, 1.2358982212941614, 1.127692485496316, 1.2602766316362626, 1.184536647430537, 1.170608191481021, 1.2362942546892075, 1.2082889247077897, 1.169001963797549, 1.1953605177764013, 1.2154457399803937, 1.2363474163121317, 1.1770885174883075, 1.23664406759954, 1.230212191702537, 1.1372471447183166, 1.1876733186377673, 1.1808682794534313, 1.1927082415048083, 1.2059908315911174, 1.2086131710008559, 1.1495401898180913, 1.1194697458318466, 1.187494973989915, 1.2404563799929482, 1.2609928936738657, 1.2063761234512256, 1.15199244331261, 1.2126113852475289, 1.162971481595067, 1.1464706572369743, 1.1603891617277076, 1.1513142864900907, 1.1426327093549058, 1.1487657474693547, 1.1219551213185754, 1.1673667857605756, 1.176164376758568, 1.1509990510235821, 1.1607142722309207, 1.167425349440547, 1.2011403855572735, 1.1812361375841665, 1.201958469374395, 1.106440662422473, 1.177699270724335, 1.1753491014528183, 1.1397853236280797, 1.1764986653474379, 1.141980133679, 1.1153741792387788, 1.156897217893326, 1.1390328981597226, 1.1758742137971172, 1.1648261396074935, 1.157129172628992, 1.2140137925029029, 1.1761667339449422, 1.158012353870553, 1.152504054346835, 1.1213304879798083, 1.1440851379493377, 1.1488694890675755, 1.165790322760474, 1.1348693277007558, 1.1501315544983246, 1.1480855231321705, 1.0671578199529372, 1.0717408396804173, 1.0727299192130222, 1.1726015397774738, 1.1688151684466341, 1.1681736865565324, 1.1870454006368962, 1.2129961043996682, 1.1537788226599885, 1.174454415485177, 1.1907057629437, 1.1732562839870488, 1.1146019400882172, 1.1950811419972074, 1.187006315663314, 1.209602898233454, 1.1938541747786948, 1.1881364689221081, 1.1892335752379184, 1.1545317644349902, 1.144144791444753, 1.0666124771515375, 1.115899609398247, 1.0819783890315988, 1.0889599767161422, 1.1713207966993042, 1.1503938250029155, 1.0439147654055634, 1.1038231984667495, 1.0588580683417146, 1.1534052623897046, 1.098175979735984, 1.096188809615408, 1.0651323862817146, 1.1550687744841694, 1.110661824353597, 1.0711786417494351, 1.1145621376280135, 1.1274956350363148, 1.1180259204414207, 1.0945808981293224, 1.1483021949394652, 1.071652656095728, 1.1175519215397094, 1.0411966771402195, 1.117433283013254, 1.0918565752867773, 1.103717049458663, 1.116375854514153, 1.0768358226929882, 1.1100122658625216, 1.0925983398752341, 1.0549659129525328, 1.094369241692512, 1.1378589050554726, 1.106149833627946, 1.0259955398409473, 1.1434649422392964, 1.1091387262728758, 1.1368807707546769, 1.0731468664021044, 1.0614151708681616, 1.0800311239346891, 1.0610880453618612, 1.0572529266983441, 1.0604625501010332, 1.0336101700385565, 1.0609604254107559, 1.0822669029693457, 1.0190006342364364, 1.114556949793034, 1.0345771603300566, 1.0825271311854219, 1.0805343656073148, 1.0898542157061497, 1.115780516457878, 1.0495967906175785, 1.1051186286556516, 1.053497709720011, 1.1159199775981354, 1.0826829243987628, 1.0957158973258196, 1.0749493531897063, 1.0931804887163892, 1.1209502174392085, 1.1079170837740981, 1.052678453716344, 1.0100559356574133, 1.1268803015093887, 1.0527608895713674, 1.0460318029498872, 1.076784569219527, 1.0752363402875509, 1.0412989273638735, 1.0576466011909513, 1.0529993186756654, 1.0923740310083194, 1.0901994808164073, 1.0407890150048225, 1.067809072085397, 1.0908872268936685, 1.0636564827239903, 1.0026794109143131, 1.0493109817697082, 1.0516284593236194, 1.0519894725301673, 1.076824524924302, 1.0695051474214285, 0.9653233012860201, 1.0610396880334718, 1.0034405399192547, 1.0516529426464878, 0.9922759204588101, 1.0854764796950767, 1.047106433052019, 1.0094681717383884, 1.0370448113860644, 1.0327029841417543]"
