,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(132, 66), (132, 66), (132, 66)]",
module__conv_type,temporal,
module__dropout,0.47410366275821825,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[3.144699749459651, 2.976020244274985, 2.932190971337761, 2.9574330817757315, 2.9118647102216304, 2.823302539557161, 2.7754385361092626, 2.7266590696309114, 2.7797776701822445, 2.784704522131036, 2.768257361156633, 2.705258412168205, 2.70250595098286, 2.7174366296830663, 2.703485589495973, 2.7198829159341567, 2.724272925959387, 2.715687366349619, 2.7378033401878814, 2.721702503560825, 2.721160101293369, 2.717474416960641, 2.7110949435445386, 2.6748384055834054, 2.6502697536711057, 2.663904103240526, 2.663798833858071, 2.6670643226719086, 2.6744968463919756, 2.679667703448463, 2.6697279479002907, 2.6472537246513, 2.6564307644647442, 2.682254486230986, 2.68559196918686, 2.6374185145016122, 2.620175544466816, 2.6153489431664205, 2.618657665215935, 2.6562968214582616, 2.621972145602423, 2.6636285474075287, 2.6337714305502833, 2.5930223694656167, 2.61528184602256, 2.5883962768121034, 2.5501279909027335, 2.5984703456275953, 2.544420213368587, 2.5797155822173248, 2.5164415321827853, 2.540495935892094, 2.556818846562924, 2.54891234464039, 2.5213193971527335, 2.4729960968499007, 2.467356023531199, 2.4931755741207584, 2.4783185812319863, 2.449102783019373, 2.466300111285524, 2.436679302612481, 2.4126291371494357, 2.4206557177394803, 2.3906247611220404, 2.3676746920583795, 2.4084212217257432, 2.389317551100185, 2.3817106382006163, 2.3989008123015623, 2.3468559050146554, 2.3943041971882875, 2.3772240387911054, 2.3547423303931203, 2.340268678288469, 2.3089254563943498, 2.3745823462344777, 2.3413579202111747, 2.333307500978885, 2.3345379482574318, 2.3339071753856535, 2.371590444807372, 2.3462407306439617, 2.353409095765998, 2.2779585754710587, 2.292522959626479, 2.297683093359475, 2.2880060622228133, 2.3472291100231897, 2.276203540708288, 2.255785401386562, 2.255652443751664, 2.2282967884416527, 2.3257447315778346, 2.2619946786204284, 2.263478491117959, 2.2350980103130746, 2.3399306349671645, 2.27898961454917, 2.2235662758005836, 2.249300122031357, 2.22852823293278, 2.2378678326432184, 2.1771119860555395, 2.1912474278540053, 2.228661750782432, 2.1747224707594266, 2.2101723771104465, 2.1701363501980584, 2.2304116510472087, 2.2386121582203975, 2.180354231125128, 2.1988179957016816, 2.135552491985534, 2.1570582008545567, 2.1990678420645655, 2.1523130773808914, 2.182605642574141, 2.1952665777794427, 2.1701947781391917, 2.109732359820019, 2.1512775864444946, 2.19248237568519, 2.1548782191983995, 2.157907606779036, 2.1041425175979187, 2.1767861055271243, 2.1693213142181866, 2.1112189049435948, 2.087318715791941, 2.133626743318488, 2.1559658273336746, 2.124760850086837, 2.103112403827366, 2.1119037889561443, 2.1341993314912093, 2.115197479150658, 2.1295268508051173, 2.0699341299446563, 2.0869005616460004, 2.0944067972473555, 2.1302370172934264, 2.1218595221093164, 2.0718803780156985, 2.1361106574420523, 2.038680910375077, 2.023879633243833, 2.0940427334552094, 2.0309351198016334, 2.0315483031015633, 2.0812780400002393, 2.087798716475279, 2.1087680692158224, 2.0331332591687095, 2.0734183843425242, 2.012008464175612, 1.991524455634615, 2.071332350172289, 2.0548927267162784, 2.028543338839948, 2.0673047690033224, 2.092184360546413, 2.039927353059625, 1.9933413065008116, 1.9905472541360727, 2.0085943404420035, 2.01641917412451, 2.0056486623594987, 2.046384367180238, 2.006732358868182, 2.0297589226265176, 1.9846432176858244, 2.0531300995391226, 2.0235496874259846, 2.018549956338254, 2.0086935326772846, 1.9760620983349795, 1.9910807455665573, 1.965452146897656, 1.9725364584454221, 2.0056781787174054, 1.9418943396882515, 1.9599440164419037, 1.93693235912764, 2.007126740407852, 1.9942272878565999, 1.9645444887451584, 1.9535416673603314, 1.9824404580974395, 2.073061738400101, 1.9449205074696183, 1.9254806519473449, 2.007238960679556, 1.9755185780497644, 1.904392142975721, 1.8949385408261838, 1.9076600398631454, 2.0003657889963344, 1.9144472177777447, 1.9598648497594344, 1.9185789214852689, 1.9435291104234023, 1.9313721790019718, 1.942139089452049, 1.980960165030235, 1.9506251281396503, 1.9464899184386855, 1.933005356719728, 1.8950787323288376, 1.8827482498679777, 1.8808837086249408, 1.9154900406596749, 1.8953147823410916, 1.901131487995214, 1.8708898531908245, 1.8941060502175422, 1.9080172526813426, 1.9048890284260802, 1.9073016526382094, 1.9253027023377904, 1.8681063532599593, 1.9007958215096092, 1.9318226173893336, 1.7987823573610457, 1.8631319726363313, 1.8518616604207798, 1.8816492247443668, 1.8077762764313317, 1.8692820033126714, 1.8294170908845229, 1.8502630445539148, 1.8477466712797308, 1.8955916872603356, 1.8462566040843897, 1.8441014990411513, 1.8847610473862504, 1.8822427661892076, 1.8897473809806369, 1.8645792965255032, 1.8605798446144441, 1.885029106700581, 1.8557577884266143, 1.8281978593855694, 1.7920591796753724, 1.829334517894223, 1.8043057128413793, 1.795773770538139, 1.7431261537162326, 1.8276318782556493, 1.8365455310009349, 1.822393407711404, 1.8543368391907973, 1.8380091679578572, 1.783544406036421, 1.8569435434764061, 1.8546679414995373, 1.875956346533891, 1.7963460872168715, 1.8480233819957872, 1.7841108355218964, 1.8073220923686533, 1.7772138210620034, 1.7903024765567743, 1.824602818672827, 1.755565183929855, 1.7930949841390915, 1.8172207014179413, 1.8764558619387117, 1.8566492942946036, 1.7868316344672774, 1.8249667281130606, 1.7846768621305051, 1.8167199720996423, 1.767973499031655, 1.7603002407647281, 1.8335670850639858, 1.7942965955173809, 1.7553212639224323, 1.7498165228922702, 1.7962695821861312, 1.8036717978056684, 1.7564133366638066, 1.7877809799245787, 1.7722588869418252, 1.8097509814135602, 1.7834691796918365, 1.7678904981282406, 1.7074172955027895, 1.7736014770864292, 1.7785634868177145, 1.7385772081928217, 1.7332295390682184, 1.830491064141481, 1.716785997094906, 1.7118502310934784, 1.7740874903739532, 1.6859401988156268, 1.689138061279047, 1.6490019637954947, 1.7017744882947448, 1.7415475758054582, 1.7309113352744336, 1.7392574060629329, 1.7412741767648099, 1.704388736530076, 1.7107664537337934, 1.671869435521679, 1.711006147783386, 1.7320948728936256, 1.7512180407842, 1.746400276819865, 1.6597379340372105, 1.6800594807589904, 1.7004947935685026, 1.7007566451566987, 1.6327115043509672, 1.7188128361582526, 1.7557170306097336, 1.7326824766133333, 1.6801430028297997, 1.7377464871186052, 1.649675593440473, 1.6910420842253404, 1.712953371119637, 1.715872099863541, 1.6940818216529656, 1.6654054862456056, 1.7311379513299534, 1.650794435558062, 1.6492919212131831, 1.7032681458947287, 1.695944843034983, 1.6518954773629102, 1.7243676615128858, 1.7283715722877855, 1.6178961164230097, 1.6879237568677046, 1.707595932460704, 1.7112314555226953, 1.6413789189390136, 1.6445723039336746, 1.6305097607978276, 1.6524814266230559, 1.6713814721631177, 1.6354244403067353, 1.685000526307865, 1.6372059566437165, 1.68814667192268, 1.671262555613913, 1.6684000829740755, 1.552378757840636, 1.6250452292447835, 1.6527619887868334, 1.6329800878186675, 1.6263521124172762, 1.5870893363318692, 1.6268185048663777, 1.602386452788792, 1.6543771005549641, 1.6110739962903062, 1.6373269462631388, 1.6278310662749185, 1.6401954691763787, 1.652620940309499, 1.7113841782415533, 1.651290766306236, 1.6428351388501294, 1.6824296421168627, 1.6399158000486664, 1.706109771838767, 1.6156313792588852, 1.6465354356232866, 1.67039381699755, 1.5717150735487597, 1.6114342518165161, 1.6579731558099648, 1.6314277314726329, 1.6600675284288293, 1.6727682450832888, 1.5677062453332433, 1.578784839036607, 1.550565617851669, 1.6175900222249113, 1.6082456697618341, 1.6969474791791397, 1.581834740491731, 1.6400750464327303, 1.6387685872686162, 1.5829293753140694, 1.6020692295192065, 1.6450175694647553, 1.5864343496186655, 1.6694424098397036, 1.5760005328926276, 1.6545178667428635, 1.6261144835135841, 1.5890597054494369, 1.63742351589405, 1.5931451573307573, 1.56727022977693, 1.6105569254226537, 1.6280329238932028, 1.5745061734737917, 1.6647391512214793, 1.5799938197999561, 1.5839201107420213, 1.5402195292860557, 1.6315665771047045, 1.624629589633905, 1.6109106981685395, 1.5320457810381705, 1.578009248239227, 1.5764195312654352, 1.615827494963056, 1.5669120233182963, 1.5748037939356472, 1.535777870400563, 1.557664329835675, 1.5888207677701536, 1.5564869040468985, 1.608043674099652, 1.6129998098448752, 1.5556306912490168, 1.554405204592872, 1.5725027812009602, 1.5305501365018488, 1.5350580654162662, 1.5498012697076522, 1.5332167318560943, 1.5916992365050637, 1.602599399167908, 1.559414789396444, 1.5166705764097974, 1.5397458988347725, 1.514253125829274, 1.5408441822882561, 1.61342830396112, 1.5380614545763343, 1.5424287351339998, 1.5539218126464212, 1.5060020804634904, 1.5865245524628773, 1.5759930089259653, 1.572250064397823, 1.560162720652674, 1.5215344295795712, 1.4914962467890025, 1.4999939173402583, 1.5083670492117116, 1.5383301043096995, 1.472491580512023, 1.6158737477080212, 1.506572885435211, 1.5087900572888884, 1.532571200920208, 1.5429058256406545, 1.5389186582583683, 1.4787758897724408, 1.5426071510149564, 1.4909089436191125, 1.6056116821678617, 1.5310362590071322, 1.5115387586729605, 1.5391914759527512, 1.503899133274321, 1.5085620402371034, 1.5119765674218046, 1.6083915509240476, 1.5868159855261934, 1.5284935461073712, 1.5920459401860172, 1.4398118703121854, 1.5209559044856327, 1.5560561825085237, 1.4303641228547215, 1.5135945082859268, 1.5172302095876264, 1.5296416585845065, 1.492432926661247, 1.491566474497433, 1.5280423178149096, 1.490648147917437, 1.532005115625716, 1.491402896383135, 1.465642501164034, 1.5183702406396296, 1.4508373905009158, 1.5403636514795997, 1.506132401253217, 1.482760921838426, 1.5052092399211288, 1.4830531909746012, 1.5287065747156308, 1.4991339734523972, 1.416668498791711, 1.4690066282000385, 1.5511549548147272, 1.481260845312034, 1.5088900909947522, 1.4769533771540617, 1.4868170723520033, 1.4664952748083655, 1.491191614455111, 1.5580124154485948, 1.5012675310145913, 1.5112370739552787, 1.4453106838384346, 1.4651547583082047, 1.4746653108008794, 1.4707416007743865, 1.5017296474333672, 1.530652934301336, 1.5102416244775114, 1.4455414994373947, 1.4684824775868528, 1.4386715728193809, 1.4368937199285725, 1.4488064314818336, 1.488249728675063, 1.4224482611654352, 1.4854767354122707, 1.4716887266190295, 1.513395890909353, 1.4976988775881728, 1.488336952435488, 1.4439728168164145, 1.4742889181497238, 1.47589542893316, 1.4709683784170646, 1.5193987015584531, 1.4463832660906577, 1.4279082186649301, 1.4400698612650464, 1.425606652031974, 1.5260670513546306, 1.497789498928195, 1.4343860707531086, 1.4551995232385477, 1.4292937002659762, 1.4379639685268806, 1.5274381892529527, 1.4664592391493692, 1.4910350624536504, 1.4691803713754423, 1.4464174385015676, 1.4772430028988905, 1.4381248020712352, 1.4582253873692772, 1.4604517857693065, 1.4340018698934875, 1.4451844887467018, 1.5257163741455373, 1.4564776188606012, 1.4288030959278173, 1.4656100847358189, 1.5147004302067104, 1.4584267160106945, 1.4583033768887235, 1.4036946488483333, 1.4391498177497144, 1.3907536254452832, 1.4206437805025105, 1.4384965223613733, 1.4888452238659868, 1.3960914630191634, 1.4429565871382035, 1.4778426897089376, 1.4731120332817123, 1.3902592838155052, 1.4415344803778882, 1.3905754252435614, 1.4945143162629968, 1.4722658758677958, 1.4585206421354142, 1.4106344535860713, 1.3646460204225515, 1.4547388569697708, 1.4324967383419618, 1.4829674078320263, 1.4153891040410609, 1.48345770168626, 1.4154135549229234, 1.4643420591979128, 1.4344178902161144, 1.3934556803951375, 1.3833109843248577, 1.4759506201927832, 1.426701332562691, 1.3950792333983273, 1.4059068669703194, 1.3947959245973929, 1.3400619352713716, 1.3827090440228265, 1.3996252842491532, 1.3484225771560374, 1.4439049499802048, 1.4187323112248915, 1.3801967129541959, 1.5106855040570444, 1.3785286886843642, 1.3623493868491554, 1.4296792667495493, 1.365861308138265, 1.4012378913589065, 1.4077454352884164, 1.3670458373306804, 1.4418341821788134, 1.312812905320772, 1.306639272468398, 1.4085172204612997, 1.3823364399990825, 1.4475864711754125, 1.4743370386217372, 1.4114177036377276, 1.4097882951385483, 1.4132810526730237, 1.4544822561028836, 1.4147999441692596, 1.3666300785105123, 1.3648634914717923, 1.4325376262095162, 1.3854667614420484, 1.3623607227567993, 1.44235861209546, 1.3952265111926894, 1.3848379365740944, 1.3834522174732304, 1.5026343337373238, 1.4192425429476478, 1.3761280478769644, 1.3370370453722444, 1.3540469341425079, 1.3682296471329323, 1.2976378452800832, 1.352790887415524, 1.3627779395364383, 1.364343526735471, 1.3381269005681737, 1.4031527412190372, 1.3565696781081271, 1.3927765611508909, 1.4027077823245686, 1.3651886222909182, 1.4079505070785567, 1.4151439023615078, 1.377673086288577, 1.32768800079478, 1.3609328422702576, 1.3237061378813433, 1.297127476317345, 1.350880216771238, 1.2551233736306486, 1.346955045569609, 1.3787117544166845, 1.365713626777965, 1.3635665786978366, 1.382290678217232, 1.3715759493941746, 1.3845392238197989, 1.3701798270433165, 1.3768659513120707, 1.3939851343287208, 1.371257347178597, 1.4330333815833736, 1.3464473156341008, 1.3055370609654626, 1.347558340814991, 1.4142571876044447, 1.3543808608385868, 1.3516963035844425, 1.3634429113483613, 1.327268656163776, 1.3873375321169579, 1.3546904470190146, 1.3442850643499737, 1.3623127829362431, 1.3395701373473299, 1.3647117762896366, 1.3306448878810127, 1.37363874935231, 1.3231017125594593, 1.3793794270425404, 1.3922667161118318, 1.322380676205218, 1.3934556266475964, 1.363847889077916, 1.3346185861065667, 1.3905047212721984, 1.3685023614666596, 1.3384270249993355, 1.3218995340757058, 1.3206875344921398, 1.2927071117941356, 1.3149132172726024, 1.3263014773183246, 1.3981078077602938, 1.3414092732302716, 1.3694606766765058, 1.3700264447686301, 1.3586647191258983, 1.306062519894859, 1.3159008533738712, 1.3561451512035376, 1.3658371008430144, 1.3077856986738583, 1.3664562637865658, 1.3351922334963187, 1.3240066932115941, 1.3486192345848893, 1.3365780882293319, 1.3378821036030102, 1.3243720611855243, 1.3458122371019425, 1.259875032254037, 1.2550066577446484, 1.3110724205226567, 1.3988403999506853, 1.25770651007893, 1.3719221096277696, 1.2963500613192374, 1.363734399422515, 1.320890095996489, 1.3345977559484727, 1.2470216034464754, 1.3188182781656812, 1.2630299380289567, 1.326090648454508, 1.2895804279571783, 1.2745090327970325, 1.2822900948496911, 1.2689183378495232, 1.2995242211170968, 1.3006381346540874, 1.3135484289342039, 1.3478633004576255, 1.2614665210591576, 1.2906314357397415, 1.2788568627168218, 1.3103914080557337, 1.2390010223682675, 1.3039188626184628, 1.2418478426446344, 1.286443024242085, 1.2982272348422306, 1.27546923445369, 1.3055275564937923, 1.2510784289051342, 1.3059385862194275, 1.2964259221834025, 1.2615187723971975, 1.3295543271911856, 1.3261567395546532, 1.2739516974414244, 1.2887616695007147, 1.2750517605357088, 1.3425423721127887, 1.234901353688139, 1.2760078337380882, 1.3288945931230667, 1.309907159134602, 1.2916567164808799, 1.2772815941845521, 1.2735775890607595, 1.2957234868424476, 1.2852860083929147, 1.275745974684956, 1.2673488772673414, 1.3108340019435551, 1.3016893801661584, 1.2636393471719671, 1.213957194533192, 1.3609884039055635, 1.306149444368763, 1.3302504407647489, 1.3582519314652004, 1.2800610989963848, 1.3445838896525388, 1.2676003423729383, 1.2890731841612872, 1.2725043485160048, 1.2305901475494767, 1.3103512123600367, 1.2397549705928002, 1.272393004742661, 1.275734756263924, 1.3135406407087984, 1.254303682975916, 1.3153717474211617, 1.2771422773427357, 1.294165974407527, 1.278466117634709, 1.272478392817841, 1.3168918150468139, 1.2550676574137398, 1.342556267804493, 1.3141669023473368, 1.262578734887588, 1.2823855796530987, 1.3325471256739372, 1.2308906188130608, 1.3095955220490751, 1.2334457806998824, 1.242182780093081, 1.2403433275819973, 1.220773965177738, 1.314673239325742, 1.2160956587405563, 1.2389800951660024, 1.2157520882656119, 1.2665372496625131, 1.3134621753858005, 1.270908795455058, 1.2332212335801538, 1.238203219595672, 1.2764330053834787, 1.2220614372190943, 1.257207655033854, 1.2740786159429018, 1.2881555939685403, 1.1978977776216864, 1.2073275881006538, 1.1954663206387117, 1.2949217266200366, 1.2879339031631087, 1.2783983261369327, 1.2268498109255224, 1.2331935462464716, 1.2045191454060504, 1.3007836734628402, 1.1901390002412373, 1.218071912869323, 1.275494638320798, 1.1985969247156485, 1.2478449555950129, 1.2705383780834072, 1.2545364063828897, 1.2583542595938682, 1.27316745949159, 1.2859178387590455, 1.1867641775594282, 1.262731421659907, 1.1958237004417904, 1.3107183820250405, 1.3090398083073096, 1.294442409495168, 1.335305457170299, 1.3460718797580815, 1.2616440696293678, 1.2406652995846406, 1.1872617948032298, 1.168764146306841, 1.2072200733802223, 1.1539464256437297, 1.2118152600492356, 1.249226563123839, 1.2287742245174327, 1.2271353322187142, 1.184820476869168, 1.2332182863084797, 1.2418428410225062, 1.202863565299782, 1.3052457999402158, 1.228979932320141, 1.2856732858398747, 1.235020510723136, 1.2857054564994195, 1.246648688249735, 1.2501948505697453, 1.2755572593740416, 1.2870210359206777, 1.2823719138527192, 1.274582636379323, 1.2472154925324324, 1.256078124965087, 1.262881630647619, 1.2630946454744578, 1.2558202744678726, 1.2380523805673411, 1.2630693620799365, 1.1791904537663984, 1.2693240752798973, 1.1733457509263172, 1.2210990529299242, 1.2622228185565485, 1.2228219396576487, 1.2781723728529062, 1.2601027716101938, 1.2259757137482337, 1.186755367786209, 1.210421388778613, 1.2314891348914145, 1.2342674541565264, 1.2022953506609377, 1.2262000902080352, 1.251529661217177, 1.3022355147868911, 1.2986570610476367, 1.2368380768450697, 1.2324431780905163, 1.2357740023232608, 1.2697080286481706, 1.2060230361703275, 1.2135045123008406, 1.2054482698440552, 1.2406719356832707, 1.1661367129268903, 1.2190618626414467, 1.196637539849805, 1.2030060557731084, 1.1435583510610179, 1.2190950822968014, 1.2203488963187774, 1.2220924103880204, 1.180571899708066, 1.2698352031395386, 1.1730098026106583, 1.267795782787492, 1.1864543539940278, 1.1712128250125746, 1.18964329637544, 1.2271193052302896, 1.256410675356613, 1.194282005058318, 1.2045200870216237, 1.1668838209729204, 1.2065176496386298, 1.1986558345471274, 1.2092028834456883, 1.166961543821875, 1.2433077880183168, 1.2124791709214506, 1.197575545265036, 1.2281198202989465, 1.1928342325839003, 1.188038461814726, 1.1547867259538243, 1.170367816050388, 1.191747997767204, 1.1897980187210273, 1.2624089675372276, 1.1059887263356836, 1.2166640586246644, 1.227465122536198, 1.1413275073488782, 1.1684384776677699, 1.1798688384609186, 1.1593814450881386, 1.2080651935125362, 1.2367240787700882, 1.2056924286145925, 1.1637555431998075, 1.174964643053007, 1.2368834868561556, 1.1129241005763382, 1.1424863318946779, 1.1293938382742263, 1.202069871917166, 1.1716901879319797, 1.248958240239836, 1.186907109842135, 1.1749302624277986, 1.2002679588477736, 1.2104343881037423, 1.1895487463543182, 1.1766493413489678, 1.1690400996189816, 1.1671688624429795, 1.1948675467329448, 1.2342938931231784, 1.2009362829902959, 1.173487483421502, 1.2006978453468955, 1.1725423880395172, 1.1918577165961954, 1.182211663911338, 1.17397157397114, 1.1601747169889696, 1.1607262497922128, 1.169533245825354, 1.1284016729090256, 1.1535670212927582, 1.27813432556586, 1.1870037698561975, 1.1756596508972448, 1.1714225173685593, 1.1221697245489426, 1.1682339745909263, 1.1532815478900034, 1.1263282039491658, 1.1224313568977033, 1.2025915663366373, 1.1826400820000782, 1.2297303270053312, 1.241836093294368, 1.1547856225214024, 1.1530399375338545, 1.2163549755809395, 1.1976818156380185, 1.1354479929844998, 1.2423343934075681, 1.183524768935922, 1.1559559147022593, 1.1622162248817254, 1.1872473271825639, 1.1496105113700177, 1.1747718470634063, 1.1736643794414394, 1.1946976752180125, 1.1947493289017723, 1.1721007232491452, 1.121951162126023, 1.1881107334227001, 1.119811943960098, 1.125540215155982, 1.1815261457237434, 1.180907179969354, 1.154361316119545, 1.1734463757402864]"
