,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(123, 3), (93, 3), (102, 3), (51, 3), (15, 3)]",
module__conv_type,regular,
module__dropout,0.3132300158912374,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,,
train_loss,,"[2.8101858164763405, 2.710934928386887, 2.709585900481266, 2.7012642665635185, 2.715571615277917, 2.698187235462872, 2.6940379896145563, 2.6994741109983997, 2.6874393695581396, 2.6884441384920037, 2.6766150659219377, 2.686043825223037, 2.6791070343671737, 2.6590223050530937, 2.6688830765226212, 2.672800846871613, 2.669174348228469, 2.6638896304518274, 2.6646738961941936, 2.663883822042359, 2.6542133297304655, 2.6564406677937002, 2.665328688244829, 2.657008043833091, 2.662476960863911, 2.6704503947829465, 2.6564806858239147, 2.664093248646613, 2.663947415489682, 2.6669370682483002, 2.6678900856503174, 2.665388136700169, 2.6623861560013022, 2.6558884044603115, 2.644726907127395, 2.663536889934356, 2.655384180403399, 2.655725504391915, 2.664309690453414, 2.661157568984868, 2.6531335071791573, 2.6470773817257154, 2.6353951552470067, 2.6285010206446713, 2.641475744100435, 2.6200600942894674, 2.6042783292502105, 2.6198942923132393, 2.622605510300065, 2.605302310403372, 2.6293813419709546, 2.604136411394917, 2.610604152973447, 2.6076304278621785, 2.587162281506783, 2.586626557945516, 2.5833817970775685, 2.5905900125558667, 2.593166920031656, 2.5899636708702425, 2.5979804735422594, 2.5676213335209956, 2.5901052354617846, 2.561644257607947, 2.573851320325524, 2.5688410370336103, 2.56195486625495, 2.5294990580895043, 2.5429724052921654, 2.5539444866437675, 2.5302476885231475, 2.542447074989363, 2.5385886368723964, 2.548929199317976, 2.543338469227844, 2.540754174910529, 2.520903461470999, 2.510803673538399, 2.539891827313197, 2.5361871177291135, 2.516399410878073, 2.489095853932331, 2.4661593563524513, 2.4933598206911474, 2.5198860953998015, 2.5331305405537745, 2.4688596022611407, 2.452798523425137, 2.4335121917816487, 2.4243988779468575, 2.4446769008746725, 2.4283538696164113, 2.418750268186448, 2.400171636156953, 2.4202418499599303, 2.401420135259169, 2.3952134232070863, 2.3908842301322775, 2.378570403896545, 2.363002005799428, 2.39844787718014, 2.3732289264197526, 2.313415882674715, 2.3349618854320577, 2.3148822648906524, 2.3089313316437092, 2.317814022819431, 2.2998357917072685, 2.2760555571903383, 2.2640161381061827, 2.2384031657308974, 2.271973735335245, 2.2357617492620654, 2.2536134363828597, 2.232639090633576, 2.1886611104241225, 2.1985767537688474, 2.199258534894513, 2.177834673653678, 2.215435298192019, 2.217927096207018, 2.1712485193517166, 2.173480493484894, 2.181475193858836, 2.120233278972795, 2.1657805187853776, 2.1521373350955617, 2.101142202728286, 2.1548851526311825, 2.076297718895194, 2.184933278601983, 2.0705518998162593, 2.136363020751747, 2.084464839198456, 2.115909131735506, 2.119289301034343, 2.1011812785687014, 2.0713723812948532, 2.051067161307399, 2.0667707894808527, 2.047230220484136, 2.0600220258984723, 2.1256947708038005, 2.0513971542117684, 2.044072233413226, 2.035559978328918, 1.9954442633369756, 2.0100401566437442, 2.0342507588610714, 2.036121694109114, 2.061118210671265, 2.0116119938319357, 2.018969391352409, 1.9920048357664046, 1.9873482117533454, 1.9830641165404421, 2.038339694341024, 1.9834909378218972, 1.9861839991314103, 1.9609926934416813, 1.9776735386177753, 2.002452019781506, 1.9590988050076774, 1.9338754224869097, 1.9511843007883354, 1.973947013446591, 1.9285170407194163, 1.9785606863411405, 1.9328101784967044, 1.9493883607015445, 1.8701386561972557, 1.96156862257533, 1.9396348667971661, 1.9006772560420984, 1.9016778494351632, 1.9410432365243835, 1.8585571891310586, 1.9031934648579945, 1.8357335383033018, 1.8365882187220401, 1.8476789450140128, 1.8982156563356432, 1.9329715337826796, 1.8820150140852367, 1.8657601456191957, 1.8364320217070094, 1.8808953636873205, 1.8764566351912615, 1.878761291274216, 1.8767447221256175, 1.81955086518804, 1.8749212734042335, 1.8526645237310773, 1.8042591503589829, 1.9029995538366093, 1.8302140008507437, 1.8323837386045843, 1.807061806120165, 1.8175896478526166, 1.825513230180924, 1.837734665025406, 1.7798753580606053, 1.8211818479848505, 1.7846188143268946, 1.7661350965499878, 1.772325587180768, 1.7631056644094243, 1.7997458948105975, 1.838362434121685, 1.7798951077553118, 1.8050667369067095, 1.757118811152574, 1.7955497100174083, 1.747640261990027, 1.7567562575744526, 1.7253269789765566, 1.7297283427104324, 1.7622088607336055, 1.7174032776686496, 1.7580205901509764, 1.787764872429688, 1.7171279744376107, 1.7716467448856559, 1.7210288086837886, 1.6801304270536683, 1.7074570996338692, 1.7193830543859845, 1.6915045150902, 1.7323811232239754, 1.7049599895128165, 1.717185083956158, 1.7337561186568127, 1.640680999195415, 1.7433284486649354, 1.7139051063901427, 1.6869252310897114, 1.6953962219014103, 1.7233732418517846, 1.7141507633159616, 1.714840643438071, 1.7145705789270198, 1.7413796680281388, 1.674272297894105, 1.7026187734452287, 1.6865328715715795, 1.6528606786462612, 1.687828996967029, 1.6523532426426177, 1.6868308534511942, 1.6774779616752802, 1.6730997350519103, 1.610741208169272, 1.6192972877122074, 1.6720949952312976, 1.6702767402680163, 1.6546717425072583, 1.6191083435722857, 1.623627262767799, 1.6125170449530688, 1.7256503060373958, 1.5984391779109461, 1.620268107034797, 1.6447926927393801, 1.6078951830808828, 1.6852417647953437, 1.5677618510690958, 1.619711626012431, 1.6393867071883068, 1.6176248687769865, 1.604528478574661, 1.6163872555041818, 1.6104750497722442, 1.6171060474392076, 1.5935744683407176, 1.6483541790230885, 1.608326684532827, 1.6084849208535945, 1.5889844093938323, 1.6103550500033679, 1.5774393626031158, 1.626729902963877, 1.5840349194516565, 1.589624746456771, 1.5510443731539512, 1.584266113293194, 1.4974082381050022, 1.5998880580670571, 1.589885946183765, 1.5467969326155264, 1.612089151706769, 1.5840894324069767, 1.5832040200803092, 1.6147092602615871, 1.6114500662839482, 1.5487404532285554, 1.5766382401159504, 1.5508128169184705, 1.5723107805141825, 1.52838677202346, 1.4654104311112495, 1.529031102138218, 1.4932562278185277, 1.5464435103771084, 1.4778696040197603, 1.5036941364780787, 1.5183829070286026, 1.5399077719576326, 1.5534770756328267, 1.5727804233113696, 1.5125409288328278, 1.5437845514229498, 1.513335005855744, 1.4741825010046103, 1.481945521339975, 1.5032342250866237, 1.5422829296547553, 1.540640893813962, 1.5575878280205993, 1.5250780521560037, 1.4938353572277665, 1.5267609616235502, 1.4363661027138404, 1.5441209847871968, 1.4558363495993936, 1.4691596889082408, 1.4805739238312707, 1.471961606444651, 1.5213732690135868, 1.4786028686286397, 1.5016185779102964, 1.4453055819564702, 1.4321043582665438, 1.4778280114622244, 1.4369468787157467, 1.4811237975811453, 1.5093816036433843, 1.4573256299904547, 1.446147039676218, 1.4068188894690805, 1.4348863543572912, 1.4916399408397418, 1.4400973990703134, 1.4776082644113455, 1.4429853292099544, 1.4540183410938534, 1.406374277866415, 1.4399067290945549, 1.4758376567579647, 1.459600382974382, 1.4121115259926673, 1.4399364162272341, 1.4099838501685846, 1.4447245304984164, 1.4452570814617796, 1.4579136782758269, 1.4399134842876296, 1.4453251051764957, 1.374967663963406, 1.457344267398894, 1.4514472831421046, 1.364476922275014, 1.4011610763610443, 1.395509141143806, 1.4119335825273296, 1.428643660738289, 1.4462308571862348, 1.3702912181328717, 1.4077835969612549, 1.3672413212141319, 1.4253833899148856, 1.4423818070305106, 1.392722945567041, 1.3933055725860228, 1.3849632522963375, 1.3225652813796593, 1.448933978760633, 1.408163940228938, 1.399577212241803, 1.3615915131017653, 1.3482224403778253, 1.398904898033436, 1.3658071365889326, 1.3587648769793943, 1.3870745490741179, 1.3827103279918604, 1.370948027496393, 1.4265243483990833, 1.3497997201936094, 1.3702667789652168, 1.3784398216043594, 1.39221526352197, 1.340531389636341, 1.3987401949532459, 1.3278646333024682, 1.3031199791527897, 1.3753098008834788, 1.376178260024113, 1.342852075837251, 1.3394878342431864, 1.3403907833990565, 1.3181060703044223, 1.3078463107404912, 1.3201476055877517, 1.344142290783296, 1.3014641122781243, 1.3172733131401342, 1.3226988135275355, 1.3656264955827495, 1.3040051969317343, 1.2894533923136247, 1.3440177717563735, 1.3365654182801587, 1.2945382855760799, 1.3310093561004352, 1.2724247202707852, 1.3090474886930976, 1.2832363896746626, 1.356802871806084, 1.314035992631563, 1.3073368615727434, 1.3042526029208261, 1.2846954766955219, 1.3357483204848963, 1.2998686610848458, 1.2841614707586624, 1.3002734539136722, 1.2981006365290957, 1.3169827718495863, 1.373863664263705, 1.343002186919453, 1.3315666050350505, 1.3108879250827783, 1.268427952808222, 1.3061559885912548, 1.3247363784409671, 1.2838892301612737, 1.3107202567576444, 1.341463162145633, 1.2960923454205655, 1.241687018689852, 1.2550716732049034, 1.2844700854637718, 1.3036551961319984, 1.3100058613255303, 1.2280241084466321, 1.3145768691808961, 1.2981915948248552, 1.229443146601348, 1.2811461985972576, 1.2812375009978667, 1.279145187782644, 1.305274821889653, 1.2534443297367794, 1.2745280459896449, 1.1829691665939743, 1.2780693144697215, 1.266029617345402, 1.2625012039449173, 1.297520063171497, 1.2349552159594204, 1.2530313056098703, 1.2653283771981623, 1.2005277051803924, 1.237122629763763, 1.2347286014543104, 1.2193766495855327, 1.2682921225510122, 1.2169224723226073, 1.2514233753975186, 1.2801966290483127, 1.2208369730295243, 1.2041100609279551, 1.192019966985449, 1.2786442180359754, 1.2617767631203682, 1.2687780917954123, 1.1998218621821761, 1.2366144847777998, 1.2277239870588674, 1.230067464198221, 1.2038335507315707, 1.2436313067557494, 1.1939572547212502, 1.2571930987527145, 1.2169435968288798, 1.2464896570855253, 1.254085048545073, 1.2374110402169713, 1.2542685632071744, 1.2422268771941491, 1.2272230143262242, 1.2088466995253957, 1.190997552205602, 1.2030090058010667, 1.2161301467460015, 1.1701077642583204, 1.1673511167367299, 1.2153935853915867, 1.2005678684036167, 1.183478120549336, 1.2068102519406518, 1.198464249140495, 1.266189800636387, 1.1568928986270992, 1.2484915697505707, 1.2148805573037134, 1.2076581830234197, 1.2347797651511396, 1.1747429061946613, 1.1972946648652842, 1.182916606437264, 1.2033494130954117, 1.1879575924377221, 1.1413115246619792, 1.191485348119901, 1.1706672017399746, 1.1734350891012217, 1.1509662355531387, 1.1305724748756614, 1.1968699741340556, 1.1427338952503683, 1.1753114258048623, 1.1766712526595202, 1.107218290569695, 1.2133549096956417, 1.1425940272665667, 1.2047885285406903, 1.182582286626158, 1.098882406548039, 1.1933990706023914, 1.10876349642557, 1.127496615023512, 1.165822593233259, 1.1402482807291725, 1.1489307373934399, 1.1537625616226124, 1.1603474132357765, 1.1376720545149492, 1.2109946978344852, 1.163204954423886, 1.1582818245497282, 1.1282342699910863, 1.1655246632636627, 1.094817367018073, 1.1482344068199224, 1.1584904970231542, 1.1624167844050193, 1.1995187029673184, 1.1451507780363563, 1.139126224382305, 1.1471381916705814, 1.1623212687082602, 1.1263156025625607, 1.1501194582049787, 1.1361932160192831, 1.130802571773529, 1.116219567310833, 1.137360696158657, 1.1069635508836808, 1.1330361887669058, 1.12025104431518, 1.1091077828453226, 1.1366576624169284, 1.1152484954437079, 1.1733081578519302, 1.070763233424611, 1.1005651834842556, 1.0819688250448891, 1.0597245174106604, 1.1501595480134261, 1.1164146928199223, 1.1161095512625339, 1.0920985566742847, 1.1219739327081595, 1.1290027139159295, 1.0644464596158507, 1.1091535626578652, 1.0652665130664847, 1.1043845612649055, 1.1580112962364462, 1.1106886429593743, 1.1124986398656473, 1.057860636986749, 1.0923006552951644, 1.0885297038192234, 1.0708557322535213, 1.0889164356367667, 1.1114198197404315, 1.1119239901072258, 1.109192705108481, 1.0963487422994567, 1.0025623589466992, 1.1405932810265205, 1.1338574743914007, 1.1304653272578253, 1.1267006281253689, 1.071329346109677, 1.0647327902229764, 1.0472733605803781, 1.0662314061484586, 1.0998977634029352, 1.0682821635566007, 1.083014390601818, 1.053171178968426, 1.0466632248693808, 1.1108329257064702, 1.0369162287326217, 1.0841181102515645, 1.1098505110697021, 1.0764973916127731, 1.0938014329513372, 1.048240000572278, 1.1459461414974779, 1.0473649978408004, 1.063823296152852, 1.081990960590642, 1.0731713677647026, 1.0208405819586936, 1.009440834409699, 1.0871472787076109, 1.0746980704553784, 0.985874767822567, 1.0435661625310866, 1.1117966557513772, 1.0347195081628127, 1.0358761327344788, 1.065891276779432, 1.028595703759864, 1.0334329478772848, 1.0625949837339177, 1.0528205543584217, 1.0535566959537292, 1.017735788185932, 1.0232807566090585, 1.037343369398503, 1.0354540955583944, 1.0380351105866406, 1.0172183288544818, 1.0111018974542159, 1.054510790546046, 0.9415063176426125, 1.049925772555761, 1.0164017560739278, 1.0089777743081367, 1.0611527718330853, 1.0580154566636204, 1.0457049174115838, 1.0437388331674198, 0.9870337010119002, 1.0588255944968648, 1.059278118472568, 0.9980720484302682, 1.0562584017742576, 0.9723602067069052, 1.0736405368255513, 1.0213298773489936, 0.9893016862272068, 1.0459180126300436, 1.0257616291156393, 1.0112867729741943, 1.0373370918177915, 1.0034006662336619, 0.964414047368, 1.0101971877792668, 0.9785942431819232, 0.9775291797283298, 1.002497760489267, 0.9862941789489261, 0.9996770796059185, 0.9743336936412289, 1.0344507996287189, 1.0048063819463542, 1.0114796479485628, 0.942827535559906, 0.964645079335266, 0.9787058970946567, 1.0035959587850551, 1.0120781644001633, 0.9580539252486991, 0.9986592432437374, 0.9683160197298422, 0.9671753109764731, 0.9788757591348622, 0.9757308517807022, 0.9977860904383062, 0.9967682699821817, 0.966490870610827, 0.9235655394363036, 0.9647617961400277, 1.0187075687051967, 1.026355087412575, 1.0273259934432704, 0.999501781570429, 0.9768305306604602, 0.987495038435868, 0.9759613119338519, 0.9327044699463082, 1.0257775975330257, 0.9716849479831482, 0.9884427136998186, 0.9395052198614918, 0.9498532437405375, 0.9722124218711045, 0.9592301673282778, 1.0057956098591432, 0.9193721499746246, 0.9520092164390579, 0.9595353620015588, 0.9843028410551405, 0.9184880300293998, 0.9636177417170795, 0.9524482257793404, 0.9959300785165761, 0.9193441802366621, 0.9932381409670806, 0.967978558214184, 1.0160197054030577, 0.9590529785679944, 0.9545962484930292, 0.9115595003313641, 0.9719078589036975, 0.9542373181078475, 0.9598123280758573, 0.962880577080971, 0.9285529849903662, 0.8914393092396172, 0.9474836189393133, 0.9633861092244039, 0.8996180061660061, 0.9280655354203976, 0.9435688915280248, 0.9135842191231274, 0.9255229320829315, 0.9130301334839566, 0.9153487074811564, 0.9143223404195268, 0.8823150614839987, 0.9547948047145484, 0.9267393873146733, 0.9481956723338147, 0.9179784169775902, 0.8940066688322608, 0.9242391692535495, 0.9025391134682877, 0.9258869329973453, 0.9186548263638465, 0.9434919278056635, 0.9468521611309235, 0.904402179065697, 0.9307978947957357, 0.9860554590160906, 0.9658347882746732, 0.9323582050887605, 0.9248408641888687, 0.8675046928356148, 0.8758179795190778, 0.9189236425078673, 0.9312058543079391, 0.9165090096249516, 0.9191928836077394, 0.8795711101249922, 0.8971130568570025, 0.9466296893783158, 0.9001397132184464, 0.9419739287138444, 0.947271117011017, 0.9087471457804789, 0.9330259798693978, 0.9502424527684618, 0.858837118296954, 0.9357506910730189, 0.9152065821006349, 0.8831140643599406, 0.8330559197648183, 0.8728143232291374, 0.9872332492660236, 0.9273216532604313, 0.9050464046713474, 0.8957058771267562, 0.9215669084146533, 0.9101736266488973, 0.8542790985406019, 0.9110970174272855, 0.8755493611958675, 0.8957113658646857, 0.9143576851699623, 0.8905263673191126, 0.8943217303711555, 0.906046517494786, 0.9143315887290389, 0.8907627315190486, 0.8481012869891863, 0.8467000242832309, 0.8410391655960524, 0.9393792097279102, 0.9107346138513157, 0.8615993994049483, 0.8633759762510399, 0.9223219374471088, 0.9585175645718914, 0.8686936073909605, 0.8692471153014887, 0.8724035359990849, 0.8748776011154601, 0.8718237557622509, 0.8981979957320557, 0.8990732046680414, 0.8832498977753928, 0.8035906038762057, 0.8355461187330514, 0.9489164754375098, 0.8797540576242069, 0.8430572279615899, 0.883118564108663, 0.8334591559247474, 0.871731337324962, 0.858997673542743, 0.8944394140574284, 0.8958377250988819, 0.8228841703636338, 0.8340254720580371, 0.8789482023674628, 0.8411589762149289, 0.8536955120476225, 0.8749701686217836, 0.868881480484799, 0.8861974914179601, 0.847235412152057, 0.8697917089296904, 0.8764213577400972, 0.8616112814013899, 0.8255488735575207, 0.8700116661472357, 0.8749918855568807, 0.8609126159680831, 0.8345152757530727, 0.835501860848741, 0.8974969509938778, 0.8784033070409918, 0.8758801533652179, 0.8455727330636886, 0.830762101649549, 0.9206157007428722, 0.8320826367835779, 0.8761868804176419, 0.8676563257886265, 0.855585784753623, 0.8876341082916553, 0.8370543223355317, 0.852520771224145, 0.8691460823851973, 0.8031871819542092, 0.8294655905178746, 0.866799424493933, 0.8251420908350935, 0.8537322123156347, 0.827773258750379, 0.7955060516823234, 0.8353846297098723, 0.8034870823224386, 0.8071697013226548, 0.8558298726072661, 0.8017341805216435, 0.8013698290566947, 0.8177938200605168, 0.8335975090432948, 0.8215831904052999, 0.8735108619021084, 0.7948332217617071, 0.8399395461486714, 0.7826305433160308, 0.8582567721318188, 0.8232515338872899, 0.8338065293253272, 0.8364193535953588, 0.805644248147461, 0.8449893710355998, 0.7923521379974306, 0.8030943220520754, 0.8035261419122619, 0.7925685566629288, 0.8239901444241261, 0.8191093579078226, 0.7829236110281164, 0.8167488638146535, 0.8748071823046616, 0.8767750664597991, 0.8030054503782637, 0.8133926625885716, 0.8599118925702824, 0.8498762201711622, 0.7577808154226497, 0.7792558804412798, 0.7753029368056957, 0.770052478148069, 0.819340561051819, 0.8370749852790539, 0.7956265984013361, 0.8147184853379207, 0.831125424661618, 0.798606362186645, 0.774643519308296, 0.8042345654528036, 0.8036389838983098, 0.7711391958887177, 0.782195465987358, 0.7902051399323752, 0.8087671972193929, 0.7608770065454619, 0.7797197322854647, 0.7810524642926879, 0.768608362343959, 0.8174359207552981, 0.7693043639434785, 0.8098552832254325, 0.8313892028924358, 0.8107278907459825, 0.8361775652866144, 0.8637714679989971, 0.7525645891538245, 0.796913093684496, 0.7657921462389775, 0.7828572521090278, 0.8352792615605686, 0.774724404361666, 0.7719913238734868, 0.7488442028878052, 0.814774280223773, 0.7999824443993541, 0.7961035999604044, 0.7669221273047386, 0.7500576064536107, 0.7801672869679556, 0.7683422902530788, 0.8050914882235445, 0.7639340829527677, 0.7759109686105468, 0.7297357490469265, 0.7479035995599163, 0.8264229676627011, 0.7689653114776391, 0.8403899397464157, 0.7933205048013514, 0.8423974576023961, 0.7641280847018395, 0.7712021663009776, 0.7898758954165758, 0.7531827220797309, 0.7317635013878001, 0.7754507862993288, 0.782324351556958, 0.741931075305608, 0.7682934118603466, 0.7330449235002889, 0.7459858631237853, 0.7583809709732703, 0.7803287158122642, 0.7601350475253398, 0.8107244418305928, 0.7984228925438516, 0.7159323646383708, 0.7947415526604606, 0.7863292912297626, 0.8088680757263492, 0.7609809144958136, 0.7851645323467622, 0.787886023291733, 0.7875201404668922, 0.77967657702966, 0.7521694337586676, 0.8214139256174164, 0.7623922331599601, 0.7603216366501443, 0.7047030307022363, 0.7019003095080169, 0.8209376212259708, 0.7918824360549794, 0.7788683118618063, 0.771189207286504, 0.7775902169288238, 0.7384985880011079, 0.816526850983357, 0.7877567429418508, 0.7511374637455839, 0.7882089939880004, 0.8106578328648514, 0.7546962487416231, 0.7829555722100656, 0.7242358176464749, 0.7397830082042599, 0.7972555302930475, 0.7440332607267449, 0.7276834853582069, 0.7139490499432146, 0.7682425423968504, 0.7546076589983552, 0.7242274883854596, 0.7506426229412615, 0.8256588779203234, 0.7409384568761999, 0.7719355802085818, 0.7745136896539515, 0.7916735032849689, 0.7321926438050463, 0.7679497709853111, 0.753731133218905, 0.7351433130587687, 0.767475798639948, 0.7929001750284537, 0.7614264686902364, 0.7512255800826931, 0.7067276123401517, 0.7365059359340079, 0.6990824329141018, 0.791041793850805, 0.7466119038576335, 0.7258022579728753, 0.7917594251605128, 0.7698375632078431, 0.7657854055738174, 0.7316488754542577, 0.7016224172648208, 0.745543159214288, 0.7093929056946712, 0.7588605972613444, 0.7430038949140924, 0.7940851832400857, 0.6822994466806422, 0.7689700447065981, 0.7652233608196236, 0.7045909038857917, 0.742638981238955]"
