,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(132, 66)]",
module__conv_type,temporal,
module__dropout,0.29644750228058436,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[2.9833071566867186, 2.9051785519538416, 2.792088804850794, 2.762364809506208, 2.7583729000018122, 2.734877919554137, 2.698873536419249, 2.683991617830587, 2.6797309947541637, 2.67550564408876, 2.6594174199659624, 2.6501467562960936, 2.6473673300977163, 2.6425603002854787, 2.626837641144166, 2.616697792827911, 2.617364037140157, 2.6207996192634737, 2.590287194788972, 2.597662286189339, 2.5758492728628943, 2.6123873719352155, 2.5517873495559034, 2.5134284526138377, 2.503136551070374, 2.497311377777746, 2.43975011538266, 2.4394539094407244, 2.400304749335545, 2.3909766648800126, 2.329782432954511, 2.3062310327808944, 2.2660164849131696, 2.263822322286472, 2.218450532840696, 2.262598223934045, 2.213715222159524, 2.1471081603824, 2.111481635586589, 2.110633672144232, 2.117872751826157, 2.077793238367222, 1.991298014550856, 2.0454754381941647, 1.9987574147994525, 2.0570704077618758, 1.9570646551047757, 1.9910452037734179, 2.0259172906086236, 1.9468986975446816, 1.9358454433281451, 1.9475792122070783, 1.8719347835275506, 1.8958022293847152, 1.7857431018432823, 1.8276601648881414, 1.8377808035854197, 1.824157103308126, 1.8059547284799085, 1.7887335767874475, 1.800822499741489, 1.8024778999424071, 1.7427318004373178, 1.712489499279349, 1.6891273102930122, 1.7979061441770303, 1.7126780995046782, 1.7257201659553205, 1.743101709042752, 1.7203022049985561, 1.6803561738755866, 1.7302522917454695, 1.7127923431938032, 1.6744801480972045, 1.6739474984748186, 1.6896903189015686, 1.6310229268179592, 1.6669522958724285, 1.6955952368985012, 1.5981986976450056, 1.6389677392048143, 1.6120555764557194, 1.6334817676847089, 1.5950713077913234, 1.5117786461854923, 1.5228110254671392, 1.6067497819174472, 1.5608539698901833, 1.5724009658650095, 1.56445262016759, 1.5614725902633557, 1.5464145516523153, 1.5268120857473746, 1.534124115777773, 1.557552480605844, 1.6111826643677603, 1.5203992354399432, 1.5391107713292722, 1.4814279277928182, 1.5474048778916691, 1.492084441905531, 1.5484960851357232, 1.4856237885008876, 1.5331858483728478, 1.4728288896618495, 1.4850066066132472, 1.4526087504034437, 1.5269537199220482, 1.4954946874941164, 1.4531771227989894, 1.4653215147303893, 1.4087147348425042, 1.47917482959639, 1.4501236541782927, 1.4670366239272365, 1.476076538799128, 1.4068142772294558, 1.48907487052811, 1.435054852827107, 1.4671645460505114, 1.3965251320135834, 1.3951412488682209, 1.4113289773521571, 1.4405349032080323, 1.445177401569282, 1.4007516421872452, 1.3491142750704255, 1.34952373035374, 1.3366183483680931, 1.4373419356529706, 1.4065176251705618, 1.3094170414793365, 1.3861361530907919, 1.3590189355629012, 1.406043850710119, 1.413334909715368, 1.3445170151143262, 1.3990507225099955, 1.416060364510258, 1.351230698439568, 1.322342058806837, 1.3559614869123244, 1.4055848746373174, 1.3841040016826927, 1.2669762109080913, 1.317098064245916, 1.2929094634570102, 1.3176034811141975, 1.3359348193399028, 1.2603740042166944, 1.3169049003929674, 1.2413424010799985, 1.3195669710119833, 1.3006319892417937, 1.3069348666849219, 1.3417056727225787, 1.2853953125846282, 1.3084200509358646, 1.2847189390395441, 1.2726682824252085, 1.2551750038769294, 1.281105043970701, 1.1908237102286419, 1.3158592084374303, 1.2496729831034685, 1.2655905172501307, 1.2666248458296891, 1.269349633500023, 1.2136764421958666, 1.2261652093993802, 1.2415794967687164, 1.2081084414326995, 1.2490555097611622, 1.2238263513057477, 1.2546238165502943, 1.3035405684940164, 1.2098786161999155, 1.261435800957152, 1.2392072541078085, 1.2416937592169548, 1.226505848223252, 1.2101103679507368, 1.2127781154675707, 1.2448454329437424, 1.2637856432287824, 1.1820120098386624, 1.1157583762982124, 1.1578679099693334, 1.2627893184330512, 1.178653843019649, 1.1701035283871632, 1.2108870964995706, 1.1895424443098992, 1.1755483027716114, 1.1843588731975023, 1.1673940820574646, 1.2135314840439768, 1.1466684723497012, 1.1249335676116137, 1.1485346435525305, 1.197134517384218, 1.14239030525705, 1.205388935628823, 1.2532185296007254, 1.253781505911481, 1.190399247367756, 1.1905407065721059, 1.1468326306836438, 1.1084489365743833, 1.2231853577927745, 1.082547694989646, 1.1293579520114463, 1.1173371835553496, 1.0986577189806221, 1.116296556617803, 1.1297958460533355, 1.0921636286323408, 1.2443315246795896, 1.1643386918610397, 1.161898316157564, 1.1573018382901292, 1.0837775798114706, 1.1019585012701179, 1.1519730251723466, 1.1115785459122827, 1.128474262497308, 1.1297602347161932, 1.1691578762019563, 1.137836201702665, 1.0942916711209714, 1.13400259427547, 1.1478021270501373, 1.1550606137519852, 1.0915643547565692, 1.11017259178079, 1.0663380777755531, 1.112983072630136, 1.0749121656259513, 1.1005958778222555, 1.1217687174147202, 1.0836001644350222, 1.066718968895333, 1.136264817432444, 1.0620407407621102, 1.0559223640756727, 1.0054775418514696, 1.007507306779085, 1.0625343191382746, 1.022410020103124, 1.0434532296324832, 1.053832503897967, 1.0959372194600403, 1.0716384801013292, 1.1169330496645753, 1.0155924944721586, 1.0498186756029395, 1.1050588499765424, 1.097321131002226, 0.9788257486551742, 1.0530130919122833, 1.0373208774639162, 1.0294636026153894, 1.0479336918777176, 1.0633210234623671, 1.0152002836329301, 1.0458532148421786, 1.0533945826066011, 0.997775942976367, 1.0046666901884915, 1.0196096220190876, 1.0086276098669895, 1.052456004270805, 1.0272174890621908, 0.9791169499295393, 1.0400187779895609, 1.0373207031820002, 0.9751193070778833, 0.9813729474702859, 1.0261377999711427, 1.0045863184020196, 0.9453679861875539, 1.0420067269602455, 1.0234571551335787, 0.954538250279266, 1.0182710358795923, 0.9548130192013172, 0.9974610594112903, 0.9683770588433318, 1.0180615250942682, 0.9831880347962788, 0.9833353944015227, 1.0043264618277894, 0.993362375299327, 1.0383958443640744, 0.9589542998386416, 0.9866841170395418, 0.9403720025091474, 0.9941245405231105, 0.9638089060324447, 0.9275452102228813, 0.9203748581957886, 0.9823173969496433, 0.9883503035012062, 1.044999599112583, 0.9749142148955954, 0.9881573861556288, 0.9581488478172273, 1.002441450078632, 0.9423802475497858, 0.9372994887702619, 0.9728545871517541, 1.0136059530373371, 0.9479729164610469, 0.9889169091554189, 0.9194911341895498, 0.9433816212432905, 0.9167218947060642, 0.9737808327186096, 0.9043842646453791, 0.9395565936723733, 0.9863359836343393, 0.9277067428833022, 1.0081470618463686, 0.9598381106846601, 0.8986385429961046, 0.8584477357616553, 0.8835699160702534, 0.9429812079673782, 0.8523801632863724, 0.9708521513553395, 0.9248961083469078, 0.9110179693223882, 0.8836094593060946, 0.9048728240121432, 0.8922359344761915, 0.9662626620894791, 0.9329746270891103, 0.9485337225661127, 0.9218855501942272, 0.9208837627102482, 0.869721481212638, 0.9302420211710302, 0.8854372204497414, 0.9401527823910791, 0.9981416831002773, 0.9055850415188493, 0.9156992626775332, 0.9681719408457502, 0.9044517317681042, 0.9270814335380643, 0.9308123182688227, 0.9070403497303989, 0.9083891859183069, 0.8950617814488544, 0.9284396927097419, 0.9201276629331366, 0.9185936428584998, 0.9144794345475712, 0.9188384496328117, 0.9377071961287241, 0.887385929141398, 0.8818203485620149, 0.8892592072300434, 0.9032502173803768, 0.9390133777642273, 0.8716505472194243, 0.8539219958146567, 0.912464965009368, 0.9090287305622633, 0.8362077231930356, 0.8907344786448474, 0.9349640400164166, 0.8562565783219801, 0.9490301594123803, 0.9339707268328479, 0.9862649978297163, 0.8554846072305958, 0.9630670532856686, 0.9590678616024417, 0.9227032618412498, 0.8322435768896622, 0.8161559419148925, 0.8732719084066881, 0.8638142317791646, 0.8915002854313268, 0.8593509794142065, 0.8824797269813824, 0.8676885992317274, 0.8884895019111321, 0.8308955992610553, 0.8600910012256193, 0.8469612573751242, 0.850188417602205, 0.9218379503494277, 0.8525912872407159, 0.8225735380055241, 0.9104231630987106, 0.903781609597174, 0.8826772882114591, 0.7598645650101351, 0.8590079041142321, 0.8092030789900331, 0.8162570989281083, 0.8094097389064234, 0.8045570912615856, 0.849510826464452, 0.8233187875573283, 0.8548665029481699, 0.8348323070624336, 0.8468669949241047, 0.8248899979615464, 0.8514155579141061, 0.8537863217028893, 0.8199623719904718, 0.8159040299255877, 0.8739277732785329, 0.8691156046452491, 0.8225084340721512, 0.8118001323576955, 0.7569322619045779, 0.8718630121922241, 0.8160388843157294, 0.7934549906370844, 0.7944664317214569, 0.8300273003660795, 0.7887624813686551, 0.8300209028773634, 0.8073678837015263, 0.8442285923113377, 0.8480557974739873, 0.8020916711664521, 0.7677348154284154, 0.8223044448913119, 0.829566272665837, 0.7311486190505849, 0.7952009702210706, 0.7839469654383397, 0.8384928426797627, 0.8393220912389049, 0.7544088253215371, 0.7941442675838342, 0.8111612575345595, 0.8117719719740378, 0.8252661515590202, 0.7818666358368115, 0.8237752243231075, 0.7549545385151442, 0.8349905407004223, 0.7951544945677733, 0.7976285547907245, 0.781502173397837, 0.8081048962528369, 0.7592116127344596, 0.8408743685830288, 0.7340624241213941, 0.7176230924420912, 0.7800265719846995, 0.7836859134439096, 0.7334964542691815, 0.8007792835630283, 0.7778610612648513, 0.7581773593060894, 0.75352829350544, 0.774717627865862, 0.7833219791284769, 0.7780661270868561, 0.7825442386774976, 0.7790600641400224, 0.7663264951531535, 0.7613651967025699, 0.7793748255127089, 0.7654444443938592, 0.8076428909847895, 0.7493816830425795, 0.7079032243043901, 0.7522106852178051, 0.8189580398643097, 0.7482416371638323, 0.7753246619910202, 0.7746531365007248, 0.7586628386501628, 0.7841934243340809, 0.7265991544184258, 0.724098555851258, 0.7057805154705644, 0.742160907321761, 0.825068304238122, 0.7496392639413031, 0.7373897771174456, 0.7533094122848107, 0.6855765732007031, 0.7025140321977559, 0.7543002336614975, 0.737112873500075, 0.7700676212555175, 0.7845752189604563, 0.7044284245908203, 0.7590142824078432, 0.7520729074751218, 0.7200532280217007, 0.710548508184477, 0.7374989169222214, 0.7309273255915454, 0.7334855069210027, 0.6986657928915638, 0.7555109857939205, 0.6822181688307912, 0.7175336402981641, 0.752003901968849, 0.808714789995445, 0.671977404494258, 0.7246662203914507, 0.717876908639168, 0.7164058901577528, 0.7018683290573355, 0.6968839673380994, 0.7487913558870927, 0.7239979581694057, 0.7365329153441373, 0.722578740957497, 0.7434532706042226, 0.7255400369325662, 0.7318083509673742, 0.8190023608799734, 0.7059311231130356, 0.7359674380190449, 0.7441101447106325, 0.6892054448687651, 0.6683774260773581, 0.6857231622481139, 0.6458399515523717, 0.6530840168846009, 0.6543089784717652, 0.735508542289174, 0.774891759995891, 0.6873452142239534, 0.6503301772277326, 0.6568558203760997, 0.7161023462185846, 0.7088243747354127, 0.7217604445080211, 0.7069043096036608, 0.6857700451161566, 0.672876387748498, 0.7457055727143604, 0.6844694751518293, 0.697033493305423, 0.7482990341707418, 0.7168127391863833, 0.7296924483787566, 0.7003833306765075, 0.6978863245656103, 0.6905226181973851, 0.7250270667101353, 0.69119297224702, 0.6717145140063201, 0.6532553123154241, 0.6768262513103798, 0.6487869146469124, 0.6953827395131659, 0.697161099765023, 0.6660814282983627, 0.7399608902453917, 0.6875208720091562, 0.6757979215740354, 0.6649110696141368, 0.6742360569228336, 0.6918628932881287, 0.7216907534551116, 0.6653621130774409, 0.7225419951816151, 0.6497812554225885, 0.6957900490579523, 0.6669934794693985, 0.7024675190334027, 0.631222526079422, 0.7195374396583917, 0.6767046002956166, 0.6980607476913665, 0.6719244254450022, 0.7030577592056915, 0.6981222855574357, 0.655854218532766, 0.6550777041648189, 0.6376420251444284, 0.7012206128689965, 0.637017395200353, 0.6898854310060488, 0.6378186301644658, 0.6765289373186716, 0.7075459786168191, 0.6619836112217219, 0.6676984820604553, 0.6357009923721989, 0.6340306780737563, 0.63869609714587, 0.6804140868154825, 0.6719537007911947, 0.6421444300164157, 0.6243283492768464, 0.7117854791610028, 0.6737388618527065, 0.7040127635690544, 0.6909883163431955, 0.7313749364526141, 0.6628356316378762, 0.6437630359660673, 0.6379169859601628, 0.6327520127016495, 0.6387828432159772, 0.6533322543680267, 0.6787696346224674, 0.6735243179456217, 0.6390059475605022, 0.6491173538195616, 0.6857795441116245, 0.6367553356636936, 0.673319388743888, 0.6069466237613396, 0.6120712085912959, 0.6359493490649142, 0.585127740668149, 0.6274818469688683, 0.6266811490345735, 0.6220294423580629, 0.6233318955767487, 0.665143779886813, 0.70022602214391, 0.6285138501928218, 0.6631392874433171, 0.6299114737290391, 0.6248843104249588, 0.6463694451690524, 0.6822362014803321, 0.6532015176893313, 0.6148007544218289, 0.56773061862487, 0.6514598454157817, 0.6532951022594221, 0.6114935968447696, 0.5948716054981551, 0.6554650777916821, 0.6244497972686665, 0.6621994937521776, 0.6588149196374176, 0.6626515163895714, 0.6629752661312166, 0.6449027277737196, 0.6619312713878217, 0.6301969159412429, 0.6228755385802272, 0.6017933319519069, 0.5963081214953433, 0.6531621392697985, 0.6685862250920095, 0.6023746074335982, 0.6230865313928786, 0.6880703568458557, 0.6292269876992278, 0.6821066877724921, 0.6573959025083768, 0.6110328428440076, 0.6316253568715379, 0.6565600399275716, 0.6049232342790479, 0.6504328804479641, 0.5648532101922131, 0.5943229121583603, 0.6099623604045681, 0.6498820698525151, 0.601618364008719]"
