,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(132, 66)]",
module__conv_type,temporal,
module__dropout,0.37294347830015706,
module__fc_hidden_layers,"[1936, 128]",
module__preprocess,,
train_loss,,"[2.9756856156859883, 2.77365643369488, 2.7666764268490724, 2.741483845774821, 2.736542091717418, 2.727086051640721, 2.7018960107997376, 2.6816272877457044, 2.642307009211886, 2.6443248994062136, 2.6506291625595826, 2.6304992457955447, 2.6323498050448078, 2.6469917315667972, 2.651339761126293, 2.6240989745464067, 2.638491573809662, 2.6077348472060717, 2.600378252036741, 2.5840524579192765, 2.5592131742817883, 2.5794726946532385, 2.557073316738839, 2.5561347122155773, 2.559656372454711, 2.5140224171233956, 2.4368533868478495, 2.4230834966428905, 2.422531289468571, 2.3662222195952958, 2.3257379241273406, 2.294990408901061, 2.2635929570774658, 2.223458099731328, 2.223478638279232, 2.1910079550605817, 2.189810362978769, 2.1786880532061526, 2.153581473053989, 2.104235671303323, 2.1045841530051206, 2.058143910656964, 2.027418628992824, 1.9929820919219912, 2.0553589253874063, 2.01318887373765, 2.0510001884998608, 2.0518802333473016, 1.9491353758008374, 1.9867349728055284, 1.9695945074370635, 1.9727502917145128, 1.9006109731897511, 1.935235377465466, 1.9641808241662961, 1.957556023593141, 1.9620112020543807, 1.9601362163411908, 1.9465468989223986, 1.9237303578235825, 1.8933447134929517, 1.9048268479257535, 1.8958416946103613, 1.8884512931966506, 1.8831138510164052, 1.8626143909461668, 1.859798342618741, 1.856784518186053, 1.8384434156362932, 1.8741340902625028, 1.8019674705223478, 1.8507929649096762, 1.7936158314089858, 1.9138026219183104, 1.8047517339007182, 1.7819831081864472, 1.7872242236549245, 1.751593254349282, 1.810236275768097, 1.7504502095553789, 1.8119081938335397, 1.770637962960007, 1.7898083122128947, 1.723375287714938, 1.7556797642396644, 1.6762673960079846, 1.77615570312727, 1.7317449364689628, 1.7462778226427749, 1.6978884166582076, 1.7670717873179753, 1.7510939686632432, 1.7037784783259005, 1.6674351980498565, 1.6785801720024298, 1.6461299829428118, 1.673783486955683, 1.6399952390601218, 1.735655726947162, 1.6737914803847243, 1.6806874844940975, 1.6381817240403846, 1.637056800088132, 1.6054282254770027, 1.5815585058847452, 1.6240374980183343, 1.6326719465274042, 1.6209899685890798, 1.6491602006548884, 1.5601843618385622, 1.5979486827429334, 1.5334613577189236, 1.5632033544858908, 1.5982741460690342, 1.583774776239084, 1.624906821923613, 1.563144616568157, 1.5376392964438148, 1.5238427095358293, 1.4909502938246773, 1.546288637419351, 1.4834016364732767, 1.5373606258527788, 1.5730290724082552, 1.5517170136354705, 1.5840617335918081, 1.4957719789585546, 1.4958461616867564, 1.5073792003166653, 1.5038253107821415, 1.532117040052066, 1.5176571756315322, 1.567090138135167, 1.5402635222661976, 1.5290903743649626, 1.5347489013324085, 1.457548919199982, 1.5010053300354165, 1.4210660489644291, 1.444531205977222, 1.4562326411139255, 1.490585012193376, 1.5182338424470283, 1.440423786525763, 1.4555699498090542, 1.5059505856654922, 1.4558279598971933, 1.4601799920058296, 1.4658251577512773, 1.4672109117434715, 1.413166437977335, 1.4765101565966907, 1.4529671290328086, 1.432367274948823, 1.3627903351628163, 1.4289684421499036, 1.4293398425812456, 1.358956768965767, 1.3641038805875576, 1.349916899387301, 1.363153208697826, 1.3581293237872865, 1.3444239434262384, 1.3164633578851448, 1.3807890202399637, 1.4033067562758579, 1.3983475528156917, 1.3393695404799566, 1.3376605059958695, 1.3149899230579956, 1.3524858396707706, 1.2930896167791737, 1.346222231575715, 1.2667900236920524, 1.3571564479661309, 1.3190508747970302, 1.3601573281233232, 1.4082480437924902, 1.3752752089454665, 1.3646390406046627, 1.3142274573531123, 1.3499412486283198, 1.3476533544269496, 1.3457527963762776, 1.2810217718702819, 1.382505351202044, 1.339122634702818, 1.2568213268113457, 1.4245748895143593, 1.3401724262567034, 1.2672789403435822, 1.3437701301245222, 1.2969776290163197, 1.283101053475876, 1.3160146778009674, 1.3446084164840932, 1.3092905012980074, 1.34450299085445, 1.2715493924558277, 1.2784948305525385, 1.3165268820787346, 1.3309974892354515, 1.3041438122857327, 1.2812582485506494, 1.263827520002559, 1.2697638302984255, 1.2144526234057493, 1.3095304047306302, 1.257476916754772, 1.2550255380527986, 1.2847581925639264, 1.3171454871684714, 1.2375002323780315, 1.2144823713288884, 1.284330185223907, 1.2007996569210646, 1.2002307907633498, 1.2143382673757777, 1.2554812445063965, 1.2488409353995735, 1.1864283097453858, 1.2412588400426616, 1.2549564216049984, 1.2636661465474603, 1.2409443791219232, 1.2635931872589345, 1.2152063008004552, 1.2950098226258027, 1.2131577234808177, 1.2202539688794947, 1.2295001940855366, 1.2356941395666228, 1.2119077434924193, 1.2295538227068485, 1.1860210147334151, 1.2408175807081578, 1.216819259804636, 1.2182668202669287, 1.2349006078293594, 1.155911288940975, 1.2101216574776883, 1.1495013576780309, 1.2113023705766206, 1.1580228584741676, 1.172426768777009, 1.2869321904118367, 1.1568329490992937, 1.177711292100273, 1.2473603525912236, 1.216919672695094, 1.2186794642523475, 1.1627884711962972, 1.2410315062400248, 1.1604520994276095, 1.172630887685948, 1.1831441946084578, 1.147414802818518, 1.133800129286387, 1.1022426016957654, 1.156374212704785, 1.1408316029696912, 1.1544526000855753, 1.1583677793418605, 1.1728336601705789, 1.2387506765047098, 1.1410756739224674, 1.2077081643917282, 1.2219941731320692, 1.1061383444608517, 1.19025261983304, 1.1731422455434377, 1.1407798018428048, 1.1550771520828789, 1.1271792773779432, 1.0908584520363762, 1.1112130131007614, 1.1671760075380615, 1.1213350574022978, 1.1437347736102377, 1.1403073719961858, 1.1158285123830565, 1.156891616543973, 1.139662501965283, 1.0950544277445597, 1.1065227502595898, 1.135103428203634, 1.0976473708528016, 1.1846444754362564, 1.0605898544106511, 1.155467214488251, 1.062789589109439, 1.0873181108320973, 1.1222223868296837, 1.1423265869924066, 1.1553746620890275, 1.1591188556402063, 1.1277873613326426, 1.1735243767557126, 1.0640453092768187, 1.0669825258959735, 1.0842926088084186, 1.0762305287161624, 1.1324546662035921, 1.1046727737858748, 1.1004855432574443, 1.0869981522981127, 1.066886346536955, 1.0732033341951426, 1.1093815932347084, 1.088467175008697, 1.0381236233088884, 1.1287626755672315, 1.0508024541521712, 1.0980898187622685, 1.0474682787787204, 1.0969685397312874, 1.070295829690578, 1.0497047967508064, 1.0243005363588826, 1.103164709003324, 1.071257342303783, 1.038365970188734, 1.06742907908965, 1.0580982794688438, 1.0875645799279898, 1.0771502714010668, 1.0914148680880065, 1.0605501840302216, 1.0470306201768242, 1.0716926479522646, 1.0133262455120196, 1.091297595262985, 0.9889308139824822, 1.0466070241525398, 1.0372586227424314, 1.1035017434100043, 1.042171797688314, 1.0319652907450232, 1.0403400039489805, 1.0217302642376547, 1.0443129621574838, 0.991138102683362, 1.0379134869621263, 0.9577087502561924, 1.0932711422328985, 0.9652325030480603, 0.9578262295237887, 1.0043345465541114, 1.113237651890848, 1.0484799361732322, 0.9948015171827144, 1.0547677275086547, 1.01805547002753, 1.041992346521989, 1.0645335439070631, 1.0648904089277857, 0.9808608331286747, 0.9645045297845998, 1.0268729767277693, 1.082696913757617, 1.0119851804740598, 1.0294729976873709, 1.0288763629726623, 0.9744523666412954, 1.0635877026248572, 1.0158396261438527, 1.027139561304433, 1.005246918055009, 0.9915644635165721, 1.0114305589112118, 1.0128530232439572, 0.9748629063882663, 0.9954655422130153, 1.0258365111021528, 1.0326658642909805, 1.0207963997709089, 0.9993713960880968, 1.012612261378605, 1.0036780869663333, 1.0062225250502237, 1.023575035429733, 1.0093235672092256, 0.9801375460945027, 1.0248988846213254, 0.9482636917918749, 1.0054751544790397, 0.9863262297782239, 0.9618788485106031, 1.0304244341410969, 1.0165620186507358, 0.9623878045640385, 0.9642101380966904, 1.037045007360645, 0.9958248654391166, 0.9610948354406229, 0.9335527439492678, 1.0364949834781507, 0.9776724218864588, 0.9937549742535757, 0.987112302583376, 0.9567467780808798, 0.991902087563059, 1.0430738495773637, 0.9919673856526556, 1.0050805817410036, 0.9843404913131655, 1.0297263724561387, 0.9855581981893236, 0.9524811882661538, 1.0103552374638431, 0.9800241201715597, 0.929889682616016, 0.941683192285146, 0.9558473692745714, 0.9589782717589453, 0.9691383170532403, 0.9578981303436513, 0.9344830541601565, 0.9169085606961241, 0.9831803188214147, 0.9605096871473052, 0.9281799863030037, 0.9637873842025215, 1.001018826426105, 0.90501259979497, 0.890106072924645, 0.9518749375260952, 0.983997388673149, 0.9245934011039258, 1.003424119583247, 0.940600415337795, 0.9882050592473739, 0.9483784361672721, 0.9214142691379774, 0.9530419408703034, 0.881097944649991, 0.9040314904101293, 0.9679253319861106, 0.9978430979311352, 0.9254164957725612, 0.9749783623012609, 0.9995452332633928, 0.9327391716660556, 0.9248003292678643, 0.8840818186639138, 0.914232039291433, 0.9061683101754728, 0.9408654649518502, 0.9042746576832719, 0.9036215559763552, 0.9017539358413609, 0.9019050733141616, 0.9272265960524956, 0.9783633805511094, 0.9588232038117187, 0.9621713479512484, 0.9508249274599804, 0.9069000198836519, 0.8992987217349421, 0.8933612611609548, 0.9045303096698022, 0.8997484463876588, 0.9316269848030955, 0.892773108381685, 0.931189678337661, 0.9485885593575388, 0.9448537073757736, 0.9489309767157469, 0.9358012902759545, 0.912953421788115, 0.9376055581098326, 0.9578231451836291, 0.8958537548837644, 0.8940518906844097, 0.8899934175147205, 0.9711461004277337, 0.8736943555656184, 0.8864101687456962, 0.9077580535709286, 0.9184846161880786, 0.9189260803348959, 0.9301793794943137, 0.9160285816311607, 0.9095971888635529, 0.9260940101004836, 0.8980432430750578, 0.8878000946054074, 0.909903143966953, 0.8397204593939425, 0.884790310589686, 0.8616405654548455, 0.8703860258415427, 0.9270678258674387, 0.9212647120462956, 0.872389875652694, 0.8293329918910812, 0.9052688987378653, 0.9101099593854454, 0.8521400702091187, 0.89850052819371, 0.8404531748876004, 0.9010245309223827, 0.8361991790343155, 0.8291121408943938, 0.9031634280411616, 0.9232834703405164, 0.8931148695167791, 0.9044372880985092, 0.8644555786520872, 0.9006165254596556, 0.8962637871332223, 0.8369231562696812, 0.8797959733375432, 0.8603519554788001, 0.8904828545914502, 0.8740855157947357, 0.8357782637317899, 0.8619894957359373, 0.9003696401608883, 0.8904113929697282, 0.910687013459526, 0.8833867056356053, 0.880312809788563, 0.8814433328020824, 0.8785427907149302, 0.8385118831828551, 0.9369293231652932, 0.8797227550376628, 0.8606175477124908, 0.8182215349687953, 0.8344476681753221, 0.8599945908544617, 0.8483289548851936, 0.867519192411895, 0.862060363713702, 0.9234576500995145, 0.8662135199484579, 0.861882068145298, 0.8877742236726801, 0.9003366430981832, 0.9432633847513034, 0.8201501371764405, 0.903692685367965, 0.8204474756905304, 0.8655291188815734, 0.8648475918797294, 0.8366709057520538, 0.8102401584215219, 0.871401872378622, 0.856260468314568, 0.9233709914670567, 0.8013602416254508, 0.8811865178957553, 0.9005989502121529, 0.889415012897777, 0.811366451221327, 0.8554747539381148, 0.879851906404843, 0.9049617614947445, 0.8620188612626748, 0.8390033428133563, 0.8910801195594948, 0.8040877736804581, 0.8498311016472654, 0.8866067303348183, 0.8715680209551572, 0.9379532489918473, 0.8339746387929239, 0.919409228835591, 0.8808001901046328, 0.8192329830034223, 0.8843922456029281, 0.8152137568038165, 0.8861960481544832, 0.8208852102568878, 0.8830814958762756, 0.8795210383903957, 0.8049534712551651, 0.8439907007162493, 0.8659512454397161, 0.8760904803614699, 0.8776914432730647, 0.8515629850742684, 0.8601980886624093, 0.831119649069323, 0.8106217932335017, 0.8783748018306872, 0.8434960291847844, 0.8103565145820207, 0.8483650902296898, 0.8442291251299706, 0.8170312345599945, 0.8515534937496149, 0.8555684351646511, 0.842887401008789, 0.8050159686128833, 0.7992853360990645, 0.803229833633108, 0.8263306652058109, 0.8057410497354226, 0.8917714883635918, 0.8297393109198953, 0.8419595126227087, 0.8006552461241577, 0.8164535623594347, 0.8982708428963132, 0.8183336610299841, 0.7964677533810518, 0.836232377563008, 0.8399355241067121, 0.8256315757125444, 0.7893484295444159, 0.820725112552835, 0.823448670230763, 0.850583383881428, 0.8370008377104483, 0.8521283489728844, 0.7895785423707138, 0.7721128556412608, 0.8251110449175917, 0.8139792092416199, 0.8314447154696752, 0.7819744240985951, 0.8282746558226002, 0.8103137097523446, 0.8546050377404621, 0.8048084935391475, 0.8390255354187539, 0.79585272691529, 0.8203325102288068, 0.812448383292859, 0.8608972577810745, 0.8035977907235701, 0.8365892906335403, 0.8191649230794119, 0.8467900868569592, 0.7939473755528969, 0.84022750026205, 0.817641476179954, 0.786893902721881, 0.8057263720058434, 0.7952703485790918, 0.7802366742474561, 0.7776761999972265, 0.8518007299263967, 0.8082449043780966, 0.8041811834827723, 0.7629354683085275, 0.8109985901160799, 0.7635939885467119, 0.7053443113352653, 0.8413088299948972, 0.773569821052954, 0.7745201777588154, 0.8380064023891017, 0.8216888619704805, 0.8212292227543705, 0.8176226493493152, 0.8163837297406626, 0.8229661929401464, 0.8273440894604644, 0.749132815798505, 0.8318610896075755, 0.8095313180202257, 0.7412382548464008, 0.8066179840441171, 0.7834250390415228, 0.8115844712833983, 0.8053865944126517, 0.8007229637504768, 0.7577844150006885, 0.8082711228711134, 0.7517438625877512, 0.7457050361926176, 0.8465171288162642, 0.802122862691385, 0.8417531256483521, 0.7798872837178309, 0.7478221526473131, 0.770756379313295, 0.8046919182943978, 0.8396169396828781, 0.8387094039663014, 0.7548918916259297, 0.7674515245056884, 0.8082631965974013, 0.8057986686360127, 0.7338284194583856, 0.7783717804815399, 0.7535289576323614, 0.8022269851415491, 0.7771167617841783, 0.8146415008464382, 0.7993881185315621, 0.8006589726157014, 0.798646110204726, 0.7913027686029387, 0.7622047454519144, 0.8051910090354949, 0.7775967178326422, 0.7823541572821575, 0.7607253287666819, 0.8013710221722579, 0.7892285066007881, 0.7893549798775086, 0.75954253900074, 0.8003449790651648, 0.812223147064619, 0.7708957657475389, 0.7378730148706235, 0.7870185649783964, 0.8139843226851977, 0.8229614832579747, 0.8115533290577484, 0.7862194329214187, 0.821385147418262, 0.7463716444722064, 0.775843576197432, 0.7515343810912515, 0.7791094246844184, 0.7549402238997754, 0.7752528325609878, 0.7534568602658965, 0.7884806077677091, 0.8152399232428729, 0.7709107721606967, 0.769365813247073, 0.740600758344793, 0.7858315956798487, 0.7415655978352919, 0.7289098601881235, 0.7872664427345407, 0.7392488669983027, 0.7631014251434414, 0.8271445243006247, 0.7974534909921964, 0.815145620457728, 0.7491813533136803]"
